,author,title,journal/conference/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26
Row_822,"Iyer, N (Iyer, Nandini) [1] , [4] ; Menezes, R (Menezes, Ronaldo) [2] , [3] ; Barbosa, H (Barbosa, Hugo) [2]",Mobility and transit segregation in urban spaces,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,SEP 2024,2,"Segregation is a highly nuanced concept that researchers have worked to define and measure over the past several decades. Conventional approaches tend to estimate segregation based on residential patterns. However, the residential dimension does not fully comprise individuals' interactions with their environment and, consequently, can misrepresent individuals' lived experiences. To address this gap, we analyse how segregation extends to other dimensions of the urban life. We accomplish this by using the Index of Concentration at the Extremes (ICE) to measure socioeconomic segregation at amenities and on public transit lines. Moreover, we consider the pivotal role that transport plays in democratising access to opportunities. Using transport networks, amenity visitations, and census data, we leverage agent-based models to approximate socioeconomic composition at amenities and on transit lines. Consequently, we can estimate socioeconomic segregation within the United States, for various aspects of urban life. We find that neighbourhoods that are segregated in the residential domain tend to exhibit similar levels of segregation in amenity visitation patterns and transit usage, albeit to a lesser extent. Moreover, we discover that low-income neighbourhoods experience a greater decrease from residential to amenity segregation, than their high-income segregated counterparts, highlighting how mobility can be used as a tool for overcoming residential inequalities, given the proper infrastructure. We identify inequalities embedded into transit service, which impose constraints on residents from segregated areas, limiting the neighbourhoods that they can access within an hour to areas that are similarly disadvantaged. By exploring socioeconomic segregation from a transit perspective, we underscore the importance of conceptualising experiential segregation, while also highlighting how transport systems can contribute to a cycle of disadvantage.",Transportation networks,socioeconomic segregation,urban analytics,ACCESSIBILITY,INEQUALITY,COVID-19,POVERTY,ACCESS,,,,,,,,,,,,,,,,,,
Row_823,"Morales, Sonia[1]",Analizando la segregación de los asentamientos informales en la periferia de las ciudades latinoamericanas usando imágenes satelitales,Revista cartográfica,2023-06,1,"Abstract The urban pattern has changed significantly in Latin American cities over the last decades. Since the 1980s, urban policies have increased the periphery land value, promoting suburbanization that restricted spaces for informal settlers. The study used Landsat imagery to analyze if urban pattern changes in Bogota, Colombia and Sao Paulo, Brazil forced informal settlements to move closer to environmental risk areas or areas with limited mobility. This research used a stratified supervised classification to locate formal and informal developments in 2000 and 2018, followed by multiple criteria evaluation to categorize environmental risk and mobility in the study area. The results revealed that segregation in the periphery of cities is not a generalized pattern in the city periphery but a localized phenomenon encouraged by urban policies.",remote sensing,segregation,informal settlements,city's periphery,,,,,,,,,,,,,,,,,,,,,,
Row_824,"Zhang, GZ (Zhang, Guozheng) [1] ; Wang, DH (Wang, Dianhai) [1] ; Chen, MW (Chen, Mengwei) [2] ; Zeng, JQ (Zeng, Jiaqi) [1] , [3] ; Cai, ZY (Cai, Zhengyi) [4]",Assessing urban-scale spatiotemporal heterogeneous metro station coverage using multi-source mobility data,JOURNAL OF TRANSPORT GEOGRAPHY,FEB 2025,0,"Assessing the coverage of metro stations is crucial for evaluating and guiding metro construction. Existing methods mainly rely on surveys to obtain the coverage radii by fitting the first-mile distance distribution of metro passengers, which is costly and time-consuming to capture the spatiotemporal heterogeneity at the urban scale. Daily generated multi-source mobility data offers the possibility of a broad and low-cost assessment. This study proposes a framework to assess the coverage radius of metro stations using metro smart card data and Baidu population heatmap data. First, we build a nested logit model to model travelers' mode choice and station selection behaviors, considering both the competitiveness of the metro over other modes and travelers' sensitivity to first-mile distance. We then establish the relationship between choice probability and metro station inflows, calibrating the parameters through a genetic algorithm-based bi-objective optimization. Finally, we propose a novel metro station coverage assessment method using a distance-decay function that describes the cumulative mode choice proportions. An empirical analysis is conducted using Hangzhou, a sizeable monocentric city in China. The results reveal significant tidal patterns in travel behavior parameters. During the morning peak, suburban travelers rely more on the metro, whereas evening peak reliance is more pronounced among urban center travelers. This aligns with Hangzhou's commuting patterns. Moreover, significant differences occur in attraction patterns between downtown and suburban stations. Suburban metro stations exhibit larger coverage radii due to the lack of convenient alternative transport modes, a result that existing methods fail to capture. This evaluation framework can be extended to other cities, offering valuable insights for enhancing metro services.",Metro station coverage,First-mile distance distribution,Urban scale assessment,Spatial heterogeneity,Big data,TRANSIT,ACCESSIBILITY,MODE,TRANSPORT,DISTANCE,,,,,,,,,,,,,,,,
Row_825,"Azuela, Antonio[1]",Complicated transplants. New York in Mexico City’s Urban Planning,Estudios demográficos y urbanos,2023-12,0,"Abstract This article addresses the transplant of urban ideas from New York City to Mexico City. Following recent developments in urban history and critical geography, the article suggests an interpretation of the import of ideas (a process also known as policy mobilities), that stresses the lack of reflexivity on the part of those who import ideas from contexts that differ from their own. In this case, the point of departure is the global influence of New York City and the goal is to examine the variety of forms that such influence adopts in a particular place - Mexico City in this case. The article concludes by stressing the need to incorporate this approach to the research agenda of urban ideas and institutions in peripheral countries.",legal transplants,policy mobilities,zoning,Mexico City,,,,,,,,,,,,,,,,,,,,,,
Row_826,"Liu, Z (Liu, Z.) [1] , [2] ; Wu, J (Wu, J.) [3] ; Li, H (Li, H.) [2] ; Werner, M (Werner, M.) [2]",SPATIO-TEMPORAL ANALYSIS OF URBAN ECONOMIC RESILIENCE DURING COVID-19 WITH MULTILAYER COMPLEX NETWORKS,"GEOSPATIAL WEEK 2023, VOL. 48-1",2023,0,"The COVID-19 pandemic has impacted the economic growth of almost every country, with many industries facing operational difficulties, and the failures of a large number of restaurants, in particular, have extensively tested the resilience of urban economies. The gastronomy business is one of the most decentralized and location-based consumer business in urban, which is highly related to the economic attributes of cities. However, there are few studies on quantitative analysis of urban economic resilience through the opening and closing of restaurants. Understanding and planning for the aftermath of the COVID-19 may not only minimize detrimental effects but also provide insights into the economic recovery policies. This study analyzes the phenomenon of restaurant failures after the pandemic in Shenzhen, China via percolation in multilayer complex networks. We identify the closed restaurants through data mining, and construct the human mobility network through mobile phone location data, aggregating origin and destination points into grids. We then embedded the restaurants' Points of Interest (POIs) into the grids, creating an additional restaurant network layer. By considering spatial interactions between restaurants, we constructed a geographical proximity network for restaurants in each grid. Finally, Using these multilayered nested networks, we analyzed the pandemic's impact and the occurrence of critical phenomena related to restaurant closures under lockdown policies through percolation in multilayer complex networks. As a result, this study found that the severity of the pandemic significantly increased the probability of restaurant failures, with cascade and critical phenomena. However, implementing precise lockdown measures can effectively lower the probability of restaurant closures. These results highlight the effectiveness of accurate lockdown policies in striking a balance between epidemic prevention and economic development, contingent upon the correct identification of high-risk areas. This finding suggests that policy makers and public health departments need to balance policy effectiveness with interventions in economic activities in order to increase the resilience of urban economies during the pandemic.",Urban economic resilience,Percolation,COVID-19,Spatio-temporal analysis,Multilayer networks,human mobility,,,,,,,,,,,,,,,,,,,,
Row_827,"Cattivelli, V (Cattivelli, Valentina) [1] , [2]",The contribution of urban garden cultivation to food self-sufficiency in areas at risk of food desertification during the Covid-19 pandemic,LAND USE POLICY,SEP 2022,10,"This paper assesses the contribution made by the cultivation of urban gardens to the food self-sufficiency of mountain municipalities at risk of food desertification during 2020 in South Tyrol (Italy). The pandemic-induced economic downturn and mobility restrictions have left more territories severely exposed to the adverse risk of food desertification. A food desert is a territory where people are food-insecure because of job/income loss or through the absence of food retail facilities. During lockdown, many non-essential firms were forced to close. This meant that many workers, especially those in more precarious positions, lost their jobs, while entrepreneurs had consistent financial shortcomings. Local population mobility was restricted to the municipality of residence, with reduced access to grocery stores outside that area. Disrupted food supply chains and panic buying stimulated short-term food shortages, emptied municipal food stores and meant that supplies often failed to meet local needs. This insecurity left mountain municipalities increasingly vulnerable to desertification. The most food-insecure areas are those that depend heavily on the tourism sector and those with limited access to food retail facilities or other organized forms of food supply in proximity. Their challenges through the period of Covid-19 have heightened questions about their access to food and possible initiatives to increase their food self-sufficiency. Among the initiatives most frequently debated in that period, gardening has been highly valued. This paper contributes to the debate by presenting a Decision Support System (DSS) that calculates the land required for food self-sufficiency in South Tyrolean municipalities and the percentage covered by the production of local urban gardens. The results demonstrate that urban gardens' contribution to local food self-sufficiency is almost insignificant in these municipalities, representing less than 1 % of the municipal needs. Restricting the analysis to self-sufficiency in fruit and vegetable production only, findings derived from the DSS application confirm the insignificance of urban gardens' production levels, which remains below 1 % of the municipal needs.",Urban gardening,Food self-sufficiency,South Tyrol,Food desert,Covid-19,Mountain municipalities,HEALTHY FOOD,DESERTS,ACCESS,ENVIRONMENT,COMMUNITY,IMPACT,DIET,,,,,,,,,,,,,
Row_828,"Nelson, JR (Nelson, Jake R.) [1] ; Won, Y (Won, Youngjae) [2] ; Kim, J (Kim, Jieun) [2] ; Stuhlmacher, M (Stuhlmacher, Michelle) [3] ; Kim, Y (Kim, Yushim) [2]","Is the grass greener or the water bluer? Drivers of local park visitation patterns in Phoenix, Arizona",URBAN FORESTRY & URBAN GREENING,MAY 2024,1,"Urban green and blue spaces provide mental and physical health benefits for their surrounding communities, but the key to many of these benefits is the utilization of the urban greenspace for recreation or relaxation. For some communities, use is limited by physical access to the greenspace while for other communities, the characteristics of the greenspace play an important role in encouraging or discouraging use. What drives communities to use their local greenspace with respect to all other available greenspace in an urban area remains an underexplored question. To fill this gap, we leverage a large human mobility dataset to track a year of park visitation by residents across the Phoenix, AZ, metropolitan area combined with a spatial autoregressive model using spatially lagged dependent variables. Our results suggest that it is not vegetation but the presence of water features within a park that encourages higher visitation to local parks. Water features also influence visitation to parks outside a communities local area; its presence within a local park decreased how often individuals visited non-local parks as a proportion of their total park visitation. We discuss the implications of these finding in the context of a desert city that lacks both greenspace and water.",Bluespace,GIS,Greenspace,Human mobility,Visitation Patterns,PHYSICAL-ACTIVITY,URBAN GREENSPACE,OPEN SPACES,INDICATORS,PROXIMITY,COMMUNITY,QUALITY,ACCESS,FIELD,,,,,,,,,,,,
Row_829,"Pilotto, Angela Seixas[1] ; Novaski, Mariana Araújo de Matos[2]",Urban mobility indicators in the Metropolitan Region of São Paulo based on the Origin and Destination Metro survey,Cadernos Metrópole,2023-04,1,"Abstract The results of the 2017 Origin and Destination (OD) Metro survey for the Metropolitan Region of São Paulo (acronym in Portuguese: RMSP) were published in 2019. Through a spatial analysis of open data from the OD survey, this article aims to identify characteristics of the daily commuting performed by RMSP residents, investigating spatial patterns of travel time, mode choice, motorization rate, mobility and immobility index, considering population distribution according to different income ranges and disaggregated by OD zone. The 2017 results are compared to those of 2007 to investigate what changed and what remained during the decade.",urban mobility,Metropolitan Region of São Paulo,Origin and Destination survey,daily journeys,,,,,,,,,,,,,,,,,,,,,,
Row_830,"Sgibnev, W (Sgibnev, Wladimir) [1] ; Tuvikene, T (Tuvikene, Tauri) [2] , [3]","Moving post-socialist publics: citizens, spaces, and practices",EURASIAN GEOGRAPHY AND ECONOMICS,APR 2 2024,1,"This Introduction to the Special Issue on moving post-socialist publics aims to lay out how existing mobility politics and discourses in the region under scrutiny are intertwined with historical, socialist-era mobility practices, and infrastructures. Mobility paths and policies are imbued with a contested understanding of socialist legacies as well as capitalist realities. The Special Issue explores how transport options and choices confront citizens with social diversity, transformations of social norms, institutions and routines, values, concepts, and traditions. Valuable lessons can be learnt in terms of critical mobility geographies beyond the region as post-socialist transformations address justice and changing social norms and understandings of state roles. A decolonial inspiration that challenges existing readings of the formerly socialist region and transgresses the analytical ""Othering"" of its transition experience can be traced throughout the papers. Instead of arguing whether or not post-socialism is still a valid analytical framework, authors see the region as marked by multiple experiences of modernity and coloniality. In the former Soviet peripheries, urban mobility shapes socio-spatial contentions, making visible multiple and conflicting narratives of modernity and coloniality, tracing flows and dependencies at different scales, and taking into account complex constellations of actors, cultures, and materialities. The post-socialist lens is meant to critically scrutinize continuities and changes, providing particular interpretations for contemporary issues: mobile post-socialist publics are thus a turn away from what was before but in a context in which a strong relation to the past is embedded in several continuities in institutions, materialities, and practices.",Mobility,transport,post-socialism,publics,TRANSPORT,MOBILITY,GENDER,POLITICS,TRAVEL,,,,,,,,,,,,,,,,,
Row_831,"Sulis, P (Sulis, Patrizia) [1] , [2] ; Proietti, P (Proietti, Paola) [1]",Who can access what? Uncovering urban inequality in access to service for senior citizens,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,SEP 2024,0,"The scarcity or lack of access to essential services at the local and neighbourhood levels in cities can result in significant spatial inequalities, as some areas and their residents can deal with disadvantages and a lower quality of daily life. In particular, the spatial distribution and the variety of amenities at the local scale represent an important feature of the liveliness of places. The local availability and access to essential services are particularly relevant for some demographic groups experiencing limited mobility or mobility poverty, such as older adults living in cities, and spatial disparities have been further exacerbated by the COVID-19 pandemic, which highlighted severe difficulties in accessing essential services. This work explores the issue focussing on the following question: who can access what depending on where they live in cities? Using Machine Learning and Spatial Autocorrelation applied to different data sources for spatial information on the location of urban amenities and Internet access, this work aims to identify the most underserved places in terms of the variety of available amenities and access to quality broadband in three European capital cities. A comparison to urban areas where high percentages of older adults reside makes it possible to identify where residents can locally access several essential services (green spaces, health care, and local shopping) and where this need cannot be satisfied because of a lack in the amenity variety available at walking distance to their home. The combination of underserved areas with a high concentration of senior residents identifies left-behind areas in these cities, where interventions on inequalities are most needed. Results can inform policies aiming at favouring fair access to services at the local scale, possibly including slow and active mobility modes, and in general to develop comprehensive and sustainable planning strategies for cities, leaving no place and no person behind.",Inequalities,ageing,amenities,digital,left-behind,OLDER,ASSOCIATION,TRAVEL,ENVIRONMENT,ADULTS,LIFE,,,,,,,,,,,,,,,
Row_832,"Zhao, TH (Zhao, Tianhong) [1] , [2] ; Huang, ZD (Huang, Zhengdong) [1] ; Tu, W (Tu, Wei) [1] ; Biljecki, F (Biljecki, Filip) [2] , [3] ; Chen, L (Chen, Long) [4]",Developing a multiview spatiotemporal model based on deep graph neural networks to predict the travel demand by bus,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,JUL 3 2023,6,"The accurate prediction of travel demand by bus is crucial for effective urban mobility demand management. However, most models of travel demand prediction by bus tend to focus on the bus's spatiotemporal dependencies, while ignoring the interactions between buses and other transportation modes, such as metros and taxis. We propose a Multiview Spatiotemporal Graph Neural Network (MSTGNN) model to predict short-term travel demand by bus. It emphasizes the ability to capture the interaction dependencies among the travel demand of buses, metros, and taxis. Firstly, a multiview graph consisting of bus, metro, and taxi views is constructed, with each view containing both a local and global graph. Secondly, a multiview attention-based temporal graph convolution module is developed to capture spatiotemporal and cross-view interaction dependencies among different transport modes. Especially, to address the uneven spatial distributions of features in multiview learning, the cross-view spatial feature consistency loss is introduced as an auxiliary loss. Finally, we conduct intensive experiments using a real-world dataset from Shenzhen, China. The results demonstrate that our proposed MSTGNN model performs better than the existing models. Ablation experiments validate the contributions of various modes of transportation to the improvement of the model's performance.",Graph deep learning,multiview learning,travel demand prediction,multimodal transportation,smart card data,PUBLIC-TRANSIT,MOBILITY PATTERNS,PASSENGER DEMAND,GPS TRAJECTORIES,URBAN TRANSPORT,RIDERSHIP,METRO,WEATHER,CHOICE,DETERMINANTS,,,,,,,,,,,
Row_833,"Hu, JJ (Hu, Junjie) [1] ; Gao, Y (Gao, Yong) [1] ; Wang, XC (Wang, Xuechen) [1] ; Liu, Y (Liu, Yu) [1]",Recognizing mixed urban functions from human activities using representation learning methods,INTERNATIONAL JOURNAL OF DIGITAL EARTH,DEC 31 2023,16,"When various urban functions are integrated into one location, they form a mixture of functions. The emerging big data promote an alternative way to identify mixed functions. However, current methods are largely unable to extract deep features in these data, resulting in low accuracy. In this study, we focused on recognizing mixed urban functions from the perspective of human activities, which are essential indicators of functional areas in a city. We proposed a framework to comprehensively extract deep features of human activities in big data, including activity dynamics, mobility interactions, and activity semantics, through representation learning methods. Then, integrating these features, we employed fuzzy clustering to identify the mixture of urban functions. We conducted a case study using taxi flow and social media data in Beijing, China, in which five urban functions and their correlations with land use were recognized. The mixture degree of urban functions in each location was revealed, which had a negative correlation with taxi trip distance. The results confirmed the advantages of our method in understanding mixed urban functions by employing various representation learning methods to comprehensively depict human activities. This study has important implications for urban planners in understanding urban systems and developing better strategies.",Mixed urban function,human activity,representation learning,spatiotemporal data mining,LAND-USE,MEDIA DATA,BIG DATA,POINTS,FRAMEWORK,PATTERNS,MODEL,,,,,,,,,,,,,,,
Row_834,"Lin, BC (Lin, Bo-Cheng) [1] ; Chan, TC (Chan, Ta-Chien) [2] , [3] , [4]",Visualizing population mobility from spatiotemporally aggregated mobile phone data via a 3D gradient approach,TRANSACTIONS IN GIS,FEB 2023,1,"Population mobility patterns are important for understanding a city's rhythms. With the widespread use of mobile phones, population-based trajectories can be utilized to explore such mobility patterns. However, to protect personal privacy, mobile phone data must be de-identified by data aggregation within each spatiotemporal unit. In data acquired from mobile phones, population mobility features are still implicit in the spatiotemporally aggregated grid data. In this study, based on image-processing techniques, a two-step 3D gradient method is adopted to extract the movement features. The first step is to estimate the initial movement pattern in each spatiotemporal grid, and then to estimate the accumulated movement pattern within a time period around a geographical grid. This method can be applied adaptively to multi-scale spatiotemporal grid data. Using geospatial visualization methods, estimated motion characteristics such as velocity and flow direction can be made intuitive and integrated with other multiscale geospatial data. Furthermore, the correlation between the population mobility pattern and demographic characteristics, such as gender and age groups, can be analyzed with intuitive visualization. The implication of the visualization results can be used for understanding the human dynamics in a city, which can be beneficial for urban planning, transportation management, and socioeconomic development.",,,,,,,,,,,,,,,,,,,,,,,,,,
Row_835,"Gaglione, F (Gaglione, Federica) [1] ; Gargiulo, C (Gargiulo, Carmela) [2] ; Zucaro, F (Zucaro, Floriana) [2]",Where can the elderly walk? A spatial multi-criteria method to increase urban pedestrian accessibility,CITIES,AUG 2022,21,"In terms of residual physical activities suitable for most elderly individuals, walking is also the favoured form of mobility in this group, in particular for those aged 75 and over. For this segment of the population, walking represents the main means of accessing urban services and actively participating in community life. It is thus essential to improve both the physical and functional organization of urban areas to develop comfortable and safe walking paths for the elderly and the other weak segments of population. Therefore, this study provides a methodology for classifying a neighbourhood as more or less accessible for the elderly to reach urban services on the basis of its favourable characteristics. Based on the results of a literature review and Delphi analysis, the fuzzy technique was applied to evaluate the security and urban context characteristics, both in terms of the pedestrian network and built environment. The obtained weights, validated by a sensitivity analysis, were then used to calculate a walking attractiveness index for the elderly using a GIS tool. The methodology was then tested in two neighbourhoods of Naples; the outputs show the areas that local decision-makers should prioritise to improve the safety and attractiveness of routes to access urban services.",Urban accessibility,Elderly,Pedestrian paths,GIS,Spatial multicriteria analysis,Sensitivity analysis,PUBLIC TRANSPORT ACCESSIBILITY,DECISION-ANALYSIS,NEIGHBORHOOD WALKABILITY,METROPOLITAN-AREAS,PHYSICAL-ACTIVITY,DELPHI METHOD,ENVIRONMENT,PERCEPTIONS,QUALITY,CITIES,,,,,,,,,,
Row_836,"Amati, M (Amati, Marco) [1] , [3] ; Stevens, Q (Stevens, Quentin) [1] ; Rueda, S (Rueda, Salvador) [2]",Taking Play Seriously in Urban Design: The Evolution of Barcelona's Superblocks,SPACE AND CULTURE,MAY 2024,9,"The original Cerda plan (Pla Cerda) of 1855 for the extension of Barcelona is famous for its grid array of large blocks and wide streets to promote circulation. Each block was originally intended to have an area of open space in the center to provide for the needs of residents. Already by the 1920s, however, the center of the blocks had been filled with buildings. Barcelona currently suffers from a chronic lack of open space, excess noise, and air pollution that exceeds European Union law. This article aims to trace the agency of play as a dynamic process in urban planning to provide new sources of open space through Superblocks (aka Superillas and Supermanzanas). We begin with a brief history of their implementation in the city of Barcelona and the evolution of their justification from the 1990s onward. We then explain the capacity for urban transformation that Superblocks have and how they can modify the urban mobility model and the public space model. We then analyze the role of different forms of play that are used in the area of Poblenou to suggest how play can be used to increase the legitimacy of public participation. Finally, we observe the contingent role of play within urban socialization and in motivating and shaping the urban planning processes of implementing Superblocks.",superblocks,play,streets,urban transformation,right to the city,GAMES,,,,,,,,,,,,,,,,,,,,
Row_837,"Schultheiss, ME (Schultheiss, Marc-Edouard) [1] ; Pattaroni, L (Pattaroni, Luca) [1] ; Kaufmann, V (Kaufmann, Vincent) [1]",Planning urban proximities: An empirical analysis of how residential preferences conflict with the urban morphologies and residential practices,CITIES,SEP 2024,0,"Urban proximity planning is foreseen as a solution to foster a ""sustainable"" city, including economic viability, environmental soundness and social inclusivity. This paper focuses on the inclusivity aspects by questioning the adoption of urban proximities: how far planning for urban proximities resonates or conflicts with current residential preferences and practices? Based on functional, social, and sensitive attributes, five latent residential preferences have been identified: spatial proximity, tranquility, elitism, social proximity, and conviviality. These aspirations form the basis for a longitudinal, spatial, and clustering analysis. The results of the analysis, conducted on 2200+ respondents in Geneva, reveal characteristics in residential preferences. Firstly, preferences are stable over time, but malleable to changing circumstances. Secondly, some preferences show clear spatial distribution patterns when regressed with residential location choice. Thirdly, the gap between preferences and actual residential practices varies across morphological attributes. As a main result, the clustering analysis shows that 43 % of the population aspire more to tranquility than to functional proximity; and those aspiring for proximities (32 %) are the youngest and wealthiest. This questions the relevance of models of urban proximities as an inclusive solution - raising issues of generational divide, territorial segregation, and injunctive and targeted planning.",Residential choice,Residential way of living,Urban proximity,15-minute city,Preference,Inclusive planning,NEIGHBORHOOD TYPE,COMPACT CITY,LIFE-STYLE,LAND-USE,POPULATION,DIVERSITY,PATTERNS,MOBILITY,TRAVEL,,,,,,,,,,,
Row_838,"Tritsarolis, A (Tritsarolis, Andreas) [1] ; Chondrodima, E (Chondrodima, Eva) [1] ; Tampakis, P (Tampakis, Panagiotis) [2] ; Pikrakis, A (Pikrakis, Aggelos) [1] ; Theodoridis, Y (Theodoridis, Yannis) [1]",Predicting Co-movement patterns in mobility data,GEOINFORMATICA,APR 2024,3,"Predictive analytics over mobility data is of great importance since it can assist an analyst to predict events, such as collisions, encounters, traffic jams, etc. A typical example is anticipated location prediction, where the goal is to predict the future location of a moving object, given a look-ahead time. What is even more challenging is to be able to accurately predict collective behavioural patterns of movement, such as co-movement patterns as well as their course over time. In this paper, we address the problem of Online Prediction of Co-movement Patterns. Furthermore, in order to be able to calculate the accuracy of our solution, we propose a co-movement pattern similarity measure, which facilitates the comparison between the predicted clusters and the actual ones. Finally, we calculate the clusters' evolution through time (survive, split, etc.) and compare the cluster evolution predicted by our framework with the actual one. Our experimental study uses two real-world mobility datasets from the maritime and urban domain, respectively, and demonstrates the effectiveness of the proposed framework.",Machine learning,Predictive analytics,Co-movement patterns,Trajectory prediction,Cluster evolution,DISCOVERY,,,,,,,,,,,,,,,,,,,,
Row_839,"Gao, M (Gao, Ming) [1] , [2] , [3] ; Zhu, X (Zhu, Xun) [1] , [2] ; Cheng, XT (Cheng, Xinting) [1] , [2]",Safety - Premise for play: Exploring how characteristics of outdoor play spaces in urban residential areas influence children's perceived safety,CITIES,SEP 2024,2,"There exists a deep and inherent linkage between the urban residential environment and perceived safety. Nonetheless, evidence on how outdoor play spaces in urban residential areas affect children's perceived safety is scarce. The main objective of this paper is to investigate the impact of urban residential built environments on children's perceived safety, particularly by examining the characteristics of play spaces and their potential influences. Employing multiple regression and mediation analysis, we constructed a model to understand how these characteristics impact children's perceived safety. The findings reveal a significant positive effect of plot ratio on children's perceived safety, surpassing the influence of green space ratios. The abundance of natural materials was identified as the most influential spatial characteristic, followed by different sizes and types of spaces. Contrastingly, vegetation surprisingly showed a negative impact. Furthermore, visual stimulation from environmental characteristics are found to have a more significant influence on perceived safety than challenging aspects of the environment. Notably, the number of playmates plays a crucial mediating role in this relationship. Our research aims to enhance children's free play in urban outdoor spaces, offering evidence-based solutions and interventions for child-friendly urban design and policy regulation.",Urban residential,Environmental perception,Child-friendly,Play space,Perceived safety,BUILT ENVIRONMENT,NEIGHBORHOOD SAFETY,MOBILITY,DESIGN,GREEN,PERCEPTIONS,SPRAWL,PLACES,CRIME,RISK,,,,,,,,,,,
Row_840,"Schwake, G (Schwake, Gabriel) [1] , [3] ; Yacobi, H (Yacobi, Haim) [2]","Decolonisation, gentrification, and the settler-colonial city: Reappropriation and new forms of urban exclusion in Israel",ENVIRONMENT AND PLANNING C-POLITICS AND SPACE,JUN 2024,0,"Focusing on the immigration of upper-middle-class Palestinian families to the Israeli town of Upper-Nazareth, originally built by the state to enhance Jewish presence in the area, this paper frames the concept of decolonising gentrification. Accordingly, it studies a unique inconsistency between economic class and ethnonational hegemony, which enables upwardly Arab minority families to overcome ethnic barriers and to exercise social and spatial mobility. Therefore, this paper explains how these socio-political dynamics challenge the local settler-colonial aspects of urban development and enable the reappropriation of colonised urban space. Focusing on the case of Upper-Nazareth and its former 'Officers' Neighbourhood', we examine a distinctive contradiction between political power and economic abilities that triggers a unique case of gentrification, where the colonised minority gentrifies the colonising hegemony. At the same time, this decolonising gentrification, as we argue, takes place in restricted urban enclaves, and relies on an ethno-class price gap as it is only the minority upper-class who is willing to pay the increasing prices, due to their limited options. Therefore, as this paper shows, decolonising gentrification simultaneously challenges and recreates urban settler-colonialism, enabling limited market-oriented reappropriation while triggering ethnic-based accumulation and new forms of neoliberal exclusion.",Neoliberalism,urban settler-colonialism,Israel/Palestine,decolonisation,gentrification,BLACK,,,,,,,,,,,,,,,,,,,,
Row_841,"Buckle, C (Buckle, Caitlin) [1]",Seeking 'home' through counter-urban migration to coastal Australia,AUSTRALIAN GEOGRAPHER,OCT 2 2022,3,"Many motives for undertaking a counter-urban move appear to be associated with a search for a sense of 'home', such as moving for a sense of community, for affordable or larger housing, perceptions of a 'safer' area for children, or moving to a childhood hometown. However, rarely is counter-urban migration directly linked to the concept of home. In this paper, I make the direct link between counter-urban moves and the search for a sense of home using biographies of four (4) counter-urban movers to the Sunshine Coast, Australia. The participants each moved to the area in a search for a sense of home related to four key themes: housing, family, stability and familiarity, however they varied in their pre-move experiences and expectations of how the Sunshine Coast would improve their sense of home. These differences impacted their post-move experiences, as those participants with prior familiarity with the Sunshine Coast felt a greater sense of home post-move. This paper provides an important conceptual link between the search for a sense of home and counterurbanisation, to add further critical insight into motivations and experiences of counter-urban migrants, and the perceptions of a sense of home being better achieved outside of major cities..",Home,counterurbanisation,Australia,migration,lifestyle,seachange,mobility,LIFE-STYLE MIGRATION,PROCESS VIEW,POLITICS,,,,,,,,,,,,,,,,
Row_842,"Ferreira, DL (Ferreira, Danielle L.) [1] , [2] ; Nunes, BAA (Nunes, Bruno Astuto A.) [3] ; Campos, CAV (Vieira Campos, Carlos Alberto) [1] ; Obraczka, K (Obraczka, Katia) [4]",User Community Identification Through Fine-Grained Mobility Records for Smart City Applications,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,MAY 2022,5,"Motivated by Smart City applications and services, this article presents a novel approach to identifying user communities in communication networks. We define user communities as groups of users that share common mobility features over spatio-temporal scales of arbitrary length, such as time spent in certain locales, mobility speed, and time between consecutive movements. We describe our user community identification framework in detail including how mobility features can be extracted from real mobility traces (as examples of unlabelled data) and synthetic mobility records (as examples of labeled data). We present results obtained when using our approach in four distinct mobility scenarios represented by both unlabeled and labeled datasets. We also introduce a new validation methodology that uses image-based similarity metrics in order to assess the quality of identified communities. Our results show that the proposed approach significantly increases similarity between users within the same community as well as dissimilarity between users in different communities. We also demonstrate that the proposed user community identification approach yields significant increase in contact time amongst users belonging to the same community when compared to the average contact time when not considering community structures.",Trajectory,Global Positioning System,Wireless fidelity,Social networking (online),Smart cities,Feature extraction,Urban planning,Clustering methods,principal component analysis,geospatial analysis,pattern analysis,unsupervised learning,mobile applications,TRANSPORTATION MODES,GPS DATA,INTERNET,,,,,,,,,,
