,author,title,journal/conference/book,publish time,citation,abstract,keywords
Row_160,"Wang, K.; Zheng, Z.; Wang, Y.; Zhou, J.; Cheng, Z.; Wang, B.; Liu, L.",A Target Assignment Method for Multi-missile Cooperative Operation Based on Improved Biogeography-Based Optimization Algorithm,"Advances in Guidance, Navigation and Control: Proceedings of 2022 International Conference on Guidance, Navigation and Control. Lecture Notes in Electrical Engineering (845)",2023,0,"To solve the problems of the multiple constraints, nonlinearity and slow solving speed in target assignment of cooperative operation, a new target assignment method based on the improved biogeography-based optimization algorithm is proposed. Firstly, according to the combat scenario, an optimization model of target assignment under the multi-constraint condition is established. Secondly, to solve the problem of target assignment, an improved biogeography-based optimization algorithm is designed. Based on the traditional biogeography-based optimization algorithm, the predator-prey model was introduced to dynamically adjust the population size, the convergence rate and the population diversity are balanced; the migration operator is combined with the differential mutation idea and the mutation operator is optimized base on the elite strategy, which improves the search accuracy of the algorithm. Finally, the proposed algorithm is used to solve the target assignment problem, the simulation results prove the effectiveness of the proposed method, and compared with other algorithms, the high search accuracy, and the fast convergence speed are verified.",convergence ratedifferential mutationelite strategyimproved biogeography-based optimization algorithmmigration operatormultimissile cooperative operationmutation operatornonlinearityoptimized basepopulation diversitypopulation sizepredator-prey modelsearch accuracytarget assignment methodtarget assignment problem
Row_161,"Jofre, GI (Jofre, Gaston I.) [1] , [2] , [3] ; Rosenthal, GG (Rosenthal, Gil G.) [1] , [2]","A narrow window for geographic cline analysis using genomic data: Effects of age, drift, and migration on error rates",MOLECULAR ECOLOGY RESOURCES,OCT 2021,8,"The use of genomic and phenotypic data to scan for outliers is a mainstay for studies of hybridization and speciation. Geographic cline analysis of natural hybrid zones is widely used to identify putative signatures of selection by detecting deviations from baseline patterns of introgression. As with other outlier-based approaches, demographic histories can make neutral regions appear to be under selection and vice versa. In this study, we use a forward-time individual-based simulation approach to evaluate the robustness of geographic cline analysis under different evolutionary scenarios. We modelled multiple stepping-stone hybrid zones with distinct age, deme sizes, and migration rates, and evolving under different types of selection. We found that drift distorts cline shapes and increases false positive rates for signatures of selection. This effect increases with hybrid zone age, particularly if migration between demes is low. Drift can also distort the signature of deleterious effects of hybridization, with genetic incompatibilities and particularly underdominance prone to spurious typing as adaptive introgression. Our results suggest that geographic clines are most useful for outlier analysis in young hybrid zones with large populations of hybrid individuals. Current approaches may overestimate adaptive introgression and underestimate selection against maladaptive genotypes.",Author Keywordsconservation geneticsecological genomicsoutlier analysisspatial analysisKeywords PlusHYBRID ZONEGENETIC DRIFTADAPTIVE INTROGRESSIONSELECTIONDIVERGENCESPECIATIONLANDSCAPETRAITSSPREAD
Row_162,"Li, ZC (Li, Zhi-Chun) [1] ; Ma, JC (Ma, Jia-Chun) [1]",Investing in inter-city and/or intra-city rail lines? A general equilibrium analysis for a two-city system,TRANSPORT POLICY,JUL 2021,12,"This paper proposes a two-city model for investigating the effects of investing in intra-city and inter-city rail lines, in which population migration and commuting between cities may occur and the spatial structure of each city is explicitly treated. The rail lines concerned include subway line within a city and high-speed rail (HSR) line between cities. The cities in the two-city system are differentiated into high-income and low-income ones according to their average wage levels of employments. Five scenarios of rail line investments are considered: (i) constructing HSR line between cities, (ii) constructing subway line in high-income city, (iii) constructing subway line in high-income city and HSR line between cities, (iv) constructing subway line in each city, and (v) constructing subway line in each city and HSR line between cities. The rivalry between concentration and dispersion effects of subway and HSR line investments for the five scenarios are analytically explored in terms of residential location/workplace/travel mode choices, inter-city commuting, population migration, and urban spatial structure. The conditions for inducing inter-city commuting and cities' mergence due to rail line investments are identified. Numerical simulations are provided to illustrate the properties and applications of the proposed model, together with a case study of an urban agglomeration located in Central China.",Author KeywordsTwo-city systemSpatial equilibriumRail linePopulation migrationInter-city commutingCities' mergenceKeywords PlusHIGH-SPEED RAILMONOCENTRIC CITYLAND-USETRANSPORTATIONTRANSITCONGESTIONSERVICESINVESTMENTSDENSITYDESIGN
Row_163,"Mitrasinovic, A.; Vukotic, B.; Micic, M.; Cirkovic, M.M.",Dynamical aspects of Galactic habitability in N-body simulations [arXiv],Dynamical aspects of Galactic habitability in N-body simulations [arXiv],2023,0,"Recent studies of Galactic evolution revealed that the dynamics of the stellar component might be one of the key factors when considering galactic habitability. We run an N-body simulation model of the Milky Way, which we evolve for 10 Gyr, to study the secular evolution of stellar orbits and the resulting galactic habitability-related properties, i.e., the density of the stellar component and close stellar encounters. The results indicate that radial migrations are not negligible, even in a simple axisymmetric model with mild levels of dynamical heating, and that the net outward diffusion of the stellar component can populate galactic outskirts with habitable systems. Habitable environment is also likely even at sub-Solar galactocentric radii, because the rate of close encounters should not significantly degrade habitability. Stars that evolve from non-circular to stable nearly-circular orbits typically migrate outwards, settling down in a broad Solar neighborhood. The region between $R \approx 3$ kpc and $R \approx 12$ kpc represents the zone of radial mixing, which can blur the boundaries of the Galactic Habitable Zone, as it has been conventionally understood. The present-day stable population of the stars in the Solar neighborhood originates from this radial mixing zone, with most of the stars coming from the inner regions. The Solar system can be considered as a typical Milky Way habitable system because it migrated outwards from the metal-rich inner regions of the Disk and has a circular orbit in the present epoch. We conclude that the boundaries of the Galactic Habitable Zone cannot be sharply confined for a given epoch because of the mixing caused by the stellar migrations and secular evolution of stellar orbits.",
Row_164,"Freitas, O (Freitas, Osmar) [1] ; Araujo, SBL (Araujo, Sabrina B. L.) [2] ; Campos, PRA (Campos, Paulo R. A.) [1]",Speciation in a metapopulation model upon environmental changes,ECOLOGICAL MODELLING,JUN 2022,3,"We propose a metapopulation model to investigate the role of environmental changes in shaping species diversity. The model is studied under the framework of the Fisher geometric model, which assumes the existence of an optimal phenotype in each patch. The phenotypic distance rules out the survivorship of the individuals in a patch to the optimal phenotype. Additionally, we provide our model a genetic ground, such that changes in phenotype are associated with mutational events. One simulates environmental changes as shifts of the optimum phenotype. Quite surprisingly, we find that the pattern of speciation depends only on the net effect of the environmental disturbances in a given time interval, no matter the rate at which the events occur. We also observe that migration has a pivotal role in shaping diversity due to its substantial effects on the genetic distance among individuals at small and intermediate values of the strength of selection.",Author KeywordsSpeciationMetapopulationSpecies richnessMigrationPhenotypeGenotypeKeywords PlusABRUPT CHANGEADAPTATIONCLIMATERATESPOPULATIONRESPONSESMUTATIONGENETICS
Row_165,"Thoma, C.; Clark, R.E.; Welch, D.R.",Multi-Ion Hall-MHD Formulation and Highly-Coupled Numerical Implementation into Hybrid Particle-in-Cell Code,2023 IEEE International Conference on Plasma Science (ICOPS),2023,0,"A highly-coupled single-fluid two-temperature magnetohydrodynamic (MHD) algorithm has been outlined in C. Thoma, et al., Comp. Phys. Comm., 261 (2021) 107823. The Hall term is included in a natural way into the highly-coupled formulation. The extension of this algorithm to include an arbitrary number of MHD ion species is described. The algorithm now also allows for the coupling of highly-coupled MHD species with an arbitrary number of auxiliary non-MHD species. The algorithm has been implemented in the particle-in-cell code Chicago. These refinements to the model allow for greater flexibility, as distinct particle populations in a simulation may be represented either as kinetic, fluid, or MHD species. Migrations between kinetic, fluid, and MHD species can also be accommodated based on user-defined criteria. The implementation of the algorithm into Chicago is described, and some preliminary simulation results in 1D and 2D are given.",arbitrary numberdistinct particle populationsHall termhighly-coupled formulationhighly-coupled MHD specieshighly-coupled numerical implementationhighly-coupled single-fluid two-temperaturehybrid particle-in-cell codemagnetohydrodynamic algorithmMHD ion speciesmultiion Hall-MHD formulationnonMHD speciesparticle-in-cell code Chicago
Row_166,"Lukaszewicz, Martyna",Development and Testing of Algorithms to Perform Inference About Environmental Adaptation and Species Abundance in Population Genomics and Metagenomics,University of Idaho,2024,0,"This dissertation centers on the role of methodological refinement and assessment in population genomics and metagenomics, focusing on two key aspects: (1) statistical estimation of parameters in large evolutionary models using Approximate Bayesian Computation (ABC); (2) evaluation of precision in high-throughput chromosome conformation capture (Hi-C) technology for robust spatial insights into microbiome. In the first project, computational challenges of deriving exact model likelihoods are addressed by leveraging mechanistically motivated forward-time simulation model and employing ABC. The developed model incorporates divergent selection, variable migration rates, modes of reproduction (sexual/asexual), length and number of migration-selection cycles. The research assesses the computational feasibility of ABC and evaluates the quality of estimates regarding loci under selection and selection strength. The impact of genetic drift and recombination rate on estimation are assessed.  The second project assesses Hi-C’s precision in recovering metagenome-assembled genomes (MAGs) through ProxiMeta, Bin3C, and MetaTOR pipelines. The project employs precision metrics, statistical testing, and assessment of algorithmic choices and Hi-C libraries, in obtaining dependable results, contributing to understanding the influence of microbiome analysis methodologies. Together, these projects emphasize the significance of methodological advancement in population genomics and metagenomics, contributing to the development of improved analytical tools.",
Row_167,"Hernández-Hernández, N (Hernandez-Hernandez, Norma) [1] ; Mota-Vargas, C (Mota-Vargas, Claudio) [1] ; Lara, C (Lara, Carlos) [2] ; Rojas-Soto, O (Rojas-Soto, Octavio) [1]",Seasonal Distribution of the Broad-Tailed Hummingbird (Selasphorus platycercus): A Climatic Approach,ZOOLOGICAL STUDIES,JUN 8 2022,1,"The seasonal movements of birds are a phenomenon that has historically been of interest in ecology and biogeography. Despite this, information on how environmental conditions influence migratory behavior and its regulation is still scarce. In this work, we study the Broad-Tailed hummingbird Selasphorus platycercus from an analysis of its populations through longitudinal and latitudinal gradients. We use the frequencies of monthly presence records throughout the annual cycle to identify the breeding areas (corresponding to the summer months), of winter presence (corresponding to the winter months), and annual residence (presence records throughout the year). Subsequently, we use ecological niche models to reconstruct the potential distribution of the summer and winter niches by correlating the climates of each season with the corresponding records. We evaluate the species??? climatic preferences between the breeding and winter seasons by transferring the niches from each season to the opposite and by their capacity to inter-predict records between seasons. In addition, we quantify the overlap between the summer and winter niches using a niche similarity analysis. Geographically, we see a clear seasonal turnover pattern along a north-south gradient and records throughout the year (resident populations) in the south-central region of its distribution. We observed a low inter-prediction of records between seasons. Together with the similarity analysis, we suggest that the species is niche-switching (i.e., has different seasonal niches). We identified three seasonal migration patterns among the species??? populations: long-distance migratory, short-distance summer migrant, and resident. Our findings suggest that the different migration patterns in this species??? populations all over its distribution can be explained through seasonal climatic variations throughout the year.",Author KeywordsEnvironmental similarityMigrationSeasonal climate nicheSeasonal turnoverTemporal ecologyKeywords PlusRUBY-THROATED HUMMINGBIRDSSPECIES DISTRIBUTIONDISTRIBUTION MODELNICHEMIGRATIONBIRDSEVOLUTIONDYNAMICSSURFACESHABITAT
Row_168,"Gómez, MC (Gomez, Miller Ceron) [1] ; Mondragón, EI (Mondragon, Eduardo Ibarguen) [1] ; Bernate, CAR (Bernate, Carmen A. Ramirez) [2]",Assessing the effect of migration and immigration rates on the transmission dynamics of infectious diseases,JOURNAL OF APPLIED MATHEMATICS AND COMPUTING,OCT 2023,1,"This paper explores the effect of immigration in a generalized model that considers susceptibles, infected, chronic carriers, and recovered, the incidence rate is considered as a general function and the immigration as a constant in all its populations. This model has the characteristic that carriers and infected can transmit the disease, besides it has not a disease-free equilibrium point and no basic reproductive number when the immigration is considered. Using an appropriate Lyapunov function and with suitable conditions on the functions involved in the general incidence, we show that the endemic equilibrium point is globally asymptotically stable. When the immigration is not considered the model has a disease-free equilibrium point, endemic equilibrium and basic reproductive number which are globally asymptotically stable depending on the magnitude of this threshold. Through numerical simulations we show that even having a good vaccination rate, recovery rate, diagnosis rate cannot stop the transmission of the disease if migration or immigration is considered.",Author KeywordsMigrationAsymptomatic infectionsGlobal stabilityGeneral incidence rateKeywords PlusHEPATITIS-B-VIRUSMATHEMATICAL-MODELGLOBAL DYNAMICSEPIDEMIC MODELPOPULATION
Row_169,"Mawer, R (Mawer, Rachel) [1] , [2] ; Pauwels, IS (Pauwels, Ine S.) [3] ; Bruneel, SP (Bruneel, Stijn P.) [1] ; Goethals, PLM (Goethals, Peter L. M.) [1] ; Kopecki, I (Kopecki, Ianina) [2] ; Elings, J (Elings, Jelger) [1] ; Coeck, J (Coeck, Johan) [3] ; Schneider, M (Schneider, Matthias) [2]",Individual based models for the simulation of fish movement near barriers: Current work and future directions,JOURNAL OF ENVIRONMENTAL MANAGEMENT,JUN 1 2023,15,"River fragmentation is an increasing issue for water managers and conservationists. Barriers such as dams interfere with freshwater fish migration, leading to drastic population declines. While there are a range of widely implemented mitigation approaches, e.g. fish passes, such measures are often inefficient due to suboptimal operation and design. There is increasing need to be able to assess mitigation options prior to implementation. Individual based models (IBMs) are a promising option. IBMs can simulate the fine-scale movement of individual fish within a population as they attempt to find a fish pass, incorporating movement processes themselves. Moreover, IBMs have high transferability to other sites or conditions (e.g. changing mitigation, change in flow conditions), making them potentially valuable for freshwater fish conservation yet their application to the finescale movement of fish past barriers is still novel. Here, we present an overview of existing IBMs for fine-scale freshwater fish movement, with emphasis on study species and the parameters driving movement in the models. In this review, we focus on IBMs suitable for the simulation of fish tracks as they approach or pass a single barrier.The selected IBMs for modelling fine-scale freshwater fish movement largely focus on salmonids and cyprinid species. IBMs have many applications in the context of fish passage, such as testing different mitigation options or understanding processes behind movement. Existing IBMs include movement processes such as attraction and rejection behaviours, as reported in literature. Yet some factors affecting fish movement e.g. biotic interactions are not covered by existing IBMs. As the technology available for fine scale data collection continues to advance, such as increasing data linking fish behaviour to hydraulics, IBMs could become a more common tool in the design and implementation of fish bypass structures.",Author KeywordsIndividual based modellingEcohydraulicsFish passageFine-scaleHigh-throughput telemetryKeywords PlusEEL ANGUILLA-ANGUILLALAGRANGIAN-AGENT METHODPASSAGE PERFORMANCEAVOIDANCE-BEHAVIORACCELERATING FLOWUPSTREAM PASSAGEMIGRATIONPATTERNSATTRACTIONFACILITIES
Row_170,"Yang, RL (Yang, Renlong) [1] ; Jiang, CM (Jiang, Chongming) [2] , [3] ; Shao, YZ (Shao, Yuanzhi) [1]",Invasiveness of a Growth-Migration System in a Two-dimensional Percolation cluster: A Stochastic Mathematical Approach,BULLETIN OF MATHEMATICAL BIOLOGY,OCT 2022,0,"We developed a framework based on the software Unstructured Reaction-Diffusion Master Equation (URDME) to address tumor cells' proliferation and migration in a heterogeneous space, herein a 2D percolation cluster. A mitogenic paracrine signaling pathway is utilized phenomenologically to reveal how cells cooperate with one another. We modeled the emerging Allee effect using low seeding density culture (LSDC) assays to fit the model parameters. A Finite time scaling (FTS) function has been formulated to quantitatively analyze invasiveness of a virtual Growth-Migration (GM) system in mimicking the cancer cell growth. Through such simulation, we analyzed the GM dynamics of virtual model in mimicking the growth of BT-474 cancer cell populations in vitro in a 2D percolation cluster and calculated the successful penetration rate (SPR). By analyzing the temporal trajectories of the SPR, we could determine the critical exponents of the critical SPR scaling relation. The SPR transition point (pc), which is a fundamentally different from a conventional percolation transition point, is found to be negatively correlated with the invasiveness of this cancer cell. The pc of the three variations of the virtual GM system distinctly designated by varying paracrine-regulated Allee (PAllee) model phenotypes is 0.3408, 0.3675, and 0.4454, respectively. FTS algorithm thereon may serve as an approach to quantify invasiveness of tumor cells. Through a phenomenological paracrine model, inter-cell cooperation and mutual mitogenic boosting are enabled to elicit the Allee effect in the GM systems. The rationale behind such computationally tunable virtual mechanism can be applied to other circumstances concerning emerging processes.",Author KeywordsCancer invasiveness measurementGrowth-migrationAllee effectParacrine mitogenic signalingUnstructured reaction-diffusion master equation modelFinite time scalingKeywords PlusPATTERNSRESILIENCEMODELSEVOLUTIONINVASION
Row_171,"He, HM (He, Hongming) [1] , [2] ; Delang, CO (Delang, Claudio O.) [3] ; Zhou, J (Zhou, Jie) [4] ; Li, Y (Li, Yu) [5] ; He, WM (He, Wenming) [6]",Simulation of social resilience affected by extreme events in ancient China,CLIMATIC CHANGE,JUN 2021,7,"This study identifies historical extreme events and analyzes their impacts on social vulnerability, stability, and resilience in ancient China. We reconstructed extreme event sequences, simulated social resilience response using our proposed Cascade Catastrophe-Resilience Dynamic Model, and discussed interaction of social vulnerability and stability. We found the following conclusions. First, historical extreme events had cyclic and periodic fluctuations, and usually led to cascade disasters. Cascade disasters enhanced risk and greatly reduced societal stability, while three types of disaster chains were observed: climatic extremes (flood/drought)-famines-wars (uprising/invasions)-epidemic plagues; climatic extremes (flood/drought)-famines -migrations; and droughts-locust plagues-famines. A climate extreme-earthquake chain was also recorded although the mechanism remains unknown. Second, extreme events were synchronous with dynastic changes, although strong social resilience enhanced the opportunity for dynastic survival and modified the stochastic magnitude-frequency relationship between extreme events and social vulnerability. The high frequency of extreme events is consistent with high hazard indices, declining population, high levels of social vulnerability, and low levels of social stability and resilience. However, the strong correlation between high levels of social vulnerability and high frequency of extreme events occurred at the end of dynasties but not when dynasties were thriving. Third, quick response to disasters, efficient disaster relief systems, and sufficient food supplies were essential parts of social resilience to disasters. Extreme events play important roles in shaping agricultural production, and thus food supply. Population fluctuation and migration, economic center shifts, and social and economic structure changes contributed to cascade disasters, which often led to societal instability throughout Chinese history.",Author KeywordsExtreme eventsSocial resilienceCascade Catastrophe-Resilience Dynamic Model (CCRDM)Ancient ChinaKeywords PlusCLIMATE-CHANGERISKSTRATEGIESDEPOSITSIMPACTSLESSONSLOESSRIVER
Row_172,"Franco, D (Franco, Daniel) [1] ; Perán, J (Peran, Juan) [1] ; Segura, J (Segura, Juan) [2]",New insights into the combined effect of dispersal and local dynamics in a two-patch population model,JOURNAL OF THEORETICAL BIOLOGY,DEC 7 2024,0,"Understanding the effect of dispersal on fragmented populations has drawn the attention of ecologists and managers in recent years, and great efforts have been made to understand the impact of dispersal on the total population size. All previous numerical and theoretical findings determined that the possible response scenarios of the overall population size to increasing dispersal are monotonic or hump-shaped, which has become a common assumption in ecology. Against this, we show in this paper that many other response scenarios are possible by using a simple two-patch discrete-time model. This fact evidences the interplay of local dynamics and dispersal and has significant consequences from a management perspective that will be discussed.",Author KeywordsPopulation dynamicsSpatial heterogeneityDispersalGrowth functionsKeywords PlusCARRYING-CAPACITYSPATIAL HETEROGENEITYSINGLEBIODIVERSITYCONSEQUENCESMIGRATIONSYSTEMSMAP
Row_173,"Garnier, J (Garnier, Jimmy) [1] ; Lafontaine, P (Lafontaine, Pierre) [1]",Life history traits and dispersal shape neutral genetic diversity in metapopulations,JOURNAL OF MATHEMATICAL BIOLOGY,MAY 2022,6,"Genetic diversity at population scale, depends on species life-history traits, population dynamics and local and global environmental factors. We first investigate the effect of life-history traits on the neutral genetic diversity of a single population using a deterministic mathematical model. When the population is stable, we show that semelparous species with precocious maturation and iteroparous species with delayed maturation exhibit higher diversity because their life history traits tend to balance the lifetimes of non reproductive individuals (juveniles) and adults which reproduce. Then, we extend our model to a metapopulation to investigate the additional effect of dispersal on diversity. We show that dispersal may truly modify the local effect of life history on diversity. As a result, the diversity at the global scale of the metapopulation differ from the local diversity which is only described through local life history traits of the populations. In particular, dispersal usually promotes diversity at the global metapopulation scale.",Author KeywordsNeutral genetic diversityLife-history traitsMetapopulationMatrix modelsKeywords PlusDYNAMICSHABITATPATTERNSPLANTS
Row_174,"Musri S, M.A.; Fatimah, S.; Matondang, S.A.",Simulation Model to Reduce the Traffic Jams with a Stochastic Program,WSEAS Transactions on Environment and Development,2022,4,"Traffic congestion needs a simulation model to reduce its effects on traffics jams and pollution. The traffic cessation caused by the large number of vehicles exceeding the capacity of the road users. This study applied a stochastic program to the traffic congestion; it causes most of the working hours to be spent on roads that indirectly place a negative impact on economic growth. It also causes serious air pollution that will worsen the overall environmental condition. Data obtained show the factors causing traffic congestion in the city of Medan and with approach the stochastic program model used to solve this problem. Data indicated that there are four factors causing traffic congestion in Medan, which are non-growth of road, economic growth, population growth, and increase of motor vehicle. Population factor; the existence of good population growth caused by natural and migration growth. It concludes that the traffic jams are due to the socio-economic factors; namely the development of community business activities. Also socio-cultural factors; the existence of changes in the pattern of life and public order due to outside influences, communication, and information systems.",simulation modeltraffic jamstraffic congestiontraffics jamspollutiontraffic cessationeconomic growthstochastic program modelmotor vehiclesocio-economic factorscommunity business activitiesenvironmental condition
Row_175,"Hu, X (Hu, Xu) [1] ; Qian, LX (Qian, Lingxin) [1] ; Niu, XY (Niu, Xiaoyu) [1] ; Gao, M (Gao, Ming) [1] ; Luo, W (Luo, Wen) [1] , [2] , [3] ; Yuan, LW (Yuan, Linwang) [1] , [2] , [3] ; Yu, ZY (Yu, Zhaoyuan) [1] , [2] , [3]",Quantum harmonic oscillator model for simulation of intercity population mobility,JOURNAL OF GEOGRAPHICAL SCIENCES,MAR 2024,0,"The simulation of intercity population mobility helps to deepen the understanding of intercity population mobility and its underlying laws, which has great importance for epidemic prevention and control, social management, and even urban planning. There are many factors that affect intercity population mobility, such as socioeconomic attributes, geographical distance, and industrial structure. The complexity of the coupling among these factors makes it difficult to simulate intercity population mobility. To address this issue, we propose a novel method named the quantum harmonic oscillator model for simulation of intercity population mobility (QHO-IPM). QHO-IPM describes the intercity population mobility as being affected by coupled driving factors that work as a multioscillator-coupled quantum harmonic oscillator system, which is further transformed by the oscillation process of an oscillator, namely, the breaking point of intercity population mobility. The intercity population mobility among seven cities in the Beijing-Tianjin-Hebei region and its surrounding region is taken as an example for verifying the QHO-IPM. The experimental results show that (1) compared with the reference methods (the autoregressive integrated moving average (ARIMA) and long and short-term memory (LSTM) models), the QHO-IPM achieves better simulation performance regarding intercity population mobility in terms of both overall trend and mutation. (2) The simulation error in the QHO-IPM for different-level intercity population mobility is small and stable, which illustrates the weak sensitivity of the QHO-IPM to intercity population mobility under different structures. (3) The discussion regarding the influence degree of different driving factors reveals the significant ""one dominant and multiple auxiliary"" factor pattern of driving factors on intercity population mobility in the study area. The proposed method has the potential to provide valuable support for understanding intercity population mobility laws and related decision-making on intercity population mobility control.",Author Keywordsintercity population mobilitycoupling driving factorsquantum harmonic oscillator modelprobability distribution patternoptimization strategyKeywords PlusMIGRATIONOPPORTUNITIESHYPOTHESIS
Row_176,"Keskin, G (Keskin, Goksel) [1] ; Durmus, S (Durmus, Seyhun) [2] ; Karakaya, M (Karakaya, Muharrem) [1] ; Karatas, MM (Karatas, Mehmet Mahir) [1]",Is There Any Aerodynamic Obstacle to Gliding in Great Bustard?,ACTA ZOOLOGICA BULGARICA,MAR 2021,0,"Gliding and soaring are important flight styles, which reduce the energy consumption of birds. Most of the migratory birds and raptors take advantage of these flight styles in order to stay in the air much longer. However, gliding and soaring cannot be seen in the great bustard Otis tarda, which prefers continuous flapping flight style. This study has been focused on possible glide ratio performance, which is not related to the weight of the great bustard. In this study, the glide performance of the great bustard is proved and calculated by CFD simulations. Results show that although great bustard is known as poor flyer, there is no aerodynamic obstacle to perform gliding or soaring. The possible reasons such as the lack of long-distance migrations and feeding behaviour are discussed.",Author Keywordsbird flightgreat bustardOtis tardasoaringKeywords PlusOTIS-TARDAPOWER-LINESFLIGHTPOPULATIONMORTALITYAVES
Row_177,"Trinh, TT (Trinh, Tra Thi) [1] , [2] ; Munro, A (Munro, Alistair) [1]","Integrating a choice experiment into an agent-based model to simulate climate-change induced migration: The case of the Mekong River Delta, Vietnam",JOURNAL OF CHOICE MODELLING,SEP 2023,1,"Forecasting the future impact of climate change on migration is difficult, for many reasons, including the interactive and dynamic nature of many decisions and the heterogeneity of behavior. One popular solution, agent-based models (ABM) cope well with dynamics and het-erogeneity, but often lack rigorous foundations in terms of individual behavior. Moreover, given limited exposure to actual climate change, it can be a challenge to build adequate behavioral models of migration choice based on historical data. To tackle this issue, we build an ABM of future migration using a bespoke choice experiment (CE) designed to examine intention to migrate among farmers living in the Vietnamese Mekong Delta (VMD). In the CE, respondents are asked to make migration choices for scenarios constructed using six attributes: drought intensity, flood frequency, income gain from migration, migration networks, neighbors' choice, and crop choice restriction. The simulation runs to 2050 and is based on two scenarios of future global emissions of greenhouse gases-Representative Concentration Pathway (RCP) 4.5 and RCP8.5. The results suggest potentially high levels of migration as a result of climate change and the particular importance of positive feedback from pre-existing migration and neighbor's choices. The results also suggest that crop-restriction regulations have a significant impact on migration for coastal provinces of VMD. Finally, we find that migration drivers vary significantly across provinces, which suggests the policymakers point to targeted action for each province. In sum-mary, the study demonstrates how integrating CE into ABM can foster the predictive modeling of climate-induced migration.",Author KeywordsClimate changeMigrationChoice experimentDrought and saline intrusionFloodAgent-based modelVietnamMekong riversKeywords PlusPOPULATION MOBILITYNATURAL DISASTERSDESIGNINTENTIONSPATTERNSBEHAVIORRISKSFLOWSFLOOD
Row_178,"Ren, P (Ren, Ping) [1] , [2] , [3] ; Liang, EY (Liang, Eryuan) [3] , [4] ; Raymond, P (Raymond, Patricia) [5] ; Rossi, S (Rossi, Sergio) [2] , [6]",Bud break in sugar maple submitted to changing conditions simulating a northward migration,CANADIAN JOURNAL OF FOREST RESEARCH,JUN 2021,4,"Assisted migration, the human-mediated movement of species and populations, is one adaptive strategy to climate change. Plant phenology affects the survival and distribution of species under local conditions, and its potential modifications need to be explored in the context of assisted migration. We conducted identical experiments in January and April (experiment I and II) and monitored the timing of bud break in sugar maple (Acer saccharum Marshall) under cooling and longer photoperiod to simulate a northward migration. The bud break in experiment II started 55 days earlier than experiment I. In experiment I, a longer photoperiod was more effective than warming in advancing bud break. Compared with experiment II, cooling and long photoperiod had stronger effect in experiment I. Our results demonstrated the significant effect of chilling and confirmed that photoperiod outweighs temperature in initiating bud break when the chilling requirement is unfulfilled. These findings suggest that the future mild winters in the southern range of sugar maple may reduce chilling accumulation and result in the delayed bud break. Sugar maples migrating northward could benefit from longer day lengths, which could partly counteract the delayed effects of colder springs in northern regions, thus ensuring a sufficient growth period.",Author KeywordsAcer saccharumbud phenologychillingday lengthglobal warmingKeywords PlusCLIMATE-CHANGELEAF PHENOLOGYSPRING PHENOLOGYPLANT PHENOLOGYRESPONSESPHOTOPERIODTEMPERATURETREESREQUIREMENTSENSITIVITY
Row_179,"Zeller, E (Zeller, Elke) [1] , [2] ; Timmermann, A (Timmermann, Axel) [1] , [3] ; Yun, KS (Yun, Kyung-Sook) [1] , [3] ; Raia, P (Raia, Pasquale) [4] ; Stein, K (Stein, Karl) [1] , [3] ; Ruan, JY (Ruan, Jiaoyang) [1] , [3]",Human adaptation to diverse biomes over the past 3 million years,SCIENCE,MAY 11 2023,20,"To investigate the role of vegetation and ecosystem diversity on hominin adaptation and migration, we identify past human habitat preferences over time using a transient 3-million-year earth system-biome model simulation and an extensive hominin fossil and archaeological database. Our analysis shows that early African hominins predominantly lived in open environments such as grassland and dry shrubland. Migrating into Eurasia, hominins adapted to a broader range of biomes over time. By linking the location and age of hominin sites with corresponding simulated regional biomes, we also find that our ancestors actively selected for spatially diverse environments. The quantitative results lead to a new diversity hypothesis: Homo species, in particular Homo sapiens, were specially equipped to adapt to landscape mosaics.",Keywords PlusCLIMATEPOLLENRECORDNEANDERTHALSEVOLUTIONNICHECO2
