,author1,author2,author3,title,journal/conference/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14
Row_244,"Lu, Wenzheng","Qiu, Baoxing","Wu, Yuzhe",Exploration of urban community renewal governance for adaptive improvement,HABITAT INTERNATIONAL,FEB 2024,3,"The pandemic, public crises, ageing, and social fragmentation have exposed the fragility of community systems. This paper proposes the hypothesis that governance structure and institution affect the functional system and adaptability of the community, and forms a framework of structural-institutional-functional adaptation. Using comparative analysis of cases from different governance structures and self-organizing foundations. The government governance structure and weak self-organization foundation of Hongmei community form the dependence on the government to improve the functional system. Qicai Community is a market governance structure, which realizes multi-functional adaptability in design, but the weak self-organization foundation increases the cost of operation and institution. Hemu Community is a multi-agent structure based on the self-organization institution, which improves the multi-functional adaptability under the cooperation of self-organization and the government. The case comparison shows that the governance structure and institutional adaptability are the basis of functional adaptation, which together constitute the system adaptability. From the perspective of CAS, the bottom-up self-organization structure has more flexible adaptability. The multi-agent governance structure based on the self-organization is more conducive to the improvement of functional adaptability. But market and government mechanisms each have their own irreplaceable roles. This paper proposes that the government and the market embedded in the multi-agent structure and institutional framework of self-organizing governance, and realize the collaborative adaptation of the three dimensions, which is of great significance for the transformation of community governance.",Community renewal governance,Adaptive renewal,Structural adaptability,Institutional adaptability,Functional adaptability,MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,
Row_245,"Yavo-Ayalon, Sharon",,,"Leaving room for the social in a neoliberal economic current: Three phases of urban planning for Roosevelt Island, NYC",CITIES,MAY 2022,2,"This article challenges neoliberal urbanism discourse by asking: How can neoliberal urban redevelopment leave room for the social? It joins the research community that explores the tensions between neoliberal urbanism and socially-oriented development. To this end, it observes Roosevelt Island (RI) as an example of a neighborhood within the neoliberal urban core of NYC that continued to make room for social considerations for much longer than nearby neighborhoods. The research identifies three phases in the island's development: 1) Welfare Island, 2) community development, and 3) Entrepreneurial Island. Although these phases mirror global trends, the study reveals a delay between the spread of neoliberal urbanism to most US cities and its penetration to RI. The research explains this delay using the theoretical literature on islands to argue that RI's defined borders, local identity, transitionality, and clear sovereignty structure made room for the social. These features triggered and facilitated the two socially-oriented development phases, and changes in these features led to the gradual displacement of the social. Through a combination of historical research and ethnography, the study analyzes this process of change that facilitated the community's resiliency in the first two phases and proposes them as an interpretative framework for other locales.",Socially oriented development,Community development,Neoliberal urbanism,Islands,Urban development,New York,COMMUNITY-DEVELOPMENT,CITY,PERSPECTIVES,RENEWAL,REFORM,CARE,SEA,,,,,,,,,,,,,,,,
Row_246,"Tsai, Jack","Byrne, Thomas","Hill, Lindsay L.",Identifying Graduation Rates and Practices in the US Department of Housing and Urban Development-Veterans Affairs Supportive Housing Program,COMMUNITY MENTAL HEALTH JOURNAL,MAY 2023,0,"Graduation from permanent supported housing program (PSH) is an important part of individuals' recovery and rehabilitation, yet little research has examined this process. We examined graduation rates, practices and policies in the U.S. Department of Veterans Affairs-Housing and Urban Development Supportive Housing (HUD-VASH) program, the largest PSH program in the United States. We used HUD-VASH administrative data from Fiscal Years 2016-2020 to summarize graduation rates from the program. Using a template analysis approach to open-ended online surveys from 65 HUD-VASH program managers, we identified key themes related to graduation practices. Graduations accounted for 21% of all HUD-VASH exits across all years. Graduation practices and policies varied across HUD-VASH programs, and staff expressed interest in having additional data to support graduation decisions. There may be value in developing standards for graduation criteria that is shared with clients and providers in supported housing programs in order to titrate care appropriately and support client independence.",Veterans,Homelessness,Permanent Supportive Housing,Graduation,Recovery,HUD-VASH,,,,,,,,,,,,,"Flatley, Bessie","Harelik, Nicole","Deal, Meghan",,,,,,,,
Row_247,"He, Jialyu","Liu, Penghua","Li, Xia",Modeling multi-type urban landscape dynamics along the horizontal and vertical dimensions,LANDSCAPE AND URBAN PLANNING,MAY 2023,4,"Fine-scale urban simulation obtained through vector-based cellular automata (VCA) can provide more authentic parcel-level maps to aid urban planning. However, two aspects of VCA still need improvement for more detailed modeling of urban landscape dynamics. One is the lack of simulation of urban renewal prevalent in megacities. The other is the lack of simulation of vertical urban landscape dynamics at the parcel level. Hence, this study should be the first to propose a comprehensive VCA framework for modeling horizontal and vertical multi-type urban landscape dynamics (HV-MVCA) at the parcel level. The HV-MVCA consists of two modules: a deep learning-based horizontal urban landscape dynamic simulation module and a random forest-based (RF) vertical metrics prediction module. Compared with traditional VCA, the HV-MVCA can obtain the highest simulation accuracy with an enhancement of 1.45%-4.56%. The RF-based fitting model can reasonably interpret the vertical metric as the coefficient of determination and the mean absolute percentage error was 0.88 and 28.93%. By localizing shared socioeconomic pathways (SSPs), the horizontal and vertical urban landscape dynamics in the future can be simulated under different scenarios. As the multi-scenario simulation results can provide abundant horizontal and vertical information at the parcel level, the proposed HV-MVCA can help achieve a more comprehensive assessment of many urban-related issues with these indicators, such as energy consumption, climate change, and pollution emissions.",Multi-type urban landscape dynamics,Vector-based cellular automata,Horizontal and vertical dimensions,Shared socioeconomic pathways,Deep learning,CELLULAR-AUTOMATA MODELS,LAND-COVER CHANGE,SOCIAL MEDIA DATA,TRANSITION RULES,NEURAL-NETWORKS,GROWTH,NEIGHBORHOOD,SIMULATION,RESOLUTION,EXPANSION,,,,,,,,,,,,,,
Row_248,"Wang, Yongcheng","Yamaguchi, Keita",,Neighborhood scale emerging from the clustering of residential redevelopment applications in the historic district of Macao,CITIES,FEB 2024,0,"The residential building stock constitutes an integral component of densely built-up, historic districts while posing major challenges to urban renewal and conservation. With peninsular Macao being such a case in point, this study aimed to examine the potential interaction of residential redevelopment by analyzing permit application records from 2014 to 2021. First, the covariates of building attributes were collated, and a logistic regression model was fitted to account for the expected effects of building age, building type (single or multiple units), lot area, and the number of units or vacancies on application propensity. Whether a residential site was located within an urban conservation area, however, did not have a significant effect. Second, random -labeling simulations of the inhomogeneous K -function were conducted for the case-control spatial point dataset for the scenarios with and without covariates. The simulation results detected statistically significant clustering, and visual inspection of the simulation envelopes revealed a neighborhood scale. In exploring the determinants of the clustering phenomenon, reference was drawn from local media coverage, while both positivist and constructivist understandings of scale were mobilized to triangulate our findings, which together suggest a nascent coalition of small-scale residential redevelopment situated in the broader arena of planning policy -making and governance.",Neighborhood scale,Permit application,Residential area,Spatial clustering,Urban fabric,SPATIAL STATISTICS,URBAN,HERITAGE,CITY,CONSERVATION,PATTERNS,POLITICS,SPACE,,,,,,,,,,,,,,,,
Row_249,"Gao, Shuqi","Jansen, Hendrik","Ryan, Brent D.",Demolition after decline: Understanding and explaining demolition patterns in US and German shrinking cities,CITIES,MAR 2023,7,"Demolition is one of shrinking cities' most important strategies to deal with vacant and abandoned properties, but processes and outcomes vary between nations. How do demolition patterns differ or agree between shrinking cities in different nations, and what explains agreement or difference? This study analyzes demolition patterns in two mid-sized, isolated shrinking cities, the U.S. city of Flint and the German city of Dessau, between 2002 and 2016. We found significantly different patterns of demolition in the two cities. Demolition is more concentrated in Dessau, and more diffuse in Flint. We explain this difference in demolition patterns through three factors: housing tenure, social and physical structure, and demolition policy. Compared with Flint, Dessau has a much higher level of rental housing that concentrates in its urban center, facilitating tenant relocation into analogous units and permitting concentrated demolition. Flint's urban structure is homogenous with repetitive blocks of privatelyowned single-family housing, presenting a barrier for public intervention in vacancy. Dessau's demolition is financed by federal policy with explicit spatial intentions, whereas Flint's demolition is complaint-driven without substantial spatial consideration. The study findings indicate that demolition pattern is embedded in structural, historical, and national factors.",Shrinking cities,Demolition,Transnational comparison,Urban vacancy,Housing abandonment,ABANDONED PROPERTY,URBAN-RENEWAL,POLICY,LAND,VACANT,CLEVELAND,RESPONSES,IMPACTS,LESSONS,TRENDS,,,,,,,,,,,,,,
Row_250,"Fu, Dongxue","Jiang, Min",,Enhancing the sense of place: insights from urban design practices in harbourside regeneration,JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,SEP 2024,0,"The UK has made efforts to rebuild its cities' image through harbourside regeneration projects, aiming to enhance citizens' sense of local identity in recent decades. This endeavour requires systematic research on effective urban design strategies, especially for renewal projects, to restore a sense of place (SoP). Hence, this study proposes a conceptual framework for SoP with measurable urban design elements combining both scholars' and place users' perceptions. To begin the research process, we summarised ten design elements for SoP and seven levels of SoP based on a literature review. Then, we conducted an on-site questionnaire survey to collect place users' perceptions on SoP. Subsequently, we developed a SoP conceptual framework by combining insights from prior studies and on-site users' perceptions. To test the conceptual framework and extract feasible urban design strategies for forming a strong SoP, we investigated three representative harbourside regeneration projects in the UK with high levels of SoP. The core design strategies employed in these projects are summarised in this paper along the following three dimensions: (a) mixed land use of residence, work, and tourism complemented by various supporting public facilities; (b) rich spatial relationships based on high degrees of accessibility, permeability, and rational urban tissue and development density; and (c) a distinctive place character formed by public space, architecture, and landscape design. These strategies would complement each other to develop a SoP design guideline based on a unique image, diverse activities, and reasonable forms. This study's findings can be instrumental in the empirical assessment, design, planning, and policymaking for promoting SoP in regeneration projects.",Sense of place,Harbourside regeneration,Urban design,Land use,Spatial relationship,Place character,,,,,,,,,,,,,,,,,,,,,,,
Row_251,"Jambadu, Lazarus","Monstadt, Jochen","Schramm, Sophie",Understanding Repair and Maintenance in Networked Water Supply in Accra and Dar es Salaam,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,JUN 2022,2,"One of the main challenges undermining water supply in African cities is the rapid decay of networked infrastructures. Urban water managers, policymakers and researchers, however, have paid little attention to repair and maintenance or to their importance for the operation and renewal of urban water utilities. Using a sociotechnical framework, this paper investigates the maintenance and repair practices of utility officials from two water companies, one in Accra and one in Dar es Salaam. More specifically, through the interplay of four variables, we develop a novel analytical framework inspired by science and technology studies to explain and compare the contingent, place-based maintenance and repair practices that shape urban water supply. These four variables are materialities, discourses, institutional arrangements, and the knowledge of local experts. The two aims of this paper are to explain how the 'everyday' repair and maintenance practices of utility officials shape water supply, and to draw lessons for improving water supply in both cities. Our findings show that repair and maintenance practices are strongly shaped by place-based materialities and contextual knowledge in water supply, but at the same time are contingent on wider national and international relations as reflected in discourses, policies, and the supply of technical and material spare parts.",Repair and maintenance,non-revenue water,urban infrastructure,urban planning,STS,Accra,Dar es Salaam,INFRASTRUCTURE,POLITICS,INFORMALITY,LILONGWE,SERVICES,ACCESS,STATES,,,,,,,,,,,,,,,
Row_252,"Seomun, Gyu","Kim, Hyun","Woosnam, Kyle Maurice",Commercial gentrification revisited: Social capital and community governance in regenerated neighborhoods of South Korea,CITIES,JUN 2024,0,"In this study, we examine the potential roles of social capital and community governance in commercial gentrification and protection against commercial gentrification, and how rising rent costs as an outcome of commercial gentrification, can be moderated through a win-win agreement within a South Korean metropolitan city. Utilizing an in-depth case study approach with surveys, interviews, and document-based analysis, we examine the perceptions of shop workers on commercial gentrification outcomes and community policy process of a win-win agreement. Our results highlight the positive role of social capital and community governance in mitigating the negative outcomes of commercial gentrification and enhancing the protection against commercial gentrification and satisfaction of urban regeneration policies. The win-win agreement, particularly concerning rising rent fees between tenants and owners within the commercial area revealed the positive potential role in softening gentrification effects.",Commercial gentrification,Governance,Rent gap,Social capital,Win-win agreement,RESIDENTIAL-MOBILITY,URBAN REGENERATION,DISPLACEMENT,CITY,REDEVELOPMENT,RESISTANCE,RENEWAL,,,,,,,"Kim, Hyewon",,,,,,,,,,
Row_253,"Lee, Austin Colby Guy",,,"Allure in the uninhabitable: on affect, space, and Blackness in gentrifying Philadelphia",CULTURAL GEOGRAPHIES,APR 2023,2,"This article engages with affect theory and Black feminist interrogations of the human to examine the conflicting feelings evoked by the gentrification process. Black feminist theorists have long demonstrated how histories linger, shape, and make meaning in the present. Affect theory offers further insight into this process by illustrating how we imbue people, places, and things with meaning. This article links these perspectives to address how associations such as economic development/life, Blackness/death, and the uninhabitable/nonhuman shape public sentiments on gentrification and space more broadly. This discussion centers on two urban development projects in Philadelphia, Pennsylvania, a city that is, like many American cities, racially segregated. This analysis attends to how antiblackness circulates to imbue space and bodies with racialized meaning and resonance. I advance that while this circulation of affects is devastatingly powerful, antiblackness does not circulate uncontested or capture all elements of Black life and Black place-making.",affect,allure,antiblackness,Black geographies,Black space,gentrification,Philadelphia,race,residential segregation,urban renewal,RACE,GENTRIFICATION,NEOLIBERALISM,SENSE,,,,,,,,,,,,,,,
Row_254,"Gao, T.","Tian, J.","Zhang, X.",Using Gamified Interactive Experience to Relieve Psychological Pressure in the Post-pandemic Era,"HCI International 2022 - Late Breaking Posters: 24th International Conference on Human-Computer Interaction, HCII 2022, Virtual Event, Proceedings. Communications in Computer and Information Science (1654)",2022,0,"The COVID-19 Pandemic brought the whole society to a standstill, which has more significant psychological pressure on children and adolescents. Governments, companies, and social groups are trying to confront COVID-19 and social distancing in a gamified way. However, due to fear of the virus and uncertainty about the future, even after the Pandemic is well controlled in physical space, people are still reluctant to stop and play in public areas and are afraid to engage with others because of their internal sense of alienation. From the perspective of urban renewal and environmental design, creating a series of micro-scale design interventions in public spaces to relieve psychological pressure has urgency and relevant significance. This paper analyzes the symbiotic relationship between public art installations and communities. Then discovers the characteristics of public installations based on emotional healing. Furthermore, create two design prototypes to demonstrate more vividly how gamified interactive experience could relieve the mental pressure of the surrounding residents and help them gradually adapt to the new normal life.",,,,,,,,,,,,,,,,,,,"Zhang, D.","Zhou, H.",,,,,,,,,
Row_255,"Zhang, Lin",,,Research on craft street form over the past and at present: Taking Zhoucheng Tie-dye Street as an example,"PRAXIS OF URBAN MORPHOLOGY, PT 2",2023,0,"Since ancient times, the shape and change of urban form is closely related to street space and its mode of transportation. Today, many craft streets featuring the production, display and sale of handicrafts are popping up all around us. Most of these craft streets have a long history and have gradually changed their spatial form with the development of the city, which in turn has influenced the morphology of the city. In order to reveal the morphological evolution of such craft streets, this study takes the example of a tie-dye street in Zhoucheng, Xizhou Town, Dali, and combines documentary research with historical maps and corroboration through field surveys to obtain the street morphology of the craft street in Zhoucheng, Dali, in both historical and contemporary periods. The study found that 1) the tie-dye street was formed due to the transportation of goods by horse gangs, and its morphology was deeply influenced by the historical tea and horse routes; 2) the tie-dye street is a self-organised spatial morphology with the Sifang Street as its spatial core; and 3) the tie-dye street has emerged as a new spatial morphology due to the tourism behaviour. The exploration of the relationship between the morphological evolution of Zhoucheng Craft Street and urban development helps architects and urban designers to understand how to design urban street spaces with tie-dye crafts as the highlight, while suggesting new possibilities for the modern renewal of the original historical street.",craft street,spatial form,historical map,urban design,tie-dye,,,,,,,,,,,,,,,,,,,,,,,,
Row_256,,,,Tertiary spaces. Urban restructuring trends in the deindustrialization context?,Cadernos Metrópole,2025,0,"Abstract This paper aims to understand and characterize the emergence of tertiary spaces in the post-industrial city, focusing on the spatial and production transformations they promote. We understand tertiary spaces as novel urban forms targeted at the spatial and production repurposing of consolidated areas that stimulate the growth of the tertiary sector, commercial vitality, and urban dynamism. The study focuses on the Metropolitan Region of Buenos Aires. The methodological strategy is qualitative, and data were produced through a morpho-typological survey and interviews with municipal authorities and entrepreneurs in the sector. The results show the role played by those forms in the urban and production repurposing of previously industrial areas.",economic geography,production restructuring,urban renewal,metropolitan areas,socio-territorial transformations,,,,,,,,,,,,,,,,,,,,,,,,
Row_257,"Sun, Liwen","Xie, Changkun","Qin, Yifeng",Study on temperature regulation function of green spaces at community scale in high-density urban areas and planning design strategies,URBAN FORESTRY & URBAN GREENING,NOV 2024,0,"In recent years, the frequency of extreme high-temperature events has gradually increased. To better understand the impact of urban green space coverage's spatial pattern on land surface temperature (LST), this study selected three sample areas along the urban-rural gradient in Shanghai. Using LST inversion and resampling methods, LST data for different grid sizes were obtained for spring, summer, and winter in the 2010s, 2015s, and 2020 s. A boosting regression tree model was employed to determine the key indicators affecting LST and effective cooling thresholds. The impact of green quality, structure, and pattern at the community scale on LST was discussed, providing feasible suggestions for green space planning and design in different urban spaces. The study found significant differences in the spatial patterns of green areas and LST among the three sample regions. The quantity and integrity of green spaces in the Huangpu, Minhang, and Songjiang sample areas have progressively improved, with overall green coverages of 19 %, 38 %, and 43 %, respectively. As grid size increases, the relative influence of fractional vegetation coverage (FVC) on LST generally decreases, whereas the relative influence of green structure and patterns gradually increases. Taking the summer of the 2020 s as an example, the influence of FVC on the three study sample areas was 80.79, 83.36, and 87.18 at a 30 m grid size, which decreased to 48.87, 40.59, and 47.64 at a 120 m grid size. The green structure's impact rose from 13.09, 15.22, and 10.6-30.01, 51.82, and 38.5; the influence of green patterns increased from 6.12, 1.42, and 2.21-21.13, 7.6, and 13.86. Key indicators affecting LST include FVC (Fractional Vegetation Coverage), AREA (Green Patch Area), PD (Patch Density), COHESION (Patch Cohesion Index), and ED (Edge Density). High temperatures in summer are one of the ecological issues that need special attention in Shanghai's green space design. Setting the green space proportion to 35 % while avoiding fragmentation and low vegetation coverage can achieve effective cooling. This study's main advancement lies in utilizing machine learning algorithms to identify the principal green spatial pattern impact factors and key thresholds influencing LST at the community scale in Shanghai. The related results and proposed strategies provide a research framework and strong basis for special regulations in urban green space system planning concerning urban thermal environments. They offer references for urban renewal and new town planning to address climate change and urban high-temperature issues, such as clear requirements for optimal green space area at the community scale, community park spatial layout and quantity regulations, and urban park planning design suggestions. This study also highlights obstacles in the practical application of planning and design strategies, which can help avoid difficulties in implementing planning policies. It attempts to set goals for community-scale vegetation planning in China from a policy perspective and provides relevant recommendations.",Surface temperature,Scale effect,High-density city,Machine learning,Green space system planning,HEAT-ISLAND,VEGETATION,GRADIENT,CLIMATE,PATTERN,COVER,,,,,,,,"Zhou, Rebecca","Wu, Hao","Che, Shengquan",,,,,,,,
Row_258,"Zhang, You","Jiao, Yu -Yong","He, Ling-Ling",Susceptibility mapping and risk assessment of urban sinkholes based on grey system theory,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,OCT 2024,1,"Urban sinkholes can cause subsidence damage to transportation infrastructures, building demolitions and even casualties when they occur suddenly. It is hence essential to identify their forming factors and analyze their spatial distribution features, so as to pave the way for sinkhole risk assessment and mitigation for urban sustainable development. Investigation of urban sinkholes poses a significant challenge because of the multi-factor's confusion, as well as the spatial uncertainties in susceptibility mapping due to urban renewal frequently. To address these issues, a comprehensive urban sinkhole risk assessment framework was proposed, and Shenzhen city in South China was selected as a case study area, where a lot of sinkholes occurred along with intensive human construction activities in recent years. Initially, the sinkhole susceptibility map was drawn using the grey relation analysis (GRA) method, incorporating the spatial information database of meteorology, geology, metro and pipeline systems, and then both the sinkhole density map and the time-varying land subsidence monitoring database were used to verify the accuracy of the sinkhole susceptibility map. Furthermore, the sinkhole risk assessment map in transportation system was subsequently drawn based on the susceptibility map, where the Interferometric Synthetic Aperture Radar (InSAR) and the advanced geophysical exploration technologies were employed to probe the potential sinkholes in critical risk areas. The conclusions reveal that the sinkhole susceptibility map based on GRA method demonstrates a promise in identifying the likelihood of urban sinkholes, and the risk assessment framework can be employed for the prevention and remediation of urban sinkholes, which contributes to an economical and efficient scheme for sinkhole detection, as well as transportation system resilience assessment at a city-wide scale.",Sinkhole,Spatial distribution,Susceptibility mapping,Risk assessment,Grey relation analysis,MANTLED EVAPORITE KARST,GROUND SUBSIDENCE,AREA,HAZARD,MINE,CITY,,,,,,,,"Tan, Fei","Zhu, Hua-Mei","Wei, Hui -Long","Zhang, Qian-Bing",,,,,,,
Row_259,"Li, Jing","Li, Fuda","Li, Jun",Does new-type urbanization help reduce haze pollution damage? Evidence from China's county-level panel data,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,JUL 2022,37,"Urban transformation is the key to sustainable urban development. China is currently undergoing massive urban transformation, that is, new-type urbanization. This study explored the relationship between new-type urbanization construction and haze pollution by constructing a time-varying DID model based on 2013-2018 district and county data. Our empirical results show that new-type urbanization can significantly improve haze pollution. We also examined the heterogeneous differences in new-type urbanization's effects on haze pollution. First, we find that new urbanization construction has no significant effect on haze pollution in cities rich in natural resources. Second, its effect on haze pollution was most pronounced in the eastern region, which had the highest urbanization rate. This study also explored the moderating effect of new urbanization and haze pollution from the urban governance perspective. The results show that the government's fiscal spending capacity is significant for new-type urbanization's ability to improve haze pollution. In addition, in the pilot year, the turnover of regional officials enhanced new-type urbanization construction to improve haze pollution. We also find that districts and counties implementing pilot new-type urbanization are conducive to reducing haze pollution in surrounding areas in the same city not implementing new-type urbanization; however, they exacerbate haze pollution in other provincial areas that have not implemented new-type urbanization. Finally, we propose relevant policy recommendations based on the empirical results.",Urban transformation,New-type urbanization,Haze pollution,Promotion tournament,China,AIR-POLLUTION,PM2.5 CONCENTRATIONS,ECONOMIC-GROWTH,FRESH AIR,URBAN,CITIES,INDUSTRIAL,TURNOVER,QUALITY,IMPACT,,,,,,,,,,,,,,
Row_260,"Lu, Yujie","Wei, Wei","Li, Peixian",A deep learning method for building facade parsing utilizing improved SOLOv2 instance segmentation,ENERGY AND BUILDINGS,SEP 15 2023,5,"Energy consumption simulation and renovation of existing buildings require accurate acquisition of building facade features which mostly relies on time-consuming manual calculations based on architectural drawings. In this article, we proposed an automated deep learning-based approach based on the SE module and BiFPN to achieve precise and efficient facade feature extraction. The approach eliminated the image distortion of building facades and then enabled accurate segmentation of windows and accessory structures even under the situation of occlusion and reflection. The improved SOLOv2 algorithm resulted in a high mean average precision of 93% for window segmentation, leading to a more precise window-to-wall ratio estimation with a mean absolute error of 2.9% than the experts' estimation and existing deep learning-based methods. Considering the accurate results of facade parsing, our method can be utilized for city-level building feature extraction, providing theoretical and practical references for urban building energy simulation, urban renewal, and building health examination.",Building facade,Deep learning,Energy consumption,Feature parsing,Instance segmentation,Window -to -wall ratio (WWR),DESIGN,OPTIMIZATION,,,,,,,,,,,"Zhong, Tao","Nong, Yuanjun","Shi, Xing",,,,,,,,
Row_261,"Shin, Myungjin","Pae, Jeong-Hann",,Authenticity or homogeneity? Contextualising the urban revitalisation of a post-industrial landscape through the Red Brick Landscape Preservation Project in Seoul,HABITAT INTERNATIONAL,JUN 2022,6,"This study analyses the case of the Red Brick Landscape Preservation Project at Seoul Forest Park Alleys, an urban revitalisation project implemented between 2018 and 2021, based on the idea of authenticity and post-industrial landscape. The following issues on site were determined based on site analysis and data mapping. First, there is a discrepancy in preservation, use, and implementation. Second is the selective nature of the Red Brick Landscape Preservation Project, as it is adapted to the city branding strategy, which may not always prioritise the actual site-specific contexts. Third, the attempt to represent the authenticity of the Red Brick Landscape Preservation Project in the Seoul Forest Park Alleys with a red brick landscape seems unfounded. Instead, red bricks were adapted to represent an image of authenticity seen elsewhere. Finally, this projection of authenticity from elsewhere onto the site is difficult to avoid for post-industrial landscapes because of the nature of industrial cities. Considering that the post-industrial landscape remains in high demand worldwide, the criticisms in this article may extend beyond the case in point. This study concludes with recommendations for future studies of the site.",Urban regeneration,Post-industrial landscape,Seoul metropolitan city,Land use policy,Projected authenticity,TOURIST,SUSTAINABILITY,REGENERATION,DRIVERS,RENEWAL,POWER,ART,,,,,,,,,,,,,,,,,
Row_262,"Song, Yacheng","Pang, Yueting",,"Measuring the superblock based on a hierarchy matrix of geometry, configuration, network, and area: The case of Nanjing",ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,MAY 2023,2,"A superblock is a core unit of the built form of an old city in China, in which various morphological elements are organized and related through a hierarchical structure. Existing quantitative studies are generally limited to a single perspective or object and do not support the classification of morphological types through comprehensive analysis methods. In this study, a new cognitive framework, the hierarchy matrix, is presented to bridge this knowledge gap. It consists of four dimensions: configuration of network, geometry of network, configuration of area, and geometry of area. These dimensions are formed by the intersection of the two coordinates of perspective and object. Based on their measurement, the overall characteristics of the superblocks are represented and compared through matrix diagrams. Subsequently, the validity and adaptability of this quantitative approach are verified through an empirical analysis of Nanjing's old city superblocks. The results reveal the morphological type of superblocks, and their causes are analyzed through the correlation with the urban environmental background. hierarchy matrix is potentially a useful method for studying the complex emerging built form of rapidly changing cities, especially in developing countries, such as China. The hierarchical matrix method is not only an analysis tool but also has the potential to develop an evaluation method to provide scientific support for the practice of urban renewal.",urban form,superblock,typo-morphology,hierarchical structure,Nanjing,SPACE SYNTAX,STREET NETWORK,URBAN,FORM,REPRESENTATION,MOVEMENT,MODEL,,,,,,,,,,,,,,,,,
Row_263,"Shi, Jiangang","Dai, Xingying","Sun, Zeliang","Exploring the Determinants and Consequences of Public Satisfaction with Urban Waterfronts: A Case Study of the Xuhui Waterfront in Shanghai, China",JOURNAL OF URBAN PLANNING AND DEVELOPMENT,JUN 1 2023,5,"Waterfront redevelopment has become an effective catalyst to promote urban renewal and sustainable development. Typically, researchers have investigated this phenomenon from the perspective of the relationship between waterfronts and cities with less attention paid to public subjective well-being. Against this background, employing the customer satisfaction theory, this paper developed a waterfront public satisfaction index model to systematically investigate the crucial determinants and associated consequences of public satisfaction with waterfronts. Through structural equation modeling, an empirical analysis was performed on the questionnaire data of 240 visitors to the Xuhui Waterfront in Shanghai, China. The results reveal that service facility and public expectation are the most important factors determining public satisfaction, followed by spatial design and perceived value. However, public expectation does not have a remarkable direct impact on public satisfaction and only indirectly affects public satisfaction through service facility, spatial design, and perceived value. Moreover, it is ascertained that public satisfaction plays a crucial role in affecting public support and complaint toward waterfront redevelopment. These empirical results could provide new insights for city authorities and planners to design effective strategies to improve public satisfaction and promote urban waterfront revitalization.",,,,,,,,,,,,,,,,,,,"Liu, Menglan","Tang, Daizhong",,,,,,,,,
Row_264,,,,Connotation of urban ecological quality and the construction of its core index system,Yingyong Shengtai Xuebao,JUN 2023,2,"Urban ecological quality is a necessary attribute for a healthy urban ecological state. In the period of urban development from large-scale incremental construction to stock improvement and quality transformation and incremental structural adjustment, there are many gaps between urban ecological quality construction and the requirements of the new stage. There is an urgent need to understand and integrate multiple needs, and construct an indicator system to promote the balance between supply and demand of ecological resources and efficient use to enhance urban ecological quality. We used the analysis methods of CiteSpace literature analysis, relevant policy collation and questionnaire survey to systematically sort out the key points of concern and differences in understanding among the three perspectives of science, government, and the public. The results showed that all the three perspectives, i.e., science, government, and public, were more concerned with indicators related to urban green space, gray infrastructure, and policy control. The concerns of science and public addressed indicators related to urban green space the most, while government being most concerned with indicators related to gray infrastructure. Based on those findings, we developed a core urban ecological quality index system with a total of 25 indicators, covering 10 major types of urban green space, environmental quality, gray infrastructure, and so on.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
