Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,publish time,title
Row_200,"The need for sustainable urban growth management and preventive conservation of built elements constitute the key factors in today's increasing demand for the better understanding of subsoil. This information, mainly available from geotechnical surveys, can be integrated into spatial databases to produce operational models. Aiming to generate strategies that enable the visualisation of underground properties in highly anthropised environments, the following four-phase methodology has been proposed: (a) Gathering of geotechnical data; (b) Spatial and statistical analysis; (c) Database design; (d) Generation of 2D and 3D models. Following the aforementioned criteria and using open sources, a spatial dataset of 650 points located within the historical centre of Seville (Spain) has been developed. This urban area is characterised by the heterogeneous distribution of its soil layers and their geotechnical properties. The results show that the application of this method enables a prompt and efficient display of the distribution of geotechnical layers in urban and metropolitan environments, by considering the variations in their mechanical properties. This simplified approach therefore establishes a new starting point for the development of predictive strategies based on approaches of a more complex nature that facilitate the analysis of the interactions between subsoil, buildings, and infrastructures.","Soriano-Cuesta, Cristina","Romero-Hernandez, Rocio","Mascort-Albea, Emilio J.","Kada, Martin","Fuls, Andreas","Jaramillo-Morilla, Antonio",,,,,,,,,,,,,,,,,,,,1,,REMOTE SENSING,microzoning,urban geotechnical maps,Geographic Information Systems (GIS),LIDAR,Digital Soil Modelling,,,,,,,,,,,JAN 2024,Evaluation of Open Geotechnical Knowledge in Urban Environments for 3D Modelling of the City of Seville (Spain)
Row_201,"Food deserts in Chile present a singularity in the context of the Global South. Unlike other countries where food security is mainly achieved through informal trade, in Chile, weekly streets markets is the structural system providing fresh food. Supermarkets complement spatially and functionally street markets. Both systems and their temporal operation makes that the Chilean food deserts main characteristic is their intermittency. The purpose of this research is to analyze the Chilean food deserts to contrast them with the predominant North and Global South discourses and position the Chilean case internationally. Specifically, this article looks to analyze the importance of the spatiotemporal dimension in food access studies where a healthy diet depends on systems other than supermarkets characterized by intermittent operation over week. For this purpose, this article takes the Metropolitan Area of Concepcion as case. First, the research identifies the location and the socioeconomic groups associated with the different degrees of access from a static perspective based on the spatial distribution of supermarkets and street markets. Then, the dynamic analysis introduces the time dimension to reveal the variability of access patterns and the impact on vulnerable groups. The intermittency of the food deserts positions Chile as halfway between the Global South and North models. The particularity of this model is that intermittently and regularly provides a healthy food environment within food deserts. Additionaly, it has the potential to be planned for overcoming structural inequalities in spatial fresh food access.","Zazo-Moratalla, Ana","Orellana-McBride, Alejandro",,,,,,,,,,,,,,,,,,,,,,,,0,,HABITAT INTERNATIONAL,Food access,Healthy diet,Supermarkets,Street markets,Informality,,,,,,,,,,,NOV 2024,Intermittent food deserts. Exploring the spatiotemporal dimension of the urban fresh food access in Chilean cities
Row_202,"Botulinum toxin-A (BoNT-A) injection is known to exert beneficial effects on muscle tone, joint mobility and gait in children with cerebral palsy (CP). However, recent animal and human studies have raised the concern that BoNT-A might be harmful to muscle integrity. In CP-children, the impact of BoNT-A on muscle structure has been poorly studied, and inconsistent results have been reported. This study was aimed at determining the time course effect of a single BoNT-A administration on medial gastrocnemius (MG) morphology in CP-children. MG microbiopsies from 12 ambulant and BoNT-A-naive CP-children (age, 3.4 (2.3) years, ranging from 2.5 to 7.8 years; seven boys and five girls; GMFCS I = 5, II = 4 and III = 3) were collected before and 3 and 6 months after BoNT-A treatment to analyze the fiber cross-sectional area (fCSA) and proportion; capillarization; and satellite cell (SC) content. Compared with the baseline, the fCSA decreased at 3 months (-14%, NS) and increased at 6 months (+13%, NS). Fiber size variability was significantly higher at 3 months (type I: +56%, p = 0.032; type IIa: +37%, p = 0.032) and 6 months (type I: +69%, p = 0.04; type IIa: +121%, p = 0.032) compared with the baseline. The higher type I proportion seen at 3 months was still present and more pronounced at 6 months (type I: +17%, p = 0.04; type IIx: -65%, p = 0.032). The capillary fiber density was reduced at 3 months (type I: -43%, NS; type II: -44%, p = 0.0320) but normalized at 6 months. There was a non-significant increase in SC/100 fibers at 3 months (+75%, NS) and 6 months (+40%, NS) compared with the baseline. These preliminary data suggest that BoNT-A induced alterations in the MG of children with CP, which were still present 6 months after BoNT-A injection but with signs of muscle recovery.","Deschrevel, Jorieke","Andries, Anke","Maes, Karen","De Beukelaer, Nathalie","Corvelyn, Marlies","Staut, Lauraine","De Houwer, Hannah","Costamagna, Domiziana","Desloovere, Kaat","Van Campenhout, Anja","Gayan-Ramirez, Ghislaine",,,,,,,,,,,,,,,0,,TOXINS,microbiopsy,myosin heavy chain,spasticity,muscle fiber size,muscle fiber proportion,satellite cells,capillaries,coefficient of variation,botulinum toxin-A,muscle integrity,,,,,,FEB 2024,Short-Term Effects of Botulinum Toxin-A Injection on the Medial Gastrocnemius Histological Features in Ambulant Children with Cerebral Palsy: A Longitudinal Pilot Study
Row_203,"The demand for mobile coverage with adequate signal quality has triggered criticism due to the maturity of the Internet's diffusion in today's society. However, with the deployment of 5G networks, even 5G NSA by 4G LTE, the complexity of the operating environment of mobile networks has increased. To evaluate the behavior of mobile networks in terms of signal quality and other important metrics for mobile telephony, we developed a dataset consisting of 33 radio parameters that can collect up to 736,974 records generated daily by smartphones and tablets. The dataset comprises samples collected in cities situated on the banks of the Amazon and Negro rivers. To create the dataset, an application was designed for the Android operating system using the Kotlin programming language, which can collect data in real time and generate a CSV file. After post-processing the collected data with data science techniques, the filtered dataset was stored in the Mendeley public repository. We divided the data into three regions: the metropolitan area of Manaus, the middle Solim & otilde;es River , the middle Amazonas River. To improve the performance of the experiments, the database was separated according to the cities , locations collected. (c) 2024 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )","Silva, Vandermi","Tavares, Gabriel","Freitas, Carlos","Maklouf, Felipe","Ivanov, Chavdar","Barreto, Raimundo","de Freitas, Rosiane",,,,,,,,,,,,,,,,,,,0,,DATA IN BRIEF,Mobile network coverage,Network performance,Radio parameters,Signal strength,4G LTE technology,,,,,,,,,,,DEC 2024,A multi-device and multi-operator dataset from mobile network coverage on Android devices
Row_204,"The past two decades have witnessed a notable increase in affordable housing production across Latin America, along with persistent challenges regarding habitability and access to urban amenities. At the same time, there has been a shift in urban dynamics, characterised by the diversification of peripheries and the emergence of sub-centralities, challenging conventional notions of urban marginalisation. It underscores the need for a deeper understanding of urban insertion as the attention moves from macro -scale segregation to micro -scale analysis. Amidst this context, urban insertion remains a subject of dispute and ambiguity within the literature, often conflated with peripheralisation and segregation. Addressing this gap, we advance toward a concept of urban insertion, proposing an analytical framework that integrates multiple criteria from diverse disciplinary perspectives. This framework was empirically validated in the metropolitan area of Curitiba (Brazil) by analysing 55 social housing developments constructed over the past decade. The findings yield valuable insights and pragmatic guidelines for evaluating urban insertion and informing policy decisions in similar contexts.","Neto, Paulo Nascimento","de Paula, Marina Quirino Luxi","de Araujo, Agnes Silva","de Oliveira, Everton Narciso",,,,,,,,,,,,,,,,,,,,,,1,,TEMA-JOURNAL OF LAND USE MOBILITY AND ENVIRONMENT,Urban insertion,Peripheralization,Social housing,Housing program,Segregation,,,,,,,,,,,2024,From peripheries to neighbourhoods: measuring urban insertion of social housing projects
Row_205,"The expected increase in urbanization changes the morphology of urban areas. These changes affect the urban environment and impact several aspects, such as climate, energy, air quality, and socioeconomic factors, among others. Therefore, it is important to lead cities towards sustainable development. The goal of this paper is to understand which domains should be considered to assess the sustainability of cities, at an environmental level and with a focus on air quality, and how those domains are connected, based on a comprehensive literature review, which resulted in 1479 articles. The results show that ""Urban Climate"", ""Air Quality"", ""Urban Morphology"", ""Health"", ""Energy"" and ""Mobility"" are the most common domains in research, and that 39% of articles only assess one domain. It is possible to understand that though 96% of articles contain up to three domains, the great majority do not assess those domains in an integrated way. There are many studies that evaluate important domains of urban areas; however, they mostly evaluate these effects in isolation, and rarely in tandem. Moving forward, it is important to understand how to best connect the most relevant domains, under an integrated multicriteria approach, thus allowing a more complete assessment of the sustainability of urban areas.","Augusto, Bruno","Rafael, Sandra","Coelho, Margarida C.","Ferreira, Joana",,,,,,,,,,,,,,,,,,,,,,0,,SUSTAINABILITY,sustainability,urban morphology,systematic literature review,air quality,,,,,,,,,,,,JAN 2024,Connecting the Dots between Urban Morphology and the Air Quality of Cities under a Changing Climate: A Bibliometric Analysis
Row_206,"While patronage on most public transit systems around the world remains modestly to significantly depressed post-pandemic, transit ridership had mostly been declining across the US since 2014. Advocates, practitioners, and scholars have offered a range of explanations for pre-pandemic patronage decline. This analysis examines the demand-side of this phenomenon by focusing on high-propensity transit riders, and, in particular, immigrants in the most populous US state: California. Drawing on the California add-on to the 2009 and 2017 National Household Travel Surveys, we evaluate changes in transit use among Hispanic and Asian immigrants. We find that during the study period, transit trip frequency of Hispanic immigrants declined, converging toward the ridership patterns of US-born Hispanics. While this trend was largely the result of rising incomes, increased vehicle ownership, and lower residential densities among non-US-born Hispanics, all else equal, Hispanic immigrants continued to use transit more than their US-born counterparts. By contrast, transit trip making by Asian immigrants diverged from that of US-born Asians. Notably, this divergence was not the result of declining perperson trip making by Asian immigrants, which was relatively stable during the study period. Instead, the growing gap was due to increases in transit trip frequency by US-born Asians.","Schouten, Andrew","Blumenberg, Evelyn","Taylor, Brian D.",,,,,,,,,,,,,,,,,,,,,,,1,,TRAVEL BEHAVIOUR AND SOCIETY,Transit use,Nativity,Foreign born,Immigrants,,,,,,,,,,,,JUL 2024,Are immigrants migrating away from transit? Immigrant transit use trends in California
Row_207,"A central problem in the study of human mobility is that of migration systems. Typically, migration systems are defined as a set of relatively stable movements of people between two or more locations over time. While these emergent systems are expected to vary over time, they ideally contain a stable underlying structure that could be discovered empirically. There have been some notable attempts to formally or informally define migration systems. However, they have been limited by being hard to operationalize and defining migration systems in ways that ignore origin/destination aspects and fail to account for migration dynamics over time. In this work, we propose to employ spatio-temporal tensor co-clustering-that stems from signal processing and machine learning theory-as a novel migration system analysis tool. Tensor co-clustering is designed to cluster entities exhibiting similar patterns across multiple modalities and thus suits our purpose of analyzing spatial migration activities across time. To demonstrate its effectiveness in describing stable migration systems, we first focus on domestic migration between counties in the US from 1990 to 2018. We conduct three case studies on domestic migration, namely, (i) US Metropolitan Areas, (ii) the state of California, and (iii) Louisiana, in which the last focuses on detecting exogenous events such as Hurricane Katrina in 2005. In addition, we also examine a case study at a larger scale, using worldwide international migration data from 200 countries between 1990 and 2015. Finally, we conclude with a discussion of this approach and its limitations.","Almquist, Zack W.","Nguyen, Tri Duc","Sorensen, Mikael","Fu, Xiao","Sidiropoulos, Nicholas D.",,,,,,,,,,,,,,,,,,,,,0,,SCIENTIFIC REPORTS,Social networks,Network science,Migration,Tensors,Clustering,Dynamic clustering,,,,,,,,,,NOV 6 2024,Uncovering migration systems through spatio-temporal tensor co-clustering
Row_208,"Rural-urban interactions have become an even more important issue with global changes and developments. These areas, where population density and agricultural production are low, have a complex social, economic and natural structure that cannot be handled from a single perspective. This situation necessitates a multidimensional approach to rural areas and rurality. The study aims to address the socio-demographicand economic structure of Turkey's provinces with a multidimensional approach and to analyze them comparatively. The data set of the study consists of 14 socio-demographic and 15 economic variables used in defining rural-urban areas. Three different clustering analysis methods (K-means, Ward, Two Step) were used in the study in which SPSS program was applied. As a result of the analyzes made with three clustering methods, the spatial distribution of the ruralness levels of the provinces was mapped and the variables that lead to cluster formation were determined. The results of these cluster analyses conducted with different methods at the NUTS-3 level in Turkey include a methodological discussion and a comparative determination. Although there are spatial differences as a result of the analysis of rurality with both socio-demographic and economic variables, the general similarity of the clusters formed by the three methods is significant. As a result, these processes, which are carried out comparatively withalternative clustering methods, are important in determining rural and urban areas and guide the production of healthy decisions and policies for the problems and potentials of settlements.","Ozlu, Seda","Ozkan, Sinem Dedeoglu","Beyazli, Dilek",,,,,,,,,,,,,,,,,,,,,,,0,,TEMA-JOURNAL OF LAND USE MOBILITY AND ENVIRONMENT,Rurality,Cluster analyzes,Turkey,NUTs-3,,,,,,,,,,,,AUG 2024,The identification of rurality at Nuts-3 levelin Turkey
Row_209,"Highlights What are the main findings? A general mathematical methodology and calculation model have been proposed, which allow taking into account most of the important factors that determine the impact of the introduction of first-mile autonomous vehicles on the daily time use of suburban residents. Following the compact modelling approach, an easily understandable and definable set of source data with a minimum volume has been proposed, which allows to reach the desired result. What is the implication of the main finding? A practical tool for shaping transport solutions and local government decisions: Thanks to the transparency of the model and the easy-to-understand input data, the transport planners and local governments can perform estimation calculations without long and complex scientific studies. Predictive capability of the model: a minimalistic and easy-to-understand input data set enables preliminary assessments of the implementation of autonomous vehicles for various local governments and suburbs located near metropolitan centres.Highlights What are the main findings? A general mathematical methodology and calculation model have been proposed, which allow taking into account most of the important factors that determine the impact of the introduction of first-mile autonomous vehicles on the daily time use of suburban residents. Following the compact modelling approach, an easily understandable and definable set of source data with a minimum volume has been proposed, which allows to reach the desired result. What is the implication of the main finding? A practical tool for shaping transport solutions and local government decisions: Thanks to the transparency of the model and the easy-to-understand input data, the transport planners and local governments can perform estimation calculations without long and complex scientific studies. Predictive capability of the model: a minimalistic and easy-to-understand input data set enables preliminary assessments of the implementation of autonomous vehicles for various local governments and suburbs located near metropolitan centres.Abstract An important development task for the suburbs of smart cities is the transition from rigid and economically inefficient public transport to the flexible order-based service with autonomous vehicles. The article proposes a compact model with a minimal input data set to estimate the effective daily travel time (EDTT) of an average resident of a suburban area considering the availability of the first-mile autonomous vehicles (AVs). Our example case is the J & auml;rvek & uuml;la residential area beyond the Tallinn city border. In the model, the transport times of the whole day are estimated on the basis of the forenoon outbound trips. The one-dimensional distance-based spatial model with 5 residential origin zones and 6 destination districts in the city is applied. A crucial simplification is the 3-parameter sub-model of the distribution of distances on the basis of the real mobility statistics. Effective travel times, optionally completed with psycho-physiological stress factors and psychologically perceived financial costs, are calculated for all distances and transportation modes using the characteristic speeds of each mode of transport. A sub-model of switching from 5 traditional transport modes to two AV-assisted modes is defined by an aggregated AV acceptance parameter 'a' based on resident surveys. The main output of the model is the EDTT, dependent on the value of the parameter a.Thanks to the compact and easily adjustable set of input data, the main values of the presented model are its generalizability, predictive ability, and transferability to other similar suburban use cases.","Udal, Andres","Sell, Raivo","Kalda, Krister","Antov, Dago",,,,,,,,,,,,,,,,,,,,,,0,,SMART CITIES,autonomous vehicle acceptance,autonomous shuttle vehicle,compact model,distance distribution function,effective travel time,first-mile transport,psycho-physiological stress factor,smart city suburb,travel time model,,,,,,,DEC 2024,A Predictive Compact Model of Effective Travel Time Considering the Implementation of First-Mile Autonomous Mini-Buses in Smart Suburbs
Row_210,"The knowledge of passenger flows between each origin-destination (OD) pair is a main requirement in public transport for service planning, design, operation, and monitoring, and is represented by OD matrices. Although they can be determined by traditional approaches (e.g., surveys, ride-check counts, and/or smartcard-based methods), the availability of new technologies and the proliferation of portable devices triggers an emerging interest in building OD matrices from the apps of bus operators. This research proposes the first framework for the estimation of OD matrices on transit networks by processing smartphone app call detail records (SACDRs). The framework is experimentally tested on a sample of 30 workdays of an Italian bus operator. The results are represented by easy-to-read control dashboards based on maps, which help quantify and visualise the OD matrices in the metropolitan area of Cagliari (Italy). The experimentation shows that the framework can properly estimate the number of trips for both origin and destination w.r.t. OD matrices built from household surveys: the mean absolute error is on average lower than five movements for 90% of the origins and 85% of the destinations.","Barabino, Benedetto","Coni, Mauro","Di Francesco, Massimo","Obino, Andrea","Ventura, Roberto",,,,,,,,,,,,,,,,,,,,,0,,PUBLIC TRANSPORT,Smartphone-app call detail records,APPs,Origin-destination matrix,Public transport,,,,,,,,,,,,JUN 2024,Origin-destination matrices from smartphone apps for bus networks
Row_211,"This paper reports on the employment migration behavior of non-White ethnic minority graduates in the United Kingdom for the 2018/2019 graduation cohort, which is the last cohort to enter the labor market before the COVID-19 pandemic. Using data from the new Graduate Outcomes survey and controlling for a rich set of background characteristics, the findings indicate that ethnic minority graduates are more likely than their White counterparts to find work in ethnically diverse areas of the United Kingdom after leaving higher education. An identity utility framework is then formalized that combines identity economics with traditional approaches of human capital theory and job search theory. A test of an ethnic identity-based hypothesis reveals that Asian, Black, and Mixed-background graduates are comparatively more likely to migrate to areas with higher ethnic diversity levels, rather than less diverse areas. In addition to traditional explanations based on human capital theory and job search theory, this paper argues that these patterns are best explained by ethnic identity norms, which introduce a preference for working in ethnically diverse places. However, the results should be interpreted with some caution because of concerns related to heterogeneity within the ethnic group classifications used in the paper and possible omitted and unobserved variables.","Brophy, Sean",,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF REGIONAL SCIENCE,ethnicity,graduate migration,identity economics,,,,,,,,,,,,,JUN 2024,Ethnicity and UK graduate migration: An identity economics approach
Row_212,"Migration's impact spans various social dimensions, including demography, sustainability, politics, economy, and gender disparities. Yet, the decision-making process behind migrants choosing their destination remains elusive. Existing models primarily rely on population size and travel distance to explain the spatial patterns of migration flows, overlooking significant population heterogeneities. Paradoxically, migrants often travel long distances and to smaller destinations if their diaspora is present in those locations. To address this gap, we propose the diaspora model of migration, incorporating intensity (the number of people moving to a country), and assortativity (the destination within the country). Our model considers only the existing diaspora sizes in the destination country, influencing the probability of migrants selecting a specific residence. Despite its simplicity, our model accurately reproduces the observed stable flow and distribution of migration in Austria (postal code level) and US metropolitan areas, yielding precise estimates of migrant inflow at various geographic scales. Given the increase in international migrations, this study enlightens our understanding of migration flow heterogeneities, helping design more inclusive, integrated cities.","Prieto-Curiel, Rafael","Ali, Ola","Dervic, Elma","Karimi, Fariba","Omodei, Elisa","Stuetz, Rainer","Heiler, Georg","Holovatch, Yurij",,,,,,,,,,,,,,,,,,1,,PNAS NEXUS,migration,diaspora,gravity,Austria,United States of America,,,,,,,,,,,APR 30 2024,The diaspora model for human migration
Row_213,"Owning a home has become a distant, often unattainable dream for many Americans since the 2007-2009 recession. The shortage of homes has decreased affordability, forcing 43 million U.S. households to become renters rather than owners. Racially targeted policies and widespread discrimination, coupled with neoliberal urban renewal policies, have forced communities of color, especially immigrants and the foreign-born, at the greatest disadvantage in homeownership. This paper examines tract-scale disparities in homeownership across major racial/ethnic groups. Using the U.S. Census Office of Management and Budget's (OMB) 2019 definition of the 13-county-metropolitan statistical area (MSA) of Nashville, Tennessee, as the study area, I use five-year American Community Survey (ACS) (2015-2019) data estimates to examine the spatial disparity in homeownership and its predictors. Nashville MSA is one of the fastest-growing southern gateways, and it is also the largest, most diverse, and most intermixed metropolis in Tennessee. It contains higher than the state's overall share of foreign-born, and during 2019-2040, its share of immigrants is projected to grow by 40.7%, making it the best-suited laboratory for race/immigrant-focused research on housing. This analysis finds significant differences in race-based mean per-capita income, with Whites ($32,522) and Asians ($32,556) at the top, whereas Blacks ($25,062) and Hispanics ($20,091) are at the lowest. The ratio of race-based per-capita-income-versus-median housing values is the highest for Whites (15.19) and Asians (15.07) and the lowest for Blacks (11.49) and Hispanics (9.27), putting these two groups as the most disadvantaged regarding their affordability. Regression models suggest lower White homeownership in higher diversity tracts among foreign-born-not-citizens (FBNCs), whereas Black and Hispanic homeownerships are higher in tracts with higher diversity among FBNCs. Interestingly, Asian homeownership is high in tracts with high-income Black tracts, pointing toward the increasing significance of class.","Sharma, Madhuri",,,,,,,,,,,,,,,,,,,,,,,,,0,,SOCIAL SCIENCES-BASEL,homeownership,diversity,Hispanics,Nashville MSA,foreign-born,,,,,,,,,,,NOV 2024,Race/Ethnicity and Homeownership in an Emerging Immigrant Gateway of the US Southeast: A Neighborhood Scale Analysis
Row_214,"Due to the increasing demand for goods movement, externalities from freight mobility have attracted much concern among local citizens and policymakers. Freight truck- related crash is one of these externalities and impacts urban freight transportation most drastically. Previous studies have mainly focused on correlation analyses of influencing factors based on crash density/count data, but have paid little attention to the inherent uncertainties of freight truck-related crashes (FTCs) from a spatial perspective. While establishing an interpretable analysis model for freight truck-related accidents that considers uncertainties is of great significance for promoting the robust development of urban freight transportation systems. Hence, this study proposes the concept of FTC hazard (FTCH), and employs the Bayesian neural network (BNN) model based on stochastic variational inference to model uncertainty. Considering the difficulty in interpreting deep learning-based models, this study introduces the local interpretable modelagnostic explanation (LIME) model into the analysis framework to explain the results of the neural network model. This study then verifies the feasibility of the proposed analysis framework using data from California from 2011 to 2020. Results show that FTCHs can be effectively modeled by predicting confidence intervals for effects of built environment factors, in particular demographics, land use, and road network structure. Results based on LIME values indicate the spatial heterogeneity in influence mechanisms on FTCHs between areas within the metropolitan regions and alongside the freeways. These findings may help transport planners and logistic managers develop more effective measures to avoid potential negative effects brought by FTCHs in local communities. (c) 2024 Tongji University and Tongji University Press. Publishing Services by Elsevier B.V. on behalf of KeAi Communications Co., Ltd. This is an open access article under the CC BY- NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).","Yuan, Quan","Lin, Haocheng","Yu, Chengcheng","Yang, Chao",,,,,,,,,,,,,,,,,,,,,,1,,INTERNATIONAL JOURNAL OF TRANSPORTATION SCIENCE AND TECHNOLOGY,Freight truck-related traffic crash hazard,(FTCH),Built environment,Bayesian deep learning,Stochastic variation inference,Uncertainty,Law of geography,,,,,,,,,SEP 2024,Modeling freight truck-related traffic crash hazards with uncertainties: A framework of interpretable Bayesian neural network with stochastic variational inference
Row_215,"Antibiotic-loaded cement spacers (ALCSs) are essential for treating periprosthetic joint infections (PJIs) by providing mechanical support and local antibiotic delivery. The purpose of this review is to comprehensively examine the various types of spacers utilised in the management of periprosthetic joint infections (PJIs), including both static and articulating variants and to analyse the fundamental principles underlying spacer use, their clinical benefits, the selection and administration of antimicrobial agents, appropriate dosages, and potential adverse effects. Articulating spacers, which allow joint mobility, often yield better outcomes than static ones. Spacer pharmacokinetics are vital for maintaining therapeutic antibiotic levels, influenced by cement porosity, mixing techniques, and the contact area. Antibiotic choice depends on heat stability, solubility, and impact on cement's mechanical properties. Mechanical properties are crucial, as spacers must withstand physical stresses, with antibiotics potentially affecting these properties. Complications, such as tissue damage and systemic toxicity, are discussed, along with mitigation strategies. Future advancements include surface modifications and novel carriers to enhance biofilm management and infection control.","Naoum, Symeon","Koutserimpas, Christos","Pantekidis, Ioannis","Giovanoulis, Vasileios","Veizi, Enejd","Piagkou, Maria","Ioannou, Petros","Samonis, George","Domouchtsidou, Aglaia","Tsantes, Andreas G.","Papadopoulos, Dimitrios V.",,,,,,,,,,,,,,,1,,ANTIBIOTICS-BASEL,cement,knee,hip,arthroplasty infections,periprosthetic joint infections,joint reconstruction,,,,,,,,,,AUG 2024,Antimicrobial Regimens in Cement Spacers for Periprosthetic Joint Infections: A Critical Review
Row_216,"Under the context of urban-rural mobility driven by rapid urbanization, rural shrinkage is particularly pronounced in the developed regions of China, yet studies exploring its patterns and influencing factors are scarce. This paper uses Zhejiang Province as a case study to investigate the spatiotemporal evolution and influencing factors of rural shrinkage from 2000 to 2020. By employing spatial autocorrelation analysis and spatial econometric modeling, the study investigates both population and spatial shrinkage. The findings reveal the following: (1) a marked spatiotemporal imbalance exists in population and spatial dynamics in Zhejiang's rural areas, where the interplay between population and spatial shrinkage contributes to regional disparities. (2) From 2000 to 2020, population shrinkage shifted from a global shrinkage to a more localized decline in the northeast and southwest, while spatial shrinkage shifted from a global non-shrinkage to a focus on central and southwestern areas. (3) Urbanization significantly negatively impacts rural shrinkage, while the spatial spillover effect of urbanization is notably positive. In contrast, factors related to natural conditions, location, and agricultural investment show significant positive effects but also notable negative spatial spillover effects. This study aims to provide a comprehensive analytical framework for understanding rural shrinkage and offers valuable insights for rural development, infrastructure planning, and spatial governance.","Zhuo, Rongrong","Xu, Xinni","Zhou, Yuchen","Guo, Xinwei",,,,,,,,,,,,,,,,,,,,,,0,,LAND,rural shrinkage,rural depopulation,spatial shrinkage,urbanization,spatial econometric model,rural China,,,,,,,,,,DEC 2024,"Spatiotemporal Evolution Patterns and Influencing Factors of Rural Shrinkage Under Rapid Urbanization: A Case Study of Zhejiang Province, China"
Row_217,"Due to very high mobility in the environment and penetration ability into living organisms, nanoparticles (NPs) of urban dust pose a potential threat to human health and urban ecosystems. Currently, data on the chemical composition of NPs of urban dust, their fate in the environment, and corresponding risks are rather limited. In the present work, NPs of deposited urban dust have been comprehensively studied for the first time; NPs isolated from 78 samples of dust collected in Moscow, the largest megacity in Europe, being taken as example. The elemental composition, potential sources as well as environmental, ecological, and health risks of NPs of urban dust are assessed. It is found that dust NPs are extremely enriched by Cu, Hg, Zn, Mo, Sb, and Pb, and can serve as their carrier in urban environments. No regularities in the spatial distribution of elements have been found, probably, due to high mobility of dust NPs. High ecological and health risks caused by dust NPs are demonstrated. Source apportionment study has evaluated one natural and two anthropogenic sources of elements in NPs of urban dust; the contribution of natural and anthropogenic sources being comparable. It is also shown that dust NPs may be considered as an important carrier of trace elements in urban aquatic systems. Additionally, the risks associated with NPs and bulk samples of dust have been compared. The observed risks associated with NPs are significantly higher.","Ivaneev, Alexandr","Brzhezinskiy, Anton","Karandashev, Vasily","Fedyunina, Natalia","Ermolin, Mikhail","Fedotov, Petr",,,,,,,,,,,,,,,,,,,,1,,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,Moscow megacity,Trace elements,Coiled tube field-flow fractionation,Source apportionment,Risk assessment,,,,,,,,,,,OCT 2024,Nanoparticles of dust as an emerging contaminant in urban environments
Row_218,"Background: Neighborhood poverty is associated with adiposity in women, though longitudinal designs, annually collected residential histories, objectively collected anthropometric measures, and geographically diverse samples of midlife women remain limited.Objective: To investigate whether longitudinal exposure to neighborhood concentrated poverty is associated with differences in body mass index (BMI) and waist circumference (WC) among 2,328 midlife women (age 42-52 years at baseline) from 6 U.S. cities enrolled in the Study of Women's Health Across the Nation (SWAN) from 1996 to 2007.Methods: Residential addresses and adiposity measures were collected at approximately annual intervals from the baseline visit through a 10-year follow-up. We used census poverty data and local spatial statistics to identify hot-spots of high concentrated poverty areas and cold-spots of low concentrated poverty located within each SWAN site region, and used linear mixed-effect models to estimate percentage differences (95% confidence interval [CI]) in average BMI and WC levels between neighborhood concentrated poverty categories.Results: After adjusting for individual-level sociodemographics, health-related factors, and residential mobility, compared to residents of moderate concentrated poverty communities, women living in site-specific hot-spots of high concentrated poverty had 1.5% higher (95% CI: 0.6, 2.3) BMI and 1.3% higher (95% CI: 0.5, 2.0) WC levels, whereas women living in cold-spots of low concentrated poverty had 0.7% lower (95% CI: -1.2, -0.1) BMI and 0.3% lower (95% CI: -0.8, 0.2) WC. Site-stratified results remained in largely similar directions to overall estimates, despite wide CIs and small sample sizes.Conclusions: Longitudinal exposure to neighborhood concentrated poverty is associated with slightly higher BMI and WC among women across midlife.","Schiff, Mary D.","Barinas-Mitchell, Emma","Brooks, Maria M.","Mair, Christina F.","Mendez, Dara D.","Naimi, Ashley I.","Hedderson, Monique","Janssen, Imke","Fabio, Anthony",,,,,,,,,,,,,,,,,1,,JOURNAL OF WOMENS HEALTH,neighborhood poverty,adiposity,midlife,longitudinal analysis,obesity,,,,,,,,,,,OCT 1 2024,Longitudinal Exposure to Neighborhood Concentrated Poverty Contributes to Differences in Adiposity in Midlife Women
