Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,publish time,title
Row_269,"Precise travel route identification is the guiding basis of feasible urban traffic planning and modeling. A range of map matching (MM) algorithms have been studied in previous research to integrate coordinate-based GPS data with digital road network information to identify personal travel route. However, these methods significantly depend on the high-density positioning data, which are usually unavailable or costly for transportation planning projects. Fortunately, mobile phones under 3 G, 4 G and 5 G networks can generate massive cell-based travel trajectory data with almost no additional cost. This data is potentially valuable for travel route identification if proper MM algorithms can be developed. This paper proposes an MM method to detect travel route by using handoff trajectory data from the cellular phone network. First, a wireless communication simulation model for dynamic cellular handoff-based traffic monitoring is developed for handoff data collection. Second, the Earth Mover's Distance (EMD) algorithm is used to identify travel route by finding the time-space relationship among the cellular handoff patterns of the road network. Finally, by comparing the performance of the proposed method with classical sequence similarity algorithms, results indicate that the EMD-based MM algorithm is much more efficient for travel route identification, and it can detect small spacing parallel roads with a high accuracy.","Yao, Zhenxing","Wang, Yanchen","Yang, Fei","Cheng, Yang","Ran, Bin",,,,,,,,,,4,JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS,EMD algorithm,handoff data,map matching,travel route identification,PERFORMANCE,NAVIGATION,,,,,,,,,,,,,,,,OCT 8 2021,Map matching for travel route identification based on Earth Mover's Distance algorithm using wireless cell trajectory data
Row_270,"Literature in population and development studies has examined the positive effects of rural-urban migration on the livelihoods and living standards of migrant workers. Less attention has been paid to the rural households trapped in poverty despite having family members working in the city. Drawing on a survey of rural households in the north of Jiangsu province, China, this paper examines how migration and an urban income affect the consumption patterns of poor rural households. The results confirm that among the rural poor, households with migrating members tend to have higher disposable incomes than immobile households. However, considerably higher living costs in the city compel these migrant households to be frugal and often split the family between the city and the rural home to minimize total household expenditures. Their incomes are often depleted by the costs of essential goods and services, such as housing, education, medication, transport, and other daily necessities. The findings reflect that many of China's poorest rural households are on the horns of a dilemma-having a job in the city mitigates poverty but often leads to the misery of family separation and the need to endure harsh living conditions for family members in the city. This urges policy changes to facilitate family migration and enhance rural welfare and resource provisions, especially in healthcare and education.","Hao, Pu","Tang, Shuangshuang",,,,,,,,,,,,,4,HABITAT INTERNATIONAL,Migration,Consumption,Expenditure,Poverty,Social mobility,China,FLOATING POPULATION,MIGRANT HOUSEHOLDS,FOOD EXPENDITURE,LABOR MIGRATION,REMITTANCES,INVESTMENT,HEALTH,IMPACT,CONSTRAINTS,EDUCATION,,,,,,JUL 2023,Migration and consumption among poor rural households in China
Row_271,"Urban mobility is a critical aspect of city planning and transportation management, with the Global Positioning System (GPS) playing an essential role in analyzing and understanding patterns of human movement. Particularly using smartphones, GPS provides highly detailed digital trace data, enabling in-depth analysis of human movement behavior. However, there are significant challenges when working with GPS datasets that have a low frequency, which often occurs due to storage capacity limitations or data transmission costs. This study explores methodologies for reconstructing movement paths from low-frequency GPS datasets. The process includes several key steps: data pre-processing involving cleaning and normalizing data; aligning GPS data with existing road networks using the nearest-neighbor KD-Tree algorithm; and accurate path reconstruction. In addition, the study develops a method for time interpolation estimation to determine movement times between the aligned coordinate points. The findings of this research indicate that with the proposed approach, movement paths can be reconstructed effectively and accurately, even from data with low sampling frequencies. This approach promises a wide potential application, ranging from transportation infrastructure planning to the development of more sophisticated navigation systems. With ongoing research, the integration of additional sensors and machine learning techniques is anticipated to further enhance the accuracy and utility of this methodology.","Rakhman, A.Z.","Edi Nugroho, L.","Widyawan, W.","Utami, N.K.",,,,,,,,,,,0,2023 3rd International Conference on Intelligent Cybernetics Technology & Applications (ICICyTA),,,,,,,,,,,,,,,,,,,,,,2023,From GPS to Maps: Path Reconstruction Techniques for Understanding People Mobility with Low-Sampling-Rate Data
Row_272,"Rural settlements are spatial carriers of rural social and economic activities. The optimization of rural settlements is of great significance to comprehensively promote rural revitalization. Considering that the optimization of rural settlements is a systematic engineering of the optimal allocation of rural revitalization elements and a social engineering of rural residents' willingness, this paper explores the optimization of rural settlements based on the elements of rural revitalization and rural residents' social mobility. After constructing the theoretical framework of the internal relationship among rural revitalization, rural residents' social mobility and optimization of rural settlements, we evaluate the development vitality of rural settlements from the perspectives of industry, talent, culture, organization and ecology, and measure the network centrality of rural settlements based on rural residents' social mobility. Moreover, we measure the coordination level of development vitality and network centrality to identify rural settlements' optimization types. The level of the talent element is the lowest among the five revitalization elements. The rural settlements with high development vitality and network centrality are mainly distributed around the central town and near the traffic trunk lines. The rural settlements within the boundary of the expansion of urban construction land are classified as suburban integration, and the rural settlements with the characteristics of cultural relics or ethnic minorities are determined as characteristic protection. The remaining rural settlements are classified into three types (i.e., agglomeration and upgrading (high coordination), maintaining status quo (basic coordination), relocation and evacuation (endangered coordination)) according to the coordination level. Relocation and evacuation rural settlements are not suitable for villagers' production and living and we encourage these villagers migrate to rural settlements that are more strongly connected in the residents' social mobility network. Based on these findings, this paper provides a decision-making basis for rural planning and proposes an analytical framework for the optimization of rural settlements.","Rao, Yufei","Zou, Yafeng","Yi, Chengfeng","Luo, Feng","Song, Yan","Wu, Pinqi",,,,,,,,,21,HABITAT INTERNATIONAL,Rural revitalization,Rural revitalization elements,Optimization,Rural settlements,Residents' social mobility,LAND CONSOLIDATION,SPATIAL-DISTRIBUTION,RAPID URBANIZATION,HUBEI PROVINCE,VILLAGE,COUNTY,LEVEL,AREAS,VITALIZATION,REFLECTIONS,,,,,,,JUL 2023,Optimization of rural settlements based on rural revitalization elements and rural residents' social mobility: A case study of a township in western China
Row_273,"Previous research has often assumed a predefined, typically linear, relationship between migration and city characteristics. However, few studies have explored how these factors asymmetrically influence migration as push factors at the origin and pull factors at the destination. This study utilizes mobility data from the return-tohome phase of Chunyun in 2020 and employs the Random Forest (RF) model to construct a nonlinear explanatory framework for the push-pull effects and their asymmetry in intercity population migration. The findings reveal three key insights: Firstly, there is a notable asymmetry between push and pull effects in the predictive importance of feature variables. Pull effects at the destination are more prominent for economic and employment factors, whereas push effects at the origin are more influential for factors related to the living environment and gender differences. Secondly, we identify the phase transition points and threshold intervals of coupling effects based on the variations in the shapes, gradients, and thresholds of the nonlinear push-pull effects. In addition, we examine the disparities in the context of push and pull dynamics for the interaction effects of multiple variables. Thirdly, heterogeneity in demographic subsamples and different urban scenarios is observed, with within-group differences exhibiting various patterns of change. These findings provide valuable insights for policymakers to develop targeted population policies that account for the complex interplay of push and pull factors.","Shi, Feng","Geng, Wei","Huang, Runhua","Mao, Yanwu","Jia, Jianmin",,,,,,,,,,0,CITIES,Intercity population migration,City characteristics,Push-pull mechanisms,Nonlinear and asymmetric analysis,Heterogeneity analysis,Random forest,INTERNATIONAL MIGRATION,LABOR MIGRATION,DETERMINANTS,UNEMPLOYMENT,MOBILITY,TRAVEL,,,,,,,,,,FEB 2025,Push-pull mechanisms in China's intercity population migration: Nonlinearity and asymmetry
Row_274,"Population flow within a specific spatial range can promote social and economic reaggregation and diffusion. However, few empirical studies have paid close attention to population flow networks (PFNs) under different traffic. Tencent migration data were used to analyse the spatial patterns and aims to identify how proximity affects PFNs among 338 Chinese cities in 2018. The results indicated that the weighted average distance of population flow by highways and railways are 252.39 km and 566.16 km, showed restriction by distance decay in space. However, the weighted average distance of population flow by aviation was 1282.71 km, was less affected by geospatial constraints. PFNs involving highways, railways, and aviation display core-periphery, corridor, and hub-spoke structures, respectively. China's PFNs forms a diamond structure under multiple traffic, with Beijing, Shanghai, Shenzhen, Guangzhou, Chongqing, and Chengdu as the vertices. Negative binomial regression models were used to determine how proximities affect PFNs under multiple traffic. The estimated coefficients for geographical proximity, institutional proximity, and cultural proximity were significantly positive at the 1 % level. The influence of climate proximity on the PFNs may be complex, with a positive impact on PFNs on highways and railways but a negative impact on PFNs involving aviation.","Meng, Hao","Huang, Xianjin","Mao, Xiyan","Xia, Yong","Lin, Binquan","Zhou, Yan",,,,,,,,,10,CITIES,Population flow networks,Tencent migration data,Negative binomial regression,Proximity,Spatial patterns,INTERNATIONAL MIGRATION,CENTRAL PLACE,CITY NETWORK,URBAN,MOBILITY,CITIES,GLOBALIZATION,URBANIZATION,INNOVATION,EVOLUTION,,,,,,,MAY 2023,The formation and proximity mechanism of population flow networks under multiple traffic in China
Row_275,"Mismatch between road system and spatiotemporal heterogeneity of traffic flow is a key reason for traffic congestion. Existing studies mainly focus on local regions or specific times (morning and evening peak), while the spatiotemporal heterogeneity of match and its causes, especially at larger scales, are still insufficiently studied. Herein, we proposed a framework for analyzing the match between traffic flux, i.e. the number of in-dividuals driving into or out of a region per unit time, and road resources, using mobile phone data covering approximately 17 million users over one week in Beijing. Matches were measured through comparisons between the share of traffic flux and that of road resources both globally and locally. First, a global analysis with Gini coefficient revealed the match in Beijing is at a long-lasting low level. Then, the spatiotemporal disparity of match was examined via our proposed regional match index. Specifically, overallocated areas (traffic flux ex-ceeds its corresponding shares of road resources) were mainly along arterial roads, while underallocated ones were in suburbs and gated residential communities. To explore the mechanism, four spatiotemporal matching modes were identified through a time series clustering method, and their distributions were explained by urban function based on 'point-of-interest' data.","Yan, Xiaorui","Song, Ci","Pei, Tao","Wang, Xi","Wu, Mingbo","Liu, Tianyu",,,,,,,,,19,CITIES,Traffic flux,Road resources,Mobile phone data,Spatiotemporal matching patterns,CONGESTION,CAPACITY,PERFORMANCE,ROBUSTNESS,TRANSPORT,NETWORKS,MOBILITY,STREETS,CITIES,GROWTH,,,,,,,,AUG 2022,Revealing spatiotemporal matching patterns between traffic flux and road resources using big geodata - A case study of Beijing
Row_276,"Autonomous vehicles (AVs) hold great promise for increasing the capacity of existing roadways and intersections, providing more mobility to a wider range of people, and are likely to reduce vehicle crashes. However, AVs are also likely to increase travel demand which could diminish the potential for AVs to reduce congestion and cause emissions of greenhouse gases (GHG) and other air pollutants to increase. Therefore, understanding how AVs will affect travel demand is critical to understanding their potential benefits and impacts. We evaluate how adoption of AVs affects travel demand, congestion and vehicle emissions over several decades using an integrated travel demand, land-use and air quality modeling framework for the Albuquerque, New Mexico metropolitan area. We find that AVs are likely to increase demand and GHG emissions as development patterns shift to the region's periphery and trips become longer. Congestion declines along most roadways as expanded capacity from more efficient AV operation outpaces increasing demand. Most of the population can also expect a reduction in exposure to toxic vehicle emissions. Some locations will experience an increase in air pollution exposure and traffic congestion from changes in land-use and traffic patterns caused by the adoption of AVs.","Nadafianshahamabadi, Razieh","Tayarani, Mohammad","Rowangould, Gregory",,,,,,,,,,,,18,JOURNAL OF TRANSPORT GEOGRAPHY,Autonomous vehicles,Land use modeling,Travel demand modeling,Greenhouse gas emissions,Air pollution,PARTICULATE MATTER EXPOSURE,AUTOMATED VEHICLES,TRANSPORTATION,EMISSIONS,POLLUTION,MODELS,POLICY,TRAVEL,,,,,,,,,JUN 2021,"A closer look at urban development under the emergence of autonomous vehicles: Traffic, land use and air quality impacts"
Row_277,"Remote sensing is basically the method of detection of the physical parameters of a specific area along with that it also monitors the area by measuring the radiation parameters from satellite. The cameras are designed to gather remotely sensed images, which are used to sense things of the earth's surface. Like the cameras on the satellites and the airplanes takes pictures of the different area, allowing us to get every minute detail about it. Now, change detection is the process to identify the changes or differences in various parts of land characteristics at different intervals. This process can be carried by manual observation or by the use of remote sensing software. Because of the rapid urbanization there has been a significant impact on resources and urban environment. But with the use of high quality multi-spatial and multi-temporal remote sensing data, it is quite easy to possibly observe the changes in the urban environment. Therefore, the given study aims to quantify changes in the urban area of Symbiosis University Nagpur, Maharashtra India using Land satellite image. These changes of urbanization are detected by satellite images of Land-Sat MSS in march-2016, march-2018 and may-2020 using a geographic information system (GIS). The change of urbanization in Symbiosis University is for building, road, garden and ground are 17.35%, 20.71%, 1.65% and 0.89% respectively and the total change is 43.51%. From this change we will receive the taxes as per its ongoing construction and it will be easy for government.","Gaidhane, Pritesh D.","Dorge, Prabhakar D.","Balamwar, Sanjay V.",,,,,,,,,,,,0,ICSPC'21: 2021 3RD INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND COMMUNICATION (ICPSC),Mobility patterns,K-means,GIS-image resolution,digital image processing,remote sensing,image classification,image thresholding,mapping of images etc.,,,,,,,,,,,,,,2021,"Urban Change Detection and Analysis of Symbiosis University Nagpur, India Based on Remote Sensing Techniques"
Row_278,"In recent years, the police intervention strategy ""Hot spots policing"" has been effective in combating crimes. However, as cities are under the intense pressure of increasing crime and scarce police resources, police patrols are expected to target more accurately at finer geographic units rather than ballpark ""hot spot"" areas. This study aims to develop an algorithm using geographic information to detect crime patterns at street level, the so-called ""hot street"", to further assist the Criminal Investigation Department (CID) in capturing crime change and transitive moments efficiently. The algorithm applies Kernel Density Estimation (KDE) technique onto street networks, rather than traditional areal units, in one case study borough in London; it then maps the detected crime ""hot streets"" by crime type. It was found that the algorithm could successfully generate ""hot street"" maps for Law Enforcement Agencies (LEAs), enabling more effective allocation of police patrolling; and bear enough resilience itself for the Strategic Crime Analysis (SCA) team's sustainable utilization, by either updating the inputs with latest data or modifying the model parameters (i.e. the kernel function, and the range of spillover). Moreover, this study explores contextual characteristics of crime ""hot streets"" by applying various regression models, in recognition of the best fitted Geographically Weighted Regression (GWR) model, encompassing eight significant contextual factors with their varied effects on crimes at different streets. Having discussed the impact of lockdown on crime rates, it was apparent that the land-use driven mobility change during lockdown was a fundamental reason for changes in crime. Overall, these research findings have provided evidence and practical suggestions for crime prevention to local governors and policy practitioners, through more optimal urban planning (e.g. Low Traffic Neighborhoods), proactive policing (e.g. in the listed top 10 ""Hot Streets"" of crime), publicizing of laws and regulations, and installations of security infrastructures (e.g. CCTV cameras and traffic signals).","Wu, Yuying","Li, Yijing",,,,,,,,,,,,,2,GEO-SPATIAL INFORMATION SCIENCE,Hot street,crime,kernel density estimation,spatial regression,lockdown,mobility change,POPULATION DENSITY DISTRIBUTIONS,CORONAVIRUS DISEASE 2019,METEOROLOGICAL FACTORS,COVID-19 TRANSMISSION,CLINICAL CHARACTERISTICS,MAINLAND CHINA,AIR,EPIDEMIC,OUTBREAK,EXPOSURE,,,,,,OCT 2 2023,"""Hot street"" of crime detection in London borough and lockdown impacts"
Row_279,"The objective benefits that humans derive from natural ecosystems and their enduring manifestation in urban green spaces (UGS) is well-know. Nevertheless, citizens' preference, and perceived necessity of UGS is not always evident and therefore often not accounted for, especially in the context of urban planning decisions, where it could positively influence the effectiveness of greening strategies. This information is especially important in the Mediterranean islands, due to their unique character. Here we address these aspects, including the way they are affected by UGS perceived adequacy, accessibility, maintenance, distance, and other self-reported obstacles using a questionnaire completed by 703 residents of the Island of Crete, Greece. To integrate results, main covariates are compiled into the newly developed public UGS approval index. Survey results show that, 87.82 % of the participants consider public UGS highly necessary for their wellbeing, while only 69.22 % consider private UGS equally necessary. Nevertheless, private UGS were the most frequently visited green at 16.3 +/- 0.7 days/month. Public UGS is considered more necessary for female respondents, under 35 years, living in an apartment in the city. However, it emerged that despite the significantly higher need for public UGS in the urban centers of the island, residents consider UGS inadequate and often inaccessible for people with mobility problems. Integration of the results in the new approval index, shows that citizens of Crete, are on average neutral or disapprove of local public UGS. The outcomes can be used for targeted interventions at existing and strategic planning in new UGS.Superscript/Subscript Available","Christoforidi, Irene","Kollaros, Dimitrios","Papadakaki, Maria","Psaroudaki, Antonia","Antoniou, Theodore","Daliakopoulos, Ioannis N.",,,,,,,,,11,URBAN FORESTRY & URBAN GREENING,Benefits from UGS,Crete,Social interaction,Urban green spaces,Urban planning strategies,ECOSYSTEM SERVICES,PARKS,ACCESSIBILITY,LANDSCAPE,CITY,PERCEPTION,FRAMEWORK,PATTERNS,QUALITY,STRESS,,,,,,,MAR 2022,A novel index for assessing perceived availability and public demand for urban green space: Application in a Mediterranean island
Row_280,"This paper aims to examine changes in the transport behaviour of the residents of large cities induced by retail restrictions. The Sunday retail restrictions in Poland have primarily affected shopping trips; with, in many cases, this motivation being shifted to other days of the week, and other travel motivations replacing shopping on Sundays. Along with the data collected from a questionnaire-based survey, ITS traffic data and the data from ticket-validating machines on the use of public transport were collected. In addition, statistical analyses were applied - based on the principal component analysis (PCA) and the multilayer perceptron (MLP). The study revealed that significant changes in traffic density were caused by the COVID-19 pandemic, particularly on weekdays and especially during the first wave of the pandemic. Moreover, the implementation of the Sunday retail restrictions resulted in shopping habits moving initially to Saturdays, but as restrictions became stricter, this also expanded to include weekdays.","Borowska-Stefanska, Marta","Dulebenets, Maxim A.","Hornak, Marcel","Kowalski, Michal","Kozlowski, Dominik","Turobos, Filip","Wisniewski, Szymon",,,,,,,,1,JOURNAL OF TRANSPORT GEOGRAPHY,CATI,CAWI,ITS,Travel behaviour,Sunday trade ban,Multilayer perceptron,Principal component analysis,PCA,TRAVEL BEHAVIOR,TRANSPORT,COVID-19,SHIFT,,,,,,,,,,DEC 2023,Assessing the effects of Sunday shopping restrictions on urban mobility patterns in Poland
Row_281,"Homeless people have become more visible in China in recent years. However, research on Chinese homelessness in general and homeless migrants in particular is still very limited. Based on the China Migrants Dynamic Survey, this pioneering exploration of the geography of homeless migrants in China arrives at three conclusions. First, although homeless migrants are often scorned as an underclass of derelict drifters, the majority are educated, married, and employed, sometimes temporarily. Second, although most homeless migrants congregate in the most developed coastal regions, the number of homeless migrants as a proportion of total migrants is relatively high in some remote provinces, with significant numbers residing in rural areas. Third, in addition to the three established drivers: the housing market, economic opportunity, and social support, prejudice towards the homeless is shown to be an important factor in the concentration of homeless migrants and their exclusion from urban society. This paper contributes to an understanding of homeless migrants in China and the factors accounting for their spatial distribution.","Gong, Yue","Xu, Yifang","Xie, Bo","Maclachlan, Ian","Chen, Yujie",,,,,,,,,,0,POPULATION SPACE AND PLACE,homelessness,housing situation,migrants,migration pattern,prejudice,MOBILITY,,,,,,,,,,,,,,,,JAN 2025,Homelessness and migration: The geography of homeless migrants in China
Row_282,"Children's active school travel can provide a daily source of physical activity, yet the number of children walking or biking to school is decreasing worldwide. This study analyses children's active school travel, its individual, family, socioeconomic and environmental determinants and spatial pattern in Leipzig, Germany. We evaluated the school travel behaviour of 217 eight-year-olds from a prospective birth cohort study called LINA (Lifestyle and Environmental Factors and their Influence on Newborns Allergy Risk). Variables from the LINA questionnaire were combined with data from administrative bodies. We applied logistic regressions to identify the determinants of active travel. Our results show that active school travel decreases from city centre to suburban areas, and that route length, perceived traffic and the residential environment have the greatest influence on which mode of travel is selected. Our findings enable us to suggest improvements in school district delineation in suburban areas that would facilitate active travel.","Schicketanz, Juliane","Roeder, Stefan","Herberth, Gunda","Kabisch, Sigrun","Lakes, Tobia",,,,,,,,,,4,CHILDRENS GEOGRAPHIES,Active school travel,school journey,children's travel,physical activity,health geography,BUILT ENVIRONMENTAL EXPOSURES,PHYSICAL-ACTIVITY LEVELS,INDEPENDENT MOBILITY,MODE CHOICE,NEIGHBORHOOD,TRANSPORT,ASSOCIATIONS,HEALTH,URBAN,WALKABILITY,,,,,,,MAR 4 2022,On foot or by car: what determines children's active school travel?
Row_283,"Quantifying the intensity of spatial connections has been a crucial topic in many research fields, such as urban transportation, migration, and trade. Researchers have proposed various models, such as the gravity model and the radiation model, to quantify the magnitude of spatial connections. Traditionally, modeling the connections (relatedness) between spatial entities is limited to the physical space, but with the rapid growth of information technologies, the scope of spatial connections extends to the virtual space. However, one topic that has not been fully studied is how spatial scale may impact spatial connections in the virtual space and how this influence can be reflected in spatial decay models. In this study, we used two types of datasets (mass media and social media data) to explore the impact of scale on fitting the distance decay coefficient. The results confirmed that spatial scale can impact the magnitude of spatial decay effects in datasets with different characteristics.","Yuan, Yihong",,,,,,,,,,,,,,0,"30TH INTERNATIONAL CARTOGRAPHIC CONFERENCE (ICC 2021), VOL 4",Big geo-data,Mass media,Location-based social media (LBSM),Distance decay,TOBLERS 1ST LAW,KNOWLEDGE DISCOVERY,MASS-MEDIA,MOBILITY,MIGRATION,PATTERNS,TRADE,MODEL,,,,,,,,,,2021,The impact of scale on spatial connections: an exploratory analysis
Row_284,"The United States largely depends on the automobile for personal transportation. This dominance has significant consequences for society over a range of issues, including the environment, public safety, public health, and equity. The issues associated with the dominance of the automobile are most pressing in the suburbs due to their size and curvilinear street network patterns. Thus, any effort to address the negative consequences of automobile dependency in the US needs to consider retrofitting the suburbs and their street networks. We attempt to better understand the potential for street network retrofits to increase suburban pedestrian access. We consider a class of planar graph augmentation problems that attempt to increase pedestrian access to points of interest (POIs) within the study area by adding new pedestrian paths to the street network that follow existing property lines. Our methodology builds on past work on graph dilation and route directness, from the planar graph and street network communities, respectively, to score the pedestrian access disruption of individual blocks. We apply this methodology to a case study of suburban Seattle. We find that, both in the limit of all possible interventions and with a limited number of untargeted interventions, retrofits can meaningfully increase pedestrian access to POIs. Given this promise, the methods we outline present a useful starting point for discussing the potential of street network retrofits to serve non-automobile mobility in suburban communities across the US.","Aras, Rohan L.","Ouellette, Nicholas T.","Jain, Rishee K.",,,,,,,,,,,,1,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,Suburban retrofitting,street networks,urban analytics,pedestrians,urban morphology,CONNECTIVITY,,,,,,,,,,,,,,,,MAR 2024,Quantifying the pedestrian access potential of suburban street network retrofits
Row_285,"The users' taste preferences for the demand responsive customized bus (DRCB) and, in particular, the its mechanism of heterogeneity, which determine routing, timetabling, and even launch and cancellation of the DRCB service, have not been given enough attention. Using a stated preference experiment in the context of mode choice between DRCB and a conventional bus conducted in Dalian, China, this study investigated observed and unobserved heterogeneity in sampled commuters' taste preferences within a mixed multinomial logit model. In addition to unobserved between-individual heterogeneity in time-related preferences, the model identified gender and mode-specific differences associated with fare. A fourfold pattern of fare sensitivity was revealed, which offers useful information for pricing decisions. The model outcomes of this study, along with the market performance the empirical case, suggest that, for specific urban settings, DRCB has great potential to draw commuters from their private cars, by delivering personalized, comfortable, and affordable services.","Li, Zheng","Liu, Kai","Wang, Jiangbo",,,,,,,,,,,,9,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Preference heterogeneity,Stated preference experiment,Customized bus,Urban mobility,Dalian DRCB,TRAVEL-TIME RELIABILITY,MIXED LOGIT MODEL,PUBLIC-TRANSPORT,GENDER-DIFFERENCES,TRANSIT SYSTEMS,COEFFICIENTS,ASSIGNMENT,,,,,,,,,,MAR 2021,Exploring Observed and Unobserved Preference Heterogeneity in Choice Behavior of Demand Responsive Customized Bus Service
Row_286,"Minibus taxi public transport is a seemingly chaotic phenomenon in the developing cities of the Global South with unique mobility and operational characteristics. Eventually this wide-spread fleet of minibus taxis will have to transition to electric vehicles. This paper examines the impact of this inevitable evolution on a citywide scale in Kampala, Uganda. We present a generic simulation environment to assess the grid impact and charging opportunities, given the unique paratransit mobility patterns. We used floating car data to assess the energy requirements of electric minibus taxis, which will have a knock-on effect on the region's already fragile electrical grid. We used spatio-temporal and solar photovoltaic analyses to assess the informal and formal stops that would be needed for the taxis to recharge from solar PV in the region's abundant sunshine. The results showed that the median energy demand across all simulated days of the fleet of taxis was 220 kWh/d. This ranged to a maximum of 491 kWh/d, with a median charging potential (stationary time) across taxis of 8 h/d to 12 h/d. The median potential for charging from solar PV ranged from 0.24 kWh/m(2) to 0.52 kWh/m(2) per day, across the taxis. Our simulator and results will allow traffic planners and grid operators to assess and plan for looming electric vehicle roll-outs to the most-used mode of transport in Africa.","Booysen, M. J.","Abraham, C. J.","Rix, A. J.","Ndibatya, I.",,,,,,,,,,,24,ENERGY RESEARCH & SOCIAL SCIENCE,Electric vehicle,Paratransit,Minibus taxi,Demand management,Renewable energy,SUB-SAHARAN AFRICA,URBAN TRANSPORT,CITY,POLLUTION,MOBILITY,LESSONS,KAMPALA,TRANSIT,MATATU,,,,,,,,MAR 2022,Walking on sunshine: Pairing electric vehicles with solar energy for sustainable informal public transport in Uganda
Row_287,"Accessibility is an effective variable for identifying mobility needs and evaluating transport inequalities. In recent years, the construction of transport facilities has been often considered to have a significant effect on the accessibility of cities. This study focused on the regional inequalities of transport accessibility in China and the influence of transport mode disparity. A novel approach integrating intercity and intracity transport networks is modeled for detailed calculations of travel time using open-source massive path data. The proposed approach provides further improvement in the accuracy, and it can reflect realistic patterns of multiscale accessibility. Four indicators based on travel time estimation were employed to evaluate transport accessibility and inequality: weighted average travel time (WATT), potential value (PV), daily accessibility (DA), and coefficient of variation (CV). Results show that transport accessibility is the highest in the eastern region, followed by the midland, northeastern, and western regions; this trend is consistent with the level of urban development and transport facilities construction. The inequality of transport accessibility between cities is obvious, and the western region has a considerably greater inequality than other areas. With regard to transport facilities, the car driving mode has higher accessibility and lower discrepancy than the public transit mode at the national level; however, the construction of public transit infrastructure, especially the high-speed railway, should considerably improve the daily accessibility of cities. Several policy suggestions are provided for transport departments and decision makers that can effectively improve the level and equality of transport accessibility of cities in China.","Qian, Tianlu","Fu, Zheng","Chen, Jie","Qin, Shujie","Xi, Changbai","Wang, Jiechen",,,,,,,,,0,JOURNAL OF GEOGRAPHICAL SYSTEMS,Inequality,Multiscale accessibility,Multimode transportation,Open-source massive path data,China,HIGH-SPEED RAIL,PUBLIC-TRANSIT ACCESSIBILITY,TRAVEL-TIME,INFRASTRUCTURE INVESTMENTS,REGIONAL ACCESSIBILITY,IMPACTS,ACCESS,GIS,NETWORK,EQUITY,,,,,,,APR 2023,Evaluating multiscale and multimodal transport inequalities in Chinese cities with massive open-source path data
Row_288,"Urban agriculture is common in fertile river floodplains of many developing countries. However, there is a risk of contamination in highly polluted regions. This study quantifies health risks associated with the consumption of vegetables grown in the floodplain of the urban river 'Yamuna' in the highly polluted yet data-scarce megacity Delhi, India. Six trace elements are analyzed in five kinds of vegetable samples. Soil samples from the cultivation area are also analyzed for elemental contamination. Ni, Mn, and Co are observed to be higher in leafy vegetables than others. Fruit and inflorescence vegetables are found to have higher concentrations of Cr, Pb, and Zn as compared to root vegetables. Transfer Factor indicates that Cr and Co have the highest and least mobility, respectively. Vegetable Pollution Index indicates that contamination levels follow as Cr > Ni > Pb > Zn. Higher Metal Pollution Index of leafy and inflorescence vegetables than root and fruit vegetables indicate that atmospheric deposition is the predominant source. Principal Component Analysis indicates that Pb and Cr have similar sources and patterns in accumulation. Among the analyzed vegetables, radish may pose a non-carcinogenic risk to the age group of 1-5 year. Carcinogenic risk is found to be potentially high due to Ni and Cr accumulation. Consumption of leafy vegetables was found to have relatively less risk than other vegetables due to lower Cr accumulation. Remediation of Cr and Ni in floodplain soil and regular monitoring of elemental contamination is a priority.","Aithani, Deeksha","Jyethi, Darpa Saurav","Yadav, Amit Kumar","Siddiqui, Zainab","Khillare, Pandit Sudan",,,,,,,,,,0,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,Health risk,Trace element,Urban river floodplain,Vegetables,Yamuna,HEAVY-METAL CONTAMINATION,HEALTH-RISK,TOXICITY,SOIL,CONSUMPTION,PLANTS,,,,,,,,,,,JUN 2024,Risk assessment of trace elements in vegetables grown in river Yamuna floodplain in Delhi
