Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,publish time,title
Row_11,"Vector cellular automata (VCA) models, which excel at representing spatiotemporal dynamics of irregularly shaped land parcels, have been widely employed in land use change simulations. However, current research faces the following issues: (1) most VCA models neglect the spatial heterogeneity of driving factors within each land parcel when evaluating the environmental driving effects; (2) when calculating the neighborhood effects, simple statistics of land use types in neighboring parcels are often used, overlooking the influence of driving factors within neighboring parcels; (3) the ability to explore the interactions between land parcels is often limited. To address the aforementioned issues, this study proposes a HashGAT-VCA model for investigating urban land use changes. The model utilizes a Hash function to encode the non-uniform distribution of each driving factor within each irregularly shaped land parcel into a fixed-length vector, and constructs a graph structure between land parcels based on their spatial topological relationships. By employing a Graph Attention Network (GAT), the model explores the mechanisms of environmental driving effects and inter-parcel interactions to calculate the probability of land use change for each parcel. The proposed HashGAT-VCA model was applied to simulate urban land use changes in Shenzhen, China, from 2009 to 2012. Compared to other VCA models, the HashGAT-VCA demonstrated higher simulation accuracy. The results indicated that HashGAT-VCA can effectively capture the impacts of the heterogeneously distributed driving factors and the interactions between land parcels on land use changes. Additionally, this study simulated land use patterns for the years 2025 and 2030 under ecological control strategies, providing decision support for urban planning.","Guan, Qingfeng","Li, Jianfeng","Zhai, Yaqian","Liang, Xun","Yao, Yao",,,,,,,,,,,,,,1,LANDSCAPE AND URBAN PLANNING,Vector Cellular Automata,Graph Attention Network,Hash function,Land use change simulation,Spatial interaction,NEURAL-NETWORK,USE DYNAMICS,GROWTH,COVER,EXPANSION,SCALE,CITY,,,,,,,,,,,,,,OCT 2024,HashGAT-VCA: A vector cellular automata model with hash function and graph attention network for urban land-use change simulation
Row_12,"This study aims to assess the performance of Weather Research and Forecasting coupled with the urban canopy model and anthropogenic heat (AH) on extreme heat events and determine the potential effect of urbanization on these extreme heat events in Metro Manila. Simulations with well-represented urban land use capture temperature (Mean Bias is -0.39 degrees C), especially during nighttime compared to simulations without urban land cover. The simulations with urban areas at night show an increase in sensible (-75 W m-2) and ground heat fluxes (-125 W m-2), while a decrease in latent heat flux (-13 W m- 2) compared to simulations without urban areas. Simulations with urban cover have temperatures more than 4 degrees C in central Metro Manila than simulations with no urban grids. Sensitivity tests with three different planetary boundary layer (PBL) and radiation schemes show that ACM2 performed best, while RRTMG captured distribution. During the heatwaves, the daytime and nocturnal urban heat island intensities (UHIIs) are estimated at 0.75 degrees C and 2.17 degrees C, respectively. The AH effect on UHII is more substantial during nighttime and contributes about 10 % to the UHII compared to the urbanization effect. This study may help policymakers identify hotspots in Metro Manila and develop adaptation/ mitigation strategies for extreme heat events.","Magnaye, Angela Monina T.","Kusaka, Hiroyuki",,,,,,,,,,,,,,,,,5,SUSTAINABLE CITIES AND SOCIETY,Urban heat island,Extreme heat event,Planetary boundary layer,WRF model,Metro Manila,CITY METROPOLITAN-AREA,URBAN CANOPY MODEL,BOUNDARY-LAYER,SINGLE-LAYER,CLOSURE-MODEL,PBL SCHEMES,ISLAND,PRECIPITATION,TEMPERATURE,SIMULATION,,,,,,,,,,,SEP 1 2024,Potential effect of urbanization on extreme heat events in Metro Manila Philippines using WRF-UCM
Row_13,"With climate change and urbanization, flood disasters have significantly affected urban development worldwide. In this study, we developed a paradigm to assess flood economic vulnerability and risk at the urban mesoscale, focusing on urban land use. A hydrological simulation was used to evaluate flood hazards through inundation analyses, and a hazard-vulnerability matrix was applied to assess flood risk, enhancing the economic vulnerability assessment by quantifying the differing economic value and flood losses associated with different land types. The case study of Wangchengpo, Changsha, China, found average total economic losses of 126.94 USD/ m2, with the highest risk in the settlement core. Residential areas had the highest flood hazard, vulnerability, and losses (61.10% of the total loss); transportation areas accounted for 27.87% of the total economic losses due to their high flooding depth. Despite low inundation, industrial land showed greater economic vulnerability due to higher overall economic value (10.52% of the total). Our findings highlight the influence of land types and industry differences on flood vulnerability and the effectiveness of land-use inclusion in urban-mesoscale analyses of spatial flood characteristics. We identify critical areas with hazard and economic vulnerability for urban land and disaster prevention management and planning, helping to offer targeted flood control strategies to enhance urban resilience.","Yang, Min","Yusoff, Wardah Fatimah Mohammad","Mohamed, Mohd Farid","Jiao, Sheng","Dai, Yanjiao",,,,,,,,,,,,,,2,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Urban land use,Flood economic vulnerability,Flood risk assessment,Flood loss,Urban mesoscale,Changsha China,,,,,,,,,,,,,,,,,,,,FEB 2024,"Flood economic vulnerability and risk assessment at the urban mesoscale based on land use: A case study in Changsha, China"
Row_14,"An accurate grasp of urban expansion patterns is conducive to efficient urban management and planning. Various urban growth models have been developed to meet this need in the last two decades. As more models become available, users increasingly face the challenge of choosing the right one for their purposes. In this study, we first reviewed the recent usage pattern of urban growth models (UGMs) and identified the top ten UGMs accounting for 73.3% of total usage from 2000 to 2021. We then compared the performance of six commonly used UGMs in simulating urban expansion, including the Cellular Automata-Markov model (CA-Markov), Slope, land use, excluded layer, urban extent, transportation, hillshade (SLEUTH), Conversion of Land Use and its Effects at Small extent model (CLUE-S), Future land use simulation model (FLUS), Land Use Scenario Dynamics model (LUSD), and Land Change Modeler (LCM). The behaviors of the six models were verified against descriptions in the model's documentation. We also analyzed the models' documentation, focusing on data requirements and the user's flexibility in the modeling process. The results showed that the validation accuracies of the models varied with the inputted data, indicating a model does not have an intrinsic accuracy. CA-Markov, FLUS, LUSD, and LCM could be verified, while CLUE-S and SLEUTH failed to meet some verification criteria. In addition, SLEUTH has the highest requirement for input data among all studied models. FLUS and LCM allow for higher user flexibility in modeling than others. This study's findings can help users decide which of the six urban growth models suits them.","Zhang, Yuzhi","Kwan, Mei-Po","Yang, Jun",,,,,,,,,,,,,,,,8,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Urban growth model,Urban expansion,Simulation,Accuracy,Model selection,LAND-USE CHANGES,CELLULAR-AUTOMATA,CHANGE SIMULATION,ACCURACY,VALIDATION,EXPANSION,DYNAMICS,PREDICTION,ALLOCATION,SCENARIOS,,,,,,,,,,,SEP 2023,A user-friendly assessment of six commonly used urban growth models
Row_15,"To explore ecological security response to multi-scenario land use changes in arid areas will help to promote scientific land development and utilization and to build ecological security systems. The CA-MCE-Markov model was applied to design and simulate land use changes in natural development, economic development priority and internal enhancement scenarios in Aksu in 2030. PSR model was used to evaluate land ecological security levels quantitatively. In terms of area change, simulation indicated that cultivated land will decrease by 774 square kilometers, urban and rural construction land will increase by 100 square kilometers in an internal enhancement scenario, to achieve intensive development. Natural development and economic development priority scenarios will increase cultivated land by 3436 km2, urban and rural construction land by 386 km2. In terms of spatial change, inversion positions of cultivated land, forest land and water area in natural development scenario are inconsistent with reality, layout of urban and rural construction land in economic development priority scenario is rough, layout of urban and rural construction land in internal enhancement scenario is reasonable. If development status continues over the years, level of ecological security will continue to decrease. If economic development is given priority, safety pressure and bearing capacity response are still serious problems. In contrast, ecological security level of internal enhancement scenario will be greatly improved, which is the optimal simulation scheme and high ecological security. By evaluating multi-scenario land use changes, we provide measures and methods to solve actual conflicts, seek sustainable development, and improve ecological environment. Copyright © 2023 Journal of Beijing Normal University(Natural Science). All rights reserved.","Ma, W.","Zhang, W.","Wang, H.","Jin, F.","Du, B.","Wu, F.",,,,,,,,,,,,,2,Journal of Beijing Normal University (Natural Science),,,,,,,,,,,,,,,,,,,,,,,,,,2023,Land use change and ecological security in Aksu
Row_16,"Projecting global urban expansion is crucial for environmental assessment under climate change scenarios. However, existing global future urban land products are typically provided at coarse resolutions (1 km) due to data and computing limitations. This hinders the accurate assessment of the impacts of global urban development at finer scales. Thus, we develop the first Cellular Automata (CA) online tool for simulating future global urban expansion in Google Earth Engine (GEE-CA), which can simulate future urban land change at a 30 m resolution under different SSP scenarios. GEE-CA enables seamless simulations of future urban land at high resolution through a partitioned parallel strategy. Seven large urban agglomerations are simulated under shared socioeconomic pathways as representative regions to present our fine-scale results. Comparatively, our datasets preserve significantly more spatial details than existing global urban land products. The improvement in resolution from 1 km to 30 m reduces errors by a range from 7.11% to 21.27% in the estimation of future urban area. So far, the proposed GEE-CA tool allows users to generate urban land projection maps for any defined region with a resolution as high as 30 m.","Meng, Xin","Hu, Guohua","Li, Mengya","Yao, Yuanzhi","Li, Xia",,,,,,,,,,,,,,0,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,Land-use change simulation,cellular automata,shared socioeconomic pathways,Google Earth Engine,high-resolution GEE-CA,LAND USE/LAND COVER,MARKOV-CHAIN,IMPACTS,ECOSYSTEM,MODELS,GROWTH,VALIDATION,CHINA,,,,,,,,,,,,,SEP 2024,An online tool with Google Earth Engine and cellular automata for seamlessly simulating global urban expansion at high resolutions
Row_17,"Rapid urbanization is profoundly impacting the ecological environment and landscape patterns, leading to a decline in ecosystem services (ES) and posing threats to both ecological security and human well-being. This study aimed to identify the spatial and temporal patterns of ecosystem service bundles (ESB) in the Beibu Gulf urban agglomeration from 2000 to 2030, analyze the trajectory of ESB evolution, and elucidate the drivers behind ESB formation and evolution. We utilized the Patch-generating Land Use Simulation (PLUS) model to establish baseline (BLS), carbon sequestration priority (CPS), and urbanization priority (UPS) scenarios for simulating land use patterns in 2030. Following the assessment of ecosystem service values (ESV) through the equivalent factor method, we identified the spatiotemporal distribution patterns of ESB using the K-means clustering algorithm. By employing stability mapping and landscape indices, we identified and analyzed various types of ESB evolutionary trajectories. Redundancy analysis (RDA) was employed to pinpoint the drivers of ESB formation and evolution. The results revealed that from 2000 to 2030, land use changes were primarily observed in cropland, forestland, and construction land. Between 2000 and 2020, 92.88% of the region did not experience shifts in ESB types. In UPS, the ESB pattern in the study area underwent significant changes, with only 76.68% of the region exhibiting stabilized trajectories, while the other two scenarios recorded percentages higher than 80%. Key drivers of ESB-type shifts included initial food provision services, elevation, slope, changes in the proportion of construction land, and population change. This multi-scenario simulation of ESB evolution due to land use changes aids in comprehending potential future development directions from diverse perspectives and serves as a valuable reference for formulating and changing ecological management policies and strategies.","Jiang, Hongbo","Qin, Menglin","Wu, Xinyu","Luo, Dingding","Ouyang, Huiting","Liu, Yuting",,,,,,,,,,,,,2,ENVIRONMENTAL MONITORING AND ASSESSMENT,Ecosystem service bundle (ESB),Patch-generating Land Use Simulation (PLUS) model,Multi-scenario simulation,Stability mapping,Evolutionary trajectory analysis,Beibu Gulf urban agglomeration,LAND-USE,RIVER,TRAJECTORIES,LANDSCAPES,CAPACITY,DYNAMICS,DEMAND,MODEL,BASIN,FLUS,,,,,,,,,,JUN 2024,"Spatiotemporal evolution and driving factors of ecosystem service bundle based on multi-scenario simulation in Beibu Gulf urban agglomeration, China"
Row_18,"Urbanization-induced land cover changes significantly impact ecological environments and socioeconomic growth. Vector-based cellular automata (VCA) models are an advanced cellular automata (CA) method that use irregular cells and perform well in simulating land use changes within urban areas. However, the applicability and parameter setting of VCA models for land cover change simulation are still challenging for researchers. To address this issue, this study applied a VCA model and two raster-based models, i.e., a pixel-based CA model and a patch-based CA model, to simulate and compare their performance in simulating land cover changes. The results show that VCA and patch-based CA were superior, with VCA's FoM being 39.74% higher than pixel-based CA and 11.00% over patch-based CA. VCA effectively tracks construction land expansion in rapidly developing areas, while patch-based CA excels in central urban and suburban shifts, fitting broader study scopes. Additionally, a spatial scale sensitivity analysis of the VCA model revealed that a smaller VCA cell size improves accuracy but introduces a risk of spatial pattern errors. Notably, the scope of study impacts VCA accuracy more than cell size. These findings bolster land cover change modeling theory and offer insights for precise future land cover change simulations and decision-making.","Yao, Yao","Jiang, Ying","Sun, Zhenhui","Li, Linlong","Chen, Dongsheng","Xiong, Kailu","Dong, Anning","Cheng, Tao","Zhang, Haoyan","Liang, Xun","Guan, Qingfeng",,,,,,,,7,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Land cover change,Spatial scale sensitivity,Cellular automata models,Vector -based cellular automata,Regional variations,URBAN-GROWTH,SIMULATION,SCALE,EXPANSION,DYNAMICS,IMPACT,AREAS,,,,,,,,,,,,,,APR 2024,Applicability and sensitivity analysis of vector cellular automata model for land cover change
Row_19,"Land-use and land-cover change (LUCC) simulations are powerful tools for evaluating and predicting future landscape dynamics amid rapid human-nature interactions to support decision-making. However, existing models often overlook spatial heterogeneity and temporal dependencies when modeling LUCC at both the macro and microscales. In this paper, we propose a new model, a self-calibrated convolutional neural network-based cellular automata (SC-CNN-CA) model, which integrates macro- and microspatial characteristics to simulate complex interactions among land-use types. The SC-CNN-CA model incorporates a self-calibration module using Gaussian functions to capture macrotrend such as urban sprawl while accounting for microlevel land-use interactions such as neighborhood effects. The results indicated that (1) the neighborhood effect between agricultural land and urban land tended to ""increase followed by a decrease."" (2) Urban sprawl in Wuhan was highly compact, with a relatively high intensity of urban expansion at distances between 11.96 km and 24.44 km. (3) Compared with the other CA models tested, the SC-CNN-CA model demonstrated superior performance, achieving an overall accuracy of 84.12% and a figure of merit of 20.20%. This new model can enhance our understanding of historical LUCC trajectories and improve predictions of spatially explicit information for efficient land resource and urban management.","Li, Muchun","Li, Boyan","Feng, Qi","Wang, Yunchen",,,,,,,,,,,,,,,0,JOURNAL OF GEOGRAPHICAL SCIENCES,land-use change modeling,land-system behaviors,cellular automata,self-calibration,Wuhan,CELLULAR-AUTOMATA,URBAN-GROWTH,EXPANSION,MODEL,URBANIZATION,CONSTRUCTION,MECHANISMS,PREDICTION,FRAMEWORK,DYNAMICS,,,,,,,,,,,OCT 2024,"A new approach to land-use simulation that integrates macro- and microspatial characteristics: A case study of Wuhan, China"
Row_20,"Rapid expansion of urban land areas in the past few decades has exerted great pressure on regional environment, and simulating urban land dynamics is of great significance for sustainable urban development. However, the differences in driving forces of urban land among cities were not fully considered in previous simulations. Here, we adopted a data-driven approach combined with Monte Carlo method to simulate future urban land quantity in China at the city scale under the Shared Socioeconomic Pathways (SSPs). The results show that the total urban land area of China will reach 154,105 to 289,932 km2 by 2070 under different scenarios, 1.8 to 3.4 times that of 2020. Compared with the traditional methods at the national or regional scale, the clustering method used to classify urban land expansion types can better fit the urban land change of each city. Meanwhile, the iterative simuation of future urban land quantity can depict the slowing down trend of urban land expansion. This study provides the amount of urban land from 2020 to 2070 at the city scale, confirming a close relationship between urban development and selection of urbanization pathway. Choosing a more sustainable path of social and economic development is conducive to restraining the rapid expansion of urban land in China. It is particularly important to formulate city-specific sustainable development strategies according to the trend of urban land dynamics over time.","Hou, Yiming","Li, Yiyu","Li, Jian","Huang, Qingxu","Duan, Xiaoyu","Feng, Xingyun","Zhu, Guoliang",,,,,,,,,,,,6,APPLIED GEOGRAPHY,Urban land,Urbanization,China,Simulation,Shared Socioeconomic Pathways,Urban sustainability,ECOSYSTEM SERVICES,DRIVING FORCES,EXPANSION,IMPACTS,GROWTH,SPRAWL,AREA,,,,,,,,,,,,,OCT 2023,Simulating the dynamics of urban land quantity in China from 2020 to 2070 under the Shared Socioeconomic Pathways
Row_21,"Urban expansion is a complex spatiotemporal conversion process. Cellular automaton (CA) is a grid dynamic with features including spatiotemporal discrete and state concise, using simple local rules to simulate the spatiotemporal evolution process of the complex systems. Based on the principle of cellular automata, the Artificial Neural Network Cellular Automata (ANN-CA) model of Geographic Simulation Optimization System (GeoSOS) platform is applied to simulate the land use status of Nanning during 2000-2010 and 2010-2020. The simulation results indicate that the expansion direction of Nanning City in 2030 is along the Yongjiang River, which is more in line with the future land planning direction of Nanning City. The simulation results can provide valuable reference information and useful data in making macro decisions and in planning land-use by government agencies.","Su, J.","Li, J.","Mai, G.",,,,,,,,,,,,,,,,0,Proceedings of SPIE,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Modeling of cellular automata and its simulation of land use change in Nanning City based on artificial neural network
Row_22,"Land use changes have a major impact on the population, the ecosystem, and the economy. Simulating these changes supports decision makers, e.g., it allows early compensation of negative impacts on the climate and ecosystem. We present a multi-agent system for the simulation. In particular, we model the agents intelligently so that they can find the optimal set of land patches for the new development (a spatial unit allocation problem). We demonstrate the feasibility of our approach providing experiments with real-world data in the region of Erftstadt in Germany.","Bonerath, Annika","Orgeig, Yannick","Haunert, Jan-Henrik","Dehbi, Youness",,,,,,,,,,,,,,,0,"PROCEEDINGS OF THE 6TH ACM SIGSPATIAL INTERNATIONAL WORKSHOP ON GEOSPATIAL SIMULATION, GEOSIM 2023",Multi-Agent Systems,Land Use Change,Spatial Unit Allocation,LAND-USE,,,,,,,,,,,,,,,,,,,,,,2023,Integrating Optimization-Based Spatial Unit Allocation into a Multi-Agent Model for the Simulation of Urban Growth
