Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,publish time,title
Row_911,"As global urbanisation accelerates, historical and cultural blocks, the treasures of cultural heritage, hold great significance for urban development. Previous studies mainly focused on spatial patterns of such blocks through space syntax, street accessibility, and local memory. A greater focus on quantitative spatial patterns and tailored preservation and development strategies is needed, especially in northwestern Chinese cities. This study focused on Xi'an, China's ancient capital, using global Moran's I, kernel density analysis, standard deviation ellipse and other methods to reveal the spatial distribution of historical and cultural blocks. The findings indicated a northeast- and southwest-trending clustered distribution with varying density, a central core, and multiple nodes. To maintain the integrity of Xi'an's historical and cultural blocks, scholars recommended critical commercialisation assessment, cultural identity reinforcement, infrastructure enhancement, and harmonisation with the surrounding landscape. The results provide novel strategies for the sustainable development of Xi'an and serve as crucial references for protecting similar districts worldwide.","Fan, Jing","Maliki, Nor Zarifah","Abidin, Nor Arbina Zainal",,,,,,,,,,,0,LANDSCAPE RESEARCH,Historical and cultural blocks,multisource data,protection and development,urban renewal,,,,,,,,,,,,,,,,,,,AUG 2024,"Spatial patterns of historical and cultural blocks based on multisource data and protection and development strategies within the context of urban renewal: a case study of Xi'an, China"
Row_912,800 new flats were investigated. The comparison between the behavior or the judgements of the inhabitants with various physical parameters revealed many insufficient elements in the flats. Some recommendations can be deduced from this study.,"Wehrli, B","Grandjean, E",,,,,,,,,,,,0,Sozial- und Praventivmedizin,,,,,,,,,,,,,,,,,,,,,,,1977 Jul-Aug,[Living in modern apartments].
Row_913,"Regional Studies. Calls for more substantively multipolar, comparative and cosmopolitan modes of urban theory-making have been circulating for more than a decade now, and they have begun to spawn a range of alternative approaches to urban studies. But in practice, the challenge of more worldly, comparative theorization has been unevenly met, often more through difference-finding and deconstructive manoeuvres than through projects of urban-theoretical renewal and reconstruction. The provisional outcome has been interpreted as an impasse in urban theory; some are even reporting its death. While these reports are surely premature, there are risks as well as opportunities in the embrace of particularism and polycentrism in urban studies, especially if this impedes: first, the effective realization of comparative methodologies; second, the theoretical interrogation of pan-urban processes and patterns, relationally understood; and third, constructive dialogue across theoretical traditions, notably at the interface between political economy and postcolonialism.","Peck, Jamie",,,,,,,,,,,,,254,REGIONAL STUDIES,Urban theory,Comparative urbanism,Postcolonial urbanism,Poststructuralism,Urban political economy,URBAN,GLOBALIZATION,GEOGRAPHIES,POLICY,WORLD,NEOLIBERALISM,KNOWLEDGE,MOBILITY,STATES,,,,,,,,,JAN 2 2015,Cities beyond Compare?
Row_914,"Neighbourhood gastronomy, the agglomeration of restaurants and smaller eateries in residential urban areas, contributes to the lives of residents and visitors economically, culturally, and socially. Since winter 2020, neighbourhood gastronomy in Asian cities has been severely disrupted by COVID, compounded by many other long-term stressors. In urban Japan these stresses include gentrification, the aging of proprietors, urban renewal, and corporatization of gastronomy. Empirically, this paper discusses how independent restaurants in Tokyo contribute to community life by supporting grassroots creative industries, small business opportunities, meaningful artisanal work, convivial social spaces, local cultural heritage, and a human-scale built environment. The study uses intensive single-site urban ethnography to discuss how restaurateurs face immediate and long-term crises at the community level. By using the ""neighborhood as method,"" a concept of sustainable neighbourhood gastronomy is developed that should be applicable in other urban contexts.","Farrer, James",,,,,,,,,,,,,5,ASIA PACIFIC VIEWPOINT,creative industry,restaurants,social sustainability,urban foodways,GENTRIFICATION,,,,,,,,,,,,,,,,,,DEC 2022,Sustainable neighbourhood gastronomy: Tokyo independent restaurants facing crises
Row_915,"Background Several epidemiological studies have investigated the effect of the quantity of green space on health outcomes such as self-rated health, morbidity and mortality ratios. These studies have consistently found positive associations between the quantity of green and health. However, the impact of other aspects, such as the perceived quality and average distance to public green, and the effect of urban green on population health are still largely unknown.Methods Linear regression models were used to investigate the impact of three different measures of urban green on small-area life expectancy (LE) and healthy life expectancy (HLE) in The Netherlands. All regressions corrected for average neighbourhood household income, accommodated spatial autocorrelation, and took measurement uncertainty of LE, HLE as well as the quality of urban green into account.Results Both the quantity and the perceived quality of urban green are modestly related to small-area LE and HLE: an increase of 1 SD in the percentage of urban green space is associated with a 0.1-year higher LE, and, in the case of quality of green, with an approximately 0.3-year higher LE and HLE. The average distance to the nearest public green is unrelated to population health.Conclusions The quantity and particularly quality of urban green are positively associated with small-area LE and HLE. This concurs with a growing body of evidence that urban green reduces stress, stimulates physical activity, improves the microclimate and reduces ambient air pollution. Accordingly, urban green development deserves a more prominent place in urban regeneration and neighbourhood renewal programmes.","Jonker, M. F.","van Lenthe, F. J.","Donkers, B.","Mackenbach, J. P.","Burdorf, A.",,,,,,,,,51,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,,,,,,,,,,,,,,,,,,,,,,,OCT 2014,The effect of urban green on small-area (healthy) life expectancy
Row_916,"The current international mode of urban development through the form of strategic and co-produced urban project becomes an important mode of the sustainable redevelopment of urban territories in developed and developing contexts. The emergence of strategic urban project (instead of the larger post war programs based on outdated master planning, inflexible land use planning or the unproductive attempts through participation) can be seen as a particular response and challenge to the complex urban development conditions and the dynamic society in the past decades. It leads to a more sustainable urban redevelopment, which supports social equity, economic efficiency, and environmental sustainability. This paper firstly has a short review of strategic urban project in history. It represents why the new approach becomes necessary in urban sustainable redevelopment. Then, it studies the common theme of strategic urban project, which call for a more integrated and sustainable development, concerning setting vision and action, framing formal or informal collision between different stakeholders, and promoting spatial coherence. Finally, several international urban renewal projects (concerning upgrading infrastructure and housing, environment improvement, spatial restructure, etc.) are analyzed and discussed.","Lin, Yanliu",,,,,,,,,,,,,0,PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON SUSTAINABLE URBANIZATION (ICSU 2010),Planning approach,strategic urban project,sustainable redevelopment,case study,,,,,,,,,,,,,,,,,,,2010,STRATEGIC URBAN PROJECT FOR SUSTAINABLE REDEVELOPMENT
Row_917,"This article examines the role of state affinity in community struggles against authoritarian, neoliberal urban transformation projects (UTPs) in Turkey. It argues that as neoliberal hegemonic devices, UTPs produce contentious political spaces within which communities negotiate, resist, or comply with state-imposed, pro-market rationales (i.e. common sense). As an alternative to depictions of subaltern communities in mobilization as totally 'co-opted' or 'victimized' in neoliberal renewal or as 'unwilling' or 'unable' to produce a collective rights identity, the analysis offers a more complicated picture of community resistance, inactivity, and co-optation. To do this, it adopts a combination of Henri Lefebvre's theory of production of space and Antonio Gramsci's theory of hegemony. The analysis is based on the findings from original ethnographic research on two ethnically distinct working-class neighborhoods under UTP threat in Gebze, a satellite city of Istanbul. It compares communities' affinity with the state-sponsored ideologies (Sunni-Turkish nationalism, neoliberalism) by looking at their ethnic identities and social histories.","Gundogan, Azat Zana",,,,,,,,,,,,,8,URBAN GEOGRAPHY,Urban transformation projects,hegemony,common sense,production of space,Gebze,POLITICS,GENTRIFICATION,CONSTRUCTION,DISPLACEMENT,REGENERATION,GOVERNANCE,HEGEMONY,PROPERTY,RENEWAL,REGIME,,,,,,,,AUG 9 2019,Divergent responses to urban transformation projects in Turkey: common sense and state affinity in community mobilization
Row_918,"Focusing on the case of Addis Ababa, the capital of Ethiopia, this paper addresses the renewal of old inner-city areas of the developing countries. It is rather common both in developed and developing countries, that most inner-city neighbourhoods in the initial stage of their formation establish a balance between residential and commercial activities. The prevailing trend toward increasing commercialisation appears to be in most cases the predominant threat to the inner-city poor resulting in uprooting people and dwellings, destroying the micro-business and the informal economy established in the area, gentrification and marginalization of the poor.In what follows, the paper will describe and briefly analyse the causes of the widespread deterioration and decay of inner-cities, conflicting interests and impacts of explicit and implicit public-sector interventions. It advocates that planners and architects should act as educators and enablers, facilitating people to articulate their needs through the renewal of their urban environment. The paper concludes that only with a more process oriented and participatory approach can inner-city renewal benefit the whole community and be used as vehicle to create sustainable quality and living environment in which people could improve their economic and social position according to their own capacities.","Gossaye, A",,,,,,,,,,,,,1,SUSTAINABLE CITY: URBAN REGENERATION AND SUSTAINABILITY,,,,,,,,,,,,,,,,,,,,,,,2000,"Inner-city renewal and locational stability of the poor: a study of inner-city renewal program in Addis Ababa, Ethiopia"
Row_919,"This paper considers the emerging policy agenda for urban-social renewal in relation to academic debates about equality and difference. Signalling problems with prevailing political and geographical approaches to class, the possibilities offered by a poststructuralist engagement with issues of equality are discussed. Policies for social regeneration and inclusion are analysed with regard to their approach to working-class cultures and are argued to be reductive and contradictory in core respects. More progressive and integrated understandings of class-cultural relations, such as those presented in the work of Nancy Fraser and Pierre Bourdieu, are identified as necessary to a meaningful concept of social justice for contemporary urban social policy.","Haylett, C",,,,,,,,,,,,,24,ANTIPODE,,,,,,,,,,,,,,,,,,,,,,,JAN 2003,"Culture, class and urban policy: Reconsidering equality"
Row_920,"In Latin America, globalization started first in Chile, around the shift to the neoliberal economic model in 1974. It has manifested itself in various structural changes in the Chilean capital Santiago. Privatization of public space, accelerated socio-spatial segregation, the privatization of services and especially education, plus foreign immigration, led to urban renewal and functional revitalization on the one hand, to tugurization and ghettoization trends on the other. The result is a fragmented urban fabric, characterized by islands of wealth and poverty within the traditional urban structure. (c) 2012 Elsevier Ltd. All rights reserved.","Borsdorf, Axel","Hidalgo, Rodrigo",,,,,,,,,,,,33,CITIES,Santiago de Chile,Fragmentation,Gentrification,Tugurization,Globalization,GATED COMMUNITIES,LATIN-AMERICA,GENTRIFICATION,CITIES,,,,,,,,,,,,,,APR 2013,Revitalization and tugurization in the historical centre of Santiago de Chile
Row_921,"William Edward Burghardt Du Bois's considerable contributions were actively diminished during his life and remain marginal in geography. This is unfortunate for urban geography, particularly its political economy wing, because his empirical and theoretical work offer an illuminating internal critique of modern debates in the field. This review essay attempts to initiate a wider dialogue about the potential value of Du Bois to the influential urban political economy paradigm in geography. Specifically, I adapt and apply Du Boisian definitions of racism to two literatures: the rise of neoliberalism and the significance of gentrification in Black spaces.","Hackworth, Jason",,,,,,,,,,,,,19,PROGRESS IN HUMAN GEOGRAPHY,Black geographies,gentrification,neoliberalism,uneven development,urban political economy,W,E,B,Du Bois,GENTRIFICATION,RACE,"DUBOIS,W.E.B.",STEREOTYPES,RENEWAL,WORLD,SPACE,CITY,,,,,,OCT 2021,WEB Du Bois and the urban political economy tradition in geography
Row_922,"This study analyses intra-urban locational restructuring in the City of Copenhagen ten years after the opening of the Copenhagen Metro in 2002. The locations and growth dynamics of workplaces and employment are examined by examining changes in entry and exit, growth and decline, and relocation in and out of both metro- and non-metro-served areas of the city. As a result, this study demonstrates the strong spatial restructuring that has taken place in the city of Copenhagen by covering multi-dimensional processes, including sectoral shifts, renewal and relocation.","Bothe, Kristian","Hansen, Hogni Kalso","Winther, Lars",,,,,,,,,,,1,URBAN RESEARCH & PRACTICE,Transport investment,urban restructuring,workplaces,WIDER ECONOMIC-IMPACTS,FACE-TO-FACE,TRANSPORT IMPROVEMENTS,REGIONAL-DEVELOPMENT,OUTER CITY,URBAN,GROWTH,INNOVATION,LOCATION,DYNAMICS,,,,,,,,,,MAR 15 2023,"Intra-urban industrial restructuring in the city of Copenhagen: workplaces and employment changes in metro- and non-metro-served areas, 2002-2012"
Row_923,"Today, given the environmental and urban crisis, the notion of the ""sustainable city"" has become part of hegemonic political discourse to compete for investment. Strategic planning sells the image of an ideal city, reshaped, refurbished, revitalized within quality-of-life rankings. Among the guidelines of urban renewal is mobility and walkability, liveability and bike-friendliness are some of its representations. However, the social implications resulting from this process are not being discussed. In the light of the eminence of these ideas in the elaboration of mobility plans in Brazilian cities, this article analyzes the growing interest in urban mobility from three aspects: investment in major infrastructure for mobility during the 2014 FIFA World Cup in Brazil.","Machado, Laura","Piccinini, Livia Salomao",,,,,,,,,,,,0,SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,gentrification,sustainable mobility,strategic planning,competitiveness,,,,,,,,,,,,,,,,,,,APR 15 2017,Mobility measures: a strategy for competition and gentrification in urban centres
Row_924,,"Petzold, H",,,,,,,,,,,,,0,Zeitschrift fur die gesamte Hygiene und ihre Grenzgebiete,,,,,,,,,,,,,,,,,,,,,,,1985-Jul,[Development of hygiene in urban construction in East Germany 1970 to 1986].
Row_925,"This paper examines the urban development and entrepreneurialism of Sanya, a small tropical Chinese city. Over the past decades, it has transformed from a marginal place to an emerging city with increasing regional and national influence. The representation and exploitation of the tropics are integral to Sanya's entrepreneurial practices and make huge impacts on its urban trajectories. The tropical city serves as naval and agricultural bases and destinations for tourism and health-related mobilities. Prompted by booming tourism and real estate industries, its urban space undergoes profound transformation, which is manifest in three aspects - urban sprawl from the riverside to the seafront, urban renewal, and the construction of new towns. The urbanization of Sanya is also shaped by dynamic central-local interactions, with intensified state interventions in recent years. The profile provides pertinent experiences of urban development for other small cities in China and beyond and enriches our understanding of the relationships between climate and urban development.","Chen, Jingfu","Chen, Ningning","Cai, Fangyi",,,,,,,,,,,13,CITIES,Tropical climate,Small city,Urban entrepreneurialism,Urban development,Urban aspiration,URBAN ENTREPRENEURIALISM,URBANIZATION,CITIES,LAND,,,,,,,,,,,,,,APR 2022,"Sanya, China: Tropical climate and the rise of a small city"
Row_926,"The author considers the proposition that a historic preservation strategy helps unify progrowth coalitions. Preservation was facilitated by restructuring development policies in response to the breakdown of urban renewal coalitions. In New York City, the preservation of historic theaters mobilized support for office development by redefining the 42nd Street Development Project as an effort to restore the theater district known as the Great White Way in an area symbolizing urban decline. Although this case illustrates the importance of preservation to political discourse in urban development, cases in Atlanta and New Orleans reveal different results from preservation strategies and demonstrate the need for case-specific political analysis.","Reichl, AJ",,,,,,,,,,,,,53,URBAN AFFAIRS REVIEW,,,,,,,,,,,,,,,,,,,,,,,MAR 1997,Historic preservation and progrowth politics in US cities
Row_927,"This paper discusses the urban injustices of New Labour's ""new urban renewal"", that is the state-led gentrification of British council estates, undertaken through the guise of mixed communities policy, on the Aylesbury estate in Southwark, London, one of the largest council estates in Europe. In this particular case of post-political planning I show how the tenant support for the regeneration programme was manipulated and misrepresented and how choices were closed down for them, leaving them ultimately with a ""false choice"" between a regeneration they did not want or the further decline of their estate. I look at what the estate residents thought/think about the whole process and how they have resisted, and are resisting, the gentrification of their estate. I show revanchist and post-political practices, but ultimately I refuse to succumb to these dystopian narratives, very attractive as they are, for conflict/dissent has not been completely smothered and resistance to gentrification in and around the Aylesbury is alive and well. I argue that we urgently need to re-establish the city as the driver of democratic politics with an emancipatory agenda, rather than one that ratifies the status quo or gets mired in a dystopic post-justice city.","Lees, Loretta",,,,,,,,,,,,,158,ANTIPODE,regeneration,gentrification,mixed communities policy,revanchism,post-political,resistance,GENTRIFICATION,POLITICS,CITY,DISPLACEMENT,RENAISSANCE,GEOGRAPHIES,RELOCATION,SPACE,STATE,,,,,,,,SEP 2014,"The Urban Injustices of New Labour's ""New Urban Renewal"": The Case of the Aylesbury Estate in London"
Row_928,"Growth of urban areas, the corresponding increased demand for utility services and the possibility of new types of utility systems are overcrowding near surface underground space with urban utilities. Available subsurface space will continue to diminish to the point where utilidors (utility tunnels) may become inevitable. Establishing future sustainable strategies in urban underground engineering consists of the ability to lessen the use of traditional trenching. There is an increasing interest in utility tunnels for urban areas as a sustainable technique to avoid congestion of the subsurface. One of the principal advantages of utility tunnels is the substantially lower environmental impact compared with common trenches. Implementing these underground facilities is retarded most by the initial cost and management procedures. The habitual procedure is to meet problems as they arise in current practice. The moral imperative of sustainable strategies fails to confront the economic and political conflicts of interest. Municipal engineers should act as a key enabler in urban underground sustainable development.","Curiel-Esparza, J","Canto-Perello, J","Calvo, MA",,,,,,,,,,,43,SCIENCE AND ENGINEERING ETHICS,urban underground,utility tunnel,sustainable design,DESIGN,,,,,,,,,,,,,,,,,,,JUL 2004,Establishing sustainable strategies in urban underground engineering
Row_929,"Institutional arrangements can exert significant impact on land use and the spatial pattern for a region. Since the reform opening, the Pearl River Delta (PRD) area of China has witnessed an explosive amount of bottom-up rural industrialization. This situation has given rise to a fragmented urbanized landscape in peri-urban areas. In 2009 the Guangdong government initiated a comprehensive urban and rural redevelopment plan known as the Three Renewal Policy. This paper begins with an analysis of the double-track land system and their impact on fragmented urbanization in peri-urban areas. Taking a typical peri-urban area such as the Panyu district of Guangzhou as a case study, this paper demonstrates the industrial land redevelopment practice created by the Three-Renewal Policy. The paper argues that the existing fragmented land use pattern in Panyu has been somewhat locked in, and the redevelopment of rural industrial land has been difficult due to historical institutional uncertainty and path dependency. The uncertainty caused by volatile redevelopment policies, absence of trust between local government and villagers, long-time reliance of villages on land leasing income, and high transaction costs to achieve consensus among villages serve as key barriers to redevelopment. These problems have led to a prolonged redevelopment process and low participation of villages. The results suggest that further institutional change and more collaboration among various parties are necessary to overcome the current barriers of spatial lock-in to push forward the redevelopment of collective industrial land.",Wang Boyi,"Li, Tian","Yao, Zhihao",,,,,,,,,,,50,LAND USE POLICY,Institutional uncertainty,Fragmented urbanization,Spatial lock-in,Path-dependence,Collective industrial land,Urban and rural development,China,PROPERTY-RIGHTS,CONSTRUCTION LAND,HISTORY,SPRAWL,DYNAMICS,VILLAGES,PEOPLE,SHUNDE,MARKET,DELTA,,,,,,MAR 2018,"Institutional uncertainty, fragmented urbanization and spatial lock-in of the pen-urban area of China: A case of industrial land redevelopment in Panyu"
Row_930,"The urban renewal process in neighbourhoods with well-rooted communities often reveals the ties between people and spaces, and highlights the inextricable links between social and physical structures. The residents of three neighbourhoods in the city of Barcelona-Trinitat Nova, Plus Ultra and Vallcarca- have endured and fought against the threat of radical urban renewals planned by the municipal authorities for decades, and their efforts have only recently been rewarded with the acceptance of their demands by local administrations. In this period, residents organized themselves to defend their vision of the place against official plans, a vision which was a collective construction of personal memories and historical evidences. in the PROHABIT research project, we have undertaken an interdisciplinary study, involving architects-planners and social and environmental psychologists, to understand the process of construction of a sense of community and place identity in three neighbourhoods. The study has highlighted the need to overcome the divisions between social sciences and design disciplines, between the real world of experience and the abstract world of design thinking. In this regard, the work conducted in this project offers some insights into the need to create a holistic understanding of today's urban environment, and how architects and planners need to develop skills and methods to enable them to form part of the open and participatory planning systems which our contemporary urban environments demand.","Madrazo, Leandro",,,,,,,,,,,,,4,OPEN HOUSE INTERNATIONAL,Lived Space,Neighbourhood Planning,Community Identity,PLACE,CITY,SELF,,,,,,,,,,,,,,,,,MAR 2019,THE SOCIAL CONSTRUCTION OF A NEIGHBOURHOOD IDENTITY
Row_931,"Based on the aerial photos of Shanghai in 1984, 1989 and 1994, the landscape databank of southwestern Shanghai was set up. According to the analysis of the landscape dynamics of three two-side belts along the main urban roads in southwestern Shanghai, it was showed that there was a great difference in the landscape succession of these belts with various functions. The main urban roads trended to multi-serving function with the expansion of the city. The change from increase to decrease in the diversity and evenness of landscape and the decline in landscape fragmentation were the major symbols of the landscape dynamics.",,,,,,,,,,,,,,0,Yingyong Shengtai Xuebao,,,,,,,,,,,,,,,,,,,,,,,"August, 2001",Landscape dynamics of two-side lands-along main urban roads in southwestern Shanghai
Row_932,"The Dancemobile-an initiative of the Harlem Cultural Council and New York City (NYC) Department of Cultural Affairs-was a flatbed truck that brought free dance concerts to over one million New Yorkers, in all five boroughs, between 1966 and 1988. The program had an artistic aim to showcase the work of Black choreographers within communities of color, and thus became a vital forum for defining ""Black dance"" within the broader Black Arts Movement. But Dancemobile also had a political mission within the framework of violence prevention and ""cool out,"" aiming to provide communities with an outlet for channeling grievances into fellowship with neighbors. Dancemobile choreography addressed issues of importance to their audiences, including drug addiction, mass incarceration, and police brutality. This article examines Dancemobile's origins, operations, and outcomes, revealing how the program used live performance as cultural activism, combatting the isolating effects of urban renewal with entertainment and political education.","Hawk, Emily",,,,,,,,,,,,,0,JOURNAL OF URBAN HISTORY,dance,New York City,urban renewal,twentieth century,Black Arts Movement,,,,,,,,,,,,,,,,,,NOV 2023,"Civic Education and Artistic Innovation on New York City's Dancemobile, 1967-1988"
Row_933,"The street networks and the urban morphology are assumed to mutually influence each other. Via space syntax, this paper focuses on structural features and evolutionary guidelines of the street network in old Beijing city to examine what changes and what remains. The conclusions are as follows: (1) the deep-layer topological relationship of the street network can also clearly reveal the corresponding political, economic and cultural characteristics; (2) old Beijing city developed its grid-like street network over the past several centuries, which shows a good flexibility and continuity, but also with a long period of traffic pressure in history.","Wang, Fang","Jiang, Chunyan","Li, Wei","Li, Jianing","Zhu, Xiaohua",,,,,,,,,3,JOURNAL OF SPATIAL SCIENCE,Street network,spatiotemporal evolution,protection and renewal of historic area,space syntax,old Beijing city,SPACE SYNTAX,CONNECTIVITY,,,,,,,,,,,,,,,,2018,What changes? What remains? The evolution of the street networks in old Beijing city over one century
Row_934,"This paper explores the spatial and residential impact of social-mix and urban renewal policies in large French social housing estates. Tenure diversification is one of the drivers of a privatization process that is leading to an increase in private housing, especially home ownership developments. The wholesale urban restructuring of the modernist conception of high-rise buildings and open public spaces of the 1960s provides another vector. Analyzing the implementation of these two national strategies at large housing estate micro level-partly at La Duchere housing complex in Lyon-sheds light on how the design and location of new housing developments results in fragmentation of ""residences"" and space. To a certain extent, these social-mix policies exacerbate internal socio-residential differentiation by simply ""displacing the stigma"". What is new is rescaling at the level of small ""residences"" and gating of housing more than the segmentation process itself, which already existed in large housing estates. At the micro-level of large housing estates, this challenges the standardization of urban and social practices through design, the ""residualization"" of social housing and public space as well as the public management of fragmented space. In a broader context, these changes show how the recent shift in the French social housing model has been embodied in spatial reconfiguration.","Lelevrier, Christine",,,,,,,,,,,,,10,JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,Large housing estates,France,Urban renewal,Privatization,Fragmentation,Rescaling,SOCIAL MIX POLICIES,GENTRIFICATION,STIGMATIZATION,CHALLENGES,,,,,,,,,,,,,MAR 2023,Privatization of large housing estates in France: towards spatial and residential fragmentation
Row_935,"Ruins and derelict spaces are ubiquitous presences in contemporary cities. Probably because they are seen as undesirable and anomalous elements, scarce attention has been paid to them in urban studies. A theory of modern urban ruin is attempted in this paper. Using the Lisboan metropolitan area (Portugal) as case study, it is argued that dereliction and ruinification are part of the mutability of urban forms imposed by progress. The acceleration of time in modernity, by making the obsolescence of objects easier and faster, intensifies those processes. Dereliction and ruinification tend to occur more suddenly and randomly, breaking into the urban space in a chaotic and fractal geography, which reaches both central and peripheral areas. Finally, it is demonstrated that urban regeneration policies are favoring reinvestment in central areas, albeit selectively, and that a trend of ruins shifting to periphery is under way.","Brito-Henriques, Eduardo",,,,,,,,,,,,,0,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,urban theory,urban renewal,metropolitan areas,URBAN,GROWTH,TRENDS,POLICY,CITY,,,,,,,,,,,,,,,JAN 2017,Ruin and regeneration of the space built in the metropole of XXI century: the case of Lisbon
Row_936,"A process of urban metamorphosis is under way in many inner-city neighbourhoods across Latin America. The theoretical framework of new-build gentrification reveals the multiple dimensions of this process, which seems to be more prevalent in the Global South than in Global North inner cities, and involves specific urban typology and urban incentives. This paper explores the emergence of new socio-spatial environments over the last three decades in Santiago, Chile. Two examplesthe neighbourhoods of Bellavista and El Llanoare used to illustrate how urban renewal has expanded through changes in the contemporary physical fabric as well as social replacement by young urban professionals. Analysis of these changes highlights the particularities of Latin American gentrification, including the distinctive mixture of public- and private-sector incentives to replace deteriorated properties and the subsequent loss of neighbourhood meaning and community identity.","Inzulza-Contardo, Jorge",,,,,,,,,,,,,23,URBAN GEOGRAPHY,New-build gentrification,Latin America,historic neighbourhood,NEW-BUILD GENTRIFICATION,SANTIAGO,CHILE,CITIES,REDEVELOPMENT,CITY,,,,,,,,,,,,,,NOV 2016,Contemporary Latin American gentrification? Young urban professionals discovering historic neighbourhoods
Row_937,"This paper discusses the changing urban policy framework in Turkey through a detailed analysis of a unique coupling of neoliberalism and Islamism. In this, rather than political projects with clear ultimate ends, both neoliberalism and Islamism are approached as distinct political rationalities aiming to reconfigure all aspects of social life. Turkey's Justice and Development Party has successfully established networks of economic and political interdependence (or has tapped into existing networks) by appeasing both the emergent Islamic capitalist class through lucrative contracts and business-friendly reforms, and the urban poor through gracious gestures ingrained in traditional Islamic community values and morality. The working of this co-articulation is examined in the case of an urban renewal project in a peripheral neighbourhood in Istanbul.","Karaman, Ozan",,,,,,,,,,,,,112,URBAN STUDIES,,,,,,,,,,,,,,,,,,,,,,,DEC 2013,Urban Neoliberalism with Islamic Characteristics
Row_938,"This qualitative, focus group study explored the role of cultural/community activities in potentially promoting identities and mental health among urban American Indians who have mixed racial/ethnic heritages (eg, African, Hispanic, and Caucasian) including those with mental illness in Philadelphia, Pennsylvania (n = 25). The study identified a variety of unique benefits of cultural/community activities including its role in nurturing identity, belongingness, spiritual wakening and renewal, and mental health. Overall, these activity-induced benefits helped urban American Indians gain a feeling of oneness to experience peace of mind and harmony within oneself and with other people and the environment/nature.","Iwasaki, Yoshitaka","Byrd, Namorah G.","Onda, Tetsuya",,,,,,,,,,,5,FAMILY & COMMUNITY HEALTH,active living,culture,health promotion,leisure/recreation,mixed race/ethnicity,LEISURE,BEHAVIOR,,,,,,,,,,,,,,,,JUL-SEP 2011,Promoting Identities and Mental Health via Cultural/Community Activities Among Racially/Ethnically Mixed Urban American Indians
Row_939,"The division of Berlin in the aftermath of World War II and the erection of the Wall in 1961 were not only of tremendous political, social and cultural significance, but also had implications for the way in which science was undertaken in this city. For ecologists living and working in the enclosed city part of West Berlin, the lack of accessible countryside motivated them to focus their fieldwork increasingly on urban sites and, thereby, to engage themselves in one of the most significant attempts to develop an ecology of the city.","Lachmund, Jens",,,,,,,,,,,,,13,ENDEAVOUR,,,,,,,,,,,,,,,,,,,,,,,JUN 2007,Ecology in a walled city: researching urban wildlife in post-war Berlin
Row_940,"This paper provides a discursive analysis of the UK Government's Social Exclusion Unit report Bringing Britain together: a national strategy for neighbourhood renewal (SEU, 1998a). The methodology makes use of the threefold categorization of discourses of social exclusion developed by Levitas (1998) with reference to contemporary British politics and social policy. This framework is used to interpret the ideological and political significance of the Social Exclusion Unit's report. Our aim is to show how certain terms and key arguments within the document legitimize activity and structure the parameters of policy intervention. Particular emphasis is given to how ""poor neighbourhoods"" and ""housing problems"" are represented within the report in relation to the three discourses of social exclusion. We suggest that despite the report's claims to novelty with regard to policies on urban regeneration, there are considerable areas of overlap with previous area-based approaches to tackling ""social exclusion"".","Watt, P","Jacobs, K",,,,,,,,,,,,33,HOUSING THEORY AND SOCIETY,social exclusion,discourse,housing problems,poor neighbourhoods,urban regeneration,poverty,estates,,,,,,,,,,,,,,,,2000,Discourses of social exclusion -: An analysis of Bringing Britain together:: a national strategy for neighbourhood renewal
Row_941,"The concept of smart cities arose against the background of economic and technological changes caused by processes of integration and globalization, which European cities have been forced to face common challenges in the context of competitiveness and sustainable development. These challenges have an observable impact on issues related to the quality of the urban environment such as housing, complete urban infrastructure, commercial sector and their environmental impact. This concept thus includes the overall quality of urban life through the built and unbuilt urban environment, urban economy, social environment, urban culture, human and social capital and participation of citizens in government and the city. In this paper authors are trying to outline the problematic areas of Bratislava to achieve Smart City concept, whereby they take inspiration from the neighboring city of Vienna, which in turn is considered as one of the top smart cities in Europe.","Adamuscin, Andrej","Golej, Julius","Panik, Miroslav",,,,,,,,,,,3,SMART CITY 360,Smart city,Bratislava,Vienna,Framework strategy,Renewal,,,,,,,,,,,,,,,,,,2016,Bratislava Towards Achieving the Concept of Smart City: Inspirations from Smart City Vienna
