,author1,author2,author3,author4,title,journal/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,conference,keyword5,keyword6,author5,keyword7,author6,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,author7,author8,author9,author10
Row_199,"Chang, Ande","Cong, Yuan","Wang, Chunguang","Bie, Yiming",Optimal Vehicle Scheduling and Charging Infrastructure Planning for Autonomous Modular Transit System,SUSTAINABILITY,APR 2024,0,"Prioritizing the development of public transport is an effective way to improve the sustainability of the transport system. In recent years, bus passenger flow has been declining in many cities. How to reform the operating mode of the public transportation system is an important issue that needs to be solved. An autonomous modular bus (AMB) is capable of physical coupling and uncoupling to flexibly adjust vehicle capacity as well as provide high-quality service under unbalanced passenger demand conditions. To promote AMB adoption and reduce the operating cost of the bus route, this paper presents a joint optimization method to simultaneously determine the AMB dispatching plan, charging plan, and charging infrastructure configuration scheme. Then, a mixed-integer programming model is formulated to minimize the operating costs of the bus route. A hybrid intelligent algorithm combining enumeration, cloning algorithm, and particle swarm optimization algorithm is designed to resolve the formulated model. Subsequently, an actual bus route is taken as an example to validate the proposed method. Results indicate that the developed method in this paper can reduce the operating costs and operational energy consumption of the route compared with the real route operating plan. Specifically, the reduction ratio of the former is 23.85%, and the reduction ratio of the latter is 5.92%. The results of this study validate the feasibility and advantages of autonomous modular transit service, contributing positively to the sustainable development of the urban public transportation system.",autonomous modular bus,vehicle scheduling,charging infrastructure configuration,collaborative optimization,,public transportation sustainability,,,,,,,,,,,,,,,,,,
Row_200,"Lv, Di","Zhang, Wei","Wang, Kai","Hao, Han",Urban Aerial Mobility for airport shuttle service,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,OCT 2024,2,"Airport shuttle service is regarded as one of the most promising use cases for the early deployment of Urban Air Mobility (UAM). This study introduces an integrated modeling framework for UAM-based airport shuttles. The framework covers strategic decisions, including site selection, route planning, fleet size design, and station capacity design, as well as operational considerations such as demand estimation, service level determination, and scheduling. This framework aims to provide UAM stakeholders with an optimization and management solution that incorporates the above integrated decisions. Through a case study at Beijing Capital International Airport, several notable findings emerge: (1) UAM demonstrates feasibility in airport shuttles, offering a minimum 28.4% reduction in travel time while maintaining costs comparable to alternative modes. (2) The system exhibits robustness and high service quality, effectively accommodating 94.8% of reserved orders and 90.7% of ad-hoc orders. (3) Larger capacity eVTOLs (e.g., 5-6 passengers) are well-suited to expedite UAM deployment for airport shuttle services. (4) Emphasizing the importance of vehicle performance, a high cruise speed correlates with revenue growth approximating linear progression, highlighting its significance for the advancement of UAM. These findings enhance our understanding of UAM's potential in airport shuttle services and offer valuable insights for UAM stakeholders.",Urban aerial mobility,eVTOL,Airport shuttle,Facility location,,,,"Yang, Ying",,,,,,,,,,,,,,,,
Row_201,"Wen, Haosong","Zhao, De","Yu, Weijie","Chen, Jun","A multi-stage game framework for new route promotion: Behavioral strategy and dynamic evolution of shippers, carriers, and governments",TRANSPORT POLICY,DEC 2024,0,"New freight routes are being planned and emerging globally, but often rely on government subsidies to enhance their competitiveness during the initial promotional phase. This study proposes a multi-stage game framework to explore the influence mechanism of behavioral strategies among three stakeholders: shipper, carrier, and government. Based on the assessment of shippers' route choice preferences, we examine the dynamic evolution of carriers' and governments' behavioral strategies in the practical context of bounded rationality and dynamic learning. We theoretically derive the evolutionary paths and stable outcomes of dynamic systems across eight scenarios encompassing all the possible practical values to be taken, which provide broader and more valuable decision support for new route promotion. Finally, the feasibility and validity of the proposed model are verified by the actual case of the New International Land-Sea Trade Corridor. The findings indicate that government subsidies are not always effective and provide a precise subsidy range that can incentivize carriers to switch to the new route. Moreover, the study clarifies the impact of key factors such as subsidy, tax, route reliability, transportation time, and time value of cargo on the promotion of new routes through numerical simulation, and provides feasible management recommendations for government and route operations.",New freight route,Game theory,Subsidy,Decision-making behavior,,Dynamic evolution,,"Wang, Wei",,,,,,,,,,,,,,,,
Row_202,"Zhang, Ruining","Zhu, Ling","Yang, Xinhao","Han, Rumei",The effects of interaction with audiovisual elements on perceived restoration in urban parks in freezing weather,URBAN FORESTRY & URBAN GREENING,JUN 2024,3,"Urban green spaces, crucial for urban residents' wellbeing, offer restorative benefits mainly through natural elements, as established in existing literature which were generally conducted in warm weather. Yet, cold weather modifies how both natural and anthropogenic elements appear and function, and hence their impacts on restorativeness may deviate. In cold weather, whether an urban green space would be overall restorative, and which type of elements would be more beneficial remains poorly understood. Here we present the results of a walk experience experiment with 20 participants on three typical landscape routes in a waterside park in a winter city. Participants' restorative experiences and their visual and auditory exposures were evaluated using the Restorative Experience Scale, eye tracker, and binaural acoustic measurement system. By comparing participants' restorative experience and their visual and auditory exposure, we found that in the cold weather, natural elements vegetation and water surfaces, the appearances of which were subjective to major seasonal changes, ceased to promote restorativeness. Aesthetically pleasing landscape decorations instead promoted the restorativeness of the environment strongly (beta = 0.286, p = 0.004). Additionally, soundscape appropriateness (beta = 0.320, p = 0.002) and lower environmental loudness (for N5, beta = -0.430, p = 0.000) were also strong positive influencers. These collectively explained 49.7 % of the overall restorative experience in a multiple linear regression model (adjusted R2 = 0.497). Our findings should guide the rational wellbeing-directed landscape design of restorative environments in cold regions to allow sustained restorativeness throughout the year.",Environmental restorativeness,Urban park,Winter city,Wellbeing -directed landscape design,,,,"Zhang, Yuan",,"Kang, Jian",,,,,,,,,,,,,,
Row_203,"Qiu, Shuhan","Qin, Guoyang","Wong, Melvin","Sun, Jian",RoutesFormer : A sequence-based route choice Transformer for efficient path inference from sparse trajectories,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,MAY 2024,0,"Sensor and machine learning technologies have improved the perception of traffic systems by providing detailed data about individual vehicle trajectories. Combining data from different types of sensors shows promise for comprehensive perception of global traffic, but it remains challenging. Stationary roadside units only gather sparse trajectories of passing vehicles, while crowd -sourced data records entire trajectories but only consists of a very low sample rate of vehicles. Therefore, there is a need to learn route choice behavior from crowd -sourced data to infer complete paths for the sparse trajectories. Existing route choice models assume path set enumeration or the Markovian property for simplicity, which leaves room for capturing the long sequence of choice behavior from data for added precision. Additionally, the path inference problem is often broken down into multiple independent route choice problems between any consecutive sparse observations, leaving room for exploring one-shot long -sequence inference. To address these challenges, we propose RoutesFormer, an efficient sequence -based, datadriven route choice Transformer that requires minimal assumptions due to the capacity of the model architecture. By being sequence -based, RoutesFormer unifies the route choice and path inference problems, accommodating all observations together and avoiding the need to break down the problem into separate route choices, thereby improving optimality. Experiments conducted on the Shanghai taxi dataset demonstrate that RoutesFormer has made significant improvements over six existing baseline models in various challenging path inference tasks. Specifically, RoutesFormer has achieved state-of-the-art accuracy with an average total link length accuracy of 0.914/0.870 compared to the baselines' best average accuracy of 0.896/0.845, and it ranks first across all tasks. Additionally, the attention mechanism used in RoutesFormer is interpreted, providing a lens to study traveler's route choice behavior in the real world.",Route choice model,Path inference,Transformer,Attention mechanism,,,,,,,,,,,,,,,,,,,,
Row_204,"Esteves, Matias J.","Luis, Natalia",,,"The Historical Rural Landscape as a Resource for Local Development. Contributions to Land Use Planning in Lunlunta and Cruz de Piedra, Maipu (Mendoza, Argentina)",TERRITORIOS,2024,0,"Urban expansion in agricultural areas demands attention regarding land use planning, particularly in dryland ecosystems with limited availability of water and fertile soil. The objective is to identify and characterize the natural, cultural, historical, and current elements that integrate the southwest of Maipu's (Mendoza, Argentina) rural landscape and its connection with territorial changes. Through a mixed methodology applied in a case study, with the analysis of historical documents and the use of open-access software QGIS, we analyzed the natural and cultural values, territorial infrastructure, built heritage, and how urban sprawls invade productive land. Thus, it is possible to extract recommendations for decision-makers in land use planning that promote local development and the inclusion of new territorial categories to interpret and manage the territory.",Cultural landscape,heritage,regional planning,land use planning,,historical infrastructure,,,,,,,,,,,,,,,,,,
Row_205,"Gan, Tingjiang","Chen, Juan","Yao, Muxia","Cenci, Jeremy",Frontier Revitalisation of Industrial Heritage with Urban-Rural Fringe in China,BUILDINGS,MAY 2024,0,"The urban-rural fringe is at the forefront of the confrontation between the agricultural and industrial civilisations. How to handle the relationship between the two civilisations in this region and ensure its sustainable development is an eternal topic in the science of the human-living environment. Thanks to the special historical background of the Third Line construction, China's industrial heritage connects with the urban-rural fringe that surpasses other countries. For the first time, this study connects China's Third Line construction, industrial heritage, and urban-rural integration within the same context, combining big data bibliometric methods to obtain the development characteristics and context of China's industrial heritage research starting from 2004. It has strong policy characteristics, is influenced by administrative orders, and is aligned with urbanisation efforts. Theoretical exploration is the first step in research, followed by value connotations and cultural qualities. It addresses various topics, including industrial heritage conservation, regeneration approaches, and cultural heritage tourism. The research focuses primarily on the value appraisal of industrial heritage, exploring revitalisation tactics and routes, as well as regional development models in urban-rural periphery areas. This study also examines how scholars generally consider the impact of industrial heritage on the economic, social, and cultural development of urban-rural fringe areas in order to integrate and propose various protection and utilisation strategies, such as industrial heritage preservation, cultural and creative industry development, and tourism resource development.",industrial heritage,urban-rural fringe,revitalisation,cultural heritage,,bibliometric analysis,Third Line construction,"Zhang, Jiazhen",urbanisation,"He, Yunxiao",,,,,,,,,,,,,,
Row_206,"de Oyarzabal Barba, Manuel","Lavy, Brendan L.","Bennett, Victoria J.",,Improving urban flyways for bats: the importance of tree canopy structure,WILDLIFE BIOLOGY,SEP 2024,0,"Urbanization can hinder movement and restrict landscape permeability for wildlife. However, there is the potential to improve landscape connectivity by establishing and maintaining movement corridors throughout urban areas. One way to achieve this is through the urban forest; the collection of trees in an urban area. Specifically, it is the characteristics of trees within this forest that can provide the structural and functional connectivity that enables wildlife to move effectively through urban areas. To investigate this, we explored the influence of four tree characteristics, alone and in combination, on bat commuting activity along 30 potential movement corridors in an urban setting in north central Texas. Along 10, 30, and 50 m corridor sections, we calculated percent canopy cover, maximum gap distance between canopies, and canopy rugosity using a 60 cm resolution tree canopy layer, while maximum tree height was determined in situ. We then conducted behavioral observations using thermal cameras and acoustic monitoring along the 10 m section of each site between March and September of 2022 and 2023 to determine the amount of time bats were observed commuting/h and species present. Our analysis revealed that increasing percent canopy cover and rugosity positively influenced commuting activity up to a certain threshold (> 60% and > 1.3, respectively), beyond which they may became detrimental. In contrast, the presence of gaps in the canopy lowered commuting, while tree heights > 11 m increased this activity. When considered together, bats in our study area showed a preference for commuting routes with tall trees and straighter, less cluttered canopies with no gaps. Additionally, sites with these features had a greater species diversity. These findings suggest that we can manage and plan the urban forest by establishing an interconnecting network of tree-lines and forest edges to enhance landscape permeability for bats and subsequently aid urban bat conservation.",Chiroptera,commuting activity,functional connectivity,movement corridors,,tree height,urban forest,,,,,,,,,,,,,,,,,
Row_207,"Gungor, Zahide Ozden Ceylan","Satoglu, Sule Itir",,,Optimal Bus Fleet Conversion Planning for Decarbonization: Case Study of Istanbul Metrobus,IEEE ACCESS,2024,0,"Fleet conversion using electric buses stipulates a comprehensive optimization of the fleet mix, size, and charging station decisions while minimizing the total cost of ownership and carbon dioxide emissions. Therefore, this study focuses on the optimal Electric Bus Fleet Conversion Planning in the urban transportation sector to reduce emissions under different incentives, carbon tax, retrofit bus usage, charging station type, and scheduling scenarios. It proposes a novel multi-objective mathematical model, a unique contribution of this research, to provide decision aid through this conversion process. The model minimizes the total cost of ownership and emissions to meet the Paris Agreement's targets. A case study based on the Metrobus fleet of Istanbul was performed to exemplify the usage of the model. This is the first study to simultaneously assume all the critical aspects of the fleet transition problem: electric bus purchasing, retrofit bus usage, charging infrastructure development, carbon taxes, incentives, and charge scheduling. This study's findings can help decision-makers develop optimal fleet conversion plans that balance economic and environmental objectives under different conditions. The findings imply that the fleet transition using new electric buses incurs very high capital costs, but retrofitted buses can make this transition more economically viable, offering potential economic benefits. Charge scheduling affects the sizing of and investment in charging stations. The government should provide bus purchasing and charging station incentives to support this conversion process. Besides, renewable resource usage in electricity generation plays a pivotal role in carbon dioxide emission reduction.",Costs,Carbon dioxide,Planning,Energy consumption,,Public transportation,Programming,,Investment,,Urban areas,Carbon tax,Routing,Carbon-dioxide emission,electric bus,fleet conversion,multi-objective optimization,sustainable transportation,,,,,,
Row_208,"Dey, Tonmoy","Wang, Guang",,,FairSense: Fairness-Aware Urban Sensing with Submodular Spatio-Temporal Reward Maximization,,2024,0,"Urban challenges like air pollution, traffic congestion, and road quality demand precise and timely detection for effective city monitoring. Traditional stationary sensors, costly with limited coverage, have prompted the emergence of mobile sensing (e.g., vehicular urban sensing), which utilizes ubiquitous mobile devices (e.g., sensors on vehicles) for sensing tasks. While commercial vehicles (e.g., taxis) are favored for urban sensing due to easy data collection, biased spatiotemporal distributions often result in uneven sensing coverage. Despite efforts to maximize task completion and incentivize participation, fairness in coverage distribution remains neglected. To address this issue, we propose a hybrid approach integrating Dedicated Sensing Vehicles (DSVs) and commercial vehicles to optimize coverage while accounting for fairness constraints. Routing these DSVs for fairness-aware spatiotemporal coverage poses unique challenges, including achieving high coverage with limited DSVs, prioritizing underserved areas, and ensuring cost efficiency for financial sustainability. To overcome these challenges, in this paper, we design FairSense, a system, which combines the long-term reward optimization capabilities of deep reinforcement learning (DRL) with submodular maximization. FairSense integrates a submodular reward function with spatio-temporal fairness constraints into a DRL algorithm to prioritize long-term gain and fairness, enabling informed path planning for DSVs, thereby enhancing efficiency and fairness in sensing coverage. We evaluate our FairSense with real-world large-scale vehicle GPS data from two cities (i.e., Shenzhen and Beijing), and extensive experiments show our FairSense can effectively improve sensing coverage efficiency and also improve sensing fairness.",Urban Sensing,Spatio-temporal Fairness,Submodular Optimization,Reinforcement Learning,"2024 IEEE 21ST INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SMART SYSTEMS, MASS 2024",,,,,,,,,,,,,,,,,,,
Row_209,"Feng, Zezheng","Jiang, Yifan","Wang, Hongjun","Fan, Zipei",TrafPS: A shapley-based visual analytics approach to interpret traffic,COMPUTATIONAL VISUAL MEDIA,DEC 2024,0,"Recent achievements in deep learning (DL) have demonstrated its potential in predicting traffic flows. Such predictions are beneficial for understanding the situation and making traffic control decisions. However, most state-of-the-art DL models are considered ""black boxes"" with little to no transparency of the underlying mechanisms for end users. Some previous studies attempted to ""open the black box"" and increase the interpretability of generated predictions. However, handling complex models on large-scale spatiotemporal data and discovering salient spatial and temporal patterns that significantly influence traffic flow remain challenging. To overcome these challenges, we present TrafPS, a visual analytics approach for interpreting traffic prediction outcomes to support decision-making in traffic management and urban planning. The measurements region SHAP and trajectory SHAP are proposed to quantify the impact of flow patterns on urban traffic at different levels. Based on the task requirements from domain experts, we employed an interactive visual interface for the multi-aspect exploration and analysis of significant flow patterns. Two real-world case studies demonstrate the effectiveness of TrafPS in identifying key routes and providing decision-making support for urban planning.",data visualization,model interpretation,urban planning,urban visual analytics,,,,"Ma, Yuxin",,"Yang, Shuang-Hua",,,,,,,,,,,"Qu, Huamin","Song, Xuan",,
Row_210,"Fonseca, Fernando","Papageorgiou, George","Conticelli, Elisa","Jabbari, Mona",Evaluating Attitudes and Preferences towards Walking in Two European Cities,,JUN 2024,0,"Understanding pedestrian perceptions and attitudes is crucial for promoting walking as a daily transportation mode for sustainable mobility and the effective development of smart cities. Pedestrian preferences, shaped by factors such as age, gender, and urban infrastructure, play a pivotal role in travel behaviors. Based on a survey study, this paper examines the impact of individual and urban factors on pedestrian perceptions and attitudes towards walking in the cities of Bologna and Porto. Results reveal that individuals generally value short, safe, and green walking routes, appreciating walking for physical activity, cost savings, and time efficiency. Disliked aspects include adverse weather conditions and walking on inadequate sidewalks. Through carrying out Chi-square statistical analysis tests, a variety of significant correlations between individual and urban variables have been revealed on what people like or dislike about walking. For instance, males, young individuals, and students were more likely to prefer short pedestrian routes, while adults and seniors favored safe and green routes. These findings can assist urban planners in identifying factors that make walking both convenient and enjoyable and in supporting sustainable urban mobility policies.",pedestrian attitudes,walking preferences,travel habits,waking behavior,FUTURE TRANSPORTATION,pedestrian-friendly cities,urban planning,"Ribeiro, Paulo J. G.",smart cities,"Tondelli, Simona",,,,,,,,,,,"Ramos, Rui",,,
Row_211,"Kondratenko, Aleksei","Hsain, Houssame Eddine","Cheng, Cesar","Antonio, Rishan",QUANTIFYING AND MITIGATING NEIGHBOURHOOD TRANSPORTATION CO2 EMISSIONS THROUGH DATA-DRIVEN URBAN DESIGN,,2024,0,"Urban areas are significant contributors to CO2 emissions, mainly due to transportation. In this paper, we introduce a novel datadriven tool that leverages urban design to mitigate transportationrelated emissions. Our original contribution lies in the development of a comprehensive methodology and a digital analytics tool that applies global data to quantify neighbourhood transportation CO2 emissions and recommend mitigation strategies. Unlike other existing approaches that only present carbon emissions metrics for specific locations, our system uses a robust methodology that employs global data and can be applied to any neighbourhood in the world. A unique feature of our system is the application of the ""15-minute city"" concept, which assesses the accessibility of essential amenities within a specified travel time and the impact of a specific location on carbon emissions. The system queries, classifies, and filters nearby amenities, identifies those outside the 15-minute isochrone, finds potential car routes, and calculates the annual transportation CO2 emissions for the neighbourhood population. The tool evaluates the problem and suggests optimal facility placement, offering effective strategies for emission reduction. This dual functionality accelerates the urban design and decision-making processes. We validate our approach through case studies in Milan, Dubai, and Calgary, comparing our results with official data. Our tool empowers decision-makers with data-driven insights, paving the way for sustainable urban planning and significant reductions in transportation CO2 emissions.",Transportation CO2 emissions,Urban Design,Data-driven,Neighbourhood Evaluation,"PROCEEDINGS OF THE 29TH INTERNATIONAL CONFERENCE OF THE ASSOCIATION FOR COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA, CAADRIA 2024, VOL 2",Climate Risk Mitigation,,"Nisztuk, Maciej",,"Chavan, Tejas",,,,,,,,,,,"Weijenberg, Camiel","Patel, Sayjel Vijay",,
Row_212,"Zhang, Rui","Li, Yangli","Chen, Tian","Zhou, Long",Flood risk identification in high-density urban areas of Macau based on disaster scenario simulation,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,JUN 1 2024,6,"Currently, most of the world's economically developed and densely populated cities are built along coasts, and populations and industries tend to concentrate in coastal areas. However, with climate change, extreme weather events frequently occur in coastal areas. High-density urban spaces have changed the natural hydrological cycle, and the dense spatial layout, low-load municipal system planning, and inefficient management system of coastal cities have led to an increasing threat of flooding in these high-density urban areas, affecting their safety and sustainable development. In this context, the scientific and reasonable risk assessment of future flooding in coastal high-density urban areas has become an urgent problem and a key focus of urban disaster prevention and control efforts. In this paper, a flood identification tool is developed, a technical route for flood risk identification is established, identification scenarios under several disaster conditions are set, and classification criteria for flood risk identification are determined. An empirical study of high-density urban areas in Macau is carried out, the Infoworks Icm hydrological simulation software (Manufacturer: HR Wallingford (Shanghai) Co.,Ltd) is used to establish a flood hazard risk identification model for the Macau Peninsula, and flood hazard risk zones for the high-density urban areas in Macau are identified and delineated based on the simulation results.",High -density urban area,Flood,Risk identification,Disaster scenario simulation,,Infoworks icm,,,,,,,,,,,,,,,,,,
Row_213,"Hsieh, Hsin-Yin","Chen, Kuan-Hung","Shieh, Chich-Jen","Askar, Shavan",Urban mobile robot routing using fast search random tree method (RRT) in obstacle environments,JOURNAL OF THE BRAZILIAN SOCIETY OF MECHANICAL SCIENCES AND ENGINEERING,OCT 2024,0,"In this paper, the objective of path planning and control systems for robot is multifactorial. The method used for navigation algorithms based on is closed-loop random trees with quick search or CL-RRT. In this algorithm, each robot will grow a tree from its current location to the target or zone target is developed. The main advantage of this method is the ability to function in complex environments. For use this method, it is necessary that the CL-RRT algorithm for robot navigation online, be extended. In online mode, the robot does not have any information about the environment and through its sensors, which detect the environment and the ability to function in environments with obstacles dynamic and could face a new obstacle or the possibility of an obstacle's dynamic (the other a robot) to change its direction during motion. Performance of the design path used with design the controller for robot in an environment with various obstacles is evaluated, and then this design is for a group of robots used. To coordinate among agents and to ensure that there is no conflict between them, there is strategy based on priority assignment and LOS method. The strategy used in a way that ensures that the collision between agents does not happen and benefits of the design methods path used to keep. As a result of this strategy can be divided into two parts, the first part of the prioritization robots and the second part of the strategy, no conflict robot is in motion. In this paper, the problem of forming a group of robots has been investigated. In other words, the agents move in the number of agents must be a specific form. The agents according to a number try to set form (originally defined) to its motion to follow, also when faced with obstacles or other agents of its priorities is no conflict with obstacles or other factors and this moment it is possible to change the shape of their, if this will happen again the situation changes be considered form to make its motion.",CL-RRT algorithm,Path planning,Multi-agent systems,Formation,,Obstacle environments,,"Jalalnezhad, Mostafa",,,,,,,,,,,,,,,,
Row_214,"Rong, Can","Liu, Zhicheng","Ding, Jingtao","Li, Yong",Learning to Generate Temporal Origin-destination Flow Based on Urban Regional Features and Traffic Information,ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA,JUL 2024,0,"Origin-destination (OD) flow contains population mobility information between every two regions in the city, which is of great value in urban planning and transportation management. Nevertheless, the collection of OD flow data is extremely difficult due to the hindrance of privacy issues and collection costs. Significant efforts have been made to generate OD flow based on urban regional features, e.g., demographics, land use, and so on, since spatial heterogeneity of urban function is the primary cause that drives people to move from one place to another. On the other hand, people travel through various routes between OD, which will have effects on urban traffic, e.g., road travel speed and time. These effects of OD flows reveal the fine-grained spatiotemporal patterns of population mobility. Few works have explored the effectiveness of incorporating urban traffic information into OD generation. To bridge this gap, we propose to generate real-world daily temporal OD flows enhanced by urban traffic information in this paper. Our model consists of two modules: Urban2OD and OD2Traffic. In the Urban2OD module, we devise a spatiotemporal graph neural network to model the complex dependencies between daily temporal OD flows and regional features. In the OD2Traffic module, we introduce an attention-based neural network to predict urban traffic based on OD flow from the Urban2OD module. Then, by utilizing gradient backpropagation, these two modules are able to enhance each other to generate high-quality OD flow data. Extensive experiments conducted on real-world datasets demonstrate the superiority of our proposed model over the state of the art.",Urban mobility,origin-destination,traffic flow,spatiotemporal graph learning,,,,,,,,,,,,,,,,,,,,
Row_215,"Vasco, Fernanda","Perrin, Jacques-Aristide","Oertli, Beat",,"Urban pondscape connecting people with nature and biodiversity in a medium-sized European city (Geneva, Switzerland)",URBAN ECOSYSTEMS,AUG 2024,3,"The current progressive increase in urbanisation is a contributing factor to the alarming rate of decrease in biodiversity worldwide, so it is critical to propose new solutions that bring nature, and their associated benefits, back to cities. Urban ponds and pondscapes are potential Nature-based Solutions that play a crucial role in the conservation and promotion of biodiversity, as well as providing other ecosystem services. Therefore, it is important to understand people's perception of the contribution that these ponds/pondscapes make in their daily lives. The aim of this study was to assess public perception of the value of the multiple ecosystem services, here referred to as Nature's Contributions to People (NCPs), provided by urban ponds with a focus on biodiversity. To achieve it, we conducted a face-to-face questionnaire survey among 331 visitors of urban parks and nature reserves in a medium-sized European city (Geneva, Switzerland). The results show that people highly value the different contributions provided by urban ponds, and that contact with nature is the main motivation for visiting urban pondscapes. Their positive view about the provided NCPs and also their acknowledgement of an improved quality of life suggest a public acceptance of these ponds. We also found that gender and income do not influence public perception of the contributions provided by urban pondscapes. Additionally, the biodiversity of urban ponds was highly appreciated, but there was a knowledge gap relating to biodiversity conservation, as both native and exotic species were valued equally. In conclusion, ponds are Nature-based Solutions that are very well adapted and accepted in cities, and in the future they should be part of the greening (and blueing) of urban planning to conserve and enhance freshwater biodiversity whilst also providing NCPs.",Urbanisation,Urban ponds and pondscapes,Constructed wetlands,Public perception,,Aquatic biodiversity,Nature's contribution to people,,,,,,,,,,,,,,,,,
Row_216,"de Albuquerque, Nicolas Lennick Bomfim","da Silva, Lucas Borges Leal","Alencar, Marcelo Hazin","de Almeida, Adiel Teixeira",A multicriteria decision model to improve emergency preparedness: Locating-allocating urban shelters against floods,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,SEP 2024,4,"The increasing prominence of natural disasters in recent years has made emergency disaster management one of the main challenges for building resilient societies. This way, the warming combination with human-induced urban interventions with climate change reshapes the strategic decision-making that public managers must deal with to promote safety and preparedness. Consequently, it implies complex situations under uncertainty that comprise conflicting dilemmas about which decision-makers (DMs) should establish trade-offs. Given this backdrop, this work proposes a risk-based multidimensional model for assessing urban shelter location against flood risk with Decision Analysis and Multi-Attribute Utility Theory. By using principles of the Queue Theory, the decision model undertakes four criteria that measure in a probabilistic manner the alternatives' performance when considering urban flood disaster evacuation routes in affected areas. Altogether, it enables the DM to establish his/her preferences with views to rank potential locations for mounting temporary shelters and for planning emergency preparedness in risky areas. Being replicable to any urban context, our proposal has the potential to support and promote the development and implementation of crisis protocols consisting of measures to reduce flood impacts and adapt critical areas to climate change. From a numerical application of the proposed model, the DM is encouraged to explore graphical and tabular visualization tools, as well as sensitivity analysis, to establish in strategic terms how to design and implement emergency shelters to reduce flood risks in urban areas effectively.",Emergency preparedness,Urban flood,MAUT,Decision analysis,,Multicriteria decision-making,,,,,,,,,,,,,,,,,,
Row_217,"Tan, Gangyi","Geng, Xuchu","Jia, Yanfei",,Diachronic Commemoration: The Heritagization Routes to the Built Environment Related to Epidemic Events,,DEC 2024,0,"In the post-pandemic era, following the recent global crisis, it is essential to recognize the heritagization pathways of built environments associated with epidemic events. By tracing the evolution of heritage linked to these events, analyzing the characteristics of epidemic-related built environments, and exploring methods of heritagization, this study proposes a foundational conservation principle. The establishment of concepts and components of built heritage during and after epidemic periods can serve as a guide for more effective societal management. These efforts offer valuable insights for addressing major public events and enhancing urban resilience.",diachronic commemoration,heritagization routes,built heritage,epidemic events,ARCHITECTURE-SWITZERLAND,,,,,,,,,,,,,,,,,,,
Row_218,"Huang, Kang","Liao, Feixiong","Rasouli, Soora","Gao, Ziyou",Toward energy-efficient urban rail transit with capacity constraints under a public health emergency,FRONTIERS OF ENGINEERING MANAGEMENT,DEC 2024,1,"Urban rail transit (URT) plays a pivotal role in mitigating urban congestion and emissions, positioning it as a sustainable transportation alternative. Nevertheless, URT's function in transporting substantial numbers of passengers within confined public spaces renders it vulnerable to the proliferation of infectious diseases during public health crises. This study proposes a decision support model that integrates operational control strategies pertaining to passenger flow and train capacity utilization, with an emphasis on energy efficiency within URT networks during such crises. The model anticipates a URT system where passengers adhere to prescribed routes, adhering to enhanced path flow regulations. Simultaneously, train capacity utilization is intentionally limited to support social distancing measures. The model's efficacy was assessed using data from the COVID-19 outbreak in Xi'an, China, at the end of 2021. Findings indicate that focused management of passenger flows and specific risk areas is superior in promoting energy efficiency and enhancing passenger convenience, compared to broader management approaches.",energy efficiency,urban rail transit,public health emergency,targeted management,,capacity utilization rate,,,,,,,,,,,,,,,,,,
Row_219,"Wu, Aigui","Shu, Tong","Wang, Shouyang",,Joint optimization of the inventory routing problem considering the recycling of broken bikes in the bike-sharing system,RAIRO-OPERATIONS RESEARCH,AUG 1 2024,0,"Bike-sharing system has become an indispensable element of sustainable urban transportation, effectively resolving the ""last mile"" transportation challenge for city dwellers. A major daily operational task in these systems is planning a fleet to rebalance the bikes over time, ensuring the optimal availability of bikes and docks to users. Recycling is also a daily work with the an increase in the number of broken bikes. However, rebalancing or recycling operation is always regarded as an independent tasks. They are separately studied in existing papers. Thus, this paper develops an operational strategy for recycling broken bikes during the rebalancing process, and studies the combination of the station inventory and vehicle routing problems. First, an inventory routing model is constructed with the aim of minimizing the total costs including procurement, expected user loss, inventory and transportation costs. Then, a two-stage iterative algorithm is developed with both exact and heuristic algorithms. We use real-world data from Capital Bikeshare to test our proposed model and approach, which shows the two-stage iterative algorithm is efficient and outperforms existing solutions in reducing total costs. Finally, the sensitivity analysis is performed on key parameters such as the vehicle's capacity, unit penalty costs for customer dissatisfaction events, unit inventory holding costs and the observation period of rebalancing. It shows that enterprises can reduce the total cost by altering vehicle's capacity, reducing the unit inventory holding costs or changing the observation period of rebalancing.",Bike-sharing systems,inventory routing problem,recycling broken bikes,two-stage iterative algorithm,,,,,,,,,,,,,,,,,,,,
