,author1,title,journal/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,author2,author3,author4,author5,author6,keyword6,keyword7,keyword8,keyword9,keyword10,author7,conference,author8,author9,author10,author11,author12,author13,keyword11,keyword12,keyword13,keyword14,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37
Row_309,"Jiang, Jinli",A Quantified Methodology for Evaluating Engineering Sustainability: Ecological Footprint Measurement Modeling,BUILDINGS,NOV 2024,0,"With the gradual increase in public awareness of ecological environmental protection, how to manage the increasingly tight supply of natural ecological energy and resources and the more evident greenhouse effect, how to properly treat and deal with the relationship between people, engineering and the ecological environment during the construction phase of engineering projects as well as how to evaluate the degree of environmental friendliness and sustainable development ability of engineering projects will become an urgent issue. Stakeholders in engineering projects must seriously consider these vital issues. Existing studies on the evaluation of engineering-ecology sustainable development capacity mainly focus on the regional and industry levels, with less research focusing on the sustainability of individual engineering projects; furthermore, they are primarily concentrated on the qualitative evaluation perspective. In order to refine these shortcomings, based on the viewpoint of the ecosystem of construction projects, this paper integrates the concept of whole life cycle with the ecological footprint measurement model and defines the notion of the ecological footprint of the whole life cycle of construction projects. Subsequently taking the above concept as the foundation and making the ecological footprint of various activities throughout the life cycle of a construction project a specific study object, the research establishes the ecological footprint measurement model of the whole life cycle of the project, and comprehensively evaluates the impacts on the surrounding environment, which include the consumption of energy resources, CO2 and the absorption of solid wastes across the whole life cycle of the project. We then measure the sustainable development ability of engineering projects by comparing the ecological footprint with the ecological carrying capacity of a certain surrounding region. Finally, the practicability and reliability of the model is verified through the example's application. Thus, the results of the study have significant theoretical and practical implications: (1) the introduction of the ecological footprint addresses the gap about the quantitative evaluation of the sustainability of individual engineering projects from a micro perspective; (2) it compensates for the shortcomings of other evaluation methods that only evaluate a single element, such as only CO2, resources, energy or solid waste and so on; and (3) stakeholders can use the measured model to quantitatively assess the sustainability of new projects or urban renewal projects, providing strong support for project feasibility studies and project-establishment.",construction project,engineering ecosystem,whole life cycle,ecological footprint measurement modeling,ecological carrying ability,"Li, Xiaojuan","Yu, Liyan","Jin, Jianqiang","Liang, Xian",,sustainability,stakeholders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_310,"Madjdian, Donya S.","Training and tool supply to enhance food safety behaviors among ready-to-eat chicken vendors in informal markets in Ouagadougou, Burkina Faso: A randomized-controlled trial",FOOD CONTROL,SEP 2024,3,"In Burkina Faso, street food vendors are key in ensuring food safety in urban markets, particularly within the poultry value chain. The sale of high -risk ready -to -eat chicken by these vendors poses substantial health hazards, emphasizing the urgency for capacity -building to enhance food safety practices. This study evaluated the effect of a participatory interactive three-day training program coupled with tool supply on self -reported and observed behavior, and knowledge, attitudes, and cognitions of vendors of ready -to -eat chicken meat in Ouagadougou 's informal markets. A two -armed RCT was conducted, including pre- and post -training vendor surveys, along with direct outlet observations. Total sample size comprised 162 vendors, with 72 in the treatment group and 90 in the control group. Self -reported behavior - measured on a five -point scale - significantly improved in the treatment group including higher frequency of mask wearing (1.8 +/- 0.8 vs 2.5 +/- 1.2, p < 0.001) and inspecting nail hygiene (4.3 +/- 0.8 vs. 4.7 +/- 0.6, p < 0.001). Treatment outlets improved on securing adequate evisceration platforms (1.3 +/- 0.6 vs. 1.0 +/- 0.5, p = 0.054), regular carcass water renewal (61.8% vs. 36.4%, p = 0.038), and handwashing during carcass management (1.1 +/- 0.5 vs. 0.9 +/- 0.3, p = 0.008). Better adherence to handwashing (1.1 +/- 0.4 vs. 0.9 +/- 0.3, p = 0.051), fork use (58.9% vs. 41.8%, p = 0.029), proper handwashing facilities (38.4% vs. 20.9%, p = 0.014), and waste management (64.4% vs. 37.8%, p < 0.001) were observed in treatment outlets. Trained vendors scored significantly higher than controls on knowledge (effect size 0.75, p < 0.001). Vendors rated the perceived usefulness and perceived ease of use, trust in materials/tools - measured on a fivepoint scale - as high, and perceived mean increased daily profits (21,242 FCFA) and number of customers (8.3) following training. In conclusion, training combined with a tool package proved effective in fostering significant food safety behavior changes, underscoring its substantial impact beyond just knowledge enhancement. For lasting behavior changes, ongoing training and support, an enabling environment, and strong incentives that prioritize vendor food safety behaviors in informal markets are crucial.",Food safety,Burkina Faso,Randomized -controlled trial,Impact assessment,Vendor training,"van Asseldonk, Marcel","Ilboudo, Guy","Dione, Michel","Ouedraogo, Abdoul-Aziz","Roesel, Kristina",Behavior change,,,,,"Grace, Delia",,"Talsma, Elise F.","Knight-Jones, Theodore J. D.","de Vet, Emely",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_311,"Sun, Chengyu",TURNING EMPIRICAL KNOWLEDGE INTO DIGITAL ASSETS A workflow assisting intern architects in high-rise conceptual design,,2024,0,"Experienced architects can quickly formulate high-rise conceptual designs that align with both the clients' needs and building codes through estimation and logical deduction. Usually, such empirical knowledge takes architects years of practice to accumulate. This research aims to externalize this empirical knowledge into generative design method, thereby aiding intern architects in quickly gaining the skills needed to conceive high-rise conceptual designs. We have developed a prototype program and a corresponding workflow, which can assist architects in generating and presenting high-rise designs featuring a rectangular plan. Additionally, when architects make adjustments to the building mass, the program can perform some preliminary verification on the new design.",High Rise,Conceptual Design,Empirical Knowledge,Design Automation,Knowledge Transmission,"Li, Yilin","Wang, Yueli",,,,Generative Design,,,,,,"PROCEEDINGS OF THE 29TH INTERNATIONAL CONFERENCE OF THE ASSOCIATION FOR COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA, CAADRIA 2024, VOL 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_312,"Li, Yu","Critical factors for effective resident participation in neighborhood rehabilitation in Wuhan, China: From the perspectives of diverse stakeholders",LANDSCAPE AND URBAN PLANNING,APR 2024,3,"Resident participation is essential for neighborhood rehabilitation. It requires the active involvement of residents and efficient management by organizers. To improve the effectiveness of resident participation, it is necessary to understand the critical success factors (CSFs) underlying it. However, previous research has examined the critical factors from a single-stakeholder perspective, overlooking potential differences in perceptions among stakeholders with diverse roles and rehabilitation experiences. Based on 30 interviews and 255 questionnaires from six stakeholder groups in Wuhan, China, this study explores how the perception of critical factors for effective resident participation varies among local government, community-based organization, designer, contractor, consulting party, and resident. Thirty-seven factors were identified and compared among the stakeholders. Financial Incentive (for participation organizers) was identified as the most critical factor for effective resident participation, followed by Information Disclosure and Transparency, and Trust. Results from the analysis of variance (ANOVA) show that the six groups differed significantly in the importance of most factors (25/37), especially in Participant Education and Prejudice against the Working Group. Interview results indicate that the COVID-19 pandemic and rehabilitation experience changed stakeholders' perceived importance of some factors. Specifically, in future RP initiatives, extra emphasis could be placed on Trait and Capacity (of the working group) and Participation-assistance Technologies. Stakeholders regarded these two factors as more critical as their rehabilitation experience accumulated. By understanding stakeholders' conflicting and changing perceptions of effective resident participation, suggestions were proposed to each stakeholder group to fulfill their distinct participation objectives and improve the overall effectiveness of participation practices.",Resident participation,Neighborhood rehabilitation,Critical success factor (CSF),Stakeholder perception,COVID-19 pandemic,"Tao, Yinhua","Qian, Queena K.","Mlecnik, Erwin","Visscher, Henk J.",,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_313,"Sun, Bai","Effective adsorption of tetracycline by Fe-Mn-Ce composite metal oxides: kinetics, isotherm and mechanism",DESALINATION AND WATER TREATMENT,OCT 2023,1,"Fe-Mn-Ce metal oxides (FeMC) were prepared by using a co-precipitation method for the removal of tetracycline (TC). The FeMC composite has a good adsorption performance, and the maximum adsorption capacity at 318 K is 307.692 mg/g. FeMC metal oxides maintain good stability, and the removal rate of TC still reaches 85.24% after 5 cycles. The structural characteristics and adsorption mechanism of FeMC adsorbent have been systematically studied. According to the study of adsorption kinetics and adsorption isotherms, the adsorption process conforms to the quasi-second-order kinetic model. Langmuir isotherm model is more suitable than Freundlich isotherm model to describe the adsorption equilibrium data. The Fourier-transform infrared spectrum shows that the adsorption between FeMC and TC is realized by the stretching vibration of C-H and the stretching vibrations of C-O or C-O-C.",Fe-Mn-Ce,Tetracycline,Adsorption,Nanocomposite,,"Sun, Menghao","Zhang, Jie","Zhao, Fengshou","Shao, Chenxu","Yi, Mingjian",,,,,,"Wang, Yun",,"Wang, Xiangxiang","Zhu, Shuguang","Cai, Xinli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_314,"Schuerings, Christian",River ecological status is shaped by agricultural land use intensity across Europe,WATER RESEARCH,MAR 1 2024,8,"Agriculture impacts the ecological status of freshwaters through multiple pressures such as diffuse pollution, water abstraction, and hydromorphological alteration, strongly impairing riverine biodiversity. The agricultural effects, however, likely differ between agricultural types and practices. In Europe, agricultural types show distinct spatial patterns related to intensity, biophysical conditions, and socioeconomic history, which have been operationalised by various landscape typologies. Our study aimed at analysing whether incorporating agricultural intensity enhances the correlation between agricultural land use and the ecological status. For this, we aggregated the continent's agricultural activities into 20 Areas of Farming-induced Freshwater Pressures (AFFP), specifying individual pressure profiles regarding nutrient enrichment, pesticides, water abstraction, and agricultural land use in the riparian zone to establish an agricultural intensity index and related this intensity index to the river ecological status. Using the agricultural intensity index, nearly doubled the correlative strength between agriculture and the ecological status of rivers as compared to the share of agriculture in the subcatchment (based on the analysis of more than 50,000 sub-catchment units). Strongest agricultural pressures were found for high intensity cropland in the Mediterranean and Temperate regions, while extensive grassland, fallow farmland and livestock farming in the Northern and Highland regions, as well as low intensity mosaic farming, featured lowest pressures. The results provide advice for pan-European management of freshwater ecosystems and highlight the urgent need for more sustainable agriculture. Consequently, they can also be used as a basis for European Union-wide and global policies to halt biodiversity decline, such as the post -2027 renewal of the Common Agricultural Policy.",Cropland,Cumulative pressure index,Hydromorphology,Livestock,Nitrogen,"Globevnik, Lidija","Lemm, Jan U.","Psomas, Alexander","Snoj, Luka","Hering, Daniel",Pesticides,Production intensity,Water abstraction,,,"Birk, Sebastian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_315,"Takchi, Andrew",Blockade of tumor cell-intrinsic PD-L1 signaling enhances AURKA-targeted therapy in triple negative breast cancer,FRONTIERS IN ONCOLOGY,MAY 30 2024,1,"Triple negative breast cancer (TNBC) accounts for 15-20% of all breast cancers and mainly affects pre-menopausal and minority women. Because of the lack of ER, PR or HER2 expression in TNBC, there are limited options for tailored therapies. While TNBCs respond initially to standard of care chemotherapy, tumor recurrence commonly occurs within 1 to 3 years post-chemotherapy and is associated with early organ metastasis and a high incidence of mortality. One of the major mechanisms responsible for drug resistance and emergence of organ metastasis is activation of epithelial to mesenchymal transition (EMT) reprogramming. EMT-mediated cancer cell plasticity also promotes the enrichment of cancer cells with a CD44high/CD24low and/or ALDHhigh cancer stem-like phenotype [cancer stem cells (CSCs)], characterized by an increased capacity for tumor self-renewal, intrinsic drug resistance, immune evasion and metastasis. In this study we demonstrate for the first time a positive feedback loop between AURKA and intra-tumoral PD-L1 oncogenic pathways in TNBC. Genetic targeting of intra-tumoral PD-L1 expression impairs the enrichment of ALDHhigh CSCs and enhances the therapeutic efficacy of AURKA-targeted therapy. Moreover, dual AURKA and PD-L1 pharmacological blockade resulted in the strongest inhibition of tumor growth and organ metastatic burden. Taken together, our findings provide a compelling preclinical rationale for the development of novel combinatorial therapeutic strategies aimed to inhibit cancer cell plasticity, immune evasion capacity and organ metastasis in patients with advanced TNBC.",triple negative breast cancer,immunotherapy,cancer cell plasticity,small molecule inhibitor,organ metastases,"Zhang, Minzhi","Jalalirad, Mohammad","Ferre, Roberto Leon","Shrestha, Royal","Haddad, Tufia",,,,,,"Sarkaria, Jann",,"Tuma, Ann","Carter, Jodi","David, Hillman","Giridhar, Karthik","Wang, Liewei","Lange, Carol",,,,,"Lendahl, Urban","Ingle, James","Goetz, Matthew","D'Assoro, Antonino Bonaventura",,,,,,,,,,,,,,,,,,,,
Row_316,"Fan, Lei","Preparation, types, and applications of one- and two-dimensional nanochannels and their transport properties for water and ions",NANOTECHNOLOGY REVIEWS,OCT 10 2024,0,"Biological ion channels play an important role in living processes, such as maintaining osmotic pressure, signal transduction, and transmitting nerve impulses, and can selectively regulate the transmembrane transport of substances. Inspired by the structure and function of biological ion channels, researchers have prepared a variety of biomimetic nanochannels using advanced nanofabrication techniques to study the mechanism of ion transport in the nanoconfined space. In this study, we mainly introduce the current materials and preparation methods of nanochannels; compare the advantages and disadvantages of the current mainstream theoretical models and simulation software; clarify the influence of confinement effect and surface interface effect on the hydrogen bond structure characteristics and phase transition behavior of confined water in graphene nanochannels, revealing the driving effect of separation pressure in nanochannels on water transport, the micromechanical nature of the water flow boundary slip of nanochannels, and the dominant micromechanical mechanism behind the confined mass transfer phenomenon of nanochannels at different scales; and expound the regulation of nanomaterials based on ionic bond modification and the influence of ion transport properties in industrial desalination, energy enrichment, and detection. The future applications of nanochannel bionic design and regulation, ion-exchange filtration membranes, and ultra-high-speed water transport mechanisms are prospected.",GO nanochannel,preparation and modification method,ion transport,confinement effect,mechanical mechanism,"Zheng, Jinhao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_317,"Zhou, Heng","Driving mechanisms and multi-scenario simulation of land use change based on National Land Survey Data: a case in Jianghan Plain, China",FRONTIERS IN ENVIRONMENTAL SCIENCE,JUL 24 2024,2,"The Jianghan Plain is simultaneously responsible for ecological protection, food security and urbanization, and land use conflicts are prominent. Revealing the driving mechanism of land use/cover change (LUCC) and simulating the land use pattern can help to coordinate the land use conflicts in the future. Utilizing the National Land Survey Data (NLSD) of Jiangling County in Jianghan Plain (2011-2020) and the patch-generating land use simulation (PLUS) model, this paper analyzed the characteristics of land use evolution, applied the random forest classification (RFC) to analyze the driving mechanism, simulated the 2035 land use pattern under three scenarios of natural development, planning guidance and ecological protection through Markov and Cellular Automaton based on multiple random seeds (CARS) models, and proposed several countermeasures. The study found that: 1) From 2011 to 2020, town construction land increased, village construction land, agricultural land and ecological land decreased. 2) The factors driving LUCC were socio-economic factors, spatial factors, and natural factors in descending order. 3) In the three scenarios, the trend of construction land expansion, agricultural land and ecological land encroachment is inevitable by 2035. 4) It is imperative to actively advocate for large-scale mechanization and informatization of agricultural production, encourage the repurposing of idle and inefficiently used construction land, facilitate multi-purpose land utilization, and implement a policy of locally balancing occupation and compensation for cultivated and ecological land. 5) When employing the PLUS model to simulate LUCC, using continuous NLSD yielded more accurate results than remote sensing image interpretation data. This study offers a theoretical basis for the coordinated development of land use in Jianghan Plain, and presents a method to enhance the simulation accuracy of the PLUS model.",sustainable development,land use change,driving mechanism,multi-scenario simulation,land use policy,"Tang, Mingdong","Huang, Jun","Mei, Xiaoxia","Zhao, Haijuan",,National Land Survey Data,Plus model,Jianghan Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_318,"Cao, Chunhui",Dynamic impact properties of deep sandstone under thermal-hydraulic-mechanical coupling loads,JOURNAL OF MOUNTAIN SCIENCE,JUN 2024,0,"The deep rock mass within coal mines situated in a challenging environment are characterized by high ground stress, high geotemperature, high osmotic water pressure, and dynamic disturbances from mechanical excavation. To investigate the impact of this complex mechanical environment on the dynamic characteristics of roof sandstone in self-formed roadways without coal pillars, standard specimens of deep sandstone from the 2611 upper tunnel working face of the Yongmei Company within the Henan Coal Chemical Industry Group in Henan, China were prepared, and an orthogonal test was designed. Using a self-developed geotechnical dynamic impact mechanics test system, triaxial dynamic impact tests under thermal-hydraulic-mechanical coupling conditions were conducted on deep sandstone. The results indicate that under high confining pressure, deep sandstone exhibits pronounced brittle failure at low temperatures, with peak strength gradually decreasing as temperature and osmotic water pressure increase. Conversely, under low confining pressure and low temperature, the brittleness of deep sandstone weakens gradually, while ductility increases. Moreover, sandstone demonstrates higher peak strength at low temperatures under high axial pressure conditions, lower peak strength at high temperatures, and greater strain under low axial pressure and high osmotic water pressure. Increases in impact air pressure and osmotic water pressure have proportionally greater effects on peak stress and peak strain. Approximately 50% of the input strain energy is utilized as effective energy driving the sandstone fracture process. Polar analysis identifies the optimal combination of factors affecting the peak stress and peak strain of sandstone. Under the coupling effect, intergranular and transgranular fractures occur within the sandstone. SEM images illustrate that the damage forms range from minor damage with multiple fissures to extensive fractures and severe fragmentation. This study elucidates the varied dynamic impact mechanical properties of deep sandstones under thermal-hydraulic-mechanical coupling, along with multifactor analysis methods and their optimal factor combinations.",Deep sandstone,Thermal-hydraulic-mechanical coupling,Dynamic impact,Stress-strain,Failure Modes,"Ding, Haonan","Zou, Baoping",,,,Polar analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_319,"Zhu, Lei",Preparation of O-g-C3N4 nanowires/Bi2O2CO3 porous plate composite photocatalysts for the efficient degradation of tetracycline hydrochloride in wastewater,ENVIRONMENTAL RESEARCH,JUN 15 2024,3,"Both g-C3N4 and Bi2O2CO3 are good photocatalysts for the removal of antibiotic pollutants, but their morphological modulation and catalytic performance need to be further improved. In this study, the calcination-hydrothermal method is used to prepare a O-g-C3N4@Bi2O2CO3 (CN@BCO) composite photocatalyst from dicyandiamide and bismuth nitrate. The prepared catalyst is characterized through various methods, including Xray diffraction (XRD) and transmission electron microscopy (TEM). Further, the effects of different parameters, such as catalyst concentration and initial pH of the reaction solution, on its photocatalytic activity are investigated. The results show that the CN@BCO sample achieves an optimal degradation rate of 98.1% for tetracycline hydrochloride (TCH) with a concentration of 20 mg/L and a removal rate of 69.4% for total organic carbon (TOC) at 40 min. The quenching experiments show that center dot O-2(-), h(+), and center dot OH participate in the photocatalytic process, with center dot O-2(-) being the most dominant active species. The toxicity of the predicted TCH degradation intermediates is analyzed using Toxicity Estimation Software Tool (TEST). Overall, the CN@BCO composite exhibits excellent photocatalytic performance, making it a promising candidate for environmental purification and wastewater treatment.",O-g-C3N4@Bi2O2CO3 composite,Photocatalysis,Tetracycline hydrochloride,Wire perforated plate structure,Toxicity,"Ge, Xiang","Yu, Hang","Li, Chengcheng","Wang, Qirui","Zhang, Wenlong",,,,,,"Wang, Xun",,"Liu, Xian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_320,"Sun, Bai",Synthesis and characterization of polymetallic Fe-Co-Ni-S nanocomposite displaying high adsorption capacity for Rhodamine B dye,DESALINATION AND WATER TREATMENT,AUG 2023,3,"Fe-Co-Ni-S (FCNS) nanocomposite is prepared through a hydrothermal method as a new efficient adsorbent to remove organic dyes in wastewater. The morphology, elemental composition and crys-talline structure of the adsorbents have been studied by scanning electron microscopy, energy-dis-persive X-ray spectroscopy and X-ray diffraction. The influence of the dosage of adsorbent and the pH value on the adsorption performance, the reusability of the nanocomposite, and effects of different anions are studied, which show that the adsorption rate of FCNS towards Rhodamine B (RhB) is as high as 99.63%. The adsorption kinetics of RhB on FCNS is described to pseudo-sec-ond-order model. At 318 K, the saturated adsorption capacity is 581.4 mg/g, which is consistent with the Langmuir isotherm. The kinetic results indicate that the adsorption process involves three steps, among which chemical adsorption and intraparticle diffusion play important roles. In addi-tion, through the thermodynamic fitting of the adsorption process, it indicates that the adsorption of RhB by FCNS is spontaneous and accompanied by endothermic reaction. The FCNS nanocompos-ites has good adsorption performance under pH values ranging from 3 to 11. The FCNS has good reusability and adsorption performance after being reused 5 times. The Fourier-transform infrared spectrum indicates that hydrogen bonding is one of the main factors for influencing the adsorp-tion. Compared with monometallic or bimetallic sulfides, the composite presented here has better adsorption performance and higher adsorption capacity, which will inspire some other emerging trimetallic sulfide composites for various advanced applications.",Fe-Co-Ni-S,Adsorption,Nanocomposite,Rhodamine B,,"Zhao, Fengshou","Cheng, Yunming","Shao, Chenxu","Sun, Menghao","Yi, Mingjian",,,,,,"Wang, Yun",,"Wang, Xiangxiang","Zhu, Shuguang","Cai, Xinli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_321,"Zolotarchuk, Nataliia",How does globalization influence Ukrainian design? A critical analysis,AMAZONIA INVESTIGA,JUL 2024,0,"The research problem is relevant given the subordination of all life processes to certain global trends (globalization), within which the development vectors of each individual country have recently been determined. The purpose of the study: to determine the features of design development in Ukraine, taking into account the general influences on globalization processes. Research task: to analyze literary sources and real projects. The research methodology involves systematization of the experience of domestic designers in the conditions of today's realities in order to identify the main challenges of the modern community and respond to them by means of design. The study is divided into semantic blocks: analysis of approaches to the study of design based on literary sources; study of the features of the reflection of globalization processes on the development of the sphere of culture and art, which includes design; analysis of modern design practices in Ukraine, taking into account the general trends of globalization and the peculiarities of Ukrainian culture. The choice of projects and initiatives for analysis is primarily due to their relevance in the cultural life of modern Ukraine. Then the task was set to consider those areas that are currently continuing to actively develop. It was found that the development of various design areas in Ukraine is in line with global trends (implementation of new technologies, digitalization, digitalization, sustainable development, finding one's own path). The economic component influences the choice of the potential audience of a design product, the principles of its positioning in the market. The concept of sustainable development is reflected in the priority of innovative technologies and materials for creating a design product, new methods and forms of design, and the development of a full ""life"" cycle. The socio-cultural component has activated the need for self-identification through design as a communication technology. Now the aspirations for the development of design in line with national traditions have become as relevant as possible. The need for physical renewal of the environment and the assistance of the world community have determined the possibility of more active use of technical and technological innovations in the field of design. Further studies involve covering the formation and use of national codes in various areas of design, as well as the implementation of innovative ideas in educational practices.",cultural integration,visual communication,artistic trends,cross-cultural design,aesthetic changes,"Ponomarevska, Olena","Tereshkun, Anna","Barbash, Marina","Kovalchuk, Ostap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_322,"Zhang, Zihuan",Automated architectural spatial composition via multi-agent deep reinforcement learning for building renovation,AUTOMATION IN CONSTRUCTION,NOV 2024,0,"This paper focuses on utilizing deep reinforcement learning technology to explore how to achieve automated architectural space composition under established built environment conditions to address the extensive demands of old building renovation. A reinforcement learning platform has been develop0065d, centered around the multi-agent deep deterministic policy gradient (MADDPG) algorithm. The paper leverages functional blocks as agents within Grasshopper to simulate existing architectural structures and their interactions, establishing a task-based reward system to guide the design process. Furthermore, data exchange between algorithmic and modeling software is facilitated through UDP communication. Training results using typical frame structure spaces indicate a significant increase in cumulative rewards around the 650,000th training step, effectively achieving the given design tasks. The paper demonstrates the potential of automated architectural space composition methods, based on deep reinforcement learning, to enhance design efficiency, optimize spatial arrangements, and promote human-machine collaborative design in building renovations.",Automated architectural space composition,Deep reinforcement learning,Multi-agent system,Built environment renovation,MADDPG,"Guo, Zhe","Zheng, Hao","Li, Zao","Yuan, Philip F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_323,"Ozogul, Sara",Pushing Boundaries: Integrating Real Estate Studies Into Planning Scholarship,PLANNING THEORY & PRACTICE,MAR 14 2024,0,,,,,,,"Oyedokun, Tunbosun","Geva, Yinnon","Hussain, Mariam","Lopez Franco, Monica","Camerin, Federico",,,,,,"Surma, Martyna Joanna",,"Nogueira, Kaio","Tasan-Kok, Tuna","Raco, Mike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_324,"Tamac, Burak",The Alevis and Roma/Gypsy in Turkey: republican freedom revisited,THIRD WORLD QUARTERLY,JUN 12 2024,0,"This study examines the prospects and limitations of the republican theory of freedom as an analytical tool for analysing Turkey's state of rights and liberties. Following an outline of the main philosophical arguments of republican freedom, which emphasises the link between freedom and non-domination, the paper focuses on the cases of Alevis and Roma-Gypsy populations in Turkey, as two different minority groups that face a unique set of identity problems. The debate on the nature of the discriminatory treatment of certain ethnoreligious groups in Turkey tries, on the one hand, to demonstrate the republican conception's promise to uncover difficulties relating to the status of freedoms. On the other hand, it seeks to highlight potential constraints, especially when it realises socio-economic rights.",Republican freedom as non-domination,Justice and Development Party,Alevis,Roma/Gypsy community,,"Yumlu, Ogan","Boyraz, Cemil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_325,"Guo, Fuchen","A novel space-spectrum array tile probability random-forest model enhances LULC mapping accuracy on Google Earth Engine: An experiment in Ordos, China",ECOLOGICAL INFORMATICS,JUL 2024,0,"The rapid renewal of land use and land cover (LULC) maps using remote-sensing technologies constitutes a sine qua non for judicious land resource management at both regional and national scales. Existing research conducted on the Google Earth Engine (GEE) platform has overwhelmingly focused on pixel-based LULC classification techniques, often neglecting the role of spatial context via neighbouring valuable pixel information. Remarkably, little attention has been paid to the amalgamation of 3 x 3 neighbouring pixels into a threedimensional space -spectrum array that can emulate the functionalities of object-based image analysis. In this study, we developed a novel integrated model consisting of a space -spectrum array (SSA) model based on 3 x 3 neighbouring pixels, a tile model based on random forest, and a multiple probabilistic classification model (SSATPRF) on the GEE platform to generate a LULC map with high overall accuracy (OA) for Ordos in 2020. Three bimonthly median value images were synthesised and feature collections, including spectral bands and vegetation indices, were constructed. Five experimental groups (EXP1 -EXP5) were used to assess the different model combinations. Subsequent validation procedures employed abundant reference samples and compared the results with those of the three extant LULC mapping products. The results showed that EXP2, which was grounded in the tile-based model, yielded an OA of 87.53%, surpassing that of EXP1 (84.99%), which employed a traditional overall model. Furthermore, EXP3, which integrated the multiple probabilistic classification model with the traditional overall model, exhibited an OA of 85.19%, exceeding that of EXP1. A comparison of the five experimental groups using the four regional spatial subtlety features revealed that the EXP5, employing the SSATPRF model, successfully decreased the salt and pepper noise. The OA of six tile sizes ranging from 10 km to 100 km were compared, and the highest OA (88.35%) was achieved at a tile size of 25 km. The resultant LULC map in Ordos, derived from the SSA-TPRF model, showed superior OA compared with the extant LULC products. This study thus contributes to a versatile and scalable model within the GEE framework, offering avenues for facile adaptation and recurrent application across disparate geographical locations and temporal settings. The adaptability of this model is particularly advantageous for developing nations and regions typified by diverse landscapes, thereby catalysing the iterative updating of LULC maps through advanced remote-sensing paradigms.",Arid zone,LULC,Tile,Multiple probabilistic classification,Space-spectrum array,"Fan, Liangxin","Zhang, Chengkang","Xue, Sha",,,Random forest,Google earth engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_326,"Fan, Lei",A new approach in generating stable crack propagation at twisted bilayer graphene/hBN heterostructures,ISCIENCE,DEC 20 2024,0,"Thermodynamic theory suggests that the obvious mechanical behavior caused by temperature and interlayer angle will affect the physical properties of materials, such as mechanical properties and transportation behavior, and it is different from the behavior in three-dimensional bulk materials. We observe an abnormal physical effect of bilayer graphene/hexagonal boron nitride (G/BN)-carbon nanotube (CNT) heterostructures, with a normalized out-of-plane deformation and normalized bond angle percentage to almost several times higher those of pristine G/BN heterostructures (without CNT) at 700-800 K. Our combined finite element theory and molecular dynamics simulations confirmed that the combination of CNT and interlayer angle diverted and bridged the propagating crack and provided a stable crack propagation path and crack tip opening displacement, resulting in the stress fields to be controlled around the CNT at high temperature. It offers an ideal design for two-dimensional (2D) materials that can maintain exceptional mechanical properties in flexible device applications.",,,,,,"Zheng, Jinhao","Cai, Xinyu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
