,author1,author2,title,journal/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,author3,author4,author5,author6,author7,author8,keyword5,keyword6,conference,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,author9,author10,author11,author12,author13,author14
Row_283,"Jin, Scarlett T.","Sui, Daniel Z.",A comparative analysis of the spatial determinants of e-bike and e-scooter sharing link flows,JOURNAL OF TRANSPORT GEOGRAPHY,JUL 2024,1,"Shared micromobility in the U.S. has rebound after the decline caused by the COVID-19 pandemic, with a substantial increase in the adoption of shared e-bikes nationwide. However, research on hybrid e-bike sharing, which combines station-based and dockless systems, is limited. This study addresses this gap by comparing spatial determinants of hybrid e-bike and dockless e-scooter sharing link flows in 32,965 street segments in Portland, Oregon during 2022, using gradient boosting decision tree (GBDT) models. Distance to the city center emerges as the most important determinant for both modes, with closer proximity to the city center associated with higher link flows. Factors such as the presence and types of bike facilities, the availability of streetlights and street trees, and job density also significantly influence e-bike and e-scooter link flows. A notable difference between the two modes is that e-scooter trips are more sensitive to distance to the city center than e-bike trips. Furthermore, bike facilities have a greater impact on e-bike link flows, whereas job density is more influential in determining e-scooter link flows. These findings offer strategies for policymakers and urban planners to promote and manage shared micromobility and optimize the built environment. These strategies include enforcing higher device availability requirements in underprivileged neighborhoods, transitioning e-scooter sharing systems into a hybrid model, expanding the off-street bike trial network and bikeway network, and augmenting the coverage of streetlights and street trees along the bikeway network.",Shared micromobility,E -scooter,E -bike,Bikesharing,,,,,,,Built environment,GBDT,,Shared mobility,,,,,,,,,,,,,,
Row_284,"Silva, Marina","Booth, Thomas",An individual with Sarmatian-related ancestry in Roman Britain,CURRENT BIOLOGY,JAN 8 2024,2,"In the second century CE the Roman Empire had increasing contact with Sarmatians, nomadic Iranian speakers occupying an area stretching from the Pontic-Caspian steppe to the Carpathian mountains, both in the Caucasus and in the Danubian borders of the empire.1-3 In 175 CE, following their defeat in the Marco-mannic Wars, emperor Marcus Aurelius drafted Sarmatian cavalry into Roman legions and deployed 5,500 Sarmatian soldiers to Britain, as recorded by contemporary historian Cassius Dio.4,5 Little is known about where the Sarmatian cavalry were stationed, and no individuals connected with this historically attested event have been identified to date, leaving its impact on Britain largely unknown. Here we document Cauca- sus-and Sarmatian-related ancestry in the whole genome of a Roman-period individual (126-228 calibrated [cal.] CE)-an outlier without traceable ancestry related to local populations in Britain-recovered from a farmstead site in present-day Cambridgeshire, UK. Stable isotopes support a life history of mobility during childhood. Although several scenarios are possible, the historical deployment of Sarmatians to Britain pro-vides a parsimonious explanation for this individual's extraordinary life history. Regardless of the factors behind his migrations, these results highlight how long-range mobility facilitated by the Roman Empire impacted provincial locations outside of urban centers.",,,,,"Moore, Joanna","Anastasiadou, Kyriaki","Walker, Don","Gilardet, Alexandre","Barrington, Christopher","Kelly, Monica",,,,,,,,,,,,,"Williams, Mia","Henderson, Michael","Smith, Alex","Bowsher, David","Montgomery, Janet","Skoglund, Pontus"
Row_285,"Collins, Mor","Etzioni, Shelly",Travel behavior and system dynamics in a simple gamified automated multimodal network,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,MAY 2024,2,"Automated Vehicles (AVs) are poised to disrupt travel patterns and the sustainability of transportation networks. Conventional methods for studying these changes, such as stated preference surveys and agent-based simulations, have limitations. Serious games offer a promising alternative, providing a controlled and engaging environment for investigating travel behavior. In our study, 200 participants, grouped into sessions of 10, engaged in a competitive serious game simulating 50 daily choices of travel mode and departure time across three automated options. Two scenarios were examined: one with recurring congestion and another with nonrecurring congestion. Automated transit had fixed schedules, while private and shared rides could adapt to a congested bottleneck. Results revealed that ridesharing dominated, reaching 60% mode share under recurring congestion, displacing transit, and a comparative equilibrium emerged between shared and private rides. In the nonrecurring congestion scenario, ridesharing dropped to 37%, and a comparable multimodal equilibrium developed. Participants rarely achieved the optimal score, attaining a maximum of 88% of its potential. This study highlights a policy paradox: unregulated AV traffic can reduce transit use, exacerbate recurring congestion, yet necessitate increased transit investment to address nonrecurring congestion, confirming the Downs-Thomson paradox. Creating appealing mass transit alternatives is imperative to ensure efficiency and sustainability in the era of automated mobility.",Shared Automated Vehicles,Ridesharing,Reinforced Learning,User Equilibrium,"Ben-Elia, Eran",,,,,,System Optimum,Serious Game,,,,,,,,,,,,,,,,
Row_286,"Guglielminetti, Elisa","Lalive, Rafael",Job search with commuting and unemployment insurance: A look at workers' strategies in time,LABOUR ECONOMICS,JUN 2024,0,"Unemployed workers search for jobs that ideally offer both high wages and short commutes. But would they accept jobs with lower wages or longer commutes or both as the unemployment spell lengthens? Using a unique panel of Austrian workers, we find that job seekers do indeed accept jobs with significantly lower wages. However, the majority group of job seekers who used to commute to jobs located outside their municipality of residence tend to increasingly accept jobs in their home municipality, and do not necessarily broaden geographically their search. Based on quasi-experimental variations in the duration of unemployment benefits, we find that this evolution of commuting patterns is not linked to the loss of benefits. We explain these findings through the lens of a job search model where flexible parameters such as search costs are allowed to vary across space and time. We estimate that search costs are substantial and increase differently over time for local and non -local jobs, accounting for the patterns found in the data. A counterfactual policy exercise suggests that unemployment insurance does not hinder geographical mobility. Competing mechanisms are discussed and their role is left to future research.",Commuting,Unemployment insurance,RDD,Job search,"Ruh, Philippe","Wasmer, Etienne",,,,,Spatially targeted search,,,,,,,,,,,,,,,,,
Row_287,"Zhang, Yanan","Sui, Xueliang",Exploring spatio-temporal impact of COVID-19 on citywide taxi demand: A case study of New York City,PLOS ONE,APR 16 2024,0,"Coronavirus disease 2019 (COVID-19) has brought dramatic changes in our daily life, especially in human mobility since 2020. As the major component of the integrated transport system in most cities, taxi trips represent a large portion of residents' urban mobility. Thus, quantifying the impacts of COVID-19 on city-wide taxi demand can help to better understand the reshaped travel patterns, optimize public-transport operational strategies, and gather emergency experience under the pressure of this pandemic. To achieve the objectives, the Geographically and Temporally Weighted Regression (GTWR) model is used to analyze the impact mechanism of COVID-19 on taxi demand in this study. City-wide taxi trip data from August 1st, 2020 to July 31st, 2021 in New York City was collected as model's dependent variables, and COVID-19 case rate, population density, road density, station density, points of interest (POI) were selected as the independent variables. By comparing GTWR model with traditional ordinary least square (OLS) model, temporally weighted regression model (TWR) and geographically weighted regression (GWR) model, a significantly better goodness of fit on spatial-temporal taxi data was observed for GTWR. Furthermore, temporal analysis, spatial analysis and the epidemic marginal effect were developed on the GTWR model results. The conclusions of this research are shown as follows: (1) The virus and health care become the major restraining and stimulative factors of taxi demand in post epidemic era. (2) The restraining level of COVID-19 on taxi demand is higher in cold weather. (3) The restraining level of COVID-19 on taxi demand is severely influenced by the curfew policy. (4) Although this virus decreases taxi demand in most of time and places, it can still increase taxi demand in some specific time and places. (5) Along with COVID-19, sports facilities and tourism become obstacles on increasing taxi demand in most of places and time in post epidemic era. The findings can provide useful insights for policymakers and stakeholders to improve the taxi operational efficiency during the remainder of the COVID-19 pandemic.",,,,,"Zhang, Shen",,,,,,,,,,,,,,,,,,,,,,,
Row_288,"Di Cataldo, Marco","Romani, Giulia",Rational cuts? The local impact of closing undersized schools,REGIONAL SCIENCE AND URBAN ECONOMICS,NOV 2024,0,"The availability of public education services can influence residential choices. Therefore, policies aimed at 'rationalising' service provision by reducing the number of undersized nodes in the public school network can lead to population decline, especially in spatially isolated areas lacking valid alternatives to the removed services. This paper examines the demographic and income effects of primary school closures by exploiting an Italian education reform that resulted in the contraction of the school network. We assess whether school closures impact households' residential choices, over and above preexisting negative population trends that motivate school closures. Our findings indicate that municipalities affected by school closures experience significant reductions in population and income. The effect is primarily driven by peripheral municipalities located far away from economic centres and distant from the next available primary school. This evidence indicates that school 'rationalisation policies', by fostering depopulation of peripheral areas, have an influence on the spatial distribution of households and income, thus affecting territorial disparities.",School closures,Residential choices,Education policy,Core-periphery patterns,,,,,,,Italy,,,,,,,,,,,,,,,,,
Row_289,"Li, Ying","Li, Ping",Deep knowledge distillation: A self-mutual learning framework for traffic prediction,EXPERT SYSTEMS WITH APPLICATIONS,OCT 15 2024,5,"Traffic flow prediction in spatio-temporal networks is a crucial aspect of Intelligent Transportation Systems (ITS). Existing traffic flow forecasting methods, particularly those utilizing graph neural networks, encounter limitations. When processing large-scale graph data, the depth of these models can restrict their ability to effectively capture complex relationships and patterns. Additionally, these methods often focus mainly on local neighborhood information, which can limit their capability to recognize and analyze global relationships and patterns within the graph data. Therefore, we proposed a deep knowledge distillation model, tailored to effectively capture spatio-temporal patterns in traffic flow prediction. This model incorporates a bidirectional random walk process on a directed graph, enabling it to effectively capture both spatial and temporal dependencies. Utilizing a blend of mutual learning and self -distillation, our approach enhances the detection of spatio-temporal relationships within traffic data and improves the feature perception ability at both local and global levels. We tested our model on two real -world datasets, achieving notable improvements in prediction accuracy, especially for predictions within a one -hour timeframe. In comparison to the baseline model, our proposed model achieved accuracy improvements of 0.19 and 0.18 on the respective datasets. These results highlight the success of using mutual learning and self -distillation to transfer knowledge effectively within and between models and to improve the model's capability in identifying and extracting features.",Traffic prediction,Spatio-temporal characteristics,Graph neural network,Knowledge distillation,"Yan, Doudou","Liu, Yang","Liu, Zhiyuan",,,,,,,,,,,,,,,,,,,,,
Row_290,"Meredith-Karam, Patrick","Kong, Hui",Understanding and comparing the public transit and ride-hailing ridership change in Chicago during COVID-19 via statistical and survey approaches,TRAVEL BEHAVIOUR AND SOCIETY,OCT 2024,2,"Changes in transportation ridership during COVID-19 indicate several important factors, including the need to serve changing spatial and temporal patterns of travel demand, and the equity implications of pandemic impacts across lines of race, age, and income. Various papers have sought to understand changes in transportation ridership during the pandemic, but have been focused solely on a single mode (often public transit), and have been limited to a single data source for analysis. This paper examines and compares the changes in public transit and ride-hailing ridership in Chicago during the COVID-19 pandemic, investigating 'who' stopped using transit and Transportation Network Company (TNC) services from a demographic perspective, how remote work relates to changes in transit use, how pandemic ridership changes are clustered in space, and what factors will impact a return to regular travel. Analysis integrates datasets spanning over a year of the pandemic, including aggregate spatial ridership counts that are used to form spatial regression models, and a six-month panel survey that received input from approximately 1,000 Chicago Transit Authority (CTA) riders. Continued transit use is correlated with areas with a greater percentage of African American and Spanish-speaking people, and with a greater percentage of pre-pandemic bus riders and off-peak riders, while peak-period, frequent, and rail system riders stopped using transit to the greatest extent. Areas with a higher share of young, college-educated people, and those with a high walkability metric, generally saw the greatest decreases in TNC use, reflecting a potential loss of trips for those who used TNCs to access social events or employment, and moved to virtual work during COVID-19. Our findings can help to guide transportation service providers and policy-makers in planning service for public safety and a changing demand profile, advancing equity of access to mobility, and anticipating longterm mobility patterns.",COVID-19,Public transit,Survey,Chicago,"Stewart, Anson","Zhao, Jinhua",,,,,,,,,,,,,,,,,,,,,,
Row_291,"Yu, Chengcheng","Lin, Haocheng",TripChain2RecDeepSurv: A novel framework to predict transit users' lifecycle behavior status transitions for user management☆,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,OCT 2024,2,"Transit users' lifecycle behavior pattern transition reflects the continuous and multi-phase changes in how frequently and regularly users utilize public transit over their lifetime. Predicting transit users' lifecycle behavior pattern transition is vital for enhancing the efficiency and responsiveness of transportation systems. Thus, this study incorporates lifecycle analysis in predicting long-term sequential behavioral pattern transition processes to go beyond just examining user churning at a single point in time. Specifically, this study proposes the TripChain2RecDeepSurv, a novel model that pioneers the individual-level analysis of lifecycle behavior status transitions (LBST) within public transit systems. The TripChain2RecDeepSurv is composed of (1) the TripChain2Vec module for encoding transit users' trip chains; (2) the self-attention Transformer module for exploring the latent features related to spatiotemporal patterns; (3) the recurrent deep survival analysis module for predicting LBSTs. We demonstrate TripChain2RecDeepSurv's predictive performance for empirical analysis by employing Shenzhen Bus data. Our model achieves a 74.39% accuracy rate in churn determination and over 80% accuracy in status sequence identification on the churn path. In addition, our findings highlight the segmented nature of Kaplan-Meier curves and identify the optimal intervention time against the user churning process. Meanwhile, the proposed model provides individual-level heterogeneity analysis, which emphasizes the significance of customizing user engagement strategies, advocating for interventions that extend users' engagement in patterns with high-frequency transit usage to curb the transition to less frequent travel usage.",Transportation demand management,User retention,Survival analysis,Lifecycle behavior,"Dong, Wentao","Fang, Shen","Yang, Chao","Yuan, Quan",,,TripChain2RecDeepSurv,,,,,,,,,,,,,,,,,
Row_292,"Ledda, Antonio","Serra, Vittorio",Landscape Planning and Fragmentation: A Method for Classifying Rural Landscapes,,2024,0,"In the last decades, safeguard and management of environment and landscape have been acknowledged as priority to recover degraded habitats and reduce biodiversity loss. Anthropogenic landscape fragmentation (LF) -due to settlements and transport and mobility infrastructures- leads to smaller and more isolated habitat patches and can jeopardize both ecosystem continuity and quality.Scientific literature and Italian regional landscape planning practice show a certain lack of quali-quantitative methods -with specific focus on LF- to identify, describe, classify, assess, and monitor rural landscapes. This research aims at proposing and applying a quali-quantitative method to fill such a research gap.The method is based on the use of landscape fact sheets (LFSs) and focuses on landscapes spatial setting, habitat type, target species, Natura 2000 sites, quantitative assessment of LF and defragmentation measures, at sub-regional level, i.e., at landscape unit (LU) scale. The method allowed us to draft LFSs that characterize eleven LUs set by the regional landscape plan adopted in Sardinia (Italy) in 2006.This methodological approach is exportable in similar contexts and provide planners and policy makers with an overview on regional areas affected by LF.",Rural landscapes,landscape fragmentation,classification of rural landscapes,planning of defragmentation measures,"Calia, Giovanna","De Montis, Andrea",,,,,green infrastructure,,"INNOVATION IN URBAN AND REGIONAL PLANNING, VOL 2, INPUT 2023",,,,,,,,,,,,,,,
Row_293,"Hu, Xinyu","Zhang, Gutao",How Information and Communications Technology Affects the Micro-Location Choices of Stores on On-Demand Food Delivery Platforms: Evidence from Xinjiekou's Central Business District in Nanjing,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,FEB 2024,3,"The digitization of consumption, led by information and communications technology (ICT), has reshaped the urban commercial spatial structure (UCSS) of restaurants and retailers. However, the impacts of ICT on UCSS and location selection remain unclear. In this study, based on on-demand food delivery data and real-time traffic data, we used two types of machine learning algorithms, random forest regression (RFR) and the density-based spatial clustering of applications with noise (DBSCAN), to study the spatial distribution patterns, driving factors, and new geographical location phenomena of 'brick-and-click' (B&C) stores in Xinjiekou's central business district (CBD) in Nanjing, China. The results show that the UCSS in the CBD is being decentralized, but the degree of influence is related to the business type. Additionally, the scale of demand and the distance from core commercial nodes greatly affect the scales of B&C stores. Moreover, the agglomeration of high-sales B&C stores seems to indicate a micro-location advantage, characterized by the concentration of delivery riders, which is usually located in the commercial hinterland with dense traffic. This makes stores situated in traditionally advantageous locations more attractive for online sales. Thus, ICT enhances the Matthew effect in business competition. These findings deepen our understanding of urban digital planning management and business systems.",ICT,restaurant,retail,micro-location,"Shi, Yi","Yu, Peng",,,,,on-demand food delivery,,,,,,,,,,,,,,,,,
Row_294,"Nikoo, Mitra L.","Richards, Cerren",Rapid worldwide return to nature after lockdown as a motivator for conservation and sustainable action,BIOLOGICAL CONSERVATION,APR 2024,3,"Exposure to nature is increasingly regarded as a key part of human health, and the recognition that urban environments must provide access to green spaces for the wellbeing. The beginning of the COVID-19 pandemic in 2020 led to many governments issuing stay-at-home orders and closing parks, limiting the options of accessible green spaces for people seeking to safely socialise and cope with stress. Here, we gain a global perspective on how quickly people returned to nature (visiting parks and beaches) in comparison to necessities (accessing groceries and pharmaceuticals) and luxury activities (retail purchases and recreation) following COVID-19 lockdowns using Google Mobility data. We found that people from around the world returned to nature 76 days after peak lockdown, 28 days after people returned to necessities and 77 days before the return to luxuries. Central Asia, Europe, and Northern America returned to nature before necessities. These patterns held even after seasonally-detrending the data. We further found a strong negative correlation between the speed people pulsed back to nature and the strength of government response measures. Combined, our data support the value of nature to people and the need to consider access to green and natural space for human well-being. At the same time, the large-scale return to nature also highlighted the need to promote messages on how to minimise the impacts of human activities in these spaces. We advocate for building and protecting green spaces, combined with strong eco-education, to foster pro-environmental behaviour.",COVID-19,Lockdown,Green spaces,Human impacts,"Bates, Amanda E.",,,,,,Human -nature interactions,Wellbeing,,,,,,,,,,,,,,,,
Row_295,"Wang, Zemin","Ke, Jintao",Planning and operation of ride-hailing networks with a mixture of level-4 autonomous vehicles and for-hire human drivers,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,MAR 2024,1,"This paper investigates the joint planning and operation of a ride -hailing network with a mixture of level -4 autonomous vehicles (AVs) and for -hire human drivers. Distinct from most existing works that focus on fully autonomous vehicles, we envision a more foreseeable future where ride -hailing platform utilizes a fleet of level -4 AVs to provide mobility -on -demand services in selected areas of the city, complemented by a group of for -hire drivers who can pick up or drop off passengers outside of the AV's service area. The platform not only makes planning decisions regarding the selection of service area of AVs, but also makes operational decisions regarding the ride fares, driver compensations, fleet size, and vehicle relocation strategies, etc., while interacting with passengers and for -hire human drivers on the transportation network. The overall profit -maximization problem of the platform is formulated as a mixed -integer nonlinear program, which is highly non -convex and difficult to address. To tackle this challenge, we developed a decomposition -based algorithm that can compute a near -optimal solution for the optimization problem, while offering a theoretical upper bound on the gap between the derived solution and the unknown globally optimal solution. The proposed method is validated in a numerical study for San Francisco. We show that activating level -4 AVs in selected areas (instead of over the entire network) can improve the platform profit by up to 20%. We also observe that as the cost of AV infrastructures reduces, the spatial diffusion of AV services will follow an interesting pattern, where the platform will first activate all high -demand zones for AV services simultaneously, and then progressively expand AV services to other areas one zone after another as a result of the complex trade-off between demand levels, activation cost, and network connectivity. We further evaluate the impacts of AV diffusion on human drivers and passengers and demonstrate that (a) human drivers will first be incentivized to relocate to lower -demand areas and then be forced to leave the TNC market if the cost of AV infrastructure continues to decline; (b) passengers in remote areas will surprisingly experience higher trip costs even though the cost of AV decreases, particularly after AV is activated in urban areas but before it is activated in remote areas. This finding reveals the unequal distribution of benefits in the autonomous ride -hailing network, underscoring the need for additional regulatory involvement.",Ride-sourcing platform,Transportation network company,Level-4 autonomous vehicles,Mixed autonomy,"Li, Sen",,,,,,,,,,,,,,,,,,,,,,,
Row_296,"Deka, Devajyoti","Wang, Chihuangji",An investigation into the potential use of information and communication technologies by trip-deprived older adults in New Jersey,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,OCT 2024,1,"Past studies show that trip deprivation or unmet mobility adversely affects older adults' objective and subjective well-being. Researchers are optimistic that new trip-enhancing technologies (e.g., ridehailing and autonomous vehicles) and trip-substituting information and communication technologies (ICTs) could potentially reduce those impacts. Against that backdrop, this paper compares ICT access and use among trip-deprived (TD) and non-trip-deprived (NTD) older adults of New Jersey by analyzing survey data from 2357 respondents. The data were analyzed by logit models, propensity score matching (PSM), and chi 2 2 tests. Logit models showed that certain characteristics of the TD are similar to the characteristics of the ICT non-users (e.g., people with low income and disability). The PSM analysis, which generated a matched dataset of an equal number of TD and NTD older adults, showed that the TD have lower access to computers with internet but equal access to smartphones. The results showed that the only ICT that is used more by the TD than the NTD is ridehailing. The TD were not found to use trip-substituting ICTs like online shopping, online banking, videoconferencing, etc., more than the NTD. Emphasizing that transportation improvements remain important in light of the results, chi 2 2 tests were undertaken to compare the improvements recommended by the two groups. The paper recommends the separation of the TD and the NTD for planning purposes, collection of trip deprivation data by transportation planning agencies, and the consideration of ICT use by the Coordinating Council on Access and Mobility at the federal level.",ICT,Propensity score,Trip-deprived,Older adult,,,,,,,Ridehailing,,,,,,,,,,,,,,,,,
Row_297,"Chen, Tzu-Hsin Karen","Lin, Kuan-Hui Elaine",Migration as a hidden risk factor in seismic fatality: a spatial modeling of the Chi-Chi earthquake and suburban syndrome,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,DEC 9 2024,0,"Suburban areas have experienced disproportionately more fatalities during major earthquakes. Place-based models attribute this spatial disparity to hazard, exposure, and social-vulnerability factors. However, the impact of migration on seismic fatality remains underexplored, primarily due to the challenges of accessing mobility data. In this study, we apply a geospatial method, the radiation model, to estimate migration patterns as a critical component of exposure and vulnerability. Analyzing the 1999 Chi-Chi earthquake in Taiwan with Poisson regression across 4052 neighborhoods, we factor in migration inflow (i.e., population traveling from other neighborhoods), income of the migrants' origin, and the indigenous-population percentage among migrants, along with other risk factors proven in previous studies. Our findings indicate that migration inflow significantly correlates with an increased number of fatalities. Furthermore, a lower income in the neighborhood of the migrants' origin is significantly associated with more fatalities at their destination. An elevated proportion of the indigenous population in the migrants' original neighborhood also significantly correlates with an increased number of fatalities, although the impact of the Chi-Chi earthquake does not predominantly affect indigenous jurisdictions. This study underscores the seismic-fatality risk on the outskirts of megacities, where migrants from lower-income and historically marginalized groups are more likely to reside for precarious employment, emphasizing the need for affordable and safe living infrastructure for the migrating population. Addressing migrants' vulnerabilities in housing will not only reduce seismic-fatality risk but also improve preparedness against other disasters and public health emergencies.",,,,,"Lin, Thung-Hong","Liu, Gee-Yu","Yeh, Chin-Hsun","Ceballos, Diana Maria",,,,,,,,,,,,,,,,,,,,
Row_298,"Azad, Shams","Ferrer-Cid, Pau",Exposure to fine particulate matter in the New York City subway system during home-work commute,PLOS ONE,AUG 7 2024,0,"The New York City (NYC) subway system accommodates 5.5 million daily commuters, and the environment within the subway is known to have high concentrations of fine particulate matter (PM2.5) pollution. Naturally, subway air pollution varies among individuals according to their mobility patterns, introducing the possibility of inequality in PM2.5 exposure. This study aims to evaluate individual and community-level exposure to subway PM2.5. We simulated the intracity home-to-work trip patterns using the Longitudinal Employer-Household Dynamics (LEHD) records of 3.1 million working commuters across 34,169 census blocks in four boroughs (Manhattan, Brooklyn, Queens, and the Bronx) of NYC. We incorporated the on-platform and on-train measured PM2.5 concentration data for the entire subway system. The mean underground platform concentration in the city was 139 mu g/m3 with a standard deviation of 25 mu g/m3, while the on-train concentration when underground was 99 mu g/m3 with a standard deviation of 21 mu g/m3. Using a network model, we determined the exposure of individual commuters during their daily home-work trips. We quantified the mean per capita exposure at the census block level by considering the proportion of workers within the blocks who rely on the subway for their work commute. Results indicate statistically significant weak positive correlation between elevated subway PM2.5 exposure and economically disadvantaged and racial minority groups.",,,,,"Ghandehari, Masoud",,,,,,,,,,,,,,,,,,,,,,,
Row_299,"Lu, Hongmei","Song, Yang","Informing inclusive park planning: Neighborhood park visitation modeling based on smartphone big data in Austin, Texas",LAND USE POLICY,SEP 2024,1,"This research uses smartphone-based big data to explore how socioeconomic, built environment characteristics, and spatiotemporal factors influence neighborhood park use, with a specific focus on minority groups' park visitation patterns. Panel data are collected through SafeGraph, and combined with GIS and American Community Survey data. We analyze 12,227 visitations from 1121 block groups to 30 neighborhood parks from September 2019 to August 2020 in Austin, Texas. Time -fixed -effect nested regression models are employed to control for unobserved time -related effects. Findings indicate a substantial increase in overall park use during the pandemic, with visiting frequencies up by 22 % and dwell time by 56 %. In contrast, minority groups, including seniors, children, blacks, unemployed, living alone, and recent movers, exhibited a decline in park visits. It also highlights visitors' risk -averse behaviors during the pandemic, such as avoiding visiting parks during holiday weeks and avoiding using swimming pools. Before the pandemic, proximity held the utmost significance for park use; during the pandemic, park quality and facilities emerged as the primary factors influencing park utilization. This study suggests that park planning needs to improve neighborhood parks' proximity, park facilities, and park safety to boost park use and foster inclusive park planning.",Neighborhood park visitation,Mobility big data,COVID-19 pandemic,Minority group,,,,,,,Inclusive park planning,Austin,,,,,,,,,,,,,,,,
Row_300,"Rangel, Danilo Freitas","Costa, Leonardo Lopes","Community and species-specific responses of coastal birds to COVID-19 ""anthropause"" in the largest hypersaline lagoon of South America",OCEAN AND COASTAL RESEARCH,2024,0,"The COVID-19 pandemic led to a reduction in human mobility, known as ""anthropause."" Few studies have compared birds' community patterns between lockdown and ""new normal"" periods, especially in extremophile environments. This study presents the first baseline by monitoring coastal birds on 10 beaches along the largest hypersaline lagoon in South America. The birds were counted in September and October 2021 (during a lockdown period) and in October 2022 (after the lockdown - ""new normal"") during the morning. The continuous route transect methodology was applied by the same observer in all beaches. The Analysis of Covariance (ANCOVA) was used to investigate the response of community abundance to urbanization (raster-based variable) and time of COVID-19 pandemic (lockdown vs. new normal). Rarefaction curve and Permutational Analysis of Variance (PERMANOVA) were used to compare community richness and composition, respectively, between lockdown and new normal periods. Generalized Linear Models (GLM) with negative binomial distribution were applied to test the effect of the same predictors on the three more abundant species. The bird community structure and composition did not change when comparing lockdown and new normal periods, mainly due to dominance of synanthropic species. Among species-specific responses to lockdown, the Southern Lapwing Vanellus chilensis was more abundant during the lockdown on six of the nine beaches where it occurred. Oppositely, the Kelp Gull Larus dominicanus and the Neotropic Cormorant Nannopterum brasilianus were more abundant in new normal period, reinforcing that these species benefit from human subsidies. This may provide a unique opportunity for science-based sustainable ecotourism activities in urban areas with synanthropic species, capitalizing activities such as birdwatching, that would certainly contribute to environmental education actions.",Seabirds,Coronavirus,Coastal lagoon,SARS-CoV-2,"Castro, italo de Braga",,,,,,Lockdown,,,,,,,,,,,,,,,,,
Row_301,"Bernard, Aude","Wu, Jing",The pitfalls and benefits of using administrative data for internal migration research: An evaluation of Australia's Person Level Integrated Data Asset (PLIDA),DEMOGRAPHIC RESEARCH,OCT 1 2024,2,"BACKGROUND To enhance its data capability, Australia recently set up a longitudinal administrative micro-dataset, the Person Level Integrated Data Asset (PLIDA). OBJECTIVE To ensure that users in both scholarly and applied settings understand how PLIDA can be reliably used, we assess its Combined Location Module, which provides place of residence by combining three administrative datasets since 2006. METHODS Using descriptive statistics and regression analysis, we compare the population coverage of PLIDA to the census, estimate the incidence of missing values at various spatial scales, quantify spatial mismatch between PLIDA and the census, and compare the intensity, selectivity, and spatial patterns of internal migration between the two datasets. RESULTS The PLIDA population is higher than the census population, but very remote populations and recently arrived and temporary migrants are under-represented. We uncover a high mismatch rate between PLIDA and the census for small spatial units, particularly among highly mobile groups. As a result, PLIDA overestimates the level of internal migration and slightly distorts migration age patterns at young ages. Migration patterns are broadly comparable at large spatial scales, except for rapidly growing peri-urban regions, inner cities with short-term residents, and regions with a seasonal or temporary workforce. CONCLUSION PLIDA can be used in some applied settings outside demography if the spatial scale of analysis is aggregated, the analysis is restricted to census respondents, or the analysis is limited to well-represented groups. However, in its current form PLIDA is not suitable for demographic applications such as internal migration estimates, and we discourage its use for population projections. CONTRIBUTIONS Researchers need to be aware of the pitfalls of administrative data to knowingly decide on appropriate use. We recommend researchers to keep abreast of developments by the Australia Bureau of Statistics, which is continuously improving PLIDA.",,,,,"Wilson, Tom","Argent, Neil","Zajac, Tomasz","Kimpton, Anthony",,,,,,,,,,,,,,,,,,,,
Row_302,"Liu, Mingchen","Shibuya, Yuya","Emotions, behaviors and places: Mapping sentiments with behaviors in Japanese tweets",CITIES,DEC 2024,0,"Emotions are the basis of human behavior and an important part of spatial constructions. Despite numerous efforts to leverage spatio-temporal big data from social media to capture public sentiments, there is a lack of understanding of how individuals' behaviors play a role in people's sentiments at places they visit. Thus, this study aims to advance our understanding of the complex relationships between sentiments, behaviors, and places. Through a case study in Japan in 2021, we analyzed one year of countrywide geotagged social media by fine-tuning a pre-trained Japanese BERT model (accuracy: 74 %). The results emphasize the importance of understanding user emotions by considering people's behaviors, even within similar types of locations. Our research framework would be beneficial for urban planners and policymakers to enhance urban spaces.",Emotions,Behaviors,Places,Social media,"Sekimoto, Yoshihide",,,,,,BERT,,,,,,,,,,,,,,,,,
