,author1,author2,author3,author4,author5,title,journal/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,author6,author7,author8,author9,author10,keyword12,keyword13,keyword14,conference,keyword15
Row_950,"Pang, Shuai","Gao, Lianxue",,,,Multihead attention mechanism guided ConvLSTM for pixel-level segmentation of ocean remote sensing images,MULTIMEDIA TOOLS AND APPLICATIONS,JUL 2022,5,"Semantic segmentation of ocean remote sensing images classifies each pixel in the image according to the ocean background and island type, and is an important research direction in the field of remote sensing image processing. Due to large differences in the scale of islands in ocean remote sensing images and the complexity of island boundaries, it is difficult to accurately extract features of ocean remote sensing images, which makes it difficult to accurately segment ocean remote sensing images. Convolutional neural networks have gradually become the mainstream algorithm in the field of image processing due to their autonomous hierarchical extraction of image features. In this paper, the MAGC-Net neural network model, which is based on the multihead attention mechanism and ConvLSTM, is used to segment ocean remote sensing images to improve the accuracy of semantic segmentation. First, shallow features are obtained via multiscale convolution, and multiple weights are assigned to features by the multihead attention mechanism (global, local, maximum). Then, the semantic relationship between the features is described through the integrated ConvLSTM module, and deep features are generated. Finally, deep features are filtered through residual blocks, reducing redundant features and improving segmentation accuracy. Experimental results with the NWPU-RESISC45 dataset demonstrate the effectiveness and robustness of the proposed algorithm.",Ocean remote sensing,Deep learning,Multihead attention mechanism,Multiscale convolutional,,,,,,,,,,,,,,,,,
Row_951,"Niu, Mengjia","Zhang, Yongjun","Yang, Gang","Wang, Zewei","Liu, Junwen",Semantic segmentation for remote sensing images via dense feature extraction and companion loss neural network,INTERNATIONAL JOURNAL OF REMOTE SENSING,NOV 17 2021,2,"Semantic segmentation models with good performance are crucial for the practical application of high-resolution remote-sensing images (RSI). Compared with nature images, in most cases the RSI dataset has the problem of unbalanced sample distribution between classes and unbalanced target size ratio. Using semantic segmentation to pixel-wise classify and identification RSI can solve this problem to some extent. At present, most semantic segmentation models based on mainstream networks solve these problems from the object scale and super-pixel perspective, whereas the accuracy still needs to be improved. To enhance the quality of the predicted feature maps, the Dense-Inception Net (D-INet) model is proposed based on the idea of DenseNet feature reuse and combined with the attention mechanism, which enables the network to maintain depth while widening the width to obtain more advanced semantic information. The connection of contextual information is strengthened by connecting RFB multi-scale modules at the shallow level, and shallow features with more spatial features are extracted for feature fusion with the decoder. To further lift the segmentation accuracy, a companion loss is introduced in the encoder, and the model is trained to have better segmentation performance for small sample objects by adaptively adjusting the loss coefficients. Experimental results show that the proposed method significantly increases the accuracy and mean Intersection Over Union (mIOU) scores.",,,,,,,,,,,,"Cui, Zhongwei",,,,,,,,,
Row_952,"Pang, Shiyan","Lan, Jingjing","Zuo, Zhiqi","Chen, Jia",,SFGT-CD: Semantic Feature-Guided Building Change Detection From Bitemporal Remote-Sensing Images With Transformers,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,2024,6,"High-resolution remote-sensing-image change detection is widely used in urban dynamic monitoring, geographic information updating, natural disaster monitoring, illegal building investigation, and land resource surveys. Common change-detection algorithms are mainly implemented in a fully supervised manner that relies on a large number of high-quality samples. Compared with a building change-detection dataset, a building semantic-segmentation dataset is easier to accumulate and obtain. Making full use of this semantic information in the design of a building change-detection network can effectively reduce the sample size required to train a change-detection model. In view of this, a semantic feature-guided Siamese change-detection framework is devised in this letter. The framework effectively exploits the prior information of building semantic features and uses the popular transformer structure to improve the change analysis module. The results of extensive experiments on two public datasets show that the framework is more accurate than the other state-of-the-art change detection algorithms and can effectively reduce the dependence of data on change detection samples in the model training process.",Feature extraction,Semantics,Transformers,Convolutional neural networks,Training,Remote sensing,Decoding,Change detection,high-resolution optical remote-sensing images,prior semantic information,transformers,,,,,,,,,,
Row_953,"Yin, Hao","Zhang, Chengming","Han, Yingjuan","Qian, Yonglan","Xu, Tao",Improved semantic segmentation method using edge features for winter wheat spatial distribution extraction from Gaofen-2 images,JOURNAL OF APPLIED REMOTE SENSING,MAY 25 2021,3,"In the final feature map obtained using a convolutional neural network for remote sensing image segmentation, there are great differences between the feature values of the pixels near the edge of the block and those inside the block; ensuring consistency between these feature values is the key to improving the accuracy of segmentation results. The proposed model uses an edge feature branch and a semantic feature branch called the edge assistant feature network (EFNet). The EFNET model consists of one semantic branch, one edge branch, one shared decoder, and one classifier. The semantic branch extracts semantic features from remote sensing images, whereas the edge branch extracts edge features from remote sensing images and edge images. In addition, the two branches extract five-level features through five sets of feature extraction units. The shared decoder sets up five levels of shared decoding units, which are used to further integrate edge features and deep semantic features. This strategy can reduce the feature differences between the edge pixels and the inner pixels of the object, obtaining a per-pixel feature vector with high inter-class differentiation and intra-class consistency. Softmax is used as the classifier to generate the final segmentation result. We selected a representative winter wheat region in China (Feicheng City) as the study area and established a dataset for experiments. The comparison experiment included three original models and two models modified by adding edge features: SegNet, UNet, and ERFNet, and edge-UNet and edge-ERFNet, respectively. EFNet's recall (91.01%), intersection over union (81.39%), and F1-Score (91.68%) were superior to those of the other methods. The results clearly show that EFNET improves the accuracy of winter wheat extraction from remote sensing images. This is an important basis not only for crop monitoring, yield estimation, and disaster assessment but also for calculating land carrying capacity and analyzing the comprehensive production capacity of agricultural resources. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 Unported License.",convolutional neural network,remote sensing,semantic segmentation,winter wheat,edge feature,Gaofen-2,,,,,,"Zhang, Ziyun","Kong, Ailing",,,,,,,,
Row_954,"Yang, Junliang","Chen, Guorong","Huang, Jiaming","Ma, Denglong","Liu, Jingcheng",GLE-net: global-local information enhancement for semantic segmentation of remote sensing images,SCIENTIFIC REPORTS,OCT 25 2024,0,"Remote sensing (RS) images contain a wealth of information with expansive potential for applications in image segmentation. However, Convolutional Neural Networks (CNN) face challenges in fully harnessing the global contextual information. Leveraging the formidable capabilities of global information modeling with Swin-Transformer, a novel RS images segmentation model with CNN (GLE-Net) was introduced. This integration gives rise to a revamped encoder structure. The subbranch initiates the process by extracting features at varying scales within the RS images using the Multiscale Feature Fusion Module (MFM), acquiring rich semantic information, discerning localized finer features, and adeptly handling occlusions. Subsequently, Feature Compression Module (FCM) is introduced in main branch to downsize the feature map, effectively reducing information loss while preserving finer details, enhancing segmentation accuracy for smaller targets. Finally, we integrate local features and global features through Spatial Information Enhancement Module (SIEM) for comprehensive feature modeling, augmenting the segmentation capabilities of model. We performed experiments on public datasets provided by ISPRS, yielding notably remarkable experimental outcomes. This underscores the substantial potential of our model in the realm of RS image segmentation within the context of scientific research.",Remote sening,Multiscale feature,Swin-transformer convolutional neural networks,,,,,,,,,"Zhu, Huazheng",,,,,,,,,
Row_955,"Yang, Peiqi","Wang, Mingjun","Yuan, Hao","He, Ci","Cong, Li",Using contour loss constraining residual attention U-net on optical remote sensing interpretation,VISUAL COMPUTER,SEP 2023,5,"Using deep learning in remote sensing interpretation could reduce a lot of human and material costs. Semantic segmentation is the main method for this task. It can automatically outline the objects and it has recently achieved great success in remote sensing images. However, in the appliance of remote sensing interpretation, the accuracy of contour largely determines the evaluation of remote sensing interpretation. Though the current loss functions reflect the segmentation performance, they could not guide the model to optimize itself toward a more precise contour. This paper proposed an exactly defined contour loss (CL) for remote sensing interpretation with Residual Attention U-Net (RA U-Net) as the main framework. The RA U-Net uses the residual attention module as the skip connection layer. It enhances the judgment of U-Net. In CL, image processing methods are used to extract the contours of the foreground. And elements-sum and elements-subtract operations are used to transfer the contour information to a matrix of the same size as label images. Then, these matrices would be the weights for CE. By assigning different weights for different elements in different regions, this function will guide the model to reach a balance between accurate segmentation results and precise contours. The experiment on open datasets shows a good performance. The proposed model was also trained on the Construction Disturbance Dataset collected from Jiang Xi Province, China. The dataset was labeled manually. The evaluation enhanced a lot on the Construction Disturbance Dataset and the IoU on two datasets increased 1% to 2% when using CL as the loss function. This paper also compared the proposed method with other state-of-the-art methods and the results showed extensive effectiveness.",Remote sensing,Image interpretation,Loss function,Semantic segmentation,U-Net,Residual attention mechanism,,,,,,,,,,,,,,,
Row_956,"Canedo, Daniel","Fonte, Joao","Dias, Rita","do Pereiro, Tiago","Goncalves-Seco, Luis",Automated Detection of Hillforts in Remote Sensing Imagery With Deep Multimodal Segmentation,ARCHAEOLOGICAL PROSPECTION,SEP 2024,0,"Recent advancements in remote sensing and artificial intelligence can potentially revolutionize the automated detection of archaeological sites. However, the challenging task of interpreting remote sensing imagery combined with the intricate shapes of archaeological sites can hinder the performance of computer vision systems. This work presents a computer vision system trained for efficient hillfort detection in remote sensing imagery. Equipped with an adapted multimodal semantic segmentation model, the system integrates LiDAR-derived LRM images and aerial orthoimages for feature fusion, generating a binary mask pinpointing detected hillforts. Post-processing includes margin and area filters to remove edge inferences and smaller anomalies. The resulting inferences are subjected to hard positive and negative mining, where expert archaeologists classify them to populate the training data with new samples for retraining the segmentation model. As the computer vision system is far more likely to encounter background images during its search, the training data are intentionally biased towards negative examples. This approach aims to reduce the number of false positives, typically seen when applying machine learning solutions to remote sensing imagery. Northwest Iberia experiments witnessed a drastic reduction in false positives, from 5678 to 40 after a single hard positive and negative mining iteration, yielding a 99.3% reduction, with a resulting F-1 score of 66%. In England experiments, the system achieved a 59% F1 score when fine-tuned and deployed countrywide. Its scalability to diverse archaeological sites is demonstrated by successfully detecting hillforts and other types of enclosures despite their typical complex and varied shapes. Future work will explore archaeological predictive modelling to identify regions with higher archaeological potential to focus the search, addressing processing time challenges.",computer vision,hillforts,LiDAR,multimodal semantic segmentation,orthoimagery,transformer,,,,,,"Vazquez, Marta","Georgieva, Petia","Neves, Antonio J. R.",,,,,,,
Row_957,"Bi, Hanbo","Feng, Yingchao","Yan, Zhiyuan","Mao, Yongqiang","Diao, Wenhui",Not Just Learning From Others but Relying on Yourself: A New Perspective on Few-Shot Segmentation in Remote Sensing,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,2023,8,"Few-shot segmentation (FSS) is proposed to segment unknown class targets with just a few annotated samples. Most current FSS methods follow the paradigm of mining the semantics from the support images to guide the query image segmentation. However, such a pattern of ""learning from others"" struggles to handle the extreme intraclass variation, preventing FSS from being directly generalized to remote sensing scenes. To bridge the gap of intraclass variance, we develop a dual-mining network named DMNet for cross-image mining and self-mining, meaning that it no longer focuses solely on support images but pays more attention to the query image itself. Specifically, we propose a class-public region mining (CPRM) module to effectively suppress irrelevant feature pollution by capturing the common semantics between the support-query image pair. The class-specific region mining (CSRM) module is then proposed to continuously mine the class-specific semantics of the query image itself in a ""filtering"" and ""purifying"" manner. In addition, to prevent the coexistence of multiple classes in remote sensing scenes from exacerbating the collapse of FSS generalization, we also propose a new known-class metasuppressor (KMS) module to suppress the activation of known-class objects in the sample. Extensive experiments on the iSAID and LoveDA remote sensing datasets have demonstrated that our method sets the state of the art with a minimum number of model parameters. Significantly, our model with the backbone of Resnet-50 achieves the mean Intersection over Union (mIoU) of 49.58% and 51.34% on iSAID under 1- and 5-shot settings, outperforming the state-of-the-art method by 1.8% and 1.12%, respectively. The code is publicly available at https://github.com/HanboBizl/DMNet/.",Few-shot learning,few-shot segmentation (FSS),prototype learning,remote sensing,semantic segmentation,,,,,,,"Wang, Hongqi","Sun, Xian",,,,,,,,
Row_958,"Yang, Liangzhe","Zi, Wenjie","Chen, Hao","Peng, Shuang",,DRE-Net: A Dynamic Radius-Encoding Neural Network with an Incremental Training Strategy for Interactive Segmentation of Remote Sensing Images,REMOTE SENSING,FEB 2023,5,"Semantic segmentation of remote sensing (RS) images, which is a fundamental research topic, classifies each pixel in an image. It plays an essential role in many downstream RS areas, such as land-cover mapping, road extraction, traffic monitoring, and so on. Recently, although deep-learning-based methods have shown their dominance in automatic semantic segmentation of RS imagery, the performance of these existing methods has relied heavily on large amounts of high-quality training data, which are usually hard to obtain in practice. Moreover, human-in-the-loop semantic segmentation of RS imagery cannot be completely replaced by automatic segmentation models, since automatic models are prone to error in some complex scenarios. To address these issues, in this paper, we propose an improved, smart, and interactive segmentation model, DRE-Net, for RS images. The proposed model facilitates humans' performance of segmentation by simply clicking a mouse. Firstly, a dynamic radius-encoding (DRE) algorithm is designed to distinguish the purpose of each click, such as a click for the selection of a segmentation outline or for fine-tuning. Secondly, we propose an incremental training strategy to cause the proposed model not only to converge quickly, but also to obtain refined segmentation results. Finally, we conducted comprehensive experiments on the Potsdam and Vaihingen datasets and achieved 9.75% and 7.03% improvements in NoC95 compared to the state-of-the-art results, respectively. In addition, our DRE-Net can improve the convergence and generalization of a network with a fast inference speed.",interactive segmentation,dynamic radius encoding,incremental learning,remote sensing,,,,,,,,,,,,,,,,,
Row_959,"Pang, Kai","Weng, Liguo","Zhang, Yonghong","Liu, Jia","Lin, Haifeng",SGBNet: An Ultra Light-weight Network for Real-time Semantic Segmentation of Land Cover,INTERNATIONAL JOURNAL OF REMOTE SENSING,AUG 18 2022,19,"Designing a lightweight and robust real-time land cover segmentation algorithm is an important task for land resource applications. In recent years, with the development of edge computing and the increasing resolution of remote sensing images, the huge amount of calculations and parameters have restricted the efficiency of real-time semantic segmentation. Therefore, the emergence of lightweight CNN (convolutional neural network) has accelerated the development of real-time semantic segmentation of land cover. However, nowadays, the time and space span of aerial images is getting larger and larger, resulting in the loss of details and blurred edges of lightweight CNN. Therefore, the existing lightweight CNN model has low segmentation accuracy and poor generalization ability in real-time land cover segmentation tasks. In order to solve the problem of lightweight network in this respect, this paper proposes a Semantics Guided Bottleneck Network (SGBNet) to balance accuracy and reasoning speed. First, a basic unit and the overall network structure are redesigned to increase the overall reasoning efficiency of the model. The model can efficiently extract spatial details and contextual semantic information. Then, the model optimizes the lightweight network and realizes the extraction of details and contextual semantic information. Finally, a lightweight attention mechanism is used to restore high-resolution pixel-level features. The results of comparative experiments show that the method in this paper has a higher segmentation accuracy than existing models while achieving lightweight.",Land cover,lightweight,real-time semantic segmentation,remote sensing image,deep learning,,,,,,,"Xia, Min",,,,,,,,,
Row_960,"Yang, Qinchen","Liu, Man","Zhang, Zhitao","Yang, Shuqin","Ning, Jifeng",Mapping Plastic Mulched Farmland for High Resolution Images of Unmanned Aerial Vehicle Using Deep Semantic Segmentation,REMOTE SENSING,SEP 1 2019,30,"With increasing consumption, plastic mulch benefits agriculture by promoting crop quality and yield, but the environmental and soil pollution is becoming increasingly serious. Therefore, research on the monitoring of plastic mulched farmland (PMF) has received increasing attention. Plastic mulched farmland in unmanned aerial vehicle (UAV) remote images due to the high resolution, shows a prominent spatial pattern, which brings difficulties to the task of monitoring PMF. In this paper, through a comparison between two deep semantic segmentation methods, SegNet and fully convolutional networks (FCN), and a traditional classification method, Support Vector Machine (SVM), we propose an end-to-end deep-learning method aimed at accurately recognizing PMF for UAV remote sensing images from Hetao Irrigation District, Inner Mongolia, China. After experiments with single-band, three-band and six-band image data, we found that deep semantic segmentation models built via single-band data which only use the texture pattern of PMF can identify it well; for example, SegNet reaching the highest accuracy of 88.68% in a 900 nm band. Furthermore, with three visual bands and six-band data (3 visible bands and 3 near-infrared bands), deep semantic segmentation models combining the texture and spectral features further improve the accuracy of PMF identification, whereas six-band data obtains an optimal performance for FCN and SegNet. In addition, deep semantic segmentation methods, FCN and SegNet, due to their strong feature extraction capability and direct pixel classification, clearly outperform the traditional SVM method in precision and speed. Among three classification methods, SegNet model built on three-band and six-band data obtains the optimal average accuracy of 89.62% and 90.6%, respectively. Therefore, the proposed deep semantic segmentation model, when tested against the traditional classification method, provides a promising path for mapping PMF in UAV remote sensing images.",plastic mulched farmland,fully convolutional networks,unmanned aerial vehicle remote sensing image,deep semantic segmentation,,,,,,,,"Han, Wenting",,,,,,,,,
Row_961,"Bona, Daniel Sande","Murni, Aniati","Mursanto, Petrus",,,Semantic Segmentation And Segmentation Refinement Using Machine Learning Case Study: Water Turbidity Segmentation,,2019,1,"Classical methods for image segmentation such as pixel thresholding, clustering, region growing, maximum likelihood have been used regularly and relied on for a long time. However, these classical methods have limitations, particularly on images where there are many overlapping pixel values between features, which is common in remote sensing images. The advent of machine learning, in particular, deep learning in computer vision and image analysis, has gained interest in the remote sensing field. Current deep learning architecture has been able to achieve high accuracy for image recognition, object detection, and segmentation. This study performed image segmentation on the coastal area with high water turbidity using Landsat-8 images. Currently, the standard tool to derive water turbidity data from Landsat-8 images is the level-2 plugin of SEADAS software. However, due to its rigorous processing method, the processing time using SEADAS Level-2 Plugin is quite long; for example, processing one Landsat-8 image took around 8 hours. As a consequence, the amount of time needed to process multiple images is increasing. Deep learning has advantages once the model trained, the inference or prediction process is quite fast. Therefore it has the potential to be used as a complementary tool to predict and segment high turbidity areas, because in deep learning. In this study, we implemented U-Net architecture with ResNet connection and used Generative-Adversarial Network (GAN) to refined segmentation results.",Image segmentation,remote sensing,deep learning,machine learning,CNN,GAN,,,,,,,,,,,,,,2019 IEEE INTERNATIONAL CONFERENCE ON AEROSPACE ELECTRONICS AND REMOTE SENSING TECHNOLOGY (ICARES 2019),
Row_962,"Huang, Bohao","Collins, Leslie M.","Bradbury, Kyle","Malof, Jordan M.",,DEEP CONVOLUTIONAL SEGMENTATION OF REMOTE SENSING IMAGERY: A SIMPLE AND EFFICIENT ALTERNATIVE TO STITCHING OUTPUT LABELS,,2018,9,"In this work we consider the application of convolutional neural networks (CNNs) for the semantic segmentation of remote sensing imagery (e.g., aerial color or hyperspectral imagery). In segmentation the goal is to provide a dense pixel-wise labeling of the input imagery. However, remote sensing imagery is usually stored in the form of very large images, called ""tiles"", which are too large to be segmented directly using most CNNs and their associated hardware. During label inference (i.e., obtaining labels for a new large tile) smaller sub-images, called ""patches"", are extracted uniformly over a tile and the resulting label maps are ""stitched"" (or concatenated) to create a tile-sized label map. This approach suffers from computational inefficiency and risks of discontinuities at the boundaries between the output of individual patches. In this work we propose a simple alternative approach in which the input size of the CNN is dramatically increased only during label inference. We evaluate the performance of the proposed approach against a standard stitching approach using two popular segmentation CNN models on the INRIA building labeling dataset. The results suggest that the proposed approach substantially reduces label inference time, while also yielding modest overall label accuracy increases. This approach also contributed to our winning entry (overall performance) in the INRIA building labeling competition.",semantic segmentation,convolutional neural networks,deep learning,aerial imagery,building detection,,,,,,,,,,,,,,,IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,
Row_963,"Castillo-Navarro, J.","Audebert, N.","Boulch, A.","Le Saux, B.","Lefevre, S.",What Data are needed for Semantic Segmentation in Earth Observation?,,2019,2,"This paper explores different aspects of semantic segmentation of remote sensing data using deep neural networks. Learning with deep neural networks was revolutionized by the creation of ImageNet. Remote sensing benefited of these new techniques, however Earth Observation (EO) datasets remain small in comparison. In this work, we investigate how we can progress towards the ImageNet of remote sensing. In particular, two questions are addressed in this paper. First, how robust are existing supervised learning strategies with respect to data volume? Second, which properties are expected from a large-scale EO dataset? The main contributions of this work are: (i) a strong robustness analysis of existing supervised learning strategies with respect to remote sensing data, (ii) the introduction of a new, large-scale dataset named MiniFrance.",Deep Learning,Supervised Learning,Semantic Segmentation,Land Use/Land Cover Mapping,,,,,,,,,,,,,,,,2019 JOINT URBAN REMOTE SENSING EVENT (JURSE),
Row_964,"Wang, Chunshan","Zhu, Penglei","Yang, Shuo","Zhang, Lijie",,A Semantic Segmentation Method for Winter Wheat in North China Based on Improved HRNet,AGRONOMY-BASEL,NOV 2024,0,"Winter wheat is one of the major crops for global food security. Accurate statistics of its planting area play a crucial role in agricultural policy formulation and resource management. However, the existing semantic segmentation methods for remote sensing images are subjected to limitations in dealing with noise, ambiguity, and intra-class heterogeneity, posing a negative impact on the segmentation performance of the spatial distribution and area of winter wheat fields in practical applications. In response to the above challenges, we proposed an improved HRNet-based semantic segmentation model in this paper. First, this model incorporates a semantic domain module (SDM), which improves the model's precision of pixel-level semantic parsing and reduces the interference from noise through multi-confidence scale class representation. Second, a nested attention module (NAM) is embedded, which enhances the model's capability of recognizing correct correlations in pixel classes. The experimental results show that the proposed model achieved a mean intersection over union (mIoU) of 80.51%, a precision of 88.64%, a recall of 89.14%, an overall accuracy (OA) of 90.12%, and an F1-score of 88.89% on the testing set. Compared to traditional methods, our model demonstrated better segmentation performance in winter wheat semantic segmentation tasks. The achievements of this study not only provide an effective tool and technical support for accurately measuring the area of winter wheat fields, but also have important practical value and profound strategic significance for optimizing agricultural resource allocation and achieving precision agriculture.",remote sensing image,winter wheat,semantic segmentation,HRNet,semantic domain optimization,nested attention optimization,,,,,,,,,,,,,,,
Row_965,"Zhang, Xiaolu","Wang, Zhaoshun","Wei, Anlei",,,Multiscale Cascaded Network for the Semantic Segmentation of High-Resolution Remote Sensing Images,CANADIAN JOURNAL OF REMOTE SENSING,JAN 2 2023,0,"As remote sensing images have complex backgrounds and varying object sizes, their semantic segmentation is challenging. This study proposes a multiscale cascaded network (MSCNet) for semantic segmentation. The resolutions employed with respect to the input remote sensing images are 1, 1/2, and 1/4, which represent high, medium, and low resolutions. First, 3 backbone networks extract features with different resolutions. Then, using a multiscale attention network, the fused features are input into the dense atrous spatial pyramid pooling network to obtain multiscale information. The proposed MSCNet introduces multiscale feature extraction and attention mechanism modules suitable for remote sensing land-cover classification. Experiments are performed using the Deepglobe, Vaihingen, and Potsdam datasets; the results are compared with those of the existing classical semantic segmentation networks. The findings indicate that the mean intersection over union (mIoU) of the MSCNet is 4.73% higher than that of DeepLabv3+ with the Deepglobe datasets. For the Vaihingen datasets, the mIoU of the MSCNet is 15.3%, and 6.4% higher than those of a segmented network (SegNet), and DeepLabv3+, respectively. For the Potsdam datasets, the mIoU of the MSCNet is higher than those of a fully convolutional network, Res-U-Net, SegNet, and DeepLabv3+ by 11.18%, 5.89%, 4.78%, and 3.03%, respectively.Comme les images de teledetection ont des arriere-plans complexes et des tailles d'objets variables, leur segmentation semantique est difficile. Cette etude propose un reseau multi-echelle en cascade (MSCNet) pour la segmentation semantique. Les resolutions utilisees par rapport aux images de teledetection d'entree sont 1, 1/2, et 1/4, representant les resolutions haute, moyenne et basse. Tout d'abord, trois reseaux federateurs extraient les caracteristiques avec des resolutions differentes. Ensuite, a l'aide d'un reseau d'attention multi-echelle, les caracteristiques fusionnees sont entrees dans le reseau de mise en commun des pyramides spatiales denses et a trous pour obtenir des informations multi-echelles. Le MSCNet propose introduit des modules multi-echelles d'extraction de caracteristiques et de mecanismes d'attention adaptes a la classification de la couverture terrestre par teledetection. Les experiences sont realisees a l'aide des ensembles de donnees Deepglobe, Vaihingen et Potsdam. Les resultats sont compares a ceux des reseaux de segmentation semantique classique existants. Les resultats indiquent que l'intersection moyenne sur l'union (mIoU) du MSCNet est superieure par 4,73% a celle de DeepLabv3+ avec les ensembles de donnees Deepglobe. Pour les jeux de donnees Vaihingen, le mIoU du MSCNet est superieur par 15,3% a celui d'un reseau segmente (SegNet) et par 6,4% a celui de DeepLabv3+. Pour les donnees de Potsdam, le mIoU du MSCNet est superieur a ceux du reseau entierement convolutif, de Res-U-Net, de SegNet et de DeepLabv3+ par 11,18%, 5,89%, 4,78%, et 3,03%, respectivement.",,,,,,,,,,,,,,,,,,,,,
Row_966,"Hu, Qiongqiong","Wu, Yuechao","Li, Ying",,,Semi-supervised semantic labeling of remote sensing images with improved image-level selection retraining,ALEXANDRIA ENGINEERING JOURNAL,MAY 2024,3,"In recent years, image semantic segmentation technology has developed rapidly, but image annotation usually requires a significant amount of human and financial resources, especially for remote sensing image annotation, which can be expensive and sometimes even unaffordable. To address this issue, this paper integrates the idea of curriculum learning into the self-training method and screens reliable pseudo-labels through computing imagelevel confidence, significantly reducing the confirmation error problem. Furthermore, the semi-supervised model in this paper combines implicit semantic enhancement with strong data augmentation, which can reduce the coupling between the teacher model and the student model's prediction distribution and enhance the model's robustness. Finally, the proposed semi-supervised method is experimentally verified using the ISPRS competition dataset and compared with existing state -of -the -art (SOTA) methods. Experimental results show that the proposed semi-supervised segmentation method achieves higher segmentation accuracy compared to self-training methods. Moreover, despite not using iterative training to simplify the training process, the proposed method still yields satisfactory segmentation results.",Deep convolutional neural networks,Remote sensing images,Semantic labeling,Semi-supervised learning,,,,,,,,,,,,,,,,,
Row_967,"Park, S","Song, AH",,,,Shoreline Change Analysis with Deep Learning Semantic Segmentation Using Remote Sensing and GIS Data,KSCE JOURNAL OF CIVIL ENGINEERING,FEB 2024,3,"Shoreline management is essential for navigation, coastal resource management, and coastal planning and development. Shoreline change detection is vital for shoreline monitoring; however, traditional methods used for such detection are laborious and have limited accuracy. An approach that integrates remote sensing imagery and geographic information systems (GISs) is proposed herein to simultaneously identify shoreline changes and perform grid-level visualization for updating shoreline data. The integrated approach uses deep learning-based segmentation networks and water indexes to accurately classify land and sea in remote sensing images. Transfer learning was used to address the issue of insufficient data, wherein weights trained on a large open dataset were applied to the target area. The segmentation results were compared with existing shoreline GIS data to identify the areas experiencing shoreline changes. Grid-level visualization enhanced the identification of regions requiring flexible data updates and investigation efficiency by focusing on specific areas. The proposed approach accurately detected shoreline changes, albeit with some errors of commission, predominantly in regions featuring intricate shorelines and small clusters of islands. The proposed approach offers efficient solutions for shoreline change detection, with potential applications in coastal management, environmental science, urban planning, and coastal hazard assessment.",,,,,,,,,,,,,,,,,,,,,
Row_968,"Nguyen, Gia-Vuong","Huynh-The, Thien",,,,Enhancing Aerial Semantic Segmentation With Feature Aggregation Network for DeepLabV3+,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,2024,0,"As a cutting-edge deep encoder-decoder architecture, DeepLabV3+ has been realized as a cutting-edge solution for image segmentation, especially aerial semantic segmentation in remote sensing applications. This is because of an atrous spatial pyramid pooling (ASPP) block deployed in its encoder with multiple atrous convolutional layers to enrich diversified feature extraction and learning efficiency. However, the DeepLabV3+ encoder-decoder architecture has some limitations, including the lack of information during the upsampling process and some inappropriate customizations that cause incorrect segmentation. To address these shortcomings, we introduce an efficient architecture with a novel feature aggregation network (FAN), which facilitates the extraction of features across multiple scales and stages. Concurrently, we apply some adaptive upgrades to the ASPP block, involving a new set of dilation factors that are adept at accommodating low-resolution inputs. Through simulations, we demonstrate the effectiveness and generalizability of our improved model by evaluating it with different backbones and dilation rates. In addition, compared with recent deep segmentation models, our improved model is superior in terms of mean $F1$ score (mF1) by at least 1.32%-6.34% and 0.98%-5.61% on the UAVid and Vaihingen datasets, respectively.",Feature extraction,Fans,Convolution,Decoding,Semantic segmentation,Accuracy,Semantics,Aerial image semantic segmentation,computer vision,deep learning (DL),remote sensing,,,,,,,,,,
Row_969,"Moradkhani, Kaveh","Fathi, Abdolhossein",,,,Segmentation of waterbodies in remote sensing images using deep stacked ensemble model,APPLIED SOFT COMPUTING,JUL 2022,8,"Identifying surface water resources is considered as one of the principal applications of remote sensing image analysis that plays a crucial role in controlling optimal use of these resources, and preventing floods and crises such as drought. Traditional machine learning methods for extracting waterbodies require complex spectral analysis and selection of features based on previous knowledge. Although applying deep learning-based approaches, which has been considered in recent years, has eliminated the necessity of extracting manual features, they require too many training data and computational resources to achieve high performance. Consequently, each presented deep architecture can detect some of the existing patterns in the predefined conditions. This paper trains and optimizes three robust deep architectures, presented in various fields, using surface water data, and combines their results to achieve a robust model for detecting surface water. To this end, a deep hybrid architecture called ""deep stacked ensemble model "" is employed on the outputs of three independent deep sub-models and extracts the final segmentation mask of the water areas more accurately. We evaluated our proposed model on a water body detection dataset provided by artificial intelligence crowd landsat (AIcrowd(1) LNDST) challenge. The proposed technique improves the semantic segmentation performance and surpasses state-of-the-art results. (C) 2022 Elsevier B.V. All rights reserved.",Waterbody segmentation,Remote sensing image analysis,Deep stacked ensemble model,U-net,Deep learning,,,,,,,,,,,,,,,,
