,author1,author2,author3,title,journal/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,author4,conference,author5,keyword6,author6,author7,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,author8,author9,author10,author11,keyword13,keyword14,keyword15,keyword16,author12
Row_1188,"Lin, Haoning","Shi, Zhenwei","Zou, Zhengxia",Maritime Semantic Labeling of Optical Remote Sensing Images with Multi-Scale Fully Convolutional Network,REMOTE SENSING,MAY 2017,64,"In current remote sensing literature, the problems of sea-land segmentation and ship detection (including in-dock ships) are investigated separately despite the high correlation between them. This inhibits joint optimization and makes the implementation of the methods highly complicated. In this paper, we propose a novel fully convolutional network to accomplish the two tasks simultaneously, in a semantic labeling fashion, i.e., to label every pixel of the image into 3 classes, sea, land and ships. A multi-scale structure for the network is proposed to address the huge scale gap between different classes of targets, i.e., sea/land and ships. Conventional multi-scale structure utilizes shortcuts to connect low level, fine scale feature maps to high level ones to increase the network's ability to produce finer results. In contrast, our proposed multi-scale structure focuses on increasing the receptive field of the network while maintaining the ability towards fine scale details. The multi-scale convolution network accommodates the huge scale difference between sea-land and ships and provides comprehensive features, and is able to accomplish the tasks in an end-to-end manner that is easy for implementation and feasible for joint optimization. In the network, the input forks into fine-scale and coarse-scale paths, which share the same convolution layers to minimize network parameter increase, and then are joined together to produce the final result. The experiments show that the network tackles the semantic labeling problem with improved performance.",semantic labeling,convolution neural network,fully convolutional network,sea-land segmentation,ship detection,,,,,,,,,,,,,,,,,,,,,
Row_1189,"Zhang, Chengming","Chen, Yan","Yang, Xiaoxia",Improved Remote Sensing Image Classification Based on Multi-Scale Feature Fusion,REMOTE SENSING,JAN 2020,31,"When extracting land-use information from remote sensing imagery using image segmentation, obtaining fine edges for extracted objects is a key problem that is yet to be solved. In this study, we developed a new weight feature value convolutional neural network (WFCNN) to perform fine remote sensing image segmentation and extract improved land-use information from remote sensing imagery. The WFCNN includes one encoder and one classifier. The encoder obtains a set of spectral features and five levels of semantic features. It uses the linear fusion method to hierarchically fuse the semantic features, employs an adjustment layer to optimize every level of fused features to ensure the stability of the pixel features, and combines the fused semantic and spectral features to form a feature graph. The classifier then uses a Softmax model to perform pixel-by-pixel classification. The WFCNN was trained using a stochastic gradient descent algorithm; the former and two variants were subject to experimental testing based on Gaofen 6 images and aerial images that compared them with the commonly used SegNet, U-NET, and RefineNet models. The accuracy, precision, recall, and F1-Score of the WFCNN were higher than those of the other models, indicating certain advantages in pixel-by-pixel segmentation. The results clearly show that the WFCNN can improve the accuracy and automation level of large-scale land-use mapping and the extraction of other information using remote sensing imagery.",convolutional neural network,image segmentation,multi-scale feature fusion,semantic features,Gaofen 6,"Gao, Shuai",,"Li, Feng",aerial images,"Kong, Ailing","Zu, Dawei",land-use,Tai'an,,,,,"Sun, Li",,,,,,,,
Row_1190,"Talal, Mina","Panthakkan, Alavikunhu","Mukhtar, Husameldin",Detection of Water-Bodies Using Semantic Segmentation,,2018,0,"This paper proposes a semantic segmentation technique to automatically detect water-bodies from DubaiSat-2 images. The proposed method uses a deep convolutional neural network transfer-learning model. Several evaluation metrics such as accuracy, precision, and Jaccard coefficient are used to test our proposed algorithm. The overall accuracy for the prediction of water-bodies in DubaiSat-2 image dataset is 99.86%.",Deep learning,semantic segmentation,neural network,satellite images,remote sensing,"Mansoor, Waling",2018 INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND INFORMATION SECURITY (ICSPIS),"Almansoorit, Saeed",,"Al Alunad, Hussain",,,,,,,,,,,,,,,,
Row_1191,"Lu, Chen","Xia, Min","Qian, Ming",Dual-Branch Network for Cloud and Cloud Shadow Segmentation,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,2022,47,"Cloud and cloud shadow segmentation is one of the most important issues in remote sensing image processing. Most of the remote sensing images are very complicated. In this work, a dual-branch model composed of transformer and convolution network is proposed to extract semantic and spatial detail information of the image, respectively, to solve the problems of false detection and missed detection. To improve the model's feature extraction, a mutual guidance module (MGM) is introduced, so that the transformer branch and the convolution branch can guide each other for feature mining. Finally, in view of the problem of rough segmentation boundary, this work uses different features extracted by the transformer branch and the convolution branch for decoding and repairs the rough segmentation boundary in the decoding part to make the segmentation boundary clearer. Experimental results on the Landsat-8, Sentinel-2 data, the public dataset high-resolution cloud cover validation dataset created by researchers at Wuhan University (HRC_WHU), and the public dataset Spatial Procedures for Automated Removal of Cloud and Shadow (SPARCS) demonstrate the effectiveness of our method and its superiority to the existing state-of-the-art cloud and cloud shadow segmentation approaches.",Feature extraction,Transformers,Convolution,Clouds,Image segmentation,"Chen, Binyu",,,Decoding,,,Task analysis,Deep learning,dual branch,remote sensing image,segmentation,,,,,,,,,,
Row_1192,"Sun, Jiaxing","He, Wei","Zhang, Hongyan",G2LDIE: Global-to-Local Dynamic Information Enhancement Framework for Weakly Supervised Building Extraction From Remote Sensing Images,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,2024,2,"Image-level weakly supervised semantic segmentation (WSSS) methods have gained prominence in remote sensing image building extraction tasks, primarily due to their cost-effectiveness in manual annotation. However, owing to the intricate details present in remote sensing building images, the pseudolabels generated from existing image-level weakly supervised methods often encounter issues of incorrect activation and unclear boundaries. In this article, we propose a global-to-local dynamic information enhancement (G2LDIE) framework. This framework effectively extracts global information from remote sensing building images and supplements local details through a local information enhancement (LIE) module, generating more accurate pseudolabels. Additionally, we propose a dynamic label guide strategy (DLGS) to enhance model consistency in category representation across various scale images. To address the challenge of unclear building boundaries issue in pseudolabels, we introduce a segment anything model (SAM) postprocessing (SPP) method, which can better correct the boundaries of building images at different resolutions while reducing computational costs. Extensive and detailed experiments on three datasets confirm that our framework can generate refined pseudolabels and outperform other image-level weakly supervised methods in terms of accuracy and generalization performance in building extraction.",Building extraction,class activation map (CAM),remote sensing image,weakly supervised semantic segmentation (WSSS),,,,,,,,,,,,,,,,,,,,,,
Row_1193,"Yan, Geding","Jing, Haitao","Li, Hui",Enhancing Building Segmentation in Remote Sensing Images: Advanced Multi-Scale Boundary Refinement with MBR-HRNet,REMOTE SENSING,AUG 2023,7,"Deep learning algorithms offer an effective solution to the inefficiencies and poor results of traditional methods for building a footprint extraction from high-resolution remote sensing imagery. However, the heterogeneous shapes and sizes of buildings render local extraction vulnerable to the influence of intricate backgrounds or scenes, culminating in intra-class inconsistency and inaccurate segmentation outcomes. Moreover, the methods for extracting buildings from very high-resolution (VHR) images at present often lose spatial texture information during down-sampling, leading to problems, such as blurry image boundaries or object sticking. To solve these problems, we propose the multi-scale boundary-refined HRNet (MBR-HRNet) model, which preserves detailed boundary features for accurate building segmentation. The boundary refinement module (BRM) enhances the accuracy of small buildings and boundary extraction in the building segmentation network by integrating edge information learning into a separate branch. Additionally, the multi-scale context fusion module integrates feature information of different scales, enhancing the accuracy of the final predicted image. Experiments on WHU and Massachusetts building datasets have shown that MBR-HRNet outperforms other advanced semantic segmentation models, achieving the highest intersection over union results of 91.31% and 70.97%, respectively.",building footprint extraction,remote sensing imagery,boundary refinement,multi-scale context fusion,intra-class inconsistency,"Guo, Huanchao",,"He, Shi",,,,,,,,,,,,,,,,,,
Row_1194,"Zhang, Jingfeng","Zhou, Bin","Lu, Jin",Vegetation extraction from Landsat8 operational land imager remote sensing imagery based on Attention U-Net and vegetation spectral features,JOURNAL OF APPLIED REMOTE SENSING,JUL 1 2024,0,"The rapid, accurate, and intelligent extraction of vegetation areas is of great significance for conducting research on forest resource inventory, climate change, and the greenhouse effect. Currently, existing semantic segmentation models suffer from limitations such as insufficient extraction accuracy (ACC) and unbalanced positive and negative categories in datasets. Therefore, we propose the Attention U-Net model for vegetation extraction from Landsat8 operational land imager remote sensing images. By combining the convolutional block attention module, Visual Geometry Group 16 backbone network, and Dice loss, the model alleviates the phenomenon of omission and misclassification of the fragmented vegetation areas and the imbalance of positive and negative classes. In addition, to test the influence of remote sensing images with different band combinations on the ACC of vegetation extraction, we introduce near-infrared (NIR) and short-wave infrared (SWIR) spectral information to conduct band combination operations, thus forming three datasets, namely, the 432 dataset (R, G, B), 543 dataset (NIR, R, G), and 654 dataset (SWIR, NIR, R). In addition, to validate the effectiveness of the proposed model, it was compared with three classic semantic segmentation models, namely, PSP-Net, DeepLabv3+, and U-Net. Experimental results demonstrate that all models exhibit improved extraction performance on false color datasets compared with the true color dataset, particularly on the 654 dataset where vegetation extraction performance is optimal. Moreover, the proposed Attention U-Net achieves the highest overall ACC with mean intersection over union, mean pixel ACC, and ACC reaching 0.877, 0.940, and 0.946, respectively, providing substantial evidence for the effectiveness of the proposed model. Furthermore, the model demonstrates good generalizability and transferability when tested in other regions, indicating its potential for further application and promotion. (c) 2024 Society of Photo-Optical Instrumentation Engineers (SPIE)",vegetation extraction,remote sensing image,band combination,U-Net,semantic segmentation,"Wang, Ben",,"Ding, Zhipeng",,"He, Songyue",,,,,,,,,,,,,,,,
Row_1195,"Lei, Yanjing","Yu, Jiamin","Chan, Sixian",SNLRUX plus plus for Building Extraction From High-Resolution Remote Sensing Images,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,2022,14,"Building extraction plays an important role in high-resolution remote sensing image processing, which can be used as the basis for urban planning and demographic analysis. In recent years, many powerful general semantic segmentation models have emerged, but these models often perform poorly when transferred to remote sensing images because of the characteristics of remote sensing images. To this end, we propose a new deep learning network called Selective Nonlocal ResUNeXt++ (SNLRUX++) for building extraction. First, the cascaded multiscale feature fusion is proposed to transform the high-performance image classification network ResNeXt into the segmentation network ResUNeXt++. Second, selective nonlocal operation is designed to establish long-range dependencies while avoiding introducing excessive noise and computational effort. Finally, multiscale prediction is applied as deep supervision to accelerate training and convergence, and improves prediction performance of objects at different scales. The experimental results on two different remote sensing image datasets show the effectiveness and generalization ability of the proposed method.",Remote sensing,Feature extraction,Semantics,Image segmentation,Buildings,"Wu, Wei",,"Liu, Xiaoying",Task analysis,,,Deep learning,Building extraction,convolution neural network,deep learning,high-resolution image,remote sensing,,,,,,,,,
Row_1196,"Wang, Nan","Wu, Qingxi","Gui, Yuanyuan",Cross-Modal Segmentation Network for Winter Wheat Mapping in Complex Terrain Using Remote-Sensing Multi-Temporal Images and DEM Data,REMOTE SENSING,MAY 2024,0,"Winter wheat is a significant global food crop, and it is crucial to monitor its distribution for better agricultural management, land planning, and environmental sustainability. However, the distribution style of winter wheat planting fields is not consistent due to different terrain conditions. In mountainous areas, winter wheat planting units are smaller in size and fragmented in distribution compared to plain areas. Unfortunately, most crop-mapping research based on deep learning ignores the impact of topographic relief on crop distribution and struggles to handle hilly areas effectively. In this paper, we propose a cross-modal segmentation network for winter wheat mapping in complex terrain using remote-sensing multi-temporal images and DEM data. First, we propose a diverse receptive fusion (DRF) module, which applies a deformable receptive field to optical images during the feature fusion process, allowing it to match winter wheat plots of varying scales and a fixed receptive field to the DEM to extract evaluation features at a consistent scale. Second, we developed a distributed weight attention (DWA) module, which can enhance the feature intensity of winter wheat, thereby reducing the omission rate of planting areas, especially for the small-sized regions in hilly terrain. Furthermore, to demonstrate the performance of our model, we conducted extensive experiments and ablation studies on a large-scale dataset in Lanling county, Shandong province, China. Our results show that our proposed CM-Net is effective in mapping winter wheat in complex terrain.",deep learning,winter wheat,semantic segmentation,remote sensing image,attention block,"Hu, Qiao",,"Li, Wei",,,,,,,,,,,,,,,,,,
Row_1197,"Schenkel, Fabian","Middelmann, Wolfgang",,DOMAIN ADAPTATION FOR SEMANTIC SEGMENTATION OF AERIAL IMAGERY USING CYCLE-CONSISTENT ADVERSARIAL NETWORKS,,2020,3,"Semantic segmentation is an important computer vision task for the analysis of aerial imagery in many remote sensing applications. Due to the large availability of data it is possible to design efficient convolutional neural network based deep learning models for this purpose. But these methods usually show a weak performance when they are applied without any modifications to data from another domain with different characteristics relating to aspects concerning the sensor or environmental influences. To improve the performance of these methods domain adaptation approaches can be employed. In the following work, we want to present a method for unsupervised domain adaptation for semantic segmentation. We trained an encoder-decoder model on the source domain dataset as task application and adjusted the network to the target domain The adaptation process is based on a style transfer component, which is realized using a cycle-consistent adversarial network. Through a continuous adaptation of the task model we achieved a higher generalization of the network and increased the task method performance on the target domain.",Semantic Segmentation,Domain Adaptation,Unsupervised Learning,Cycle-Consistent Adversarial Networks,,,IGARSS 2020 - 2020 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,,,,,,,,,,,,,,,,,,,
Row_1198,"Abdollahi, Abolfazl","Pradhan, Biswajeet","Shukla, Nagesh",Multi-Object Segmentation in Complex Urban Scenes from High-Resolution Remote Sensing Data,REMOTE SENSING,SEP 2021,30,"Terrestrial features extraction, such as roads and buildings from aerial images using an automatic system, has many usages in an extensive range of fields, including disaster management, change detection, land cover assessment, and urban planning. This task is commonly tough because of complex scenes, such as urban scenes, where buildings and road objects are surrounded by shadows, vehicles, trees, etc., which appear in heterogeneous forms with lower inter-class and higher intra-class contrasts. Moreover, such extraction is time-consuming and expensive to perform by human specialists manually. Deep convolutional models have displayed considerable performance for feature segmentation from remote sensing data in the recent years. However, for the large and continuous area of obstructions, most of these techniques still cannot detect road and building well. Hence, this work's principal goal is to introduce two novel deep convolutional models based on UNet family for multi-object segmentation, such as roads and buildings from aerial imagery. We focused on buildings and road networks because these objects constitute a huge part of the urban areas. The presented models are called multi-level context gating UNet (MCG-UNet) and bi-directional ConvLSTM UNet model (BCL-UNet). The proposed methods have the same advantages as the UNet model, the mechanism of densely connected convolutions, bi-directional ConvLSTM, and squeeze and excitation module to produce the segmentation maps with a high resolution and maintain the boundary information even under complicated backgrounds. Additionally, we implemented a basic efficient loss function called boundary-aware loss (BAL) that allowed a network to concentrate on hard semantic segmentation regions, such as overlapping areas, small objects, sophisticated objects, and boundaries of objects, and produce high-quality segmentation maps. The presented networks were tested on the Massachusetts building and road datasets. The MCG-UNet improved the average F1 accuracy by 1.85%, and 1.19% and 6.67% and 5.11% compared with UNet and BCL-UNet for road and building extraction, respectively. Additionally, the presented MCG-UNet and BCL-UNet networks were compared with other state-of-the-art deep learning-based networks, and the results proved the superiority of the networks in multi-object segmentation tasks.",building extraction,boundary-aware loss,deep learning,remote sensing,road extraction,"Chakraborty, Subrata",,"Alamri, Abdullah",,,,,,,,,,,,,,,,,,
Row_1199,"Hordiiuk, Dariia","Oliinyk, Ievgenii","Hnatushenko, Volodymyr",Semantic Segmentation for Ships Detection from Satellite Imagery,,2019,21,"Ships detection, as well as other object detection, and localization tasks in satellite images are the central problems in the field where remote sensing and computer vision coalesce. They are commonly used in different areas like environment monitoring, fishery management, logistics, insurance and many others. This paper provides an approach based on the Convolutional Neural Networks (CNN) as the main algorithm/instrument for detecting ships in optical satellite images of different spatial resolution. For achieving the best performance, we divided the problem into stages, which gave a possibility to control the quality of intermediate outcomes. The proposed method contains two parts: 1) building a classifier based on XCeption, 2) using baseline Unet model with Resnet18 as encoder for exact segmentation which allow us to achieve accuracy of more than 84%.",remote sensing,ships detection,convolutional neural networks,image processing,semantic segmentation,"Maksymov, Kostiantyn",2019 IEEE 39TH INTERNATIONAL CONFERENCE ON ELECTRONICS AND NANOTECHNOLOGY (ELNANO),,,,,,,,,,,,,,,,,,,
Row_1200,"Li, Yansheng","Li, Xinwei","Zhang, Yongjun",Cost-efficient information extraction from massive remote sensing data: When weakly supervised deep learning meets remote sensing big data,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,JUN 2023,12,"With many platforms and sensors continuously observing the earth surface, the large amount of remote sensing data presents a big data challenge. While remote sensing data acquisition capability can fully meet the requirements of many application domains, there is still a need to further explore how to efficiently mine the useful information from remote sensing big data (RSBD). Many researchers in the remote sensing community have introduced deep learning in the process of RSBD, and deep learning-based methods have achieved better performance compared with traditional methods. However, there are still substantial obstacles to the application of deep learning in remote sensing. One of the major challenges is the generation of pixel-level labels with high quality for training samples, which is essential to deep learning models. Weakly supervised deep learning (WSDL) is a promising solution to address this problem as WSDL can utilize greedily labeled datasets that are easy to collect but not ideal to train the deep networks. In this review, we summarize the achievements of WSDL-driven cost-efficient information extraction from RSBD. We first analyze the opportunities and challenges of information extraction from RSBD. Based on the analysis of the theoretical foundations of WSDL in the computer vision (CV) domain, we conduct a survey on the WSDL-based information extraction methods under the data characteristic and task demand of RSBD in four different tasks: (i) scene classification, (ii) object detection, (iii) semantic segmentation and (iv) change detection. Finally, potential research directions are outlined to guide researchers to further exploit WSDL-based information extraction from RSBD.",Remote sensing big data mining,Weakly supervised deep learning,Cost-efficient information extraction,Future research directions,,"Peng, Daifeng",,"Bruzzone, Lorenzo",,,,,,,,,,,,,,,,,,
Row_1201,"He, Pei","Jiao, Licheng","Shang, Ronghua",MANet: Multi-Scale Aware-Relation Network for Semantic Segmentation in Aerial Scenes,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,2022,28,"Semantic segmentation is an important yet unsolved problem in aerial scenes understanding. One of the major challenges is the intense variations of scenes and object scales. In this article, we propose a novel multi-scale aware-relation network (MANet) to tackle this problem in remote sensing. Inspired by the process of human perception of multi-scale (MS) information, we explore discriminative and diverse MS representations. For discriminative MS representations, we propose an inter-class and intra-class region refinement (IIRR) method to reduce feature redundancy caused by fusion. IIRR utilizes the refinement maps with intra-class and inter-class scale variation to guide MS fine-grained features. Then, we propose multi-scale collaborative learning (MCL) to enhance the diversity of MS feature representations. The MCL constrains the diversity of MS feature network parameters to obtain diverse information. Also, the segmentation results are rectified according to the dispersion of the multilevel network predictions. In this way, MANet can learn MS features by collaboratively exploiting the correlation among different scales. Extensive experiments on image and video datasets, which have large-scale variations, have demonstrated the effectiveness of our proposed MANet.",Semantics,Image segmentation,Remote sensing,Fuses,Collaborative work,"Wang, Shuang",,"Liu, Xu",Feature extraction,"Quan, Dou","Yang, Kun",Deep learning,Aware relation,collaborative learning,feature refinement,multi-scale (MS),remote sensing,"Zhao, Dong",,,,semantic segmentation,,,,
Row_1202,"Zhao, Tianyu","Xu, Jindong","Chen, Rui",Remote sensing image segmentation based on the fuzzy deep convolutional neural network,INTERNATIONAL JOURNAL OF REMOTE SENSING,JUN 16 2021,19,"Remote sensing image segmentation has large uncertainty related to the heterogeneity of similar objects and complex spectrum in satellite images, causing the traditional segmentation methods to be greatly limited. Existing semantic segmentation methods represented by deep learning have made breakthrough progress. However, traditional deep learning methods, such as deep convolution neural network, are a completely deterministic model, which cannot describe the uncertainty of remote sensing image well. To solve this problem, a new deep neural network combined with fuzzy logic units is proposed in this paper, called RSFCNN (Remote Sensing image segmentation with Fuzzy Convolutional Neural Network). The network integrates convolution units and fuzzy logic units. Convolution units are used to extract discriminant features with different proportions, thus providing comprehensive information for pixel-level remote sensing image segmentation. Fuzzy logic units are used to deal with various uncertainties and provide more reliable segmentation results, and each unit handles the feature maps at a particular image scale by Gaussian blur function. Experiments were carried out on two data sets, and the results showed that RSFCNN has higher segmentation accuracy and better performance than state-of-the-art algorithms.",,,,,,"Ma, Xiangyue",,,,,,,,,,,,,,,,,,,,
Row_1203,"Buttar, Preetpal Kaur","Sachan, Manoj Kumar",,Semantic segmentation of satellite images for crop type identification in smallholder farms,JOURNAL OF SUPERCOMPUTING,JAN 2024,1,"Accurate and reliable crop type identification from satellite images provides a foundation for crop yield predictions which paves the way to help ensure food security. Most of the work done in the field of crop type mapping using remote sensing is restricted to the developed countries having large field parcels, while a little effort has been directed towards doing so for developing countries, where this task becomes more challenging due to the small size of field parcels, irregular shapes of the fields, and an acute shortage of labelled datasets for training supervised machine learning models. In this research, we try to fill this gap in the literature by exploring the feasibility of performing the semantic segmentation of agricultural fields from satellite images by proposing an encoder-decoder-based semantic segmentation architecture, CropNet, with a ResNet network as the encoder backbone and the use of attention modules in the decoder to allow the model to focus on more important portions of the feature maps and the feature fusion to concatenate the feature maps from all the decoder nodes getting a more precise prediction by bringing the spatial location information from the previous layers. The architecture outperformed the state of the art by 0.51% and 1.3%, on overall accuracy and macro-F1 score, respectively, after being trained on the ""2019 Zindi's Farm Pin Crop Detection"" dataset of Sentinel-2 images. The model achieved a field-wise overall classification accuracy of 78.06% and macro-F1 score of 67.3% and a pixel-wise segmentation mean Intersection over Union (mIoU) of 62.22% which is an improvement of 2.56% over the state-of-the-art methods, thereby demonstrating that our model is computationally efficient for the job of semantic segmentation of crop types from the satellite images in the difficult scenario of smallholder farms.",Semantic segmentation,Remote sensing,Encoder-decoder architecture,Sentinel-2,Crop type mapping,,,,Smallholder farms,,,,,,,,,,,,,,,,,
Row_1204,"Baghbaderani, Razieh Kaviani","Qi, Hairong",,INCORPORATING SPECTRAL UNMIXING IN SATELLITE IMAGERY SEMANTIC SEGMENTATION,,2019,2,"Land-cover classification to distinguish physical covers of Earth's surface is one of the critical tasks in remote sensing. Although deep learning-based approaches have shown remarkable performance in semantic segmentation, they require a massive amount of training data. Thus, the generalization capability of these approaches is of great importance, especially in working with satellite images when the amount of available labeled data is quite limited. In this paper, we propose incorporating spectral unmixing methods to obtain powerful representations of spectral information for semantic segmentation of satellite images. We show that land-cover classification performance can be enhanced by this proper extraction of features as input to the deep learning-based model. The experimental results demonstrate promising potential improvements in terms of segmentation accuracy. In addition, qualitative assessments show a higher confidence level of the proposed framework in predicting a label for a given pixel.",Satellite image,semantic segmentation,deep learning,spectral unmixing,,,2019 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP),,,,,,,,,,,,,,,,,,,
Row_1205,"Wang, Junjue","Ma, Ailong","Chen, Zihang",EarthVQANet: Multi-task visual question answering for remote sensing image understanding,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,JUN 2024,2,"Monitoring and managing Earth's surface resources is critical to human settlements, encompassing essential tasks such as city planning, disaster assessment, etc. To accurately recognize the categories and locations of geographical objects and reason about their spatial or semantic relations , we propose a multi -task framework named EarthVQANet, which jointly addresses segmentation and visual question answering (VQA) tasks. EarthVQANet contains a hierarchical pyramid network for segmentation and semantic -guided attention for VQA, in which the segmentation network aims to generate pixel -level visual features and high-level object semantics, and semantic -guided attention performs effective interactions between visual features and language features for relational modeling. For accurate relational reasoning, we design an adaptive numerical loss that incorporates distance sensitivity for counting questions and mines hard -easy samples for classification questions, balancing the optimization. Experimental results on the EarthVQA dataset (city planning for Wuhan, Changzhou, and Nanjing in China), RSVQA dataset (basic statistics for general objects), and FloodNet dataset (disaster assessment for Texas in America attacked by Hurricane Harvey) show that EarthVQANet surpasses 11 general and remote sensing VQA methods. EarthVQANet simultaneously achieves segmentation and reasoning, providing a solid benchmark for various remote sensing applications. Data is available at http://rsidea.whu.edu.cn/EarthVQA.htm",Visual question answering,Semantic segmentation,Multi-modal fusion,Multi-task learning,Knowledge reasoning,"Zheng, Zhuo",,"Wan, Yuting",,"Zhang, Liangpei","Zhong, Yanfei",,,,,,,,,,,,,,,
Row_1206,"Luo, Chen","Feng, Shanshan","Wang, Huaibin",LGCNet: A Cloud Detection Method in Remote Sensing Images Using Local and Global Semantics,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,2024,0,"Detecting and eliminating clouds is a crucial step in remote sensing image (RSI) preprocessing. The removal of clouds can significantly enhance the performance of subsequent remote sensing applications. Existing deep learning (DL)-based cloud detection methods extract semantic information to improve feature representation and, subsequently, detection performance. However, these methods do not fully utilize the potential of context semantic information. Besides, to capture semantics from large receptive fields, they employ convolution operators with large kernel sizes, which results in high computational costs. Thus, these computationally heavy models are not suitable for resource-limited devices, particularly satellites. To address this issue, we propose a cloud detection model, LGCNet. This model efficiently extracts both local and global contextual information, fully utilizing semantics while reducing resource usage. LGCNet is built on an encoder-decoder structure. Specifically, the encoder extracts local scale-aware semantics through proposed local semantic blocks (LSBs), which are then skip-connected to the decoder. This approach provides adaptive and diverse local contextual information. On the top of the encoder, the high-level global semantics are captured via the proposed global feature TransBlock (GFTB). A variety of extracted semantics ensure improved detection performance. We evaluate the proposed method using two public datasets: LandSat8 and Moderate-Resolution Imaging Spectroradiometer (MODIS). We conducted experiments on both a server and an edge computing device. Our extensive experiments revealed that LGCNet outperforms other lightweight cloud detection and semantic segmentation methods in terms of performance and computational load.",Cloud detection on remote sensing images (RSIs),lightweight network,semantic information extraction,transformer,Cloud detection on remote sensing images (RSIs),"Zhang, Baoquan",,"Yao, Pengjuan",lightweight network,"Luo, Chuyao","Ye, Yunming",semantic information extraction,transformer,,,,,"Xu, Yong","Li, Xutao","Fang, Hao",,,,,,
Row_1207,"Feng, Yingchao","Sun, Xian","Diao, Wenhui",Height aware understanding of remote sensing images based on cross-task interaction,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,JAN 2023,4,"3D scene perception that provides semantic interpretation for each point has a wide range of practical scenarios. However, existing methods are generally implemented based on 3D point cloud. In this work, we investigate the inverse projection problem from 2D plane image to 3D scene perception and propose a multi-task model to jointly predict height information and semantic categories. Taking into account the commonalities and differences between the two tasks, we have carefully designed the multi-task model to explicitly strengthen the establishment of cross-task correlations. Specifically, the calibration refinement attention (CRA) module is proposed before the classifier heads, incorporating the beneficial information while filtering the inconsistent characteristics among the two tasks. Besides, a spatial structure enhanced (SSE) module is introduced to integrate the spatial structure information into the output features of CRA module through skip-connection. After that, the neighboring pixel affinity (NPA) loss and the soft weighted ordinal (SWO) classification loss for the two tasks are introduced to optimize the direction of the task gradients. At the same time, to validate the effectiveness of the proposed method, a novel metric named height constrained semantic accuracy (HCSA) is proposed to consider the accuracy of semantic segmentation and height estimation jointly. Extensive experiments on Vaihingen, Potsdam, and DFC2019 demonstrate that the proposed method achieves generalization and competitive performance.",3D scene perception,Height estimation,Semantic segmentation,Multi-task learning,Remote sensing,"Li, Jihao",,"Niu, Ruigang",Deep neural network,"Gao, Xin","Fu, Kun",,,,,,,,,,,,,,,
Row_1208,"Ferreira de Carvalho, Osmar Luiz","de Albuquerque, Anesmar Olino","Luiz, Argelica Saiaka",A DATA-CENTRIC APPROACH FOR RAPID DATASET GENERATION USING ITERATIVE LEARNING AND SPARSE ANNOTATIONS,,2023,1,"This study investigates the application of iterative sparse annotations for semantic segmentation in remote-sensing imagery, focusing on minimizing the laborious and expensive data labeling process. By leveraging Geographic Information Systems (GIS), we implemented circular polygon shapefiles to label portions of each class, attributing a value of -1 outside these polygons. The model training used the simplified BSB Aerial Dataset with eight classes. The semantic segmentation model was U- Net architecture with the Efficient-net-B7 backbone and a modified cross-entropy loss function. Our results showed promising improvement, particularly in error-prone classes, with the iterative addition of more samples. This approach suggests a quicker method for dataset creation using sparse, iteratively enhanced annotations. Future work will aim to implement further iterative rounds to approximate the results of continuous labeling, thereby enhancing the efficiency of semantic segmentation in large-scale remote- sensing images.",Semantic segmentation,sparse annotation,iterative learning,remote sensing,,"Guimaraes Ferreira, Pedro Henrique",IGARSS 2023 - 2023 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,"Mou, Lichao",,"Guerreiro e Silva, Daniel","de Carvalho Junior, Osmar Abilio",,,,,,,,,,,,,,,
