,author1,author2,author3,author4,author5,title,conference,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,journal/book,author6,keyword8,keyword9,keyword10,keyword11,author7,author8,keyword12,keyword13,keyword14,keyword15,author9
Row_1499,"Landgraf, Steven","Wursthorn, Kira","Hillemann, Markus","Ulrich, Markus",,DUDES: Deep Uncertainty Distillation using Ensembles for Semantic Segmentation,,APR 2024,0,"The intersection of deep learning and photogrammetry unveils a critical need for balancing the power of deep neural networks with interpretability and trustworthiness, especially for safety-critical application like autonomous driving, medical imaging, or machine vision tasks with high demands on reliability. Quantifying the predictive uncertainty is a promising endeavour to open up the use of deep neural networks for such applications. Unfortunately, most current available methods are computationally expensive. In this work, we present a novel approach for efficient and reliable uncertainty estimation for semantic segmentation, which we call Deep Uncertainty Distillation using Ensembles for Segmentation (DUDES). DUDES applies student-teacher distillation with a Deep Ensemble to accurately approximate predictive uncertainties with a single forward pass while maintaining simplicity and adaptability. Experimentally, DUDES accurately captures predictive uncertainties without sacrificing performance on the segmentation task and indicates impressive capabilities of highlighting wrongly classified pixels and out-of-domain samples through high uncertainties on the Cityscapes and Pascal VOC 2012 dataset. With DUDES, we manage to simultaneously simplify and outperform previous work on Deep-Ensemble-based Uncertainty Distillation.",Deep Learning,Semantic Segmentation,Uncertainty Quantification,Deep Ensemble,Knowledge Distillation,,,PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,,,,,,,,,,,,
Row_1500,"Qian, Jianguo","Ci, Jinlong","Tan, Hai","Xu, Wenwen","Jiao, Yang",Cloud Detection Method Based on Improved DeeplabV3+Remote Sensing Image,,2024,5,"Cloud cover is a phenomenon that inevitably exists in remote sensing images, and ground information is lost due to the presence of clouds. To a large extent, it causes degradation of the remote sensing image quality. Therefore, the detection of clouds in remote sensing images is the foundation and key to further emphasizing and use of remote sensing image information. To tackle the question of misjudgment, omission, and long training time of current deep learning-based cloud detection methods, this article suggests an improved cloud detection method for remote sensing images with a deeplabV3+ network. The method aims to detect cloud-covered regions in remote sensing images more accurately, quickly and efficiently. The training time is reduced by improving the Xception backbone network to reduce the amount of parameters; the improved CBAM module is added after the Atrous Spatial Pyramid Pooling (ASPP) module to strengthen the sensory field to better capture the contextual information; and the GAU module is used to replace the traditional bilinear interpolation up-sampling in the decoder part, which results in a better quality of the up-sampling, more spatial sense of the fusion, and improved accuracy of the segmentation. Experiments were conducted by using datasets from the homegrown ZY-03 satellite and comparing them with traditional DeeplabV3+, MobileNet and U-Net. And the generalization ability is verified using the public Sentinal-2 dataset. Compared to legacy deeplabV3+ networks, the accuracy rate is improved by 3.91%, the improved precision by 3.12%, the improved recall by 2.78%, and the improved Mean Intersection over Union (MIoU) by 5.75%. Compared to Mobilenet, the improved accuracy by 1.79%, the improved precision by 1.47%, the improved recall by 1.42%, and the improved Mean Intersection over Union (MIoU) by 4.15%. Compared with the Unet network, the improved accuracy by 1.28%, the improved precision by 1.36%, the improved recall by 1.32%, and the improved Mean Intersection over Union (MIoU) by 3.36%. The method presented in this article demonstrates superior performance in cloud detection compared to several other networks.",Remote sensing,Clouds,Satellites,Cloud computing,Training,Thresholding (Imaging),Optical sensors,IEEE ACCESS,"Chen, Peiyou",Cloud detection,improved deeplabV3+,semantic segmentation,ZY-03 satellite image,,,,,,,
Row_1501,"Landgraf, Steven","Wursthorn, Kira","Hillemann, Markus","Ulrich, Markus",,DUDES: Deep Uncertainty Distillation using Ensembles for Semantic Segmentation,,APR 2024,0,"The intersection of deep learning and photogrammetry unveils a critical need for balancing the power of deep neural networks with interpretability and trustworthiness, especially for safety-critical application like autonomous driving, medical imaging, or machine vision tasks with high demands on reliability. Quantifying the predictive uncertainty is a promising endeavour to open up the use of deep neural networks for such applications. Unfortunately, most current available methods are computationally expensive. In this work, we present a novel approach for efficient and reliable uncertainty estimation for semantic segmentation, which we call Deep Uncertainty Distillation using Ensembles for Segmentation (DUDES). DUDES applies student-teacher distillation with a Deep Ensemble to accurately approximate predictive uncertainties with a single forward pass while maintaining simplicity and adaptability. Experimentally, DUDES accurately captures predictive uncertainties without sacrificing performance on the segmentation task and indicates impressive capabilities of highlighting wrongly classified pixels and out-of-domain samples through high uncertainties on the Cityscapes and Pascal VOC 2012 dataset. With DUDES, we manage to simultaneously simplify and outperform previous work on Deep-Ensemble-based Uncertainty Distillation.",Deep Learning,Semantic Segmentation,Uncertainty Quantification,Deep Ensemble,Knowledge Distillation,,,PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,,,,,,,,,,,,
Row_1502,"Chen, Chen","Ma, Hongxiang","Yao, Guorun","Lv, Ning","Yang, Hua",Remote Sensing Image Augmentation Based on Text Description for Waterside Change Detection,,MAY 2021,12,"Since remote sensing images are difficult to obtain and need to go through a complicated administrative procedure for use in China, it cannot meet the requirement of huge training samples for Waterside Change Detection based on deep learning. Recently, data augmentation has become an effective method to address the issue of an absence of training samples. Therefore, an improved Generative Adversarial Network (GAN), i.e., BTD-sGAN (Text-based Deeply-supervised GAN), is proposed to generate training samples for remote sensing images of Anhui Province, China. The principal structure of our model is based on Deeply-supervised GAN(D-sGAN), and D-sGAN is improved from the point of the diversity of the generated samples. First, the network takes Perlin Noise, image segmentation graph, and encoded text vector as input, in which the size of image segmentation graph is adjusted to 128 x 128 to facilitate fusion with the text vector. Then, to improve the diversity of the generated images, the text vector is used to modify the semantic loss of the downsampled text. Finally, to balance the time and quality of image generation, only a two-layer Unet++ structure is used to generate the image. Herein, ""Inception Score"", ""Human Rank"", and ""Inference Time"" are used to evaluate the performance of BTD-sGAN, StackGAN++, and GAN-INT-CLS. At the same time, to verify the diversity of the remote sensing images generated by BTD-sGAN, this paper compares the results when the generated images are sent to the remote sensing interpretation network and when the generated images are not added; the results show that the generated image can improve the precision of soil-moving detection by 5%, which proves the effectiveness of the proposed model.",data augmentation,deeply monitoring,GAN,remote sensing image,text description,,,REMOTE SENSING,"Li, Cong",,,,,"Wan, Shaohua",,,,,,
Row_1503,"Ibrahim, Muhammad","Akhtar, Naveed","Ullah, Khalil","Mian, Ajmal",,Exploiting Structured CNNs for Semantic Segmentation of Unstructured Point Clouds from LiDAR Sensor,,SEP 2021,10,"Accurate semantic segmentation of 3D point clouds is a long-standing problem in remote sensing and computer vision. Due to the unstructured nature of point clouds, designing deep neural architectures for point cloud semantic segmentation is often not straightforward. In this work, we circumvent this problem by devising a technique to exploit structured neural architectures for unstructured data. In particular, we employ the popular convolutional neural network (CNN) architectures to perform semantic segmentation of LiDAR data. We propose a projection-based scheme that performs an angle-wise slicing of large 3D point clouds and transforms those slices into 2D grids. Accounting for intensity and reflectivity of the LiDAR input, the 2D grid allows us to construct a pseudo image for the point cloud slice. We enhance this image with low-level image processing techniques of normalization, histogram equalization, and decorrelation stretch to suit our ultimate object of semantic segmentation. A large number of images thus generated are used to induce an encoder-decoder CNN model that learns to compute a segmented 2D projection of the scene, which we finally back project to the 3D point cloud. In addition to a novel method, this article also makes a second major contribution of introducing the enhanced version of our large-scale public PC-Urban outdoor dataset which is captured in a civic setup with an Ouster LiDAR sensor. The updated dataset (PC-Urban_V2) provides nearly 8 billion points including over 100 million points labeled for 25 classes of interest. We provide a thorough evaluation of our technique on PC-Urban_V2 and three other public datasets.",3D point cloud,point cloud dataset,large-scale dataset,convolutional neural network,semantic segmentation,LiDAR,,REMOTE SENSING,,,,,,,,,,,,
Row_1504,"Sun, Ying","Zhang, Xinchang","Huang, Jianfeng","Wang, Haiying","Xin, Qinchuan",Fine-Grained Building Change Detection From Very High-Spatial-Resolution Remote Sensing Images Based on Deep Multitask Learning,,2022,51,"Building change detection from very high-spatial-resolution (VHR) remote sensing images has gained increasing popularity in a variety of applications, such as urban planning and damage assessment. Detecting fine-grained x201C;fromx2013;tox201D; changes (change transition from one land cover type to another) of buildings from the VHR images is still challenging as multitemporal representation is complicated. Recently, fully convolutional neural networks (FCNs) have been proven to be capable of feature extraction and semantic segmentation of VHR images, but its ability in change detection is untested and unknown. In this letter, we leverage the semantic segmentation of buildings as an auxiliary source of information for the fine-grained x201C;fromx2013;tox201D; change detection. A deep multitask learning framework for change detection (MTL-CD) is proposed for detecting building changes from the VHR images. MTL-CD adopts the encoderx2013;decoder architecture and solves the main task of change detection and the auxiliary tasks of semantic segmentation simultaneously. Accordingly, the change detection loss function is constrained by the auxiliary semantic segmentation tasks and enables the back-propagation of the building footprintsx2019; detection errors for the improvement of change detection. A building change detection data set named the Guangzhou data set is also developed for model evaluation, in which the bitemporal Rx2013;Gx2013;B images were collected by airplane (2009) and unmanned aerial vehicle (UAV, 2019) with different flight heights. Experiments on the Guangzhou data set demonstrate that the MTL-CD method effectively detects fine-grained x201C;fromx2013;tox201D; changes and outperforms the postclassification methods and the direct change detection methods.",Task analysis,Buildings,Semantics,Feature extraction,Image segmentation,Remote sensing,Architecture,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,Building changes,deep multitask learning,fine-grained change detection,fully convolutional neural network (FCN),,,semantic segmentation,,,,
Row_1505,"Papadomanolaki, Maria","Vakalopoulou, Maria","Paragios, Nikos","Karantzalos, Konstantinos",,STACKED ENCODER-DECODERS FOR ACCURATE SEMANTIC SEGMENTATION OF VERY HIGH RESOLUTION SATELLITE DATASETS,IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2018,5,"Semantic segmentation is currently a mainstream method for addressing several remote sensing applications, achieving recently remarkable performance by employing deep learning techniques. In particular, this is the case for pixel-wise dense classification models in very high resolution remote sensing datasets. In this paper, we exploit the use of a relatively deep architecture based on repetitive downscale-upscale processes that had been previously employed for human pose estimation tasks. By integrating such a model, we are aiming to capture and extract low-level details, such as small objects, object boundaries and edges. Experimental results and quantitative evaluation has been performed on the publicly available IS-PRS (WGIII4) benchmark dataset indicating the potential of the proposed approach.",Car detection,Building detection,Fully convolutional networks,Stacked Hourglass Networks,,,,,,,,,,,,,,,,
Row_1506,"Zheng, Zhuo","Zhong, Yanfei","Wang, Junjue","Ma, Ailong",,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,2020 IEEE/CVF CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR),2020,212,"Geospatial object segmentation, as a particular semantic segmentation task, always faces with larger-scale variation, larger intra-class variance of background, and foreground-background imbalance in the high spatial resolution (HSR) remote sensing imagery. However, general semantic segmentation methods mainly focus on scale variation in the natural scene, with inadequate consideration of the other two problems that usually happen in the large area earth observation scene. In this paper, we argue that the problems lie on the lack of foreground modeling and propose a foreground-aware relation network (FarSeg) from the perspectives of relation-based and optimization-based foreground modeling, to alleviate the above two problems. From perspective of relation, FarSeg enhances the discrimination of foreground features via foreground-correlated contexts associated by learning foreground-scene relation. Meanwhile, from perspective of optimization, a foreground-aware optimization is proposed to focus on foreground examples and hard examples of background during training for a balanced optimization. The experimental results obtained using a large scale dataset suggest that the proposed method is superior to the state-of-the-art general semantic segmentation methods and achieves a better trade-off between speed and accuracy.",,,,,,,,,,,,,,,,,,,,
Row_1507,"Liu, Hongyan","Ren, Shun","Ren, Dong","Liu, Xuan",,AUTOMATIC EXTRACTION OF ORCHARDS FROM REMOTE SENSING IMAGE BASED ON CATEGORY ATTENTION MECHANISM,,2022,1,"Using remote sensing images to extract orchard is one of the important methods for product evaluation. Aiming at the problem of misclassification and omission caused by the semantic complexity of the marginal area and uneven planting density, a method based on the improved DeepLabv3 network model to segment the orchards is proposed. First, down-sampling is performed through the convolutional layer and residual module in the encoding network. Then, dilated convolution is used to build multi-scale modules, and category attention mechanism modules are added to refine high-level semantic features. Finally, the resolution of the feature map is restored using a deconvolution operation in the decoding network. Comparing the proposed method with the classic semantic segmentation network DeepLabv3 and other models on the validation set, the results show that the proposed method has better segmentation performance and generalization ability, and the segmentation result of the orchards is more accurate. To be accurate, the Mean Intersection over Union reaches 0.96, which is 2.3% more accurate than the original DeepLabv3+. The proposed method can more accurately segment the orchards in the unbalanced data set and provide a reference for product evaluation.",Orchards segmentation,deep learning,remote sensing image,multi-scale category attention mechanism,,,,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,,,,,,,,,,,,
Row_1508,"Touzani, Samir","Granderson, Jessica",,,,Open Data and Deep Semantic Segmentation for Automated Extraction of Building Footprints,,JUL 2021,21,"Advances in machine learning and computer vision, combined with increased access to unstructured data (e.g., images and text), have created an opportunity for automated extraction of building characteristics, cost-effectively, and at scale. These characteristics are relevant to a variety of urban and energy applications, yet are time consuming and costly to acquire with today's manual methods. Several recent research studies have shown that in comparison to more traditional methods that are based on features engineering approach, an end-to-end learning approach based on deep learning algorithms significantly improved the accuracy of automatic building footprint extraction from remote sensing images. However, these studies used limited benchmark datasets that have been carefully curated and labeled. How the accuracy of these deep learning-based approach holds when using less curated training data has not received enough attention. The aim of this work is to leverage the openly available data to automatically generate a larger training dataset with more variability in term of regions and type of cities, which can be used to build more accurate deep learning models. In contrast to most benchmark datasets, the gathered data have not been manually curated. Thus, the training dataset is not perfectly clean in terms of remote sensing images exactly matching the ground truth building's foot-print. A workflow that includes data pre-processing, deep learning semantic segmentation modeling, and results post-processing is introduced and applied to a dataset that include remote sensing images from 15 cities and five counties from various region of the USA, which include 8,607,677 buildings. The accuracy of the proposed approach was measured on an out of sample testing dataset corresponding to 364,000 buildings from three USA cities. The results favorably compared to those obtained from Microsoft's recently released US building footprint dataset.",deep learning,semantic segmentation,building footprint extraction,open data,DeepLabv3+,GIS,,REMOTE SENSING,,,,,,,,,,,,
Row_1509,"Gui, Yuanyuan","Li, Wei","Xia, Xiang-Gen","Tao, Ran","Yue, Anzhi",Infrared Attention Network for Woodland Segmentation Using Multispectral Satellite Images,,2022,16,"Semantic segmentation of the remote sensing images (RSIs) has attracted increasing interest in recent years. However, large-area segmentation of the woodland presents challenges. The wide distribution and diverse tree species of the woodland make feature extraction difficult. For this reason, an infrared attention network (InfAttNet) is proposed to extract woodland from multispectral RSIs. InfAttNet has an extra infrared spectral encoder which makes use of the sensitivity of vegetation to near-infrared and red edge spectrums. This extra encoder applies learning about vegetation to improve woodland segmentation. Several attention blocks are designed to enhance learning about vegetation features and so improve the performance. In addition, a new dataset is built, containing a large number of woodland RSIs and covering several typical woodland distribution regions in China. The experimental results demonstrate that compared with other networks, InfAttNet has the highest accuracy and is capable of rapid extraction of the woodland in RSIs.",Feature extraction,Vegetation mapping,Image segmentation,Task analysis,Semantics,Deep learning,Image edge detection,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Attention block,deep learning,infrared spectrums,remote sensing image (RSI),,,woodland segmentation,,,,
Row_1510,"Guo, Dihua","Xiong, Hui","Atluri, Vijayalakshmi","Adam, Nabil R.",,Object discovery in high-resolution remote sensing images: a semantic perspective,,MAY 2009,14,"Given its importance, the problem of object discovery in high-resolution remote-sensing (HRRS) imagery has received a lot of attention in the literature. Despite the vast amount of expert endeavor spent on this problem, more efforts have been expected to discover and utilize hidden semantics of images for object detection. To that end, in this paper, we address this problem from two semantic perspectives. First, we propose a semantic-aware two-stage image segmentation approach, which preserves the semantics of real-world objects during the segmentation process. Second, to better capture semantic features for object discovery, we exploit a hyperclique pattern discovery method to find complex objects that consist of several co-existing individual objects that usually form a unique semantic concept. We consider the identified groups of co-existing objects as new feature sets and feed them into the learning model for better performance of image retrieval. Experiments with real-world datasets show that, with reliable segmentation and new semantic features as starting points, we can improve the performance of object discovery in terms of various external criteria.",,,,,,,,KNOWLEDGE AND INFORMATION SYSTEMS,,,,,,,,,,,,
Row_1511,"Xiao, Zhiguo","Chai, Tengfei","Li, Nianfeng","Shen, Xiangfeng","Guan, Tong",Research Advances in Deep Learning for Image Semantic Segmentation Techniques,,2024,0,"Image semantic segmentation represents a significant area of research within the field of computer vision. With the advent of deep learning, image semantic segmentation techniques that integrate deep learning have demonstrated superior accuracy compared to traditional image semantic segmentation methods. Recently, the Mamba architecture has demonstrated superior semantic segmentation performance compared to the Transformer architecture, and has consequently become a research focus in this field. Nevertheless, the specifics of the Mamba architecture have remained underexplored in the extant literature. This review provides a comprehensive overview of the latest research progress in deep learning techniques for semantic segmentation. It offers a systematic review of traditional convolutional neural network (CNN)-based architectures and focuses on a series of emerging architectures, including the Transformer architecture, the Mamba architecture, and cutting-edge approaches such as self-supervised learning strategies. For each category, a detailed account is provided of the principal algorithms and techniques employed, together with a report on the performance achieved using datasets commonly used in the field.",Semantic segmentation,Remote sensing,Deep learning,Feature extraction,Accuracy,Computer architecture,Medical diagnostic imaging,IEEE ACCESS,"Tian, Jia",Convolution,Biomedical imaging,Convolutional neural networks,Image segmentation,"Li, Xinyuan",,semantic segmentation,deep learning,image processing,,
Row_1512,"Grilli, Eleonora","Daniele, Alessandro","Bassier, Maarten","Remondino, Fabio","Serafini, Luciano",Knowledge Enhanced Neural Networks for Point Cloud Semantic Segmentation,,MAY 16 2023,12,"Deep learning approaches have sparked much interest in the AI community during the last decade, becoming state-of-the-art in domains such as pattern recognition, computer vision, and data analysis. However, these methods are highly demanding in terms of training data, which is often a major issue in the geospatial and remote sensing fields. One possible solution to this problem comes from the Neuro-Symbolic Integration field (NeSy), where multiple methods have been defined to incorporate background knowledge into the neural network's learning pipeline. One such method is KENN (Knowledge Enhanced Neural Networks), which injects logical knowledge into the neural network's structure through additional final layers. Empirically, KENN showed comparable or better results than other NeSy frameworks in various tasks while being more scalable. Therefore, we propose the usage of KENN for point cloud semantic segmentation tasks, where it has immense potential to resolve issues with small sample sizes and unbalanced classes. While other works enforce the knowledge constraints in post-processing, to the best of our knowledge, no previous methods have injected inject such knowledge into the learning pipeline through the use of a NeSy framework. The experiment results over different datasets demonstrate that the introduction of knowledge rules enhances the performance of the original network and achieves state-of-the-art levels of accuracy, even with subideal training data.",point clouds,semantic segmentation,neural network,knowledge enhancement,neuro-symbolic integration,,,REMOTE SENSING,,,,,,,,,,,,
Row_1513,"Guo, Zhou","Xu, Rui","Feng, Chen-Chieh","Zeng, Zhao",,PIF-Net: A Deep Point-Image Fusion Network for Multimodality Semantic Segmentation of Very High-Resolution Imagery and Aerial Point Cloud,,2024,1,"Semantic segmentation is of great significance in many applications. However, automating such a task on single-modality data is challenging in the field of remote sensing due to complex scenes, occlusions, and homogeneous data. In this article, we propose a deep point-image fusion network, namely PIF-Net, for multimodality semantic segmentation. The proposed PIF-Net encompass an encoder-decoder structure, where the encoder uses two independent branches with Res-Pooling blocks and point attention (Pt-Atten) blocks to extract deep and condensed multimodal features, and the decoder upsamples these features. A hierarchical fusion module is proposed to adaptively fuse multimodal features at different levels to ensure they are fully mixed. It outputs joint features in both the point and pixel representations, which are further input to a classification module to fulfill the multiple classification tasks and obtain image and point cloud semantic segmentation results. The proposed network was tested on two benchmark datasets: the Urban Semantic 3-D (US3D) dataset and the ISPRS Vaihingen dataset. Evaluation results showed that PIF-Net achieved an overall accuracy (OA) of 91.5% and 97.2% for image and point segmentation on the US3D dataset, and an OA of 90.1% and 89.3% for image and point segmentation on the ISPRS Vaihingen dataset. Comparisons with existing single-modality and multimodality methods have indicated that PIF-Net outperformed most classic methods and could bring significant improvements. It has also demonstrated that deep multimodality learning exhibit great potentials in remote sensing applications.",Deep learning,multimodality,point cloud,semantic segmentation,very high-resolution (VHR) imagery,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,
Row_1514,"Liu, Chunxiu","Ming, Yanfang","Zhu, Jinshan",,,IMPROVING THE PERFORMANCE OF SEABIRDS DETECTION COMBINING MULTIPLE SEMANTIC SEGMENTATION MODELS,IGARSS 2020 - 2020 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2020,1,"The loss of seabird habitats makes many precious seabirds on the brink of extinction. Monitoring seabirds by unmanned aerial vehicle (UAV) and high-resolution aerial imagery is of vital importance in the long term. The development of convolutional neural network brings great vitality to the detection of small object just like seabird. Due to the complex background and tiny size of seabird in UAV imagery, it is difficult for single semantic segmentation model to detect seabirds accurately. Ensemble learning combines multiple individual learners with a certain strategy to form a committee, which can greatly improve the performance. To realize highly precise and automatic seabird detection from UAV imagery, this paper proposes a deep learning method which combines two semantic segmentation models, as distinct from those generic object detection methods using bounding boxes. The experimental results show that compared to the models such as U-Net and UNet++, the ensemble model performed better overall.",seabird detection,deep learning,semantic segmentation,ensemble learning,,,,,,,,,,,,,,,,
Row_1515,"Yang, Ruoyu","Zhong, Yanfei","Liu, Yinhe","Lu, Xiaoyan","Zhang, Liangpei",Occlusion-Aware Road Extraction Network for High-Resolution Remote Sensing Imagery,,2024,3,"Road occlusion seriously affects the connectivity of extracted roads, and has a negative effect on practical applications. The dense road occlusion problem is caused by high-rise buildings and street trees, and is a more serious and unique problem than simple occlusion caused by low buildings and scattered trees. The existing methods mainly solve the road occlusion problem by enhancing the encoder ability to capture the long connectivity feature of roads. Unfortunately, the existing methods can only solve small and sparse road occlusion situations, and they cannot deal with the dense road occlusions caused by dense high-rise buildings or trees. In this article, to solve the dense road occlusion problem, the occlusion-aware road extraction network, namely OARENet, is proposed for road extraction from high-resolution remote sensing imagery. In OARENet, an occlusion-aware decoder (OADecoder) is designed by explicit modeling the texture feature for road regions with dense occlusions. The OADecoder is made up of a regular occlusion-aware (ROA) module and a stochastic occlusion-aware (SOA) module. The ROA module is implemented by adopting different dilation rates to fit the texture feature in the semantic feature maps. The SOA module is proposed by designing stochastic convolutions to adaptively fit the spatial details of road regions with dense occlusions. In order to evaluate the dense occlusion problem, a dense occlusion road dataset (JHWV) was built and annotated. The experimental results obtained on the DeepGlobe dataset, the newly built JHWV dataset, and large-scale urban images demonstrate the superiority of OARENet, especially when faced with a dense road occlusion situation.",Dense road occlusion,occlusion-aware,remote sensing images,road extraction,semantic segmentation,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,
Row_1516,"Li, Jingtao","Wang, Xinyu","Zhao, Hengwei","Wang, Shaoyu","Zhong, Yanfei",Anomaly Segmentation for High-Resolution Remote Sensing Images Based on Pixel Descriptors,"THIRTY-SEVENTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOL 37 NO 4",2023,3,"Anomaly segmentation in high spatial resolution (HSR) remote sensing imagery is aimed at segmenting anomaly patterns of the earth deviating from normal patterns, which plays an important role in various Earth vision applications. However, it is a challenging task due to the complex distribution and the irregular shapes of objects, and the lack of abnormal samples. To tackle these problems, an anomaly segmentation model based on pixel descriptors (ASD) is proposed for anomaly segmentation in HSR imagery. Specifically, deep one-class classification is introduced for anomaly segmentation in the feature space with discriminative pixel descriptors. The ASD model incorporates the data argument for generating virtual abnormal samples, which can force the pixel descriptors to be compact for normal data and meanwhile to be diverse to avoid the model collapse problems when only positive samples participated in the training. In addition, the ASD introduced a multi-level and multi-scale feature extraction strategy for learning the low-level and semantic information to make the pixel descriptors feature-rich. The proposed ASD model was validated using four HSR datasets and compared with the recent state-of-the-art models, showing its potential value in Earth vision applications.",,,,,,,,,,,,,,,,,,,,
Row_1517,"Liu, Da","Long, Hao","Liu, Zhenbao",,,Channel selection and local attention transformer model for semantic segmentation on UAV remote sensing scene,,DEC 2024,0,"Compared with common urban landscape semantic segmentation, unmanned aerial vehicle (UAV) image semantic segmentation is more challenging because small targets have very low pixel percentages and multi-scale features due to the influence of flight altitude. Yet, the commonly used successive grid downsampling strategy in the current transformer-based methods omits some important features of small targets. Furthermore, due to the complex background interference, it can lead to even worse results. In reaction to this, existing strategies aim to maintain superior resolution. Nevertheless, the application of this method incurs considerable computational costs, which brings challenges for the practical applications of UAVs. So it is significant to design a novel framework to balance retaining more pixels representing small objects during downsampling and reducing computational costs. For this, the Channel Selection and the Local Attention Transformer Model (CSLFormer) are proposed. During the overlap patch embedding process of feature maps, the model allocates half of the important channels to global attention and local attention. These two types of attention focus on different aspects: one learns the relationships and importance among various patches, while the other emphasizes the features of individual patches. The method shows superior performance on two public datasets: AeroScapes and Vaihingen, achieving mean intersection over union (mIoU) of 75.57% and 78.93%, respectively. The proposed CSLFormer has been released on GitHub: .",aircraft,computer vision,convolutional neural nets,feedforward neural nets,image segmentation,,,IET IMAGE PROCESSING,,,,,,,,,,,,
Row_1518,"Chen, Zhe","Yang, Bisheng","Ma, Ailong","Peng, Mingjun","Li, Haiting",Joint alignment of the distribution in input and feature space for cross-domain aerial image semantic segmentation,,DEC 2022,6,"Benefiting from the development of deep learning, researchers have made significant progress and achieved superior performance in the semantic segmentation of remote sensing (RS) data. However, when encountering an unseen scenario, the performance of a trained model deteriorates dramatically because of the domain shift. Unsupervised domain adaptation (UDA) provides an alternative to address the issue. Aligning the high-level representations via adversarial learning is a popular way, but it is difficult when there is a large gap in input space. With this consideration, we design a framework to jointly align the distribution in input and feature space. For input space alignment, we unify the resolution for the consistency of content and propose a lightweight module named Digital Number Transformer (DNT) to reduce the visual differences. For feature space alignment, we design a Multi-Scale Feature aggregation (MSF) module and introduce the Fine-Grained Discriminator (FGD) to conduct a category-level alignment at multiple layers so that features can be fully aligned and negative transfer can be reduced. We carried out experiments in diverse cross-domain scenarios, including the discrepancy in geographic position and the discrepancy in both geographic position and imaging mode. Comprehensive experiments demonstrate that our method outperforms other state-of-the-art methods in all scenarios.",Unsupervised domain adaptation (UDA),Remote sensing (RS) image,Semantic segmentation,Resolution uniform (RU),Digital number transformation (DNT),Multi-scale feature aggregation (MSF),Fine-grained discriminator (FGD),INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,"Chen, Tao",,,,,"Chen, Chi","Dong, Zhen",,,,,
Row_1519,"Tasar, Onur","Happy, S. L.","Tarabalka, Yuliya","Alliez, Pierre",,SEMI2I: SEMANTICALLY CONSISTENT IMAGE-TO-IMAGE TRANSLATION FOR DOMAIN ADAPTATION OF REMOTE SENSING DATA,IGARSS 2020 - 2020 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2020,28,"Although convolutional neural networks have been proven to be an effective tool to generate high quality maps from remote sensing images, their performance significantly deteriorates when there exists a large domain shift between training and test data. To address this issue, we propose a new data augmentation approach that transfers the style of test data to training data using generative adversarial networks. Our semantic segmentation framework consists in first training a U-net from the real training data and then fine-tuning it on the test stylized fake training data generated by the proposed approach. Our experimental results prove that our framework outperforms the existing domain adaptation methods.",Domain adaptation,data augmentation,semantic segmentation,dense labeling,image-to-image translation,generative adversarial networks,GANs,,,,,,,,,,,,,
