,author1,author2,author3,author4,title,conference,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,author5,author6,author7,author8,journal/book,author9,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23
Row_754,"Ling, Min","Cheng, Qun","Peng, Jun","Zhao, Chenyi",Image Semantic Segmentation Method Based on Deep Learning in UAV Aerial Remote Sensing Image,,APR 26 2022,2,"The existing semantic segmentation methods have some shortcomings in feature extraction of remote sensing images. Therefore, an image semantic segmentation method based on deep learning in UAV aerial remote sensing images is proposed. First, original remote sensing images obtained by S185 multirotor UAV are divided into smaller image blocks through sliding window and normalized to provide high-quality image set for subsequent operations. Then, the symmetric encoding-decoding network structure is improved. Bottleneck layer with 1x1 convolution is introduced to build ISegNet network model, and pooling index and convolution are used to fuse semantic information and image features. The improved encoding-decoding network gradually strengthens the extraction of details and reduces the number of parameters. Finally, based on ISegNet network, five-classification problem is transformed into five binary classification problems for network training, so as to obtain high-precision image semantic segmentation results. The experimental analysis of the proposed method based on TensorFlow framework shows that the accuracy value reaches 0.901, and the F1 value is not less than 0.83. The overall segmentation effect is better than those of other comparison methods.",,,,,,"Jiang, Ling",,,,MATHEMATICAL PROBLEMS IN ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_755,"Wen, Bin","Pan, Rumeng","Zeng, Yahui","Cheng, Haibo",Crop classification in time-series remote sensing images based on multi-feature extraction and attention connection semantic segmentation model,"2024 12TH INTERNATIONAL CONFERENCE ON AGRO-GEOINFORMATICS, AGRO-GEOINFORMATICS 2024",2024,0,"Time-series multispectral remote sensing imagery provides a dynamic representation of crop variations over time, highlighting the disparities in growth conditions among diverse crop types. This method offers a superior capability to differentiate between crop types compared to single temporal phase imagery. However, when applied to practical issues of crop segmentation, challenges persist, including low segmentation accuracy and underutilization of features. To comprehensively address these challenges, we design a new multidimensional multi-attention semantic segmentation network suitable for crop extraction from timeseries multispectral remote sensing images (TSRSnet). Specifically, we propose a multidimensional feature extraction module (MFE) for efficiently mining spatial, temporal and spectral dimensional features in multi-temporal remote sensing images. The module consists of a spatial convolutional layer with temporal modeling capabilities, and a pairwise attention mechanism for joint spatial and channel. Furthermore, we have introduced a difference skip connection module based on a multi-attention mechanism (ADC). This module can accomplish superior performance during the feature fusion phase, contingent on the significance of intra-feature and inter-feature relationships. We experimentally compare the proposed network with a typical semantic segmentation network on the dataset. The results show that the network proposed in this paper has the best segmentation performance and is well suited for the task of crop segmentation in time-series multispectral remote sensing images. The Mean Intersection over Union reached 86.37% and overall accuracy over 93.24%. Through the combination of meticulous feature extraction and multiattention mechanism, our approach improves the segmentation accuracy while better utilizing the multidimensional information of the image, thus realizing the accurate recognition and segmentation of different crops.",time-series,remote sensing images,multidimensional feature,attention connection,crop classification,"Zou, Jialuo","Cao, Yungang","Li, Xuqing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_756,"Liang, Han","Seo, Suyoung",,,LPASS-Net: Lightweight Progressive Attention Semantic Segmentation Network for Automatic Segmentation of Remote Sensing Images,,DEC 2022,2,"Semantic segmentation of remote sensing images plays a crucial role in urban planning and development. How to perform automatic, fast, and effective semantic segmentation of considerable size and high-resolution remote sensing images has become the key to research. However, the existing segmentation methods based on deep learning are complex and often difficult to apply practically due to the high computational cost of the excessive parameters. In this paper, we propose an end-to-end lightweight progressive attention semantic segmentation network (LPASS-Net), which aims to solve the problem of reducing computational costs without losing accuracy. Firstly, its backbone features are based on a lightweight network, MobileNetv3, and a feature fusion network composed of a reverse progressive attentional feature fusion network work. Additionally, a lightweight non-local convolutional attention network (LNCA-Net) is proposed to effectively integrate global information of attention mechanisms in the spatial dimension. Secondly, an edge padding cut prediction (EPCP) method is proposed to solve the problem of splicing traces in the prediction results. Finally, evaluated on the public datasets BDCI 2017 and ISPRS Potsdam, the mIoU reaches 83.17% and 88.86%, respectively, with an inference time of 0.0271 s.",lightweight network,attention mechanism,very high resolution,deep learning,,,,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_757,"Zhou, Xichuan","Liang, Fu","Chen, Lihui","Liu, Haijun",MeSAM: Multiscale Enhanced Segment Anything Model for Optical Remote Sensing Images,,2024,1,"Segment anything model (SAM) has been widely applied to various downstream tasks for its excellent performance and generalization capability. However, SAM exhibits three limitations related to remote sensing (RS) semantic segmentation task: 1) the image encoders excessively lose high-frequency information, such as object boundaries and textures, resulting in rough segmentation masks; 2) due to being trained on natural images, SAM faces difficulty in accurately recognizing objects with large-scale variations and uneven distribution in RS images; and 3) the output tokens used for mask prediction are trained on natural images and not applicable to RS image segmentation. In this article, we explore an efficient paradigm for applying SAM to the semantic segmentation of RS images. Furthermore, we propose multiscale enhanced SAM (MeSAM), a new SAM fine-tuning method more suitable for RS images to adapt it to semantic segmentation tasks. Our method first introduces an inception mixer into the image encoder to effectively preserve high-frequency features. Second, by designing a mask decoder with RS correction and incorporating multiscale connections, we make up the difference in SAM from natural images to RS images. Experimental results demonstrated that our method significantly improves the segmentation accuracy of SAM for RS images, outperforming some state-of-the-art (SOTA) methods. The code will be available at https://github.com/Magic-lem/MeSAM.",High-frequency,multiscale,remote sensing (RS),segment anything model (SAM),semantic segmentation,"Song, Qianqian","Vivone, Gemine","Chanussot, Jocelyn",,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_758,"Shankar, Siddharth","Stearns, Leigh A.","van der Veen, C. J.",,Semantic segmentation of glaciological features across multiple remote sensing platforms with the Segment Anything Model (SAM),,NOV 2023,4,"Semantic segmentation is a critical part of observation-driven research in glaciology. Using remote sensing to quantify how features change (e.g. glacier termini, supraglacial lakes, icebergs, crevasses) is particularly important in polar regions, where glaciological features may be spatially small but reflect important shifts in boundary conditions. In this study, we assess the utility of the Segment Anything Model (SAM), released by Meta AI Research, for cryosphere research. SAM is a foundational AI model that generates segmentation masks without additional training data. This is highly beneficial in polar science because pre-existing training data rarely exist. Widely-used conventional deep learning models such as UNet require tens of thousands of training labels to perform effectively. We show that the Segment Anything Model performs well for different features (icebergs, glacier termini, supra-glacial lakes, crevasses), in different environmental settings (open water, melange, and sea ice), with different sensors (Sentinel-1, Sentinel-2, Planet, timelapse photographs) and different spatial resolutions. Due to the performance, versatility, and cross-platform adaptability of SAM, we conclude that it is a powerful and robust model for cryosphere research.",Crevasses,glacier mapping,iceberg calving,remote sensing,sea ice,,,,,JOURNAL OF GLACIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_759,"Rao, Zhibo","He, Mingyi","Dai, Yuchao",,Class Attention Network for Semantic Segmentation of Remote Sensing Images,2020 ASIA-PACIFIC SIGNAL AND INFORMATION PROCESSING ASSOCIATION ANNUAL SUMMIT AND CONFERENCE (APSIPA ASC),2020,3,"Semantic segmentation in remote sensing images is beneficial to detect objects and understand the scene in earth observation. However, classical networks always failed to obtain an accuracy segmentation map in remote sensing images due to the imbalanced labels. In this paper, we proposed a novel class attention module and decomposition-fusion strategy to cope with imbalanced labels. Based on this motivation, we investigate related architecture and strategy by follows. (1) we build a class attention module to generate multi-class attention maps, which forces the network to keep attention to small sample categories instead of being flooded by large sample data. (2) we introduce salient detection, which decomposes semantic segmentation into multi-class salient detection and then fuses them to produce a segmentation map. Extensive experiments on popular benchmarks (e.g., US3D dataset) show that our approach can serve as an efficient plug-and-play module or strategy in the previous scene parsing networks to help them cope with the problem of imbalance labels in remote sensing images.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_760,"Fan, Zhenyu","Zhan, Tao","Gao, Zhichao","Li, Rui",Land Cover Classification of Resources Survey Remote Sensing Images Based on Segmentation Model,,2022,10,"Land type survey is an important task of land resources survey and the basis of scientific management of land resources. With the increasingly prominent problems of population, resources, and environment, there is an urgent need for a fast and accurate classification method of large-scale land use and land cover based on remote sensing data. Traditional machine learning classification methods based on pixel classification achieved sufficient results and are widely used, such as maximum likelihood classification and random forests method. However, with the development of the novel technology of deep learning, in practical application, for multi-classified land resources, how to use the fast and effective classification method of low and medium resolution RS images needs further research. This paper takes the land resource classification of the Tonghe medium resolution RS dataset of the third land survey in China as an example to screen and compare traditional machine learning classification methods and semantic segmentation models FC-DenseNet56, GCN, BiSeNet, U-Net, DeepLabV3, AdapNet, and PSPNet, which aim to select the optimal feature extraction model. The results show that the classification accuracy of the U-Net model can reach 93.62%, which is more accurate and effective than traditional machine learning methods and other semantic segmentation models. It is suitable for multi-classification tasks of land cover resources in low and medium resolution RS images and shows a superior effect in practical application. Besides, the conclusion of this study can provide a demonstration for large-scale land cover resources investigation using low and medium resolution RS images.",Image segmentation,Semantics,Machine learning,Feature extraction,Radio frequency,"Liu, Yao","Zhang, Lianzhi","Jin, Zixiang","Xu, Supeng",IEEE ACCESS,,Classification algorithms,Spatial resolution,Land use and land cover,semantic segmentation,multi-classification,deep learning,U-Net,,,,,,,,,,,,,,,,,,,,,,,
Row_761,"Zhang, Yinsheng","Ji, Ru","Hu, Yuxiang","Yang, Yulong",Real-Time Semantic Segmentation of Remote Sensing Images for Land Management,,JUN 2024,0,"Remote sensing image segmentation is a crucial technique in the field of land management. However, existing semantic segmentation networks require a large number of floating-point operations (FLOPs) and have long run times. In this paper, we propose a dual -path feature aggregation network (DPFANet) specifically designed for the low -latency operations required in land management applications. Firstly, we use four sets of spatially separable convolutions with varying dilation rates to extract spatial features. Additionally, we use an improved version of MobileNetV2 to extract semantic features. Furthermore, we use an asymmetric multi -scale fusion module and dual -path feature aggregation module to enhance feature extraction and fusion. Finally, a decoder is constructed to enable progressive up -sampling. Experimental results on the Potsdam data set and the Gaofen image data set (GID) demonstrate that DPFANet achieves overall accuracy of 92.2% and 89.3%, respectively. The FLOPs are 6.72 giga and the number of parameters is 2.067 million.",,,,,,"Chen, Xin","Duan, Xiuxian","Shan, Huilin",,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_762,"Zhang, Junjie","Zhang, Qiming","Gong, Yongshun","Zhang, Jian",Weakly Supervised Semantic Segmentation With Consistency-Constrained Multiclass Attention for Remote Sensing Scenes,,2024,0,"Obtaining image-level class labels for remote sensing (RS) images is a relatively straightforward process, sparking significant interest in weakly supervised semantic segmentation (WSSS). However, RS images present challenges beyond those encountered in generic WSSS, including complex backgrounds, densely distributed small objects, and considerable scale variations. To address the above issues, we introduce a consistency-constrained multiclass attention model, noted as CocoaNet. Specifically, CocoaNet endeavors to capture both semantic correlation and class distinctiveness using a global-local adaptive attention mechanism, which integrates the self-attention to model global correlation, complemented by a local perception branch that intensifies focus on local regions. The resulting class-specific attention weights and the patch-level pairwise affinity weights are employed to optimize the initial class activation maps (CAMs). This mechanism proves highly effective in mitigating interclass interference and managing the distribution of densely clustered small objects. Moreover, we invoke a consistency constraint to rectify activation inaccuracy. By utilizing a Siamese structure for the mutual supervision of features extracted from images at different scales, we address substantial scale variations in RS scenes. Simultaneously, a class contrast loss is adopted to enhance the discriminativeness of class-specific features. Departing from the conventional CAM optimization, which is rather complex and time-consuming, we harness the prior knowledge from the generic segment anything model (SAM) to design a joint optimization strategy (JOS) that refines target boundaries and further promotes discriminative visual features. We validate the effectiveness of our proposed approach on three benchmark datasets in multiclass RS scenarios, and the experimental results demonstrate that our model yields promising advancements compared to state-of-the-art methods.",Consistency constraint,global-local adaptive attention,weakly supervised semantic segmentation (WSSS),,,"Chen, Liang","Zeng, Dan",,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_763,"Gao, Han","Zhao, Yang","Guo, Peng","Sun, Zihao",Cycle and Self-Supervised Consistency Training for Adapting Semantic Segmentation of Aerial Images,,APR 2022,11,"Semantic segmentation is a critical problem for many remote sensing (RS) image applications. Benefiting from large-scale pixel-level labeled data and the continuous evolution of deep neural network architectures, the performance of semantic segmentation approaches has been constantly improved. However, deploying a well-trained model on unseen and diverse testing environments remains a major challenge: a large gap between data distributions in train and test domains results in severe performance loss, while manual dense labeling is costly and not scalable. To this end, we proposed an unsupervised domain adaptation framework for RS image semantic segmentation that is both practical and effective. The framework is supported by the consistency principle, including the cycle consistency in the input space and self-supervised consistency in the training stage. Specifically, we introduce cycle-consistent generative adversarial networks to reduce the discrepancy between source and target distributions by translating one into the other. The translated source data then drive a pipeline of supervised semantic segmentation model training. We enforce consistency of model predictions across target image transformations in order to provide self-supervision for the unlabeled target data. Experiments and extensive ablation studies demonstrate the effectiveness of the proposed approach on two challenging benchmarks, on which we achieve up to 9.95% and 7.53% improvements in accuracy over the state-of-the-art methods, respectively.",unsupervised domain adaptation,semantic segmentation,self-supervision,remote sensing image,,"Chen, Xiuwan","Tang, Yunwei",,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_764,"Liang, Chenbin","Cheng, Bo","Xiao, Baihua","Dong, Yunyun",Multilevel Heterogeneous Domain Adaptation Method for Remote Sensing Image Segmentation,,2023,12,"Due to more abundant data sources, more various objects of interest, and more time-consuming annotations, there is a large amount of out-of-distribution (OOD) data in the remote sensing field, on which the performance of high-accuracy image segmentation models trained under ideal experimental conditions generally degrades dramatically. Domain adaptation (DA) consequently comes into being, which aims to learn the predictor for the label-scarce target domain of interest with the help of the label-sufficient source domain in the presence of the distribution difference, namely, domain shift, between the two domains. However, the off-the-shelf DA methods for image segmentation not only struggle to cope with the more complex domain shift problems in remote sensing imagery but also almost cannot process heterogeneous data directly without information loss. While the current heterogeneous DA methods mostly still rely on some supervision information from the target domain, which is typically inaccessible in the real world. To overcome these drawbacks, we propose the multilevel heterogeneous unsupervised DA (UDA) method, termed MHDA, which unifies the instance-level DA based on cycle consistency, the feature-level DA based on contrastive learning, and the decision-level DA based on task consistency into a framework to more effectively handle the complex domain shift and heterogeneous data. After that, extensive DA experiments are conducted on the International Society for Photogrammetry and Remote Sensing (ISPRS) dataset, the BigCity dataset constructed by ourselves, and the Wuhan University (WHU) dataset, to explore the effect of each module in MHDA, the necessity of heterogeneous DA, and the effectiveness of multilevel DA. And the results demonstrate that MHDA can achieve superior performance on the remote sensing image segmentation task, compared with several state-of-the-art DA methods.",Remote sensing,Image segmentation,Task analysis,Sensors,Adaptation models,"Chen, Jinfen",,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Training,Spatial resolution,Contrastive learning,cycle consistency,domain adaptation (DA),semantic segmentation,task consistency,,,,,,,,,,,,,,,,,,,,,,,
Row_765,"Pang, Shiyan","Li, Xinyu","Chen, Jia","Zuo, Zhiqi",Prior Semantic Information Guided Change Detection Method for Bi-temporal High-Resolution Remote Sensing Images,,MAR 2023,5,"High-resolution remote sensing image change detection technology compares and analyzes bi-temporal or multitemporal high-resolution remote sensing images to determine the change areas. It plays an important role in land cover/use monitoring, natural disaster monitoring, illegal building investigation, military target strike effect analysis, and land and resource investigation. The change detection of high-resolution remote sensing images has developed rapidly from data accumulation to algorithm models because of the rapid development of technologies such as deep learning and earth observation in recent years. However, the current deep learning-based change detection methods are strongly dependent on large sample data, and the training model has insufficient cross-domain generalization ability. As a result, a prior semantic information-guided change detection framework (PSI-CD), which alleviates the change detection model's dependence on datasets by making full use of prior semantic information, is proposed in this paper. The proposed method mainly includes two parts: one is a prior semantic information generation network that uses the semantic segmentation dataset to extract robust and reliable prior semantic information; the other is the prior semantic information guided change detection network that makes full use of prior semantic information to reduce the sample size of the change detection. To verify the effectiveness of the proposed method, we produced pixel-level semantic labels for the bi-temporal images of the public change detection dataset (LEVIR-CD). Then, we performed extensive experiments on the WHU and LEVIR-CD datasets, including comparisons with existing methods, experiments with different amounts of data, and ablation study, to show the effectiveness of the proposed method. Compared with other existing methods, our method has the highest IoU for all training samples and different amounts of training samples on WHU and LEVIR-CD, reaching a maximum of 83.25% and 83.80%, respectively.",change detection,prior semantic information,semantic segmentation,convolutional neural networks,high-resolution images,"Hu, Xiangyun",,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_766,"Chen, Keyan","Liu, Chenyang","Chen, Hao","Zhang, Haotian",RSPrompter: Learning to Prompt for Remote Sensing Instance Segmentation Based on Visual Foundation Model,,2024,75,"Leveraging the extensive training data from SA-1B, the segment anything model (SAM) demonstrates remarkable generalization and zero-shot capabilities. However, as a category-agnostic instance segmentation method, SAM heavily relies on prior manual guidance, including points, boxes, and coarse-grained masks. Furthermore, its performance in remote sensing image segmentation tasks remains largely unexplored and unproven. In this article, we aim to develop an automated instance segmentation approach for remote sensing images based on the foundational SAM model and incorporating semantic category information. Drawing inspiration from prompt learning, we propose a method to learn the generation of appropriate prompts for SAM. This enables SAM to produce semantically discernible segmentation results for remote sensing images, a concept that we have termed RSPrompter. We also propose several ongoing derivatives for instance segmentation tasks, drawing on recent advancements within the SAM community, and compare their performance with RSPrompter. Extensive experimental results, derived from the WHU building dataset, the NWPU VHR-10 dataset, and the SAR Ship Detection Dataset (SSDD) dataset, validate the effectiveness of our proposed method. The code for our method is publicly available at https://kychen.me/RSPrompter.",Foundation model,instance segmentation,prompt learning,remote sensing images,segment anything model (SAM),"Li, Wenyuan","Zou, Zhengxia","Shi, Zhenwei",,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_767,"Chen, Ziyi","Li, Dilong","Fan, Wentao","Guan, Haiyan",Self-Attention in Reconstruction Bias U-Net for Semantic Segmentation of Building Rooftops in Optical Remote Sensing Images,,JUL 2021,56,"Deep learning models have brought great breakthroughs in building extraction from high-resolution optical remote-sensing images. Among recent research, the self-attention module has called up a storm in many fields, including building extraction. However, most current deep learning models loading with the self-attention module still lose sight of the reconstruction bias's effectiveness. Through tipping the balance between the abilities of encoding and decoding, i.e., making the decoding network be much more complex than the encoding network, the semantic segmentation ability will be reinforced. To remedy the research weakness in combing self-attention and reconstruction-bias modules for building extraction, this paper presents a U-Net architecture that combines self-attention and reconstruction-bias modules. In the encoding part, a self-attention module is added to learn the attention weights of the inputs. Through the self-attention module, the network will pay more attention to positions where there may be salient regions. In the decoding part, multiple large convolutional up-sampling operations are used for increasing the reconstruction ability. We test our model on two open available datasets: the WHU and Massachusetts Building datasets. We achieve IoU scores of 89.39% and 73.49% for the WHU and Massachusetts Building datasets, respectively. Compared with several recently famous semantic segmentation methods and representative building extraction methods, our method's results are satisfactory.",building extraction,U-Net,remote sensing image,building footprint,,"Wang, Cheng","Li, Jonathan",,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_768,"de Paulo, M. C. M.","Turnes, J. N.","Happ, P. N.","Ferreira, M. P.",HOWFAR SHOULD I LOOK? A NEURAL ARCHITECTURE SEARCH STRATEGY FOR SEMANTIC SEGMENTATION OF REMOTE SENSING IMAGES,"XXIV ISPRS CONGRESS: IMAGING TODAY, FORESEEING TOMORROW, COMMISSION III",2022,1,"Neural architecture search (NAS) is a subset of automated machine learning that tries to find the best neural network to perform a given task. In this article, a network search space is defined and applied to perform the semantic segmentation of satellite imagery. Due to the spatial nature of the data, the search space uses cells that group parallel operations with kernels of different sizes, providing options to accommodate the neighborhood information required to perform a better classification. The architecture search space follows a UNet-like network. The proposed approach uses scaled sigmoid gates, a strategy for network pruning that was adapted to search for the best operations on the cell search space. The architecture achieved by the proposed approach uses wider kernels on lower resolution feature maps, which leads to the interpretation that some pixels required information from pixels farther away than expected. The resulting network was compared to a very similar UNet-like network that only used 3x3 convolutions. The resulting network shows slightly better results on the test set.",Neural Architecture Search,Semantic Segmentation,Remote Sensing,Satellite imagery,Convolutional Neural Networks,"Marques, H. A.","Feitosa, R. Q.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_769,"Li, Huiping",,,,Multi-Scale Segmentation Method of Remote Sensing Big Data Image Using Deep Learning,,NOV 2024,0,"Remote sensing image (RSI) segmentation is an effective method to interpret remote sensing information and an important means of remote sensing data information processing. Traditional RSI segmentation methods have some problems such as poor segmentation accuracy and low similarity difference measurement. Therefore, we propose a multi-scale segmentation (MSS) method for remote sensing big data image. First, the segmentation scale of RSI is divided, and the quantitative value of histogram band is used to calculate the similarity index between different objects; Second, the parameters in the same spot are improved based on the maximum area method to determine the shape factor of RSI; Finally, the object closure model is established to clarify the region conversion cost, and the RSI is dynamically segmented based on Multi-scale convolutional neural networks; The MSS algorithm of RSI is designed, and the MSS method of RSI is obtained. The results show that the maximum similarity difference measure of the proposed method is 0.648, and the similarity difference measure always remains the largest. The maximum recall of RSI is 0.954, and the highest recall is 0.988, indicating that the RSI segmentation accuracy of the proposed method is good.",Deep learning,remote sensing big data images,multi-scale segmentation,feature space,segmentation accuracy,,,,,JOURNAL OF INTERCONNECTION NETWORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_770,"Yang, Yang","Wang, Yanhui","Dong, Junwu","Yu, Bibo",A Knowledge Distillation-Based Ground Feature Classification Network With Multiscale Feature Fusion in Remote-Sensing Images,,2024,2,"As a fundamental task in remote-sensing interpretation, semantic segmentation of remote-sensing images intends to allocate a definite class to each pixel in the image. Fast and efficient semantic segmentation of high-resolution remote-sensing images provides help to capture the real surface covering and plays an essential role in urban planning and dynamic monitoring. However, there are still some limitations in the previous remote-sensing image semantic segmentation model for urban scenes, such as the low weight of small target pixels and the tiny target size leading to the unsatisfactory recognition and segmentation results of the model for small target features. Meanwhile, the deeper and broader feature extraction module in the semantic segmentation network usually leads to more redundant parameters, which takes a lot of computation time. Thus, we propose a lightweight semantic segmentation network based on the knowledge distillation combined with a multiscale pyramidal pooling module and attention mechanism named KD-MSANet, which enhanced the ability to fuse and focus on shallow features. Then, we trained teacher-student models to obtain lightweight network models through a model pruning and distillation framework. Experiments on Vaihingen and Potsdam datasets demonstrated that the network we designed significantly reduces the number of parameters while ensuring almost constant accuracy. Compared with the precompression model, the student model reduced in size by 43.6% and the training efficiency was improved by 22.3%, while the accuracy reached 99.30% of the teacher model.",Feature extraction,Semantic segmentation,Semantics,Remote sensing,Computational modeling,,,,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,Knowledge engineering,Task analysis,Knowledge distillation (KD),multiscale pyramidal pooling,remote-sensing image (RSI),semantic segmentation,,,,,,,,,,,,,,,,,,,,,,,,
Row_771,"Jaber, Mustafa Musa","Ali, Mohammed Hasan","Abd, Sura Khalil","Jassim, Mustafa Mohammed",A Machine Learning-Based Semantic Pattern Matching Model for Remote Sensing Data Registration,,DEC 2022,2,"Remote sensing image registration can benefit from a machine learning method based on the likelihood of predicting semantic spatial position distributions. Semantic segmentation of images has been revolutionized due to the accessibility of high-resolution remote sensing images and the advancement of machine learning techniques. This system captures the semantic distribution location of the matching reference picture, which ML mapped using learning-based algorithms. The affine invariant is utilized to determine the semantic template's barycenter position and the pixel's center, which changes the semantic border alignment problem into a point-to-point matching issue for the machine learning-based semantic pattern matching (ML-SPM) model. The first step examines how various factors such as template radius, training label filling form, or loss function combination affect matching accuracy. In this second step, the matching of sub-images (MSI) images is compared using heatmaps created from the expected similarity between the images' cropped sub-images. Images having radiometric discrepancies are matched with excellent accuracy by the approach. SAR-optical image matching has never been easier, and now even large-scale sceneries can be registered using this approach, which is a significant advance over previous methods. Optical satellite imaging or multi-sensor stereogrammetry can be combined with both forms of data to enhance geolocation.",Remote sensing image,Machine learning,Semantic pattern matching,Matching of sub-images,Loss function,"Alkhayyat, Ahmed","Alreda, Baraa A.","Alkhuwaylidee, Ahmed Rashid","Alyousif, Shahad",JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,,Synthetic aperture radar (SAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_772,"Xiu, Xiaochen","Ma, Xianping","Pun, Man-On","Liu, Ming",MDAFNET: MONOCULAR DEPTH-ASSISTED FUSION NETWORKS FOR SEMANTIC SEGMENTATION OF COMPLEX URBAN REMOTE SENSING DATA,IGARSS 2023 - 2023 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2023,0,"This work proposes an end-to-end Monocular Depth-Assisted Fusion Network (MDAFNet) for semantic segmentation of complex urban remote sensing data. The proposed MDAFNet consists of a Monocular Depth Estimation Network (MDENet) and a Crossmodal Fusion Network (CFNet). More specifically, the MDENet first generates the earth surface depth information while the CFNet fuses the generated depth information and RGB images to address the segmentation task. In particular, the MDENet is capable of effectively extracting features of the ground surface while overcoming artifacts such as building shadows. Furthermore, the CFNet is designed to perform segmentation by extracting and fusing semantic information from generated depth information and Red-Green-Blue (RGB) images. Extensive experiments performed on a large-scale fine-resolution remote sensing dataset named the ISPRS Vaihingen confirm that the proposed MDAFNet outperforms conventional crossmodal models equipped with Digital Surface Model information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_773,"Tian, Qing","Zhao, Fuhui","Zhang, Zheng","Qu, Hongquan",GLFFNet: A Global and Local Features Fusion Network with Biencoder for Remote Sensing Image Segmentation,,AUG 2023,2,"In recent years, semantic segmentation of high-resolution remote sensing images has been gradually applied to many important scenes. However, with the rapid development of remote sensing data acquisition technology, the existing image data processing methods are facing major challenges. Especially in the accuracy of extraction and the integrity of the edges of objects, there are often problems such as small objects being assimilated by large objects. In order to solve the above problems, based on the excellent performance of Transformer, convolution and its variants, and feature pyramids in the field of deep learning image segmentation, we designed two encoders with excellent performance to extract global high-order interactive features and low-order local feature information. These encoders are then used as the backbone to construct a global and local feature fusion network with a dual encoder (GLFFNet) to effectively complete the segmentation of remote sensing images. Furthermore, a new auxiliary training module is proposed that uses the semantic attention layer to process the extracted feature maps separately, adjust the losses, and more specifically optimize each encoder of the backbone, thus optimizing the training process of the entire network. A large number of experiments show that our model achieves 87.96% mIoU on the Potsdam dataset and 80.42% mIoU on the GID dataset, and it has superior performance compared with some state-of-the-art methods on semantic segmentation tasks in the field of remote sensing.",remote sensing image,gated convolution,transformer,atrous convolution,,,,,,APPLIED SCIENCES-BASEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_774,"Kim, Minho","Dronova, Iryna","Radke, John",,SEMANTIC SEGMENTATION OF ENHANCED LANDFORM MAPS USING HIGH RESOLUTION SATELLITE IMAGES,IGARSS 2023 - 2023 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2023,0,"High resolution fuel maps are useful for high resolution wildfire simulations and detection of hazards on the landscape. In general, high resolution Enhanced Lifeform Maps (ELMs) are used in conjunction with other data layers to create these fuel maps. However, ELMs are costly to make with substantial manual editing involved. In response, this study uses deep learning-based semantic segmentation models to generate 5-m resolution ELMs (14 classes) in Marin and San Mateo, California using high resolution remote sensing datasets. ELM classes were found to be severely imbalanced, leading to model overfitting. Sample weighted loss functions helped alleviate this issue to an extent. High resolution ELMs are bound to be more valuable with the growing fire risk and landscape heterogeneity, particularly near the wildland urban interface. All codes, future updates, and further details can be found at https://github.com/minhokim93/elm_mapping.",Enhanced lifeform map,semantic segmentation,deep learning,remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
