,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,title,journal/conference/book,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16
Row_358,"Han, Qichao","Zhi, Xiyang","Hu, Jianming","Huang, Yuanxin","Chen, Wenbin","Jiang, Shikai","Gong, Jinnan",,,,CGFINet: Cross-Scale Guided High-Order Feature Interaction Change Detection Network for Remote Sensing Image,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,2024,0,"Remote sensing image change detection is a valuable technology for analyzing the earth observation data. It has significant application value in resource monitoring, disaster assessment, and urban planning. However, current change detection methods have not fully explored the interrelationships between bitemporal data, and the extraction process of change information lacks prior guidance and constraints. Therefore, it is easy to produce missed detections and false alarms when facing complex backgrounds and variable objects in remote sensing images. To tackle such issues, we propose a cross-scale guided high-order feature interaction change detection network for dual temporal images. Specifically, a cross-scale guided dual encoder-decoder backbone is proposed to constrain the reconstruction process of change objectives, and guide geometric prior to optimize the representation of target structures. Next, an efficient high-order feature interaction module is designed, employing multilevel receptive fields to enhance the perception ability for multiscale features. Moreover, we construct a bitemporal feature alignment fusion module, which decouples and filters out the interference of background pseudo changes through interactive perception of spatial-temporal differences. Comprehensive experimental validation is undertaken on four representative change detection datasets (LEVIR-CD, WHU-CD, DSIFN-CD, and S2Looking). The findings demonstrate that the network demonstrated state-of-the-art performance.",Change detection,cross-scale guidance,feature bidirectional interaction,remote sensing,Change detection,cross-scale guidance,feature bidirectional interaction,remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_359,"Abdelwahab, Mahmoud M.","Shalaby, Ohood A.","Semary, H. E.","Abonazel, Mohamed R.",,,,,,,Driving Factors of NOx Emissions in China: Insights from Spatial Regression Analysis,ATMOSPHERE,JUL 2024,2,"China's rapid industrialization and urbanization have led to significant nitrogen oxide (NOx) emissions, contributing to severe atmospheric pollution. Understanding the driving factors behind these emissions is crucial for effective pollution control and environmental management. Therefore, this study is an attempt to provide insights into the influence of socioeconomic factors and explore spatial dependencies of NOx emissions in China in 2022 employing spatial regression models (SRMs). Among the SRMs considered, the spatial Durbin model (SDM) is identified as the most suitable for analyzing regional NOx emissions. The study highlights the importance of controlling electricity consumption and vehicle emissions for addressing air pollution in Chinese regions. Specifically, a one billion kilowatt-hour increase in electricity consumption leads to approximately 549.6 tons of NOx emissions, and an increase of 1000 vehicles in a region results in an average increase of 7113.4 tons of NOx emissions in the same region. Furthermore, per capita consumption expenditure (PCEXP) and research and development (R&D) expenditure exhibit negative direct and spillover impacts. Contrary to previous studies, this research finds that changes in urban population density do not have a significant direct or indirect effect on NOx emissions within the studied areas. Moreover, we conducted additional investigations to assess the effectiveness of government action plans in reducing NOx emissions. Specifically, we evaluated the impact of Phases 1 and 2 of the Clean Air Action Plan, launched in 2013 and 2018, respectively, on the socioeconomic drivers of NOx emissions. Therefore, the data were modeled for the years 2013 and 2017 and compared to the results obtained for 2022. The findings indicate that over the entire period (2013-2022), the emission controls mandated by the action plan resulted in significant reductions in the impact of many of the studied NOx drivers. In conclusion, based on the results, this study presents recommendations to mitigate NOx emissions.",nitrogen oxide emissions,air pollution,China,spatial regression analysis,SLM,SDM,interaction effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_360,"Geng, Hongkai","Lin, Tao","Han, Ji","Zheng, Yicheng","Zhang, Junmao","Jia, Zixu","Chen, Yuan","Lin, Meixia","Yu, Long","Zhang, Yukui","Urban green vitalization and its impact on green exposure equity: A case study of Shanghai city, China",JOURNAL OF ENVIRONMENTAL MANAGEMENT,NOV 2024,0,"Urban green space (UGS) provides multiple ecosystem services to enhance the residents' well-being in the cities. As a characterization of differences in the degree of interaction between residents and UGS, Green exposure equity, has been recognized as an environmental justice issue. In this study, we propose the concept of urban green space' vitalization (UGV) as a primary criterion for assessing whether the UGS' functions or services are realized. Taking Shanghai, China as a case study, we developed an assessment system for UGV, and quantified UGV's availability to examine the impact on green exposure equity. Our research shows that 1000 m is the optimal service radius to determine whether UGS vitality is realized. All UGS in the central regions of Shanghai have realized their vitality, while areas devoid of vitality are mainly located in the non-central. Compared to UGS, the availability of UGV in Shanghai was cumulatively reduced by 321.07 km2, 10,812.61 km2, and 197,496.54 km2 for walking, public transport, and driving modes, respectively. In the non-central regions, the minimum green availability per capita for walking and public transport modes was reduced to 0 ha. The influence of UGV on green exposure equity varies depending on research scales and travel modes, as it is affected by heterogeneity in the distribution of UGS and population. Our research confirmed that UGV significantly reduces green availability and influences green exposure equity. Green exposure equity could be significantly improved by UGV under public transport mode and the district scale. Therefore, UGV is an essential factor in quantifying the equity of green exposure. Our research can serve as a basis for more realistic measurements of green exposure equity, providing insights for improving environmental justice in sustainable cities.",Ecosystem service,Environmental justice,Green availability,Travel mode,Urban green vitalization (UGV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_361,"Chen, Qi-Xiang","Huang, Chun Lin","Dong, Shi-Kui","Lin, Kai-Feng",,,,,,,Bridging the Gap: Establishing Spatial Correlations and Type Conversion Relationships among Different Aerosol Idetification Methods,ATMOSPHERIC RESEARCH,OCT 1 2024,0,"Effective identification of aerosol type is the basis of accurate quantification of aerosol -climate and aerosolenvironment interactions. However, there are different aerosol category settings and identifying parameter selections among different aerosol identification methods, which causes incoherence in data comparisons and uncertainty in quantifying thier climate and environment effects. To bridge the gap, this study establishes spatial correlations and aerosol type conversion relationships among four commonly -used aerosol identification methods, which includes AOD-AE, AE -SSA, FMF-SSA, and SAE-AAE. Aerosol optical properties observed at 37 typical AERONET sites are selected as the testbed, including marine, desert dust, clean continent, urban industry, and biomass burning sites. Results show that marine and desert dust aerosols are the most effectively identified types, while urban industry and biomass burning aerosols overlap much in the identification spaces since they contain similar chemical components. Dust and marine aerosol generally have the best agreement among the four identification methods, because desert dust and marine particles have distinctive chemical components from other kinds, thus the category setting from the perspective of emission source, light absorbing ability, or chemical components has less influence on the identification results. Spatial correlation between the four commonly -used aerosol identification methods futher refines the correspondence of aerosol category, light absorption capacity, and chemical components. And we find that uncertain aerosols defined in FMF-SSA are mostly marine aerosols.",Aerosol,Type identification,AERONET,Spatial correlation,Conversion relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_362,"Liu, Xinrui","Guo, Rongfei","Zhang, Yabing","Liu, Na","Zhang, Jian",,,,,,"Spatiotemporal evolution and influencing mechanisms of carbon pressure at the county scale: A case study of central-south Liaoning urban agglomeration, China",ECOLOGICAL INDICATORS,DEC 2024,0,"Achieving carbon neutrality necessitates a dual focus on minimizing carbon emissions and maximizing carbon sequestration, rather than solely concentrating on emission reduction. This study proposes a Carbon Pressure Index (CPI) to assess the equilibrium between emissions and sequestration, determine the factors influencing varying carbon pressure levels, and formulate region-specific strategies based on these levels. A nested methodological approach, combining spatiotemporal leaps analysis and quantile regression, is employed to appraise county-level carbon pressure dynamics across multiple quantiles in the central-south Liaoning urban agglomeration (CSLUA) from 2002 to 2021. Three principal findings were derived: Firstly, the spatiotemporal distribution of the CPI across CSLUA districts and counties demonstrates regional differentiations conforming to a gradient pattern, with values declining from urban centers toward peripheral areas. Carbon pressure is greater in the west, less in the east, and critically high in the central-western zones. Secondly, the spatial distribution of the CPI indicates clear high-high and low-low agglomeration clusters, suggesting persistent local structures that indicate path dependence and resistance to change in carbon pressure transfer. While the central-western regions exhibit further changes, the eastern areas maintain relative stability. Thirdly, environmental technology factors constrain most districts and counties, while the combined influence of industrial activity and population, along with economic and urbanization pressures, have predominant effects in smaller areas in the central-western region. This highlights the effectiveness of the nested spatiotemporal leaps and quantile regression model in explaining the driving forces underlying the spatiotemporal shifts in CPI. The results suggest that attaining superior regional low-carbon development requires rectifying the asymmetry between carbon sources and sinks, considering the driving forces of diverse transition pathways and their interactions, to finally achieve synergistic optimization that incorporates both shared and unique regional characteristics.",Carbon pressure,Local Indicators of Spatial Association,Spatiotemporal transition,Quantile regression,Urban agglomeration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_363,"Miao, Sijing",,,,,,,,,,The Evaluation of Spatial Quality Based on the Improved Node-Place Model: An Application to Large TODs in Shanghai,"CICTP 2023: INNOVATION-EMPOWERED TECHNOLOGY FOR SUSTAINABLE, INTELLIGENT, DECARBONIZED, AND CONNECTED TRANSPORTATION",2023,0,"Transit-oriented development is a widely accepted urban design practice in development planning. Designing for large Transit Oriented Developments (TODs) requires integration of land use and transportation planning, and the node-place model is usually used to analyze the interaction between accessibility and urban activity. However, the conventional N-P model neglects the indicators of spatial quality, while they are also crucial for those multifunctional large TODs. Therefore, this paper adds spatial-quality indices as essential elements into the N-P model. By combining these assessment aspects, it builds the extended N-P-SQ three-dimensional model to evaluate and classify large TODs in Shanghai. The results show that the large TODs in Shanghai can be divided into underdeveloped, inadequate space quality, undersupplied transit, future, and development-enhanced TOD. This study aims to establish a N-P-SQ model to explore the relationship between node-place and spatial quality, providing an analytical and decision-making tool for metropolitan TODs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_364,"Xi, Yantao","Wang, Shuangqiao","Zou, Yunxia","Zhou, Xingchi","Zhang, Yuanfan",,,,,,Seasonal surface urban heat island analysis based on local climate zones,ECOLOGICAL INDICATORS,FEB 2024,13,"A fundamental aspect of ensuring urban sustainability is a comprehensive understanding of the driving mechanisms behind the urban heat island (UHI) phenomenon. The primary objective of this study is to investigate the spatiotemporal variations and underlying mechanisms of the surface urban heat island (SUHI) in Hefei. The study employed the local climate zone (LCZ) method to analyze land surface morphology and spatial structure for 2014 and 2021. Subsequently, calculations were conducted to derive surface urban heat island intensity (SUHII), normalized difference built-up index (NDBI), normalized difference vegetation index (NDVI), gravity water index (GWI), building surface fraction (BSF), road density (RD), poi density (PD), and population density (PPD). The exploration of the mechanisms by which factors influence SUHI was conducted by utilizing both Pearson correlation analysis and geographic detector models. The results revealed that sparsely built (LCZ 9) and low plants (LCZ D) predominantly characterized built-up and natural coverage areas, respectively. The summer season was distinguished by the most extensive SUHI distribution and the highest SUHII levels. Significantly, SUHII consistently exceeded those of built-up LCZs when contrasted to natural LCZs. Large lowrise (LCZ 8) consistently displayed the highest SUHII levels, whereas water (LCZ G) consistently exhibited the lowest SUHII values. NDBI took precedence and showed a positive correlation with SUHI. Among the socio-economic factors, building height (BH) demonstrated a superior explanatory capability for SUHI compared to other variables. The interaction between NDBI and NDVI maximized the explanation of SUHI under different seasons. The findings of this study will serve as critical insights for urban planners and policymakers, enabling the development of scientifically-based and efficacious strategies to mitigate SUHI.",Local climate zone,LCZ generator,Surface urban heat island,Spatiotemporal variations,Geographical detector,Hefei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_365,"Zhang, Fengtai","Xie, Aiyu","Zhang, Jiawei","Chen, Jing","Yang, Peiran","Ma, Dalai","An, Youzhi","Peng, Guochuan",,,Dynamic evolution and trend prediction in coupling coordination between urban and rural space utilization efficiency based local and tele-coupling model,HELIYON,JUN 15 2024,0,"Optimizing the pattern of territorial space utilization is one of the key tasks to achieve the sustainable development goals. With the accelerating rate of global urbanization, the understanding of territorial space utilization efficiency, role and potential is a prerequisite for alleviating contradictions in urban and rural space distribution. The city cluster is the main form of organization for urban development in future, so the study attempted to explore the urban and rural space utilization efficiency (URSUE) in Chengdu-Chongqing urban agglomeration (CCEC) from coupling coordination degree (CCD) perspective. Considering the gradual increase in the trend of remote interactions between URSUE, we further introduced the Local and Tele-coupling coordination (LTCCD) model that takes into account interactive development relationship between different systems. The results of the study show that: In CCEC, the more economically developed cities indicated that urban spatial utilization efficiency lags behind rural spatial utilization efficiency; The LTCCD in the geographic center region will indicate a higher level but the LTCCD in the economic core cities is higher compared with their CCD level, especially in Chengdu City. This suggests that the LTCCD model is better able to take into account regional development correlations and spatial spillovers effect. This study attempts to explore several key issues of urbanrural spatial allocation in the process of urbanization development and to provide guidance for the territorial space utilization planning in urban agglomerations.",Local and tele-coupling coordination degree,Space utilization efficiency,Spatial -temporal analysis,The Chengdu -Chongqing economic circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_366,"Zhao, Hantao","Frese, Lisa","Venzin, Claudio","Kasaz, Daniel","Weibel, Raphael P.","Holscher, Christoph","Schinazi, Victor R.","Thrash, Tyler",,,The time course of spatial knowledge acquisition for different digital navigation aids,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,JUL 2023,4,"Digital maps on personal devices (e.g., phones) are common tools used to aid navigation. Different types of digital maps can influence spatial knowledge acquisition, and this effect might depend on whether the user interacts with an forward-up or north-up map. In spatial cognition theory, these differences can be used to support either sequential or continuous theories of spatial knowledge acquisition. To test these hypotheses, we compared spatial learning of participants (N = 67) after navigation in a virtual city with either a forward-up map, a north-up map, or a guiding arrow (i.e., a control) as a navigation aid. Critically, participants were tested on landmark recognition tasks and judgments of relative direction (JRDs) after each of four navigation blocks. We also examined mental workload during map usage using eye tracking in terms of the distributions of fixations on the maps. The results indicated that, regardless of navigation aid, participants improved on both landmark recognition and JRD tasks over blocks of trials. In addition, we found an interaction between block and navigation aid. This interaction suggests that participants in the forward-up map group initially produced more JRD errors than the north-up map group but that the two groups performed similarly in later blocks as they became more familiar with the environment. These findings are consistent with the eye-tracking data, which suggested a decrease in mental workload as evidenced by an increase in fixation distributions over blocks of trials. Together, these results suggest that participants with any of these navigation aids perform similarly on some tasks (supporting sequential theory), although the time course of learning may differ between map types (supporting continuous theory).",Virtual reality,CAVE,Wayfinding,Map,Spatial learning,Eye tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_367,"Zhao, Yibo","Cheng, Shifen","Liu, Kang","Zhang, Beibei","Lu, Feng",,,,,,Intercity freight connections in China under the view of mass truck trajectories,CITIES,JUL 2024,0,"Intercity freight connections have reshaped urban networks and posed significant urban planning challenges. Previous studies mainly used annual statistical data or online orders, which are criticized for the poor timeliness and data representativeness. This study presents a method to construct freight flow networks by analyzing largesample truck trajectories using spatiotemporal and semantic data mining. The spatiotemporal interaction patterns and influencing factors of intercity freight connections in China are then investigated. Key findings include: (1) The proposed method enables multidimensional and dynamic investigations by constructing timely and refined freight flow networks. (2) The network structure and spatial pattern of freight connections in China show monthly stability, significant spatial heterogeneity, symmetry, and a typical scale-free property. (3) Spatial interaction patterns are related to freight transportation scale. High-freight-volume regions form complete and homogeneous networks with activity space expanding, while low-freight-volume regions exhibit heterogeneity with connections focused on core cities. (4) More than 92 % of the socioeconomic factors exhibit significant nonlinear enhancement when interacting with distance. The nonlinear interaction between economic development level and distance is the most influential, explaining 23.7 %-85.7 % of the connection strength. These findings facilitate reasonable urban policy formulation and regional industrial collaboration.",Freight connections,Regional integration,Urban interaction,Trajectory data mining,Temporal variation,Community structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_368,"Wang, Jingyi","Wang, Zhen","Li, Chunming","Yao, Ziyan","Cui, Shenghui","Huang, Quanjia","Liu, Yin","Wang, Tingting",,,"An exploratory framework for mapping, mechanism, and management of urban soundscape quality: From quietness to naturalness",ENVIRONMENT INTERNATIONAL,MAY 2024,0,"Background: Despite growing attention from researchers and governments, challenges persist in comprehensively assessing urban sound quality by integrating both quietness and naturalness aspects. Goals: This study aimed to develop an innovative soundscape quality index that concurrently evaluates quietness and naturalness in urban soundscapes. Our objectives included conducting urban soundscape quality mapping, analyzing influential mechanisms, and identifying priority zones for sound environment management. Approaches: We collected sound pressure level (SPL) and raw audio data, from which we computed a normalized difference soundscape index (NDSI). With a dataset comprising 28 explanatory variables encompassing land use, built environment, vegetation characteristics, and temporal factors, we employed the random forest (RF) model to predict 10 indicators, including eight SPL-related indices, NDSI, and the QNS (quietness and naturalness soundscape) index. Crucially, we utilized SHAP (SHapley Additive exPlanations) values to interpret the RF model. Findings: Spatial variations in quietness and naturalness were evident, closely associated with road networks and vegetation, respectively, with discernible temporal variations. The top three variables influencing QNS were distance to major roads, normalized difference vegetation index (NDVI), and proportion of tree coverage. Moreover, interaction effects highlighted dual negative or synergistic promoting effects on QNS from factors such as road width, human disturbance, vegetation configurations, and land cover. Notably, these mechanisms were successfully applied to six typical tourist attractions in Xiamen city, where five types of management zones were mapped based on priority considerations of population density and soundscape quality. Interestingly, natural soundscape reserves were highly correlated with city parks, high-risk zones predominantly overlapped with road networks, and potential zones comprised inner communities between streets. Significance: The framework demonstrated effectiveness in mapping, exploring mechanisms, and guiding management strategies for the urban sound environment.",Sound environment quality,Urban sound environment prediction,Sound map,Sound environment management,Random forest,Public health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_369,"Liu, Zhengying","Zhao, Pengjun","Liu, Qiyang","Cui, Yanzhe","Yang, Yuan","Liu, Juan","Li, Buhui","Li, Jingwei",,,Exploring the spatial characteristics of the human mobility network in rural settings of China's Greater Bay Area,JOURNAL OF TRANSPORT GEOGRAPHY,OCT 2023,2,"Human mobility is an important carrier of material flow, information flow, capital flow, and technology flow between locations. A better understanding of human mobility in rural areas could inform efforts to achieve rural revitalization. However, there have been limited evaluations of the characteristics of human mobility in rural areas. Based on human movements estimated from mobile phone data, we constructed an inter-town human mobility network and applied a complex network analysis method to study the spatial characteristics of the human mobility network in rural areas, with China's Greater Bay Area as a case study. We found that rural towns with high centrality were mostly located at the convergence of developed megacities. Rural towns with most connections were not necessarily the most central in the inter-town human mobility networks, leading to anomalous values of the centrality. We demonstrated that the anomaly of centrality values emerged due to the community structure of the network. We identified nine communities in the network and found that the geographical borders of communities partly matched the urban administrative borders. However, the results also showed that many rural towns on the fringes of a city were dissolved in their adjacent developed cities, independent of the urban administrative boundary effect. The formation of communities cannot be explained only by the impacts of urban administrative boundaries, but also by the growth of large cities and the geographic dispersal of economic activities. Finally, we identified seven roles of rural towns based on their pattern of intra-community and inter-community connections. These findings provide important insights into the pattern of interaction among rural towns.",Spatial characteristics,Mobility network,Complex network,Rural areas,Greater Bay Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_370,"Zou, Weiyong","Xu, Lingli",,,,,,,,,Dynamic Development Characteristics and Driving Factors of High Quality Development Level in China's Five Major Urban Agglomerations,CHINESE GEOGRAPHICAL SCIENCE,OCT 2024,2,"High-quality development is the primary task of comprehensively building a socialist, modern country, as well as the primary task of building urban agglomerations in China. Based on the five development concepts, this paper used the entropy method to measure the High Quality Development Index (HQDI) of the five major urban agglomerations. The results showed that the HQDI of the five major urban agglomerations shows a fluctuating upward trend. First, using the Dagum Gini coefficient to explore the sources of HQDI development differences in urban agglomerations, we found that the main source of HQDI differences in urban agglomerations was interregional differences, while intra-regional differences were not important. Second, kernel density estimation was used to test the dynamic evolution trend of HQDI within urban agglomerations. There was a polarisation phenomenon in the HQDI of urban agglomerations, such as the Pearl River Delta urban agglomeration and the Chengdu-Chongqing urban agglomeration. But overall, the degree of imbalance had decreased. Third, using geographic detectors to examine the driving factors of HQDI in urban agglomerations, we found that the main driving forces for improving HQDI in urban agglomerations were economic growth, artificial intelligence technology and fiscal decentralisation. All the interaction factors had greater explanatory power for the spatial differentiation of HQDI, which can be divided into two types: two-factor improvement and non-linear improvement. This study is conducive to improving and enriching the theoretical system for evaluating the high quality development of urban agglomerations, and provides policy references for promoting the high quality development of urban agglomerations.",urban agglomeration,High Quality Development Index (HQDI),spatio-temporal evolution,driving factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_371,"Yin, Peiyi","Li, Xuecao","Zhou, Yuyu","Mao, Jiafu","Fu, Yongshuo H.","Cao, Wenting","Gong, Peng","He, Wanru","Li, Baoguo","Huang, Jianxi",Urbanization effects on the spatial patterns of spring vegetation phenology depend on the climatic background,AGRICULTURAL AND FOREST METEOROLOGY,FEB 15 2024,3,"Cities have been considered ideal surrogates for evaluating ecological responses to climate warming. Although research has revealed that the urban heat island effect is not the only determinant that drives the rural-urban difference in spring phenology, limited attempts further explore the effect of complex interactions between urbanization and climates on the start of the season (SOS). Here, we employed the percentage of impervious surface area as an indicator of urbanization levels, incorporating the urban heat island (UHI) effect and climates to decipher the multiple effects on the temporal shift in SOS. Our results suggest that urbanization, the UHI effect, and climates jointly drive the phenological timing in cities. The SOS is highly linearly correlated with urbanization levels and UHI effects (p<0.001) in the zones with warm and humid climates, whereas relatively warmer, cooler, or arid climates break down the linearity. Geographically, the SOS is north-south symmetrical for the rural-urban ecosystem at the national scale, which initiates at the mid-latitudes (around 30 degrees N, 67.58 DOY +/- 2.23 days) first and then towards the low (around 20 degrees N, 105.25 DOY +/- 1.31 days) and high-latitudes (45 degrees N, 123.01 DOY +/- 1.45 days). Chilling accumulation and spring temperature jointly contribute to this phenomenon. As the UHI effect is similar to the projected global warming in the future, understanding the phenological responses to urbanization in various climates is insightful for evaluating the impact of future warming on plants' phenological behavior in the global ecosystem.",Spring vegetation phenology,urbanization,urban heat island effect,climates,rural-urban ecosystem,,,,,,"Liu, Xiaoping","Shi, Zitong","Liu, Donglie","Guo, Jinchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_372,"Liu, Chenghao","Liu, Yaobin","Giannetti, Biagio F.","Almeida, Cecilia M. V. B.","Sevegnani, Fabio","Li, Ruzi",,,,,"Spatiotemporal differentiation and mechanism of anthropogenic factors affecting ecosystem service value in the Urban Agglomeration around Poyang Lake, China",ECOLOGICAL INDICATORS,OCT 2023,23,"Clarifying the impact of anthropogenic factors on ecosystem service value (ESV) is crucial to achieving sustainable development. However, the dynamics of human-disturbed complex ESVs vary from region to region, and the specific mechanism of this remains unclear, confusing land use planning. Therefore, this study focuses on the Urban Agglomeration around Poyang Lake in a typical area of China, uses the improved equivalent factor to analyze ESV estimation and spatial-temporal change, and employs Geographically Weighted Regression model and Geographical Detectors to explore the regional differences and impact mechanisms of anthropogenic factors on ESV. The results indicate that ESV in the study area has increased from 2000 to 2020, with a slowed-down growth rate. Spatially, ESV shows a decreasing trend from the core area to the periphery area as the distance from the lake increases. Further analysis reveals significant spatial heterogeneity in the impact of anthropogenic factors on ESV, with more potent interaction effects than single effects. Specifically, there is a strong interaction between urban development factors and industrial/agricultural factors. Furthermore, the anthropogenic-driven forces affecting ESV become increasingly complex from the core area to the peripheral area. These findings provide valuable insights into the distribution, dynamics, and mechanisms of ESV.",Ecosystem service value,Anthropogenic factors,Heterogeneity,Sustainable development,Urban Agglomeration around Poyang Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_373,"Zhang, Yu","Zhu, Taoxing","Guo, Haiyan","Yang, Xiaohui",,,,,,,"Analysis of the coupling coordination degree of the Society-Economy-Resource-Environment system in urban areas: Case study of the Jingjinji urban agglomeration, China",ECOLOGICAL INDICATORS,FEB 2023,31,"The fast growth of China's economy and society has brought severe consequences on the country's environ-mental quality and natural resources. In order to overcome these obstacles, the Chinese government proposed the concept of high-quality development in 2017, aiming to promote the comprehensive, sustainable and balanced development of society, economy, resources and the environment. Exploring the interactions within the Social -Economic-Resource-Environment (SERE) system in urban agglomeration regions can help policy-makers achieve high-quality sustainable urban development. On account of the concept of high-quality development and the theory of complex systems, we constructed the SERE system. Taking the Jingjinji (JJJ) urban agglomeration from 2011 to 2019 as a research sample, we first evaluated the comprehensive quality of the SERE subsystems at two scale levels using the entropy method. Then, the level of coordinated development among the subsystems was studied by building a coupling coordination degree (CCD)model. Finally, the effect of the four subsystems on the CCD was analyzed by using a panel regression model. The results of the study found that first, the SERE system's comprehensive development quality at the scale of the whole JJJ urban agglomeration showed an upward trend from 2011 to 2019. The resource subsystem always contributed the most, the economic and social subsystem contributed moderately, and the environmental subsystem contributed the least. Secondly, the comprehensive quality of all cities' SERE subsystems showed different degrees of growth, with notable spatial differences. The comprehensive quality levels of social, economic and resource subsystems in Beijing and Tianjin were signifi-cantly higher than those in Hebei. Thirdly, the SERE system's CCD in each city showed various growth ten-dencies. The proportion of severely unbalanced cities decreased from 84.62% to 61.54% during the study period, and regional development became more coordinated. However, there were still obvious spatial differences; Beijing and Tianjin consistently performed better, and the scores of cities in Hebei province were generally low. Fourthly, the degree of coupling coordination among the subsystems was positively correlated with their comprehensive quality. The elasticity of the environmental subsystem was the largest, which was essential to the coordinated development of the SERE system. These findings can offer governments valuable references for adopting appropriate policy measures which promote high-quality, sustainable and coordinated urban development.",Society-Economy-Resource-Environment,system,Coupling coordination degree model,High -quality development,Jingjinji urban agglomeration,Panel regression model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_374,"Wu, Zherong","Zhang, Xinyang","Ma, Peifeng","Kwan, Mei-Po","Liu, Yang",,,,,,How Did Urban Environmental Characteristics Influence Land Surface Temperature in Hong Kong from 2017 to 2022? Evidence from Remote Sensing and Land Use Data,SUSTAINABILITY,NOV 2023,6,"Urbanization has led to environmental challenges, with the urban heat island effect being a prominent concern. Understanding the influence of urban environmental characteristics (UECs) on land surface temperature (LST) is essential for addressing this issue and promoting sustainable urban development. The spatiotemporal characteristics and influencing factors of LST have been investigated in past studies, but research that explicitly investigates the key factors and long-term spatial relationships affecting LST in city-scale urban areas is limited. Remote sensing techniques provide valuable insights into LST patterns and the relationship between urban environment and temperature dynamics. We utilized Landsat 8 images to derive the LST and six spectral indices from 2017 to 2022 in Hong Kong, a city characterized by high population density and rapid urban growth. We also acquired land use data to reflect Hong Kong's dynamic urban landscape. The complex interactions between urban environment and LST were analyzed using various analytical techniques, including slope trend analysis, land use change detection, and correlation analysis. Finally, we constructed a random forest model to assess the importance of each environmental characteristic. Our findings provide three key insights for regions experiencing rapid urbanization. First, the LST showed an increasing trend in Hong Kong from 2017 to 2022, with the annual LST rising from 21.13 degrees C to 23.46 degrees C. Second, we identify negative relationships between LST and vegetation (-0.49)/water bodies (-0.49) and a positive correlation between LST and built-up areas (0.56) utilizing Pearson's correlation. Third, the dominant influence of built-up areas was underscored, contributing as much as 53.4% to elevated LST levels, with specific attention to the substantial reclamation activities in Hong Kong. The insights from this study provide valuable guidance for policymakers, urban planners, and environmental researchers to formulate evidence-based strategies to achieve a resilient, livable urban future.",urban climate,urban heat island,land surface temperature,remote sensing index,random forest method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
