,author1,author2,author3,author4,title,conference,publish time,citation,abstract,keyword1,keyword2,keyword3,keyword4,keyword5,author5,author6,author7,author8,journal/book,author9,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,keyword15
Row_343,"Liu, Siyu","He, Changtao","Bai, Haiwei","Zhang, Yijie",LIGHT-WEIGHT ATTENTION SEMANTIC SEGMENTATION NETWORK FOR HIGH-RESOLUTION REMOTE SENSING IMAGES,IGARSS 2020 - 2020 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,2020,12,"Semantic segmentation of high-resolution remote sensing (HRRS) images becomes more and more important at present. Popular approaches use deep learning to solve this task, which depends on a large amount of labeled data and powerful computing resources. When computing resources or the labeled data are insufficient, their performance will be severely degraded. To deal with this problem, we proposed a light-weight network with attention modules for semantic segmentation of HRRS images. The depth and width of the network are designed, which has a small number of parameters to ensure the efficiency of training. The network adopts an encoder-decoder architecture. The feature maps of different scales from the encoder are concatenated together after resizing to carry out multi-scale feature fusion. To capture the global semantic information from the context, the attention mechanism is employed in the decoder. With one GTX2080Ti GPU and only 15 MB parameters the model owns, our light-weight network has quality results evaluated on ISPRS Vaihingen Dataset with fewer parameters compared to other popular approaches.",Light-weight network,attention mechanism,semantic segmentation,,,"Cheng, Jian",,,,,,,,,,,,,,,,,,,,,,,,,,,
Row_344,"Milosavljevic, Aleksandar",,,,Automated Processing of Remote Sensing Imagery Using Deep Semantic Segmentation: A Building Footprint Extraction Case,,AUG 2020,17,"The proliferation of high-resolution remote sensing sensors and platforms imposes the need for effective analyses and automated processing of high volumes of aerial imagery. The recent advance of artificial intelligence (AI) in the form of deep learning (DL) and convolutional neural networks (CNN) showed remarkable results in several image-related tasks, and naturally, gain the focus of the remote sensing community. In this paper, we focus on specifying the processing pipeline that relies on existing state-of-the-art DL segmentation models to automate building footprint extraction. The proposed pipeline is organized in three stages: image preparation, model implementation and training, and predictions fusion. For the first and third stages, we introduced several techniques that leverage remote sensing imagery specifics, while for the selection of the segmentation model, we relied on empirical examination. In the paper, we presented and discussed several experiments that we conducted on Inria Aerial Image Labeling Dataset. Our findings confirmed that automatic processing of remote sensing imagery using DL semantic segmentation is both possible and can provide applicable results. The proposed pipeline can be potentially transferred to any other remote sensing imagery segmentation task if the corresponding dataset is available.",remote sensing imagery,deep learning,semantic segmentation,building extraction,convolutional neural networks,,,,,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,,,,,,,,,,,,,,,,,,,,,,,
Row_345,"Guo, Xuejun","Chen, Zehua","Wang, Chengyi",,Fully convolutional DenseNet with adversarial training for semantic segmentation of high-resolution remote sensing images,,MAR 17 2021,9,"Semantic segmentation is an important and foundational task in the application of high-resolution remote sensing images (HRRSIs). However, HRRSIs feature large differences within categories and minor variances across categories, posing a significant challenge to the high-accuracy semantic segmentation of HRRSIs. To address this issue and obtain powerful feature expressiveness, a deep conditional generative adversarial network (DCGAN), integrating fully convolutional DenseNet (FC-DenseNet) and Pix2pix, is proposed. The DCGAN is composed of a generator-discriminator pair, which is built on a modified downsampling unit of FC-DenseNet. The proposed method possesses strong feature expression ability because of its skip connections, the very deep network structure and multiscale supervision introduced by FC-DenseNet, and the supervision from the discriminator. Experiments on a Deep Globe Land Cover dataset demonstrate the feasibility and effectiveness of this approach for the semantic segmentation of HRRSIs. The results also reveal that our method can mitigate the influence of class imbalance. Our approach for precise semantic segmentation can effectively facilitate the application of HRRSIs. (C) 2021 Society of Photo-Optical Instrumentation Engineers (SPIE)",semantic segmentation,generative adversarial network,fully convolutional neural network,high resolution remote sensing,DenseNets,,,,,JOURNAL OF APPLIED REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_346,"Cai, Yuxiang","Yang, Yingchun","Shang, Yongheng","Shen, Zhengwei",DASRSNet: Multitask Domain Adaptation for Super-Resolution-Aided Semantic Segmentation of Remote Sensing Images,,2023,7,"Unsupervised domain adaptation (UDA) has become an important technique for cross-domain semantic segmentation (SS) in the remote sensing community and obtained remarkable results. However, when transferring from high-resolution (HR) remote sensing images to low-resolution (LR) images, the existing UDA frameworks always fail to segment the LR target images, especially for small objects (e.g., cars), due to the severe spatial resolution shift problem. In this article, to improve the segmentation ability of UDA models for LR target images and small objects, we propose a novel multitask domain adaptation network (DASRSNet) for SS of remote sensing images with the aid of super-resolution (SR). The proposed DASRSNet contains domain adaptation for SS (DASS) branch, domain adaptation for SR (DASR) branch, and feature affinity (FA) module. Specifically, the DASS and DASR branches share the same encoder to extract the domain-invariant features for the target and source domains, and these two branches utilize different decoders and discriminators to conduct cross-domain SS task and SR task, which align the domain shift in output space and image space, respectively. Finally, the FA module, which involves the proposed FA loss, is applied to enhance the affinity of SS features and SR features for both source and target domains. The experimental results on the cross-city aerial datasets demonstrate the effectiveness and superiority of our DASRSNet against the recent UDA models.",Remote sensing,Spatial resolution,Feature extraction,Adaptation models,Task analysis,"Yin, Jianwei",,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Semantic segmentation,Multitasking,Adversarial learning,multitask learning (MTL),remote sensing images,semantic segmentation (SS),super-resolution (SR),unsupervised domain adaptation (UDA),,,,,,,,,,,,,,
Row_347,"Ma, Xianping","Xu, Xichen","Zhang, Xiaokang","Pun, Man-On",Adjacent-Scale Multimodal Fusion Networks for Semantic Segmentation of Remote Sensing Data,,2024,0,"Semantic segmentation is a fundamental task in remote sensing image analysis. The accurate delineation of objects within such imagery serves as the cornerstone for a wide range of applications. To address this issue, edge detection, cross-modal data, large intraclass variability, and limited interclass variance must be considered. Traditional convolutional-neural-network-based models are notably constrained by their local receptive fields, Nowadays, transformer-based methods show great potential to learn features globally, while they ignore positional cues easily and are still unable to cope with multimodal data. Therefore, this work proposes an adjacent-scale multimodal fusion network (ASMFNet) for semantic segmentation of remote sensing data. ASMFNet stands out not only for its innovative interaction mechanism across adjacent-scale features, effectively capturing contextual cues while maintaining low computational complexity but also for its remarkable cross-modal capability. It seamlessly integrates different modalities, enriching feature representation. Its hierarchical scale attention (HSA) module bolsters the association between ground objects and their surrounding scenes through learning discriminative features at higher level abstractions, thereby linking the broad structural information. Adaptive modality fusion module is equipped by HSA with valuable insights into the interrelationships between cross-model data, and it assigns spatial weights at the pixel level and seamlessly integrates them into channel features to enhance fusion representation through an evaluation of modality importance via feature concatenation and filtering. Extensive experiments on representative remote sensing semantic segmentation datasets, including the ISPRS Vaihingen and Potsdam datasets, confirm the impressive performance of the proposed ASMFNet.",Transformers,Remote sensing,Semantics,Semantic segmentation,Feature extraction,,,,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,Decoding,Data models,Convolutional neural networks,Stacking,Optical sensors,Adjacent-scale,multimodal fusion,remote sensing,semantic segmentation,,,,,,,,,,,,,
Row_348,"Bai, Lin","Lin, Xiangyuan","Ye, Zhen","Xue, Dongling",MsanlfNet: Semantic Segmentation Network With Multiscale Attention and Nonlocal Filters for High-Resolution Remote Sensing Images,,2022,15,"With the development of deep learning, remote sensing image (RSI) semantic segmentation has produced significant advances. The majority of existing methods use fully convolutional network (FCN) that lacks fine-grained multiscale representation and fails to extract global context information. Thus, we improve FCN by adding two modules-multiscale attention (MSA) and nonlocal filter (NLF). The MSA module enhances the network's fine-grained multiscale representation capability and allows modeling the interdependencies of feature maps among different channels. The NLF module can capture global context information by sequential using fast Fourier transform (FFT), parameter learnable filters, and inverse FFT. By using MSA module for encoder and NLF module for decoder in the FCN framework, MSA and NLF network (MsanlfNet) can obtain both fine-grained multiscale spatial feature and global context information, thus achieving a balance between performance and computational effort. Experimental results on the remote sensing semantic segmentation public datasets demonstrate that our method can achieve better performance. The code is available at https://github.com/xyuanLin/MsanlfNet.",Feature extraction,Semantics,Convolution,Remote sensing,Image segmentation,"Yao, Cheng","Hui, Meng",,,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,,Frequency-domain analysis,Decoding,Multiscale attention (MSA),nonlocal filters (NLFs),remote sensing images (RSIs),semantic segmentation,,,,,,,,,,,,,,,,
Row_349,"Sun, Li","Zou, Huanxin","Wei, Juan","Cao, Xu",Semantic Segmentation of High-Resolution Remote Sensing Images Based on Sparse Self-Attention and Feature Alignment,,MAR 2023,4,"Semantic segmentation of high-resolution remote sensing images (HRSI) is significant, yet challenging. Recently, several research works have utilized the self-attention operation to capture global dependencies. HRSI have complex scenes and rich details, and the implementation of self-attention on a whole image will introduce redundant information and interfere with semantic segmentation. The detail recovery of HRSI is another challenging aspect of semantic segmentation. Several networks use up-sampling, skip-connections, parallel structure, and enhanced edge features to obtain more precise results. However, the above methods ignore the misalignment of features with different resolutions, which affects the accuracy of the segmentation results. To resolve these problems, this paper proposes a semantic segmentation network based on sparse self-attention and feature alignment (SAANet). Specifically, the sparse position self-attention module (SPAM) divides, rearranges, and resorts the feature maps in the position dimension and performs position attention operations (PAM) in rearranged and restored sub-regions, respectively. Meanwhile, the proposed sparse channel self-attention module (SCAM) groups, rearranges, and resorts the feature maps in the channel dimension and performs channel attention operations (CAM) in the rearranged and restored sub-channels, respectively. SPAM and SCAM effectively model long-range context information and interdependencies between channels, while reducing the introduction of redundant information. Finally, the feature alignment module (FAM) utilizes convolutions to obtain a learnable offset map and aligns feature maps with different resolutions, helping to recover details and refine feature representations. Extensive experiments conducted on the ISPRS Vaihingen, Potsdam, and LoveDA datasets demonstrate that the proposed method precedes general semantic segmentation- and self-attention-based networks.",semantic segmentation,high-resolution remote sensing,self-attention,context modeling,feature alignment,"He, Shitian","Li, Meilin","Liu, Shuo",,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_350,"Xu, Yizhe","Jiang, Jie",,,High-Resolution Boundary-Constrained and Context-Enhanced Network for Remote Sensing Image Segmentation,,APR 2022,7,"The technology of remote sensing image segmentation has made great progress in recent years. However, there are still several challenges which need to be addressed (e.g., ground objects blocked by shadows, higher intra-class variance and lower inter-class variance). In this paper, we propose a novel high-resolution boundary-constrained and context-enhanced network (HBCNet), which combines boundary information to supervise network training and utilizes the semantic information of categories with the regional feature presentations to improve final segmentation accuracy. On the one hand, we design the boundary-constrained module (BCM) and form the parallel boundary segmentation branch, which outputs the boundary segmentation results and supervises the network training simultaneously. On the other hand, we also devise a context-enhanced module (CEM), which integrates the self-attention mechanism to advance the semantic correlation between pixels of the same category. The two modules are independent and can be directly embedded in the main segmentation network to promote performance. Extensive experiments were conducted using the ISPRS Vahingen and Potsdam benchmarks. The mean F1 score (m-F1) of our model reached 91.32% and 93.38%, respectively, which exceeds most existing CNN-based models and represents state-of-the-art results.",remote sensing image,semantic segmentation,attention mechanism,boundary information,,,,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_351,"Xin, Yi","Fan, Zide","Qi, Xiyu","Geng, Ying",Enhancing Semi-Supervised Semantic Segmentation of Remote Sensing Images via Feature Perturbation-Based Consistency Regularization Methods,,FEB 2024,4,"In the field of remote sensing technology, the semantic segmentation of remote sensing images carries substantial importance. The creation of high-quality models for this task calls for an extensive collection of image data. However, the manual annotation of these images can be both time-consuming and labor-intensive. This has catalyzed the advent of semi-supervised semantic segmentation methodologies. Yet, the complexities inherent within the foreground categories of these remote sensing images present challenges in preserving prediction consistency. Moreover, remote sensing images possess more complex features, and different categories are confused within the feature space, making optimization based on the feature space challenging. To enhance model consistency and to optimize feature-based class categorization, this paper introduces a novel semi-supervised semantic segmentation framework based on Mean Teacher (MT). Unlike the conventional Mean Teacher that only introduces perturbations at the image level, we incorporate perturbations at the feature level. Simultaneously, to maintain consistency after feature perturbation, we employ contrastive learning for feature-level learning. In response to the complex feature space of remote sensing images, we utilize entropy threshold to assist contrastive learning, selecting feature key-values more precisely, thereby enhancing the accuracy of segmentation. Extensive experimental results on the ISPRS Potsdam dataset and the challenging iSAID dataset substantiate the superior performance of our proposed methodology.",remote sensing,semantic segmentation,semi-supervised learning,consistency regularization,feature perturbation,"Li, Xinming",,,,SENSORS,,contrastive learning,,,,,,,,,,,,,,,,,,,,,
Row_352,"Sui, Baikai","Cao, Yungang","Cheng, Haibo","Zhang, Shuang",Detail-Optimized Super-Resolution Reconstruction-Based Multistage Training Strategy for Remote Sensing Semantic Segmentation,,2024,0,"Low resolution is a major factor that negatively impacts the accuracy of remote sensing (RS) interpretation. High-quality super-resolution reconstruction (SRR) can help alleviate this problem. In this study, we present a multistage semantic segmentation training strategy called SRSSTS, which is based on detail-optimized SRR. SRSSTS addresses the challenges of poor reconstruction quality and low semantic segmentation (SS) accuracy of RS images. Our approach involves constructing a generative adversarial network (GAN)-based perceptual-loss-dominated SRR network, which generates texture-realistic, high-quality high-resolution images from low-resolution RS images. We then input the generated images into an SS network in steps and propose a three-stage joint loss to generate segmentation results at different resolutions. SRSSTS is straightforward and efficient, and it can be applied to any SS backbone networks. Additionally, this strategy does not increase computational resources compared to other SR-based segmentation methods, since the SRR network is trained separately. We evaluated the effectiveness of our designed SRR network and SRSSTS on five RS datasets (ISPRS Potsdam and Vaihingen, WHDLD, LoveDA Rural and Urban) with different resolutions, achieving excellent performance compared to an SS model for a single task and other SR-based segmentation methods. Moreover, we observed that the learned perceptual image patch similarity (LPIPS) of the super-resolution (SR) reconstructed images, i.e., the stronger the perception ability, the more helpful it is for the SS task.",remote sensing (RS),semantic segmentation (SS),super resolution (SR),training strategy (TS),,"Zhu, Jun","Xie, Yakun",,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_353,"Song, Wanying","Zhou, Xinwei","Zhang, Shiru","Wu, Yan",GLF-Net: A Semantic Segmentation Model Fusing Global and Local Features for High-Resolution Remote Sensing Images,,OCT 2023,3,"Semantic segmentation of high-resolution remote sensing images holds paramount importance in the field of remote sensing. To better excavate and fully fuse the features in high-resolution remote sensing images, this paper introduces a novel Global and Local Feature Fusion Network, abbreviated as GLF-Net, by incorporating the extensive contextual information and refined fine-grained features. The proposed GLF-Net, devised as an encoder-decoder network, employs the powerful ResNet50 as its baseline model. It incorporates two pivotal components within the encoder phase: a Covariance Attention Module (CAM) and a Local Fine-Grained Extraction Module (LFM). And an additional wavelet self-attention module (WST) is integrated into the decoder stage. The CAM effectively extracts the features of different scales from various stages of the ResNet and then encodes them with graph convolutions. In this way, the proposed GLF-Net model can well capture the global contextual information with both universality and consistency. Additionally, the local feature extraction module refines the feature map by encoding the semantic and spatial information, thereby capturing the local fine-grained features in images. Furthermore, the WST maximizes the synergy between the high-frequency and the low-frequency information, facilitating the fusion of global and local features for better performance in semantic segmentation. The effectiveness of the proposed GLF-Net model is validated through experiments conducted on the ISPRS Potsdam and Vaihingen datasets. The results verify that it can greatly improve segmentation accuracy.",high-resolution remote sensing,semantic segmentation,global context information,fine-grained feature,feature fusion,"Zhang, Peng",,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_354,"Chen, Bingyu","Xia, Min","Qian, Ming","Huang, Junqing",MANet: a multi-level aggregation network for semantic segmentation of high-resolution remote sensing images,,AUG 18 2022,65,"With the continuous improvement of the segmentation effect for natural datasets, some studies have gradually been applied to high-resolution remote sensing images (HRRSIs). Due to a large amount of ground object information contained, even objects of the same type present the diversity and complexity of features in different periods or locations. The existing algorithms applied to semantic segmentation of remote sensing images are limited by the short-range context, and the high-resolution details, especially the edges, couldnot be fully recovered. Aiming at the problem, a multi-level aggregation network (MANet) is proposed. Firstly, the proposed global dependency module extracts deep global features by learning the interrelationships of all positions in the context, and filters redundant channel information as well. Secondly, MANet we proposed extends Multi-level Feature Aggregation Network by adding a simple and effective two-path feature refining module before each up-sample module to optimize the segmentation results. The two-path feature refining module uses two independent branches to obtain the features with different depths, which enriches the hierarchical structure of the network. Besides, it is combined with the subsequent up-sample module to effectively enhance MANet's ability to recover detailed information of HRRSI. Experimental results show that the methods proposed in the paper achieve competitive performance.",High-Resolution,remote sensing images,Mosaic data enhancement,semantic segmentation,deep learning,,,,,INTERNATIONAL JOURNAL OF REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_355,"Chen, Yan","Jiang, Wenxiang","Wang, Mengyuan","Kang, Menglei",LightFGCNet: A Lightweight and Focusing on Global Context Information Semantic Segmentation Network for Remote Sensing Imagery,,DEC 2022,4,"Convolutional neural networks have attracted much attention for their use in the semantic segmentation of remote sensing imagery. The effectiveness of semantic segmentation of remote sensing images is significantly influenced by contextual information extraction. The traditional convolutional neural network is constrained by the size of the convolution kernel and mainly concentrates on local contextual information. We suggest a new lightweight global context semantic segmentation network, LightFGCNet, to fully utilize the global context data and to further reduce the model parameters. It uses an encoder-decoder architecture and gradually combines feature information from adjacent encoder blocks during the decoding upsampling stage, allowing the network to better extract global context information. Considering that the frequent merging of feature information produces a significant quantity of redundant noise, we build a unique and lightweight parallel channel spatial attention module (PCSAM) for a few critical contextual features. Additionally, we design a multi-scale fusion module (MSFM) to acquire multi-scale feature target information. We conduct comprehensive experiments on the two well-known datasets ISPRS Vaihingen and WHU Building. The findings demonstrate that our suggested strategy can efficiently decrease the number of parameters. Separately, the number of parameters and FLOPs are 3.12 M and 23.5 G, respectively, and the mIoU and IoU of our model on the two datasets are 70.45% and 89.87%, respectively, which is significantly better than what the conventional convolutional neural networks for semantic segmentation can deliver.",remote sensing imagery,semantic segmentation,attention mechanism,global contextual information,multi-scale fusion,"Weise, Thomas","Wang, Xiaofeng","Tan, Ming","Xu, Lixiang",REMOTE SENSING,"Li, Xinlu",lightweight model,,,,,,,,,"Zhang, Chen",,,,,,,,,,,,
Row_356,"Guo, Shichen","Jin, Qizhao","Wang, Hongzhen","Wang, Xuezhi",Learnable Gated Convolutional Neural Network for Semantic Segmentation in Remote-Sensing Images,,AUG 2019,29,"Semantic segmentation in high-resolution remote-sensing (RS) images is a fundamental task for RS-based urban understanding and planning. However, various types of artificial objects in urban areas make this task quite challenging. Recently, the use of Deep Convolutional Neural Networks (DCNNs) with multiscale information fusion has demonstrated great potential in enhancing performance. Technically, however, existing fusions are usually implemented by summing or concatenating feature maps in a straightforward way. Seldom do works consider the spatial importance for global-to-local context-information aggregation. This paper proposes a Learnable-Gated CNN (L-GCNN) to address this issue. Methodologically, the Taylor expression of the information-entropy function is first parameterized to design the gate function, which is employed to generate pixelwise weights for coarse-to-fine refinement in the L-GCNN. Accordingly, a Parameterized Gate Module (PGM) was designed to achieve this goal. Then, the single PGM and its densely connected extension were embedded into different levels of the encoder in the L-GCNN to help identify the discriminative feature maps at different scales. With the above designs, the L-GCNN is finally organized as a self-cascaded end-to-end architecture that is able to sequentially aggregate context information for fine segmentation. The proposed model was evaluated on two public challenging benchmarks, the ISPRS 2Dsemantic segmentation challenge Potsdam dataset and the Massachusetts building dataset. The experiment results demonstrate that the proposed method exhibited significant improvement compared with several related segmentation networks, including the FCN, SegNet, RefineNet, PSPNet, DeepLab and GSN.For example, on the Potsdam dataset, our method achieved a 93.65% F1 score and 88.06% IoU score for the segmentation of tiny cars in high-resolution RS images. As a conclusion, the proposed model showed potential for object segmentation from the RS images of buildings, impervious surfaces, low vegetation, trees and cars in urban settings, which largely varies in size and have confusing appearances.",semantic segmentation,CNN,deep learning,remote sensing,gate function,"Wang, Yangang","Xiang, Shiming",,,REMOTE SENSING,,multiscale feature fusion,,,,,,,,,,,,,,,,,,,,,
Row_357,"Li, Zhenshi","Zhang, Xueliang","Xiao, Pengfeng",,One Model Is Enough: Toward Multiclass Weakly Supervised Remote Sensing Image Semantic Segmentation,,2023,25,"Semantic segmentation of remote sensing images (RSIs) is effective for large-scale land cover mapping, which heavily relies on a large amount of training data with laborious pixel-level labeling. Due to the easy availability of image-level labels, weakly supervised semantic segmentation (WSSS) based on them has attracted intensive attention. However, existing image-level WSSS methods for RSIs mainly focus on binary segmentation, which are difficult to apply to multiclass scenarios. This study proposes a comprehensive framework for image-level multiclass WSSS of RSIs, consisting of appropriate image-level label generation, high-quality pixel-level pseudo mask generation, and segmentation network iterative training. Specifically, a training sample filtering method, as well as a dataset co-occurrence evaluation metric, is proposed to demonstrate proper image-level training samples. Leveraging multiclass class activation maps (CAMs), an uncertainty-driven pixel-level weighted mask is proposed to relieve the overfitting of labeling noise in pseudo masks when training the segmentation network. Extensive experiments demonstrate that the proposed framework can achieve high-quality multiclass WSSS performance with image-level labels, which can attain 94.23% and 90.77% of the mean intersection over union (mIoU) from pixel-level labels for the ISPRS Potsdam and Vaihingen datasets, respectively. Beyond that, for the DeepGlobe dataset with more complex landscapes, the WSSS framework can achieve an accuracy close to 99% of the fully supervised case. In addition, we further demonstrate that compared to adopting multiple binary WSSS models, directly training a multiclass WSSS model can achieve better results, which can provide new thoughts to achieve WSSS of RSIs for multiclass application scenarios. Our code is publically available at https://github.com/NJU-LHRS/OME.",Class activation map (CAM),image-level label,multiclass,pixel-level uncertainty,remote sensing image (RSI),,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,weakly supervised semantic segmentation (WSSS),,,,,,,,,,,,,,,,,,,,,
Row_358,"Zheng, Chen","Zhang, Yun","Wang, Leiguang",,Semantic Segmentation of Remote Sensing Imagery Using an Object-Based Markov Random Field Model With Auxiliary Label Fields,,MAY 2017,37,"The Markov random field (MRF) model has attracted great attention in the field of image segmentation. However, most MRF-based methods fail to resolve segmentation misclassification problems for high spatial resolution remote sensing images due to insufficiently using the hierarchical semantic information. In order to solve such a problem, this paper proposes an object-based MRF model with auxiliary label fields that can capture more macro and detailed information and apply it to the semantic segmentation of high spatial resolution remote sensing images. Specifically, apart from the label field, two auxiliary label fields are first introduced into the proposed model for interpreting remote sensing images from different perspectives, which are implemented by setting a different number of auxiliary classes. Then, the multilevel logistic model is used to describe the interactions within each label field, and a conditional probability distribution is developed to model the interactions between label fields. A net context structure is established among them to model the interactions of classes within and between label fields. A principled probabilistic inference is suggested to solve the proposed model by iteratively renewing the label field and auxiliary label fields, in which different information of auxiliary label fields can be integrated into the label field during iterations. Experiments on different remote sensing images demonstrate that our model produces more accurate segmentation than the state-of-the-art MRF-based methods. If some prior information is added, the proposed model can produce accurate results even in complex areas.",Auxiliary label field,object-based Markov random field,remote sensing image,semantic segmentation,,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_359,"Zhang, Zhen","Huang, Jue","Jiang, Tao","Sui, Baikai",Semantic segmentation of very high-resolution remote sensing image based on multiple band combinations and patchwise scene analysis,,JAN 6 2020,19,"Large intraclass variance and low interclass variance are among the most challenging problems in very high-resolution (VHR) image classification. Semantic segmentation constructed in a deep convolution neural network is used as a classification algorithm conducted via end-to-end training, which combines spectral-spatial features and context information. However, large-scale remote sensing images cannot be directly processed because they are limited by GPU memory and segmentation algorithm. At the same time, classification using single band combinations is also unsatisfactory due to the extraordinary complex features of VHR images. Therefore, a method is proposed based on multiple band combinations and patchwise scene analysis. A complex remote sensing image can be considered as into a combination of simple scenes from multiple patchwise images. And optimal band combinations of each patchwise image are selected according to their scene. The segmentation results of each patchwise image are merged to get the desired results according to geographical coordinates. Our method is validated on the ISPRS 2-D Semantic Labeling dataset of Potsdam, on which results competitive with the state-of-the-art are obtained. The proposed scheme has strong universality and can be used for large-scale high-resolution remote sensing image classification. (C) 2020 Society of Photo-Optical Instrumentation Engineers (SPIE)",very high-resolution remote sensing,semantic segmentation,multiple band combination,scene analysis,,"Pan, Xinliang",,,,JOURNAL OF APPLIED REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_360,"Peng, Cheng","Li, Yangyang","Jiao, Licheng","Chen, Yanqiao",Densely Based Multi-Scale and Multi-Modal Fully Convolutional Networks for High-Resolution Remote-Sensing Image Semantic Segmentation,,AUG 2019,96,"Automatic and accurate semantic segmentation from high-resolution remote-sensing images plays an important role in the field of aerial images analysis. The task of dense semantic segmentation requires that semantic labels be assigned to each pixel in the image. Recently, convolutional neural networks (CNNs) have proven to be powerful tools for image classification, and they have been adopted in the remote-sensing community. But many limitations still exist when modern CNN architectures are directly applied to remote-sensing images, such as gradient explosion when the depth of the network increases, over-fitting with limited labeled remote-sensing data, and special differences between remote-sensing images and natural images. In this paper, we present a novel architecture that combines the thought of dense connection and fully convolutional networks, referred as DFCN, to automatically provide fine-grained semantic segmentation maps. In addition, we improve DFCN with multi-scale filters to widen the network and to increase the richness and diversity of extracted information, making the network more powerful and expressive than the naive convolution layer. Furthermore, we investigate a multi-modal network that incorporates digital surface models (DSMs) into a DFCN structure, and then we propose dual-path densely convolutional networks where the encoder consists of two paths that, respectively, extract features from spectral data and DSMs data and then fuse them. Finally, through conducting comprehensive experimental evaluations on two remote sensing benchmark datasets, we test our proposed models and compare them with other deep networks. The results demonstrate the effectiveness of proposed approaches; they can achieve competitive performance compared with the current state-of-the-art methods.",Dense connection,fully convolutional networks (FCN),high-resolution remote-sensing image,semantic segmentation,,"Shang, Ronghua",,,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_361,"Wang, Jiaxin","Ding, Chris H. Q.","Chen, Sibao","He, Chenggang",Semi-Supervised Remote Sensing Image Semantic Segmentation via Consistency Regularization and Average Update of Pseudo-Label,,NOV 2020,57,"Image segmentation has made great progress in recent years, but the annotation required for image segmentation is usually expensive, especially for remote sensing images. To solve this problem, we explore semi-supervised learning methods and appropriately utilize a large amount of unlabeled data to improve the performance of remote sensing image segmentation. This paper proposes a method for remote sensing image segmentation based on semi-supervised learning. We first design a Consistency Regularization (CR) training method for semi-supervised training, then employ the new learned model for Average Update of Pseudo-label (AUP), and finally combine pseudo labels and strong labels to train semantic segmentation network. We demonstrate the effectiveness of the proposed method on three remote sensing datasets, achieving better performance without more labeled data. Extensive experiments show that our semi-supervised method can learn the latent information from the unlabeled data to improve the segmentation performance.",semi-supervised learning,remote sensing image segmentation,consistency training,pseudo label,,"Luo, Bin",,,,REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
Row_362,"Li, Yunbo","Yi, Zhiyu","Wang, Yuebin","Zhang, Liqiang",Adaptive Context Transformer for Semisupervised Remote Sensing Image Segmentation,,2023,2,"Current deep learning methods for semantic seg-mentation in remote sensing heavily depend on a substantial amount of labeled data. However, obtaining pixel-level labeled data in this field is both time-consuming and laborious. To address this challenge, semi supervised learning (SSL) method shave been introduced. Pseudo supervision is one of the most effective methods, which can be adopted to enhance the performance of semsupervised semantic segmentation of remotesensing images. But incorrect pseudolabels can cause substantialdistortions to the segmentation model in SSL. Moreover, it isdifficult for conventional semantic segmentation methods to dealwith global-local features of the remote sensing image withoutadaptive context feature. In this article, we propose a novel learn-ing approach based on an adaptive context transformer (ACT)and pseudolabeling, called ACT for semisupervised (ACTSS)remote sensing image segmentation. We propose an adaptivecontext attention model with adjustable sliding windows. A smallwindow is used to capture Query (Q) for local feature, andbigger windows are used to capture Key (K) and Value(V)forglobal feature. Then, we combine them and get the global-local features. And we propose a point-line-plane (PLP) pseudolabelfilter mechanism based on clustering and boundary extraction, which can filter unreliable pseudolabels from three angles: point,line, and plane. To validate the effectiveness of the model, we carried out extensive experiments on the LOVEDA, Potsdam, and Vaihingen datasets and compared ACTSS with other methods. These experiments demonstrate that ACTSS achieves state-of-the-art performance for semisupervised semantic segmentation on all tested datasets.",Adaptive context transformer (ACT),pseudolabel filter,semantic segmentation,semisupervised learning (SSL),,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,,,,,,,,,,,,,,,,,,,,
